Key, State Code, State, District code, District, Year,Mango Area (000Ha),Mango Production (000Tonnes),Orange  Area (000Ha),Orange Production (000Tonnes),Sweet Orange Area (000Ha),Sweet Orange Production (000Tonnes), Mandarin Orange Area (000Ha), Mandarin Orange Production (000Tonnes),Orange(Santra) Area (000Ha),Orange(Santra) Production (000Tonnes),Malta Area (000Ha),Malta Production (000Tonnes),Mausmi Area (000Ha),Mausmi #N/A,Banana Area (000Ha),Banana Production (000Tonnes),Grapes Area (000Ha),Grapes Production (000Tonnes),Guava Area (000Ha),Guava Production (000Tonnes),Papaya Area (000Ha),Papaya Production (000Tonnes),Water Melon Area (000Ha),Water Melon Production (000Tonnes),Litchi Area (000Ha),Litchi Production (000Tonnes),Custard Apple Area (000Ha),Custard Apple Production (000Tonnes),Aonla Area (000Ha),Aonla Production (000Tonnes), Amla Area (000Ha), Amla Production (000Tonnes),Ber Area (000Ha),Ber Production (000Tonnes),Jack fruit Area (000Ha),Jack fruit Production (000Tonnes),Sapota  Area (000Ha),Sapota Production (000Tonnes),Pomegranate Area (000Ha),Pomegranate Production (000Tonnes),Pine Apple Area (000Ha),Pine Apple Production (000Tonnes),Lemon Area (000Ha),Lemon Production (000Tonnes),K.Lime Area (000Ha),K.Lime Production (000Tonnes),Galgal Area (000Ha),Galgal Production (000Tonnes), Limes-Lemons #N/A, Lime-Lemon  #N/A,Musk Melon Area (000Ha),Musk Melon Production (000Tonnes),Pear Area (000Ha),Pear Production (000Tonnes),Date palm Area (000Ha),Date palm Production (000Tonnes),Peach Area (000Ha),Peach Production (000Tonnes),Plum Area (000Ha),Plum Production (000Tonnes),Jamun Area (000Ha),Jamun Production (000Tonnes),Bael Area (000Ha),Bael Production (000Tonnes),Strawberry Area (000Ha),Strawberry Production (000Tonnes), Apple Area (000Ha), Apple Production (000Tonnes), Apricot Area (000Ha), Apricot Production (000Tonnes), Cherry Area (000Ha), Cherry Production (000Tonnes),G?Almond Area (000Ha),G?Almond Production (000Tonnes),Almond Area (000Ha),Almond Production (000Tonnes),Persimon Area (000Ha),Persimon Production (000Tonnes),Olive Area (000Ha),Olive Production (000Tonnes),Kiwi Area (000Ha),Kiwi Production (000Tonnes),Walnut Area (000Ha),Walnut Production (000Tonnes),Picanut Area (000Ha),Picanut Production (000Tonnes),Loquat Area (000Ha),Loquat Production (000Tonnes),Fig Area (000Ha),Fig Production (000Tonnes), Kinnow  #N/A, Kinnow  #N/A,Phalsa Area (000Ha),Phalsa #N/A,Mulberry Area (000Ha),Mulberry #N/A,Dragon Fruit Area (000Ha),Dragon Fruit Production (000Tonnes),Citrus Area (000Ha),Citrus Production (000Tonnes),Other citrus Area (000Ha),Other citrus Production (000Tonnes),Arecanut Area (000Ha),Arecanut Production (000Tonnes),Cashew Nut Area (000Ha),Cashew Nut Production (000Tonnes),Coconut Area (000Ha),Coconut Production (000Tonnes),Other Fruits Area (000Ha),Other Fruits Production (000Tonnes),Total Fruits  Area (000Ha),Total Fruits  Production (000Tonnes),
1032200216,16,Uttarakhand,1032,Bageshwar,2002,0.46,1.02,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.38,3.44,.,.,0.18,0.58,0.10,0.34,.,.,0.00,0.00,.,.,0.03,0.07,0.03,0.84,.,.,.,.,.,.,.,.,.,.,.,.,0.23,0.29,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.51,2.08,.,.,.,.,.,.,0.09,0.40,2.03,9.06,
1032200316,16,Uttarakhand,1032,Bageshwar,2003,0.53,1.70,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.01,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.36,3.60,.,.,0.19,0.59,0.10,0.34,.,.,0.00,0.00,.,.,0.03,0.07,0.05,0.15,.,.,.,.,.,.,.,.,.,.,.,.,0.35,0.33,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.51,2.51,.,.,.,.,.,.,0.28,1.44,2.41,10.74,
1032200416,16,Uttarakhand,1032,Bageshwar,2004,0.27,2.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.58,7.52,.,.,0.13,0.53,0.10,0.72,.,.,0.00,0.00,.,.,0.11,0.25,0.18,0.57,.,.,.,.,.,.,.,.,.,.,.,.,0.27,0.28,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.82,2.86,.,.,.,.,.,.,0.53,1.37,2.99,16.09,
1032200516,16,Uttarakhand,1032,Bageshwar,2005,0.34,2.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.58,6.31,.,.,0.13,0.53,0.10,0.36,.,.,0.00,0.00,.,.,0.11,0.25,0.18,0.57,.,.,.,.,.,.,.,.,.,.,.,.,0.37,0.59,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.82,3.86,.,.,.,.,.,.,0.54,2.57,3.18,17.03,
1032200616,16,Uttarakhand,1032,Bageshwar,2006,0.34,2.05,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.58,6.45,.,.,0.16,0.66,0.10,0.36,.,.,0.00,0.00,.,.,0.11,0.26,0.18,0.58,.,.,.,.,.,.,.,.,.,.,.,.,0.37,0.39,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.83,3.87,.,.,.,.,.,.,0.54,2.45,3.22,17.06,
1032200716,16,Uttarakhand,1032,Bageshwar,2007,0.41,2.10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.58,6.52,.,.,0.16,0.67,0.10,0.37,.,.,0.00,0.00,.,.,0.19,0.27,0.18,0.58,.,.,.,.,.,.,.,.,.,.,.,.,0.37,0.40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.84,3.88,.,.,.,.,.,.,0.55,2.29,3.38,17.07,
1032200816,16,Uttarakhand,1032,Bageshwar,2008,0.52,2.50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.58,7.08,.,.,0.16,0.68,0.10,0.18,.,.,0.00,0.00,.,.,0.24,0.46,0.18,0.08,.,.,.,.,.,.,.,.,.,.,.,.,0.38,0.30,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.85,4.05,.,.,.,.,.,.,0.55,2.64,3.56,17.96,
1032200916,16,Uttarakhand,1032,Bageshwar,2009,0.54,2.02,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.01,0.01,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.58,5.01,.,.,0.16,0.44,0.10,0.12,.,.,0.00,0.00,.,.,0.22,0.00,0.18,0.04,.,.,.,.,.,.,.,.,.,.,.,.,0.38,0.18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.84,3.85,.,.,.,.,.,.,0.56,3.56,3.56,15.23,
1032201016,16,Uttarakhand,1032,Bageshwar,2010,0.54,2.04,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.01,0.01,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.59,5.03,.,.,0.16,0.45,0.11,0.17,.,.,0.00,0.00,.,.,0.17,0.18,0.18,0.04,.,.,.,.,.,.,.,.,.,.,.,.,0.38,0.18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.85,3.78,.,.,.,.,.,.,0.56,3.59,3.54,15.47,
1032201116,16,Uttarakhand,1032,Bageshwar,2011,0.57,2.07,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.05,0.37,.,.,.,.,0.02,0.02,.,.,0.01,0.06,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.60,5.08,.,.,0.17,0.46,0.11,0.17,.,.,0.00,0.00,.,.,0.17,0.21,0.18,0.05,.,.,.,.,.,.,.,.,.,.,.,.,0.39,0.19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.91,5.41,.,.,.,.,.,.,0.54,3.31,3.70,17.40,
1032201216,16,Uttarakhand,1032,Bageshwar,2012,0.58,2.14,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.06,0.40,.,.,.,.,0.02,0.02,.,.,0.01,0.07,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.62,5.23,.,.,0.19,0.51,0.12,0.20,.,.,0.00,0.00,.,.,0.17,0.24,0.19,0.08,.,.,.,.,.,.,.,.,.,.,.,.,0.40,0.20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.94,5.46,.,.,.,.,.,.,0.57,3.49,3.85,18.02,
1032201316,16,Uttarakhand,1032,Bageshwar,2013,0.58,2.18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.06,0.40,.,.,.,.,0.02,0.03,.,.,0.01,0.07,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.62,5.23,.,.,0.19,0.51,0.12,0.20,.,.,0.00,0.00,.,.,0.17,0.24,0.19,0.08,.,.,.,.,.,.,.,.,.,.,.,.,0.40,0.20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.94,5.46,.,.,.,.,.,.,0.57,3.49,3.85,18.07,
1032201416,16,Uttarakhand,1032,Bhagoshwar,2014,0.58,2.18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.06,0.40,.,.,.,.,0.02,0.03,.,.,.,.,0.01,0.07,.,.,.,.,0.00,0.00,.,.,.,.,0.94,5.46,.,.,.,.,.,.,.,.,0.62,5.23,.,.,0.19,0.51,0.12,0.20,.,.,0.00,0.00,.,.,0.17,0.24,0.19,0.08,.,.,.,.,.,.,.,.,.,.,.,.,0.40,0.20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.57,3.50,3.86,18.10,
1032201516,16,Uttarakhand,1032,Bhagoshwar,2015,0.96,3.72,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.12,0.43,.,.,.,.,0.03,0.02,.,.,.,.,0.02,0.06,.,.,.,.,0.00,0.00,.,.,.,.,0.63,4.26,.,.,.,.,.,.,.,.,0.53,1.17,.,.,0.23,0.54,0.09,0.15,.,.,0.00,0.00,.,.,0.09,0.01,0.08,0.07,.,.,.,.,.,.,.,.,.,.,.,.,0.39,0.97,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.37,1.23,3.54,12.63,
1032201616,16,Uttarakhand,1032,Bhagoshwar,2016,0.99,3.73,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.12,0.43,.,.,.,.,0.03,0.03,.,.,.,.,0.02,0.06,.,.,.,.,0.00,0.00,.,.,.,.,0.66,4.26,.,.,.,.,.,.,.,.,0.53,1.17,.,.,0.25,0.54,0.10,0.15,.,.,0.00,0.00,.,.,0.10,0.01,0.08,0.07,.,.,.,.,.,.,.,.,.,.,.,.,0.40,0.97,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.37,1.25,3.65,12.67,
1035200216,16,Uttarakhand,1035,Champawat,2002,1.42,4.77,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.66,1.27,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.82,7.01,.,.,0.64,1.04,0.85,2.20,.,.,0.00,0.00,.,.,0.45,0.45,0.61,1.21,.,.,.,.,.,.,.,.,.,.,.,.,0.67,0.05,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.77,10.28,.,.,.,.,.,.,1.75,0.64,10.64,28.90,
1035200316,16,Uttarakhand,1035,Champawat,2003,1.42,2.77,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.66,3.99,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.82,2.23,.,.,0.64,0.63,0.85,1.00,.,.,0.00,0.00,.,.,0.45,0.44,0.61,0.81,.,.,.,.,.,.,.,.,.,.,.,.,0.67,0.05,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.07,1.21,.,.,.,.,.,.,1.75,2.53,9.94,15.65,
1035200416,16,Uttarakhand,1035,Champawat,2004,1.97,2.89,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.35,0.48,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.97,3.25,.,.,0.64,1.38,0.87,1.67,.,.,0.00,0.00,.,.,0.45,0.46,0.64,0.83,.,.,.,.,.,.,.,.,.,.,.,.,0.75,0.16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.01,3.85,.,.,.,.,.,.,0.71,1.22,9.34,16.18,
1035200516,16,Uttarakhand,1035,Champawat,2005,1.97,2.89,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.35,0.59,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.97,3.27,.,.,0.64,1.39,0.87,1.69,.,.,0.00,0.00,.,.,0.46,0.56,0.65,0.85,.,.,.,.,.,.,.,.,.,.,.,.,0.75,0.15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.05,3.86,.,.,.,.,.,.,1.78,2.55,10.48,17.80,
1035200616,16,Uttarakhand,1035,Champawat,2006,1.97,2.90,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.35,0.61,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.97,3.28,.,.,0.66,1.42,0.87,1.69,.,.,0.00,0.00,.,.,0.47,0.56,0.65,0.86,.,.,.,.,.,.,.,.,.,.,.,.,0.75,0.16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.06,3.89,.,.,.,.,.,.,1.78,2.57,10.52,17.93,
1035200716,16,Uttarakhand,1035,Champawat,2007,2.01,2.98,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.38,0.64,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.98,3.60,.,.,0.66,1.44,0.87,1.69,.,.,0.00,0.00,.,.,0.49,0.68,0.65,0.87,.,.,.,.,.,.,.,.,.,.,.,.,0.76,0.16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.09,3.99,.,.,.,.,.,.,1.82,2.61,10.70,18.65,
1035200816,16,Uttarakhand,1035,Champawat,2008,2.10,2.68,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.46,0.65,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.98,3.68,.,.,0.66,1.46,0.87,1.29,.,.,0.00,0.00,.,.,0.56,0.74,0.65,0.80,.,.,.,.,.,.,.,.,.,.,.,.,0.76,0.17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.13,5.00,.,.,.,.,.,.,1.82,3.56,10.99,20.03,
1035200916,16,Uttarakhand,1035,Champawat,2009,2.12,2.55,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.48,0.60,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.98,3.18,.,.,0.67,1.34,0.87,1.20,.,.,0.00,0.00,.,.,0.57,0.60,0.65,0.75,.,.,.,.,.,.,.,.,.,.,.,.,0.76,0.17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.16,4.32,.,.,.,.,.,.,1.83,3.66,11.09,18.36,
1035201016,16,Uttarakhand,1035,Champawat,2010,2.14,2.54,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.04,0.05,.,.,.,.,0.50,0.60,.,.,0.01,0.00,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.86,2.61,.,.,0.67,0.92,0.87,0.79,.,.,0.00,0.00,.,.,0.58,0.61,0.62,0.59,.,.,.,.,.,.,.,.,.,.,.,.,0.78,0.12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.21,3.49,.,.,.,.,.,.,1.80,3.64,11.07,15.96,
1035201116,16,Uttarakhand,1035,Champawat,2011,2.14,3.57,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.04,0.04,.,.,.,.,0.50,0.51,.,.,0.01,0.00,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.86,2.15,.,.,0.68,1.01,0.87,0.88,.,.,0.00,0.00,.,.,0.56,0.45,0.62,0.56,.,.,.,.,.,.,.,.,.,.,.,.,0.78,0.12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.22,3.54,.,.,.,.,.,.,1.80,3.64,11.07,16.47,
1035201216,16,Uttarakhand,1035,Champawat,2012,2.18,2.62,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.52,0.65,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.98,3.14,.,.,0.70,1.40,0.88,1.20,.,.,0.00,0.00,.,.,0.62,0.65,0.66,0.77,.,.,.,.,.,.,.,.,.,.,.,.,0.78,0.16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.23,4.45,.,.,.,.,.,.,1.90,3.79,11.45,18.83,
1035201316,16,Uttarakhand,1035,Champawat,2013,2.18,2.66,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,0.52,0.65,.,.,0.00,0.00,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.98,3.15,.,.,0.70,1.40,0.88,1.20,.,.,0.00,0.00,.,.,0.62,0.65,0.66,0.77,.,.,.,.,.,.,.,.,.,.,.,.,0.78,0.16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.23,4.45,.,.,.,.,.,.,1.90,3.79,11.46,18.88,
1035201416,16,Uttarakhand,1035,Champavath,2014,2.18,2.66,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,0.52,0.65,.,.,.,.,0.00,0.00,.,.,.,.,0.00,0.00,.,.,.,.,2.23,4.45,.,.,.,.,.,.,.,.,0.98,3.14,.,.,0.70,1.38,0.89,1.20,.,.,0.00,0.00,.,.,0.62,0.65,0.66,0.77,.,.,.,.,.,.,.,.,.,.,.,.,0.78,0.16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.90,3.79,11.46,18.86,
1035201516,16,Uttarakhand,1035,Champavath,2015,1.68,2.27,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.50,0.96,.,.,.,.,0.42,0.52,.,.,.,.,0.00,0.00,.,.,.,.,0.00,0.00,.,.,.,.,1.88,3.52,.,.,.,.,.,.,.,.,0.63,1.80,.,.,0.51,0.92,0.53,0.61,.,.,0.00,0.00,.,.,0.32,0.33,0.34,0.36,.,.,.,.,.,.,.,.,.,.,.,.,0.26,0.05,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.12,2.15,8.18,13.47,
1035201616,16,Uttarakhand,1035,Champavath,2016,1.69,2.28,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.50,0.96,.,.,.,.,0.42,0.53,.,.,.,.,0.00,0.00,.,.,.,.,0.00,0.00,.,.,.,.,1.88,3.52,.,.,.,.,.,.,.,.,0.63,1.81,.,.,0.51,0.93,0.53,0.61,.,.,0.00,0.00,.,.,0.32,0.33,0.34,0.37,.,.,.,.,.,.,.,.,.,.,.,.,0.26,0.06,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.12,2.16,8.20,13.53,
1043200216,16,Uttarakhand,1043,Rudraprayag,2002,0.09,0.24,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.01,0.00,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.06,0.17,.,.,0.09,0.31,0.05,0.14,.,.,0.00,0.00,.,.,0.07,0.14,0.03,0.09,.,.,.,.,.,.,.,.,.,.,.,.,0.15,0.10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.34,1.64,.,.,.,.,.,.,0.11,0.03,0.99,2.87,
1043200316,16,Uttarakhand,1043,Rudraprayag,2003,0.12,0.29,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.01,0.00,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.06,0.18,.,.,0.09,0.34,0.05,0.13,.,.,0.00,0.00,.,.,0.07,0.13,0.03,0.08,.,.,.,.,.,.,.,.,.,.,.,.,0.15,0.11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.35,1.71,.,.,.,.,.,.,0.15,0.67,1.09,3.65,
1043200416,16,Uttarakhand,1043,Rudraprayag,2004,0.14,0.21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.01,0.01,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.09,0.45,.,.,0.11,0.43,0.08,0.34,.,.,0.00,0.00,.,.,0.09,0.22,0.04,0.12,.,.,.,.,.,.,.,.,.,.,.,.,0.18,0.14,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.33,1.05,.,.,.,.,.,.,0.25,0.70,1.29,3.66,
1043200516,16,Uttarakhand,1043,Rudraprayag,2005,0.15,0.33,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.01,0.00,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,0.46,.,.,0.12,0.43,0.09,0.36,.,.,0.00,0.00,.,.,0.09,0.22,0.04,0.15,.,.,.,.,.,.,.,.,.,.,.,.,0.19,0.11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.53,1.84,.,.,.,.,.,.,0.48,1.16,1.78,5.07,
1043200616,16,Uttarakhand,1043,Rudraprayag,2006,0.30,0.34,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.02,0.01,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.14,0.79,.,.,0.14,0.50,0.12,0.43,.,.,0.00,0.00,.,.,0.25,0.25,0.04,0.16,.,.,.,.,.,.,.,.,.,.,.,.,0.24,0.12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.59,1.95,.,.,.,.,.,.,0.49,2.08,2.32,6.61,
1043200716,16,Uttarakhand,1043,Rudraprayag,2007,0.36,0.53,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.03,0.01,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.18,0.85,.,.,0.15,0.40,0.12,0.44,.,.,0.00,0.00,.,.,0.33,0.99,0.04,0.20,.,.,.,.,.,.,.,.,.,.,.,.,0.24,0.12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.67,2.44,.,.,.,.,.,.,0.58,2.54,2.70,8.50,
1043200816,16,Uttarakhand,1043,Rudraprayag,2008,0.37,0.58,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.03,0.01,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.18,0.86,.,.,0.15,0.45,0.12,0.45,.,.,0.00,0.00,.,.,0.35,1.00,0.04,0.20,.,.,.,.,.,.,.,.,.,.,.,.,0.24,0.13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.69,2.74,.,.,.,.,.,.,0.59,2.68,2.75,9.08,
1043200916,16,Uttarakhand,1043,Rudraprayag,2009,0.37,0.35,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.03,0.01,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.18,0.51,.,.,0.15,0.27,0.12,0.27,.,.,0.00,0.00,.,.,0.36,0.60,0.04,0.11,.,.,.,.,.,.,.,.,.,.,.,.,0.24,0.08,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.69,1.64,.,.,.,.,.,.,0.59,1.62,2.77,5.45,
1043201016,16,Uttarakhand,1043,Rudraprayag,2010,0.38,0.36,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.03,0.01,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.19,0.52,.,.,0.16,0.28,0.12,0.28,.,.,0.00,0.00,.,.,0.37,0.60,0.04,0.12,.,.,.,.,.,.,.,.,.,.,.,.,0.24,0.09,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.70,1.66,.,.,.,.,.,.,0.60,1.63,2.83,5.54,
1043201116,16,Uttarakhand,1043,Rudraprayag,2011,0.40,0.39,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.03,0.01,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.19,0.55,.,.,0.16,0.30,0.12,0.29,.,.,0.00,0.00,.,.,0.38,0.63,0.05,0.13,.,.,.,.,.,.,.,.,.,.,.,.,0.25,0.09,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.73,1.82,.,.,.,.,.,.,0.61,1.78,2.91,5.98,
