Key, State Code, State, District code, District, Year,Mango Area (000Ha),Mango Production (000Tonnes),Orange  Area (000Ha),Orange Production (000Tonnes),Sweet Orange Area (000Ha),Sweet Orange Production (000Tonnes), Mandarin Orange Area (000Ha), Mandarin Orange Production (000Tonnes),Orange(Santra) Area (000Ha),Orange(Santra) Production (000Tonnes),Malta Area (000Ha),Malta Production (000Tonnes),Mausmi Area (000Ha),Mausmi #N/A,Banana Area (000Ha),Banana Production (000Tonnes),Grapes Area (000Ha),Grapes Production (000Tonnes),Guava Area (000Ha),Guava Production (000Tonnes),Papaya Area (000Ha),Papaya Production (000Tonnes),Water Melon Area (000Ha),Water Melon Production (000Tonnes),Litchi Area (000Ha),Litchi Production (000Tonnes),Custard Apple Area (000Ha),Custard Apple Production (000Tonnes),Aonla Area (000Ha),Aonla Production (000Tonnes), Amla Area (000Ha), Amla Production (000Tonnes),Ber Area (000Ha),Ber Production (000Tonnes),Jack fruit Area (000Ha),Jack fruit Production (000Tonnes),Sapota  Area (000Ha),Sapota Production (000Tonnes),Pomegranate Area (000Ha),Pomegranate Production (000Tonnes),Pine Apple Area (000Ha),Pine Apple Production (000Tonnes),Lemon Area (000Ha),Lemon Production (000Tonnes),K.Lime Area (000Ha),K.Lime Production (000Tonnes),Galgal Area (000Ha),Galgal Production (000Tonnes), Limes-Lemons #N/A, Lime-Lemon  #N/A,Musk Melon Area (000Ha),Musk Melon Production (000Tonnes),Pear Area (000Ha),Pear Production (000Tonnes),Date palm Area (000Ha),Date palm Production (000Tonnes),Peach Area (000Ha),Peach Production (000Tonnes),Plum Area (000Ha),Plum Production (000Tonnes),Jamun Area (000Ha),Jamun Production (000Tonnes),Bael Area (000Ha),Bael Production (000Tonnes),Strawberry Area (000Ha),Strawberry Production (000Tonnes), Apple Area (000Ha), Apple Production (000Tonnes), Apricot Area (000Ha), Apricot Production (000Tonnes), Cherry Area (000Ha), Cherry Production (000Tonnes),G?Almond Area (000Ha),G?Almond Production (000Tonnes),Almond Area (000Ha),Almond Production (000Tonnes),Persimon Area (000Ha),Persimon Production (000Tonnes),Olive Area (000Ha),Olive Production (000Tonnes),Kiwi Area (000Ha),Kiwi Production (000Tonnes),Walnut Area (000Ha),Walnut Production (000Tonnes),Picanut Area (000Ha),Picanut Production (000Tonnes),Loquat Area (000Ha),Loquat Production (000Tonnes),Fig Area (000Ha),Fig Production (000Tonnes), Kinnow  #N/A, Kinnow  #N/A,Phalsa Area (000Ha),Phalsa #N/A,Mulberry Area (000Ha),Mulberry #N/A,Dragon Fruit Area (000Ha),Dragon Fruit Production (000Tonnes),Citrus Area (000Ha),Citrus Production (000Tonnes),Other citrus Area (000Ha),Other citrus Production (000Tonnes),Arecanut Area (000Ha),Arecanut Production (000Tonnes),Cashew Nut Area (000Ha),Cashew Nut Production (000Tonnes),Coconut Area (000Ha),Coconut Production (000Tonnes),Other Fruits Area (000Ha),Other Fruits Production (000Tonnes),Total Fruits  Area (000Ha),Total Fruits  Production (000Tonnes),
17620089,9,Punjab,176,Patiala          ,2008,0.37,4.56,.,.,0.03,0.20,.,.,.,.,.,.,.,.,.,.,0.01,0.25,0.83,16.69,.,.,0.05,1.06,0.01,0.09,.,.,.,.,0.00,0.00,0.19,3.26,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,0.07,0.54,0.20,3.68,0.10,2.15,.,.,0.12,2.16,0.01,0.23,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.08,1.42,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.35,4.55,2.41,40.81,
17620099,9,Punjab,176,Patiala,2009,0.37,5.22,.,.,0.03,0.20,.,.,.,.,.,.,.,.,0.00,0.06,0.01,0.26,0.86,18.23,.,.,0.06,1.27,0.01,0.01,.,.,.,.,0.00,.,0.18,3.12,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,0.07,0.53,0.25,4.72,0.10,2.24,.,.,0.12,2.25,0.01,0.23,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.08,1.49,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.35,4.84,2.50,44.67,
17620109,9,Punjab,176,Patiala,2010,0.37,5.27,.,.,0.03,0.20,.,.,.,.,.,.,.,.,0.00,0.12,0.01,0.25,0.88,19.45,.,.,.,.,0.01,0.10,.,.,.,.,0.00,0.00,0.18,2.90,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,0.07,0.54,.,.,0.10,2.27,.,.,0.13,2.32,0.02,0.27,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.08,1.46,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.36,4.97,2.22,40.10,
17620119,9,Punjab,176,Patiala,2011,0.37,5.23,.,.,0.03,0.20,.,.,.,.,.,.,.,.,0.00,0.12,0.01,0.25,0.91,20.25,.,.,.,.,0.01,0.10,.,.,.,.,0.01,0.13,0.17,2.72,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,0.07,0.52,.,.,0.10,2.31,.,.,0.14,2.49,0.02,0.27,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.08,1.47,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.35,4.86,2.26,40.91,
17620129,9,Punjab,176,Patiala,2012,0.38,5.37,.,.,0.03,0.20,.,.,.,.,.,.,.,.,0.00,0.06,0.01,0.23,0.93,20.54,.,.,0.05,0.75,0.01,0.10,.,.,.,.,0.00,0.01,0.17,2.68,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,0.07,0.52,0.50,8.14,0.10,2.38,.,.,0.15,2.67,0.01,0.25,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.08,1.55,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.37,5.03,2.84,50.48,
17620139,9,Punjab,176,Patiala,2013,0.38,5.39,.,.,0.03,0.20,.,.,.,.,.,.,.,.,0.00,0.06,0.01,0.14,0.93,20.71,.,.,0.05,0.72,0.01,0.12,.,.,.,.,0.00,0.01,0.16,2.61,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,0.07,0.53,0.51,8.19,0.11,2.55,.,.,0.15,2.69,0.01,0.25,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.08,1.53,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.38,5.25,2.87,50.94,
17620149,9,Punjab,176,Patiala,2014,0.38,6.12,.,.,0.03,0.19,.,.,.,.,.,.,.,.,0.00,0.06,0.01,0.14,0.94,21.50,.,.,0.04,0.66,0.01,0.12,.,.,.,.,0.00,0.01,0.16,2.53,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,0.08,0.59,0.48,7.83,0.11,2.62,.,.,0.15,2.73,0.01,0.25,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.08,1.59,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.39,6.52,2.86,53.44,
17620159,9,Punjab,176,Patiala,2015,0.36,5.92,.,.,0.03,0.19,.,.,.,.,.,.,.,.,0.00,0.06,0.00,0.06,0.95,21.60,.,.,.,.,0.01,0.10,.,.,.,.,0.00,0.01,0.14,2.29,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,0.07,0.50,.,.,0.11,2.60,.,.,0.15,2.78,0.01,0.25,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.07,1.49,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.37,6.20,2.27,44.03,
17620169,9,Punjab,176,Patiala,2016,0.36,5.87,.,.,0.02,0.18,.,.,.,.,.,.,.,.,0.00,0.00,0.00,0.06,0.97,22.08,.,.,.,.,0.01,0.12,.,.,.,.,0.00,0.03,0.14,2.21,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,0.07,0.54,.,.,0.12,2.67,.,.,0.16,2.94,0.02,0.29,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.08,1.56,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.37,6.19,2.30,44.73,
54520009,9,Punjab,545,Mansa,2000,.,.,.,.,0.01,0.05,.,.,.,.,.,.,.,.,.,.,0.06,1.65,0.09,1.21,.,.,.,.,.,.,.,.,.,.,.,.,0.10,1.47,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,0.03,0.10,.,.,.,.,.,.,0.01,0.01,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.12,1.74,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.41,6.23,
54520019,9,Punjab,545,Mansa,2001,.,.,.,.,0.01,0.04,.,.,.,.,.,.,.,.,.,.,0.06,1.57,0.08,1.31,.,.,.,.,.,.,.,.,.,.,.,.,0.10,1.47,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.05,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.14,2.13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.38,6.57,
54520029,9,Punjab,545,Mansa,2002,.,.,.,.,0.01,0.04,.,.,.,.,.,.,.,.,.,.,0.06,1.57,0.10,1.82,.,.,.,.,.,.,.,.,.,.,.,.,0.11,1.68,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.05,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.16,2.36,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.44,7.51,
54520039,9,Punjab,545,Mansa,2003,.,.,.,.,0.01,0.04,.,.,.,.,.,.,.,.,.,.,0.06,1.54,0.11,1.98,.,.,.,.,.,.,.,.,.,.,.,.,0.12,1.74,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.01,0.11,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.21,3.09,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.51,8.49,
54520049,9,Punjab,545,Mansa ,2004,0.00,0.00,.,.,0.01,0.05,.,.,.,.,.,.,.,.,.,.,0.06,1.54,0.13,2.21,.,.,0.00,0.04,0.00,0.00,.,.,.,.,.,.,0.13,1.98,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,0.00,0.00,0.01,0.10,0.00,0.00,.,.,0.01,0.11,0.00,0.00,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.25,3.69,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,0.58,9.71,
54520059,9,Punjab,545,Mansa ,2005,0.00,0.00,.,.,0.01,0.05,.,.,.,.,.,.,.,.,.,.,0.06,1.54,0.13,2.26,.,.,0.00,0.06,0.00,0.00,.,.,.,.,.,.,0.13,2.01,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,0.00,0.00,0.01,0.12,0.00,0.00,.,.,0.01,0.11,0.00,0.00,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.34,5.04,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,0.68,11.18,
54520069,9,Punjab,545,Mansa,2006,.,.,.,.,0.01,0.05,.,.,.,.,.,.,.,.,.,.,0.06,1.54,0.14,2.52,.,.,.,.,.,.,.,.,.,.,.,.,0.14,2.04,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.01,0.11,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.38,5.75,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.01,0.74,12.01,
54520079,9,Punjab,545,Mansa,2007,0.00,0.00,.,.,0.01,0.05,.,.,.,.,.,.,.,.,.,.,0.05,1.39,0.15,2.81,.,.,0.00,0.00,0.00,0.00,.,.,.,.,0.11,1.38,0.14,2.27,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,0.00,0.00,0.00,0.00,0.00,0.00,.,.,0.01,0.10,0.00,0.00,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.45,8.24,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.02,0.91,16.27,
54520089,9,Punjab,545,Mansa          ,2008,0.00,0.00,.,.,0.01,0.05,.,.,.,.,.,.,.,.,.,.,0.05,1.38,0.15,2.94,.,.,0.00,0.00,0.00,0.00,.,.,.,.,0.00,0.00,0.14,2.33,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,0.00,0.00,0.00,0.00,0.00,0.00,.,.,0.01,0.11,0.00,0.00,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.51,9.84,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.03,0.86,16.67,
54520099,9,Punjab,545,Mansa,2009,0.00,.,.,.,0.00,0.03,.,.,.,.,.,.,.,.,.,0.00,0.04,1.18,0.15,3.24,.,.,.,.,0.00,.,.,.,.,.,0.00,0.01,0.14,2.36,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,0.00,.,.,.,0.00,.,.,.,0.01,0.11,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.58,11.69,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.03,0.92,18.64,
54520109,9,Punjab,545,Mansa,2010,0.00,0.02,.,.,0.00,0.00,.,.,.,.,.,.,.,.,0.00,0.05,0.04,1.01,0.15,3.37,.,.,.,.,0.00,0.00,.,.,.,.,0.00,0.03,0.14,2.18,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,0.00,0.00,.,.,0.01,0.11,0.00,0.00,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.65,12.83,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.03,0.98,19.63,
54520119,9,Punjab,545,Mansa,2011,0.00,0.00,.,.,0.00,0.01,.,.,.,.,.,.,.,.,0.00,0.05,0.03,0.79,0.15,3.31,.,.,.,.,0.00,0.00,.,.,.,.,0.00,0.01,0.08,1.33,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,0.00,0.00,.,.,0.00,0.02,0.00,0.00,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.67,13.37,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.03,0.94,18.92,
54520129,9,Punjab,545,Mansa,2012,0.00,0.00,.,.,0.00,0.02,.,.,.,.,.,.,.,.,0.00,0.05,0.03,0.80,0.14,3.25,.,.,0.00,0.00,0.00,0.00,.,.,.,.,0.00,0.01,0.07,1.20,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,0.00,0.00,0.00,0.00,0.00,0.00,.,.,0.00,0.02,0.00,0.00,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.70,13.99,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.03,0.96,19.36,
54520139,9,Punjab,545,Mansa,2013,0.00,0.00,.,.,0.00,0.01,.,.,.,.,.,.,.,.,0.00,0.00,0.03,0.80,0.14,3.13,.,.,0.00,0.00,0.00,0.00,.,.,.,.,0.00,0.01,0.07,1.13,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,0.00,0.00,0.00,0.00,0.00,0.00,.,.,0.00,0.02,0.00,0.00,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.72,14.35,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.03,0.96,19.49,
54520149,9,Punjab,545,Mansa,2014,0.00,0.00,.,.,0.00,0.01,.,.,.,.,.,.,.,.,0.00,0.00,0.03,0.80,0.14,3.16,.,.,0.00,0.00,0.00,0.00,.,.,.,.,0.00,0.01,0.07,1.13,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,0.00,0.00,0.00,0.00,0.00,0.00,.,.,0.00,0.00,0.00,0.00,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.73,14.60,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.03,0.97,19.74,
54520159,9,Punjab,545,Mansa,2015,0.00,0.00,.,.,0.00,0.00,.,.,.,.,.,.,.,.,0.00,0.00,0.02,0.66,0.14,3.28,.,.,.,.,0.00,0.00,.,.,.,.,0.00,0.01,0.07,1.13,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,0.00,0.00,.,.,0.00,0.02,0.00,0.00,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.70,15.32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.03,0.94,20.45,
54520169,9,Punjab,545,Mansa,2016,0.00,0.00,.,.,0.00,0.00,.,.,.,.,.,.,.,.,0.00,0.00,0.02,0.46,0.15,3.37,.,.,.,.,0.00,0.00,.,.,.,.,0.00,0.01,0.05,0.86,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,0.00,0.00,.,.,0.00,0.02,0.00,0.00,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.67,14.71,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.03,0.89,19.45,
54620009,9,Punjab,546,Fatehgarh Sahib,2000,0.14,1.39,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.01,0.16,0.10,1.79,.,.,.,.,.,.,.,.,.,.,.,.,0.01,0.17,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,0.01,0.07,.,.,0.03,0.62,.,.,0.01,0.11,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.01,0.08,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.02,0.24,0.34,4.61,
54620019,9,Punjab,546,Fatehgarh Sahib,2001,0.15,1.52,.,.,0.00,0.01,.,.,.,.,.,.,.,.,.,.,0.01,0.16,0.13,2.22,.,.,.,.,.,.,.,.,.,.,.,.,0.01,0.20,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,0.03,0.21,.,.,0.04,0.80,.,.,0.02,0.32,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.02,0.26,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.03,0.27,0.43,5.96,
54620029,9,Punjab,546,Fatehgarh Sahib,2002,0.16,1.57,.,.,0.00,0.01,.,.,.,.,.,.,.,.,.,.,0.01,0.16,0.13,2.35,.,.,.,.,.,.,.,.,.,.,.,.,0.01,0.20,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,0.03,0.21,.,.,0.04,0.76,.,.,0.02,0.27,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.02,0.33,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.03,0.25,0.44,6.10,
54620039,9,Punjab,546,Fatehgarh Sahib,2003,0.15,1.45,.,.,0.00,0.01,.,.,.,.,.,.,.,.,.,.,0.01,0.16,0.16,2.87,.,.,.,.,.,.,.,.,.,.,.,.,0.01,0.18,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,0.03,0.21,.,.,0.04,0.78,.,.,0.03,0.42,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.03,0.47,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.03,0.31,0.49,6.85,
54620049,9,Punjab,546,Fatehgarh Sahib ,2004,0.15,1.49,.,.,0.00,0.01,.,.,.,.,.,.,.,.,.,.,0.00,0.08,0.18,3.20,.,.,0.00,0.02,0.00,0.00,.,.,.,.,.,.,0.01,0.21,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,0.03,0.21,0.01,0.14,0.04,0.70,.,.,0.03,0.48,0.00,0.00,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.04,0.59,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.04,0.35,0.53,7.47,
54620059,9,Punjab,546,Fatehgarh Sahib ,2005,0.15,1.52,.,.,0.00,0.01,.,.,.,.,.,.,.,.,.,.,0.00,0.08,0.20,3.57,.,.,0.00,0.02,0.00,0.00,.,.,.,.,.,.,0.01,0.21,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,0.03,0.21,0.01,0.18,0.04,0.72,.,.,0.04,0.53,0.00,0.00,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.07,0.98,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.04,0.40,0.59,8.41,
54620069,9,Punjab,546,Fatehgarh Sahib,2006,0.15,1.47,.,.,0.00,0.01,.,.,.,.,.,.,.,.,.,.,0.00,0.08,0.21,3.73,.,.,.,.,.,.,.,.,.,.,0.00,0.04,0.01,0.21,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,0.03,0.18,.,.,0.04,0.74,.,.,0.03,0.51,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,1.46,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.04,0.35,0.61,8.77,
54620079,9,Punjab,546,Fatehgarh Sahib,2007,0.14,1.65,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,0.00,0.05,0.21,4.05,.,.,0.00,0.00,0.00,0.00,.,.,.,.,0.00,0.05,0.01,0.21,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,0.02,0.15,0.01,0.22,0.04,0.75,.,.,0.04,0.59,0.00,0.00,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.12,1.93,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.04,0.42,0.62,10.06,
54620089,9,Punjab,546,Fatehgarh Sahib,2008,0.14,1.83,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,0.00,0.06,0.20,4.20,.,.,0.00,0.00,0.00,0.00,.,.,.,.,0.00,0.05,0.01,0.22,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,0.02,0.16,0.01,0.27,0.03,0.69,.,.,0.04,0.67,0.00,0.00,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.15,2.56,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.04,0.46,0.64,11.17,
54620099,9,Punjab,546,Fatehgarh Sahib,2009,0.14,1.88,.,.,0.00,.,.,.,.,.,.,.,.,.,0.01,0.35,.,.,0.20,4.62,.,.,0.00,0.00,0.00,.,.,.,.,.,0.00,0.05,0.01,0.19,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,0.02,0.15,0.02,0.35,0.03,0.69,.,.,0.04,0.67,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.17,3.30,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.03,0.43,0.67,12.67,
54620109,9,Punjab,546,Fatehgarh Sahib,2010,0.14,1.85,.,.,0.00,0.00,.,.,.,.,.,.,.,.,0.01,0.35,0.00,0.00,0.19,4.36,.,.,.,.,0.00,0.00,.,.,.,.,0.00,0.05,0.01,0.18,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,0.02,0.14,.,.,0.03,0.69,.,.,0.04,0.70,0.00,0.00,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.17,3.16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.05,0.65,0.66,12.12,
54620119,9,Punjab,546,Fatehgarh Sahib,2011,0.14,1.88,.,.,0.00,0.00,.,.,.,.,.,.,.,.,0.01,0.46,0.00,0.00,0.20,4.47,.,.,.,.,0.00,0.00,.,.,.,.,0.00,0.04,0.01,0.14,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,0.02,0.14,.,.,0.03,0.69,.,.,0.04,0.72,0.00,0.00,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.18,3.30,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.06,0.77,0.68,12.61,
54620129,9,Punjab,546,Fatehgarh Sahib,2012,0.14,2.00,.,.,0.00,0.00,.,.,.,.,.,.,.,.,0.00,0.23,0.00,0.00,0.20,4.45,.,.,0.00,0.00,0.00,0.00,.,.,.,.,0.00,0.01,0.01,0.08,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,0.01,0.09,0.04,0.62,0.03,0.59,.,.,0.04,0.72,0.00,0.00,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.18,3.36,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.06,0.77,0.70,12.93,
