Key,Dist Code,Year,State Code,State Name,Dist Name,NITROGEN KHARIF CONSUMPTION (tons),NITROGEN RABI CONSUMPTION (tons),PHOSPHATE KHARIF CONSUMPTION (tons),PHOSPHATE RABI CONSUMPTION (tons),POTASH KHARIF CONSUMPTION (tons),POTASH RABI CONSUMPTION (tons),TOTAL KHARIF CONSUMPTION (tons),TOTAL RABI CONSUMPTION (tons)
72620098,726,2009,8,Orissa,Nayagarh,3682,1411,790,789,545,531,5017,2731
72620108,726,2010,8,Orissa,Nayagarh,3120,1379,820,441,914,313,4854,2133
72620118,726,2011,8,Orissa,Nayagarh,3990,973,781,285,360,452,5131,1710
72620128,726,2012,8,Orissa,Nayagarh,3122,929,850,274,321,316,4293,1519
72620138,726,2013,8,Orissa,Nayagarh,3347,484,546,376,316,157,4209,1017
72620148,726,2014,8,Orissa,Nayagarh,3144,1116,571,245,235,159,3950,1520
72620158,726,2015,8,Orissa,Nayagarh,3323,633,622,415,244,542,4189,1590
72620168,726,2016,8,Orissa,Nayagarh,4477,818,1017,561,552,110,6046,1489
72620178,726,2017,8,Orissa,Nayagarh,4517,1167,1753,554,1013,171,7283,1892
72819948,728,1994,8,Orissa,Boudh,720,345,88,53,88,40,896,438
72819958,728,1995,8,Orissa,Boudh,1108,361,287,42,190,45,1585,448
72819968,728,1996,8,Orissa,Boudh,920,388,252,21,200,17,1372,426
72819978,728,1997,8,Orissa,Boudh,391,91,100,31,90,34,581,156
72819988,728,1998,8,Orissa,Boudh,-1,-1,-1,-1,-1,-1,-1,-1
72819998,728,1999,8,Orissa,Boudh,-1,-1,-1,-1,-1,-1,-1,-1
72820008,728,2000,8,Orissa,Boudh,1612,68,522,29,302,21,2436,118
72820018,728,2001,8,Orissa,Boudh,1803,121,549,19,415,50,2767,190
72820028,728,2002,8,Orissa,Boudh,2037,216,638,156,420,10,3095,382
72820038,728,2003,8,Orissa,Boudh,2732,328,697,118,462,19,3891,465
72820048,728,2004,8,Orissa,Boudh,1950,259,720,127,373,43,3043,429
72820058,728,2005,8,Orissa,Boudh,2179,292,955,186,503,115,3637,593
72820068,728,2006,8,Orissa,Boudh,2367,855,932,540,311,450,3610,1845
72820078,728,2007,8,Orissa,Boudh,3039,713,1152,312,531,111,4722,1136
72820088,728,2008,8,Orissa,Boudh,3610,754,1345,352,932,161,5887,1267
72820098,728,2009,8,Orissa,Boudh,3507,711,1674,140,776,242,5957,1093
72820108,728,2010,8,Orissa,Boudh,3351,762,1386,269,802,95,5539,1126
72820118,728,2011,8,Orissa,Boudh,2842,1065,1136,688,391,319,4369,2072
72820128,728,2012,8,Orissa,Boudh,2663,919,922,564,333,231,3918,1714
72820138,728,2013,8,Orissa,Boudh,4025,603,1086,446,309,94,5420,1143
72820148,728,2014,8,Orissa,Boudh,3543,638,1463,259,475,145,5481,1042
72820158,728,2015,8,Orissa,Boudh,4031,351,1479,102,340,117,5850,570
72820168,728,2016,8,Orissa,Boudh,3562,555,1397,213,410,241,5369,1009
72820178,728,2017,8,Orissa,Boudh,3192,407,1009,6,523,36,4724,449
72919938,729,1993,8,Orissa,Bargarh,7256,8024,2156,2838,1200,1338,10612,12200
72919948,729,1994,8,Orissa,Bargarh,8863,8794,2866,2474,2127,2162,13856,13430
72919958,729,1995,8,Orissa,Bargarh,6524,11544,1769,2898,1346,2469,9639,16911
72919968,729,1996,8,Orissa,Bargarh,9857,6593,3968,2020,1385,1346,15210,9959
72919978,729,1997,8,Orissa,Bargarh,1287,434,275,239,87,110,1649,783
72919988,729,1998,8,Orissa,Bargarh,-1,-1,-1,-1,-1,-1,-1,-1
72919998,729,1999,8,Orissa,Bargarh,-1,-1,-1,-1,-1,-1,-1,-1
72920008,729,2000,8,Orissa,Bargarh,14622,9258,6234,3172,4333,1853,25189,14283
72920018,729,2001,8,Orissa,Bargarh,16729,9979,5942,3164,4142,3203,26813,16346
72920028,729,2002,8,Orissa,Bargarh,12005,10384,4784,3741,4145,3585,20934,17710
72920038,729,2003,8,Orissa,Bargarh,13468,12319,4435,4491,4691,3269,22594,20079
72920048,729,2004,8,Orissa,Bargarh,15752,8446,5014,4102,3902,2791,24668,15339
72920058,729,2005,8,Orissa,Bargarh,16902,12572,5790,5709,4447,3207,27139,21488
72920068,729,2006,8,Orissa,Bargarh,16188,8169,5794,3214,3667,3611,25649,14994
72920078,729,2007,8,Orissa,Bargarh,15132,9296,8537,6122,4522,2955,28191,18373
72920088,729,2008,8,Orissa,Bargarh,14571,9776,8051,6218,5538,3606,28160,19600
72920098,729,2009,8,Orissa,Bargarh,15082,9443,9574,6498,4685,4523,29341,20464
72920108,729,2010,8,Orissa,Bargarh,15366,10778,11016,6166,5484,3355,31866,20299
72920118,729,2011,8,Orissa,Bargarh,19036,14302,10346,6158,2761,4076,32143,24536
72920128,729,2012,8,Orissa,Bargarh,17949,14566,8814,6586,3821,2519,30584,23671
72920138,729,2013,8,Orissa,Bargarh,19396,11291,7645,6201,4621,2066,31662,19558
72920148,729,2014,8,Orissa,Bargarh,10818,4650,5105,1512,2022,658,17945,6820
72920158,729,2015,8,Orissa,Bargarh,21644,11077,8529,6908,2679,3740,32852,21725
72920168,729,2016,8,Orissa,Bargarh,12146,829,6734,923,2958,673,21838,2425
72920178,729,2017,8,Orissa,Bargarh,17257,15965,8662,7033,4348,4005,30267,27003
73019948,730,1994,8,Orissa,Deogarh,457,134,99,55,31,49,587,238
73019958,730,1995,8,Orissa,Deogarh,590,437,190,164,93,65,873,666
73019968,730,1996,8,Orissa,Deogarh,569,343,194,69,96,25,859,437
73019978,730,1997,8,Orissa,Deogarh,2935,633,1109,200,315,91,4359,924
73019988,730,1998,8,Orissa,Deogarh,-1,-1,-1,-1,-1,-1,-1,-1
73019998,730,1999,8,Orissa,Deogarh,-1,-1,-1,-1,-1,-1,-1,-1
73020008,730,2000,8,Orissa,Deogarh,1037,262,466,145,115,58,1618,465
73020018,730,2001,8,Orissa,Deogarh,1100,458,331,227,173,159,1604,844
73020028,730,2002,8,Orissa,Deogarh,1389,355,450,218,223,95,2062,668
73020038,730,2003,8,Orissa,Deogarh,1255,304,489,225,267,115,2011,644
73020048,730,2004,8,Orissa,Deogarh,1051,464,470,263,288,97,1809,824
73020058,730,2005,8,Orissa,Deogarh,1087,474,508,319,248,173,1843,966
73020068,730,2006,8,Orissa,Deogarh,1200,361,649,260,201,180,2050,801
73020078,730,2007,8,Orissa,Deogarh,1303,607,711,427,265,68,2279,1102
73020088,730,2008,8,Orissa,Deogarh,1393,486,665,360,303,113,2361,959
73020098,730,2009,8,Orissa,Deogarh,1583,467,813,256,321,144,2717,867
73020108,730,2010,8,Orissa,Deogarh,1626,451,1189,184,429,88,3244,723
73020118,730,2011,8,Orissa,Deogarh,1673,663,1016,441,324,186,3013,1290
73020128,730,2012,8,Orissa,Deogarh,2035,596,1165,379,444,97,3644,1072
73020138,730,2013,8,Orissa,Deogarh,2003,372,990,268,340,136,3333,776
73020148,730,2014,8,Orissa,Deogarh,1780,468,858,257,345,75,2983,800
73020158,730,2015,8,Orissa,Deogarh,2671,300,1343,149,336,50,4350,499
73020168,730,2016,8,Orissa,Deogarh,2138,325,945,162,377,24,3460,511
73020178,730,2017,8,Orissa,Deogarh,1896,197,944,147,430,30,3270,374
73119948,731,1994,8,Orissa,Jharsuguda,2379,695,591,269,156,145,3126,1109
73119958,731,1995,8,Orissa,Jharsuguda,2766,993,602,351,389,181,3757,1525
73119968,731,1996,8,Orissa,Jharsuguda,2383,752,874,142,277,33,3534,927
73119978,731,1997,8,Orissa,Jharsuguda,7482,4181,2897,1818,1787,1116,12166,7115
73119988,731,1998,8,Orissa,Jharsuguda,-1,-1,-1,-1,-1,-1,-1,-1
73119998,731,1999,8,Orissa,Jharsuguda,-1,-1,-1,-1,-1,-1,-1,-1
73120008,731,2000,8,Orissa,Jharsuguda,4166,1534,1544,274,389,101,6099,1909
73120018,731,2001,8,Orissa,Jharsuguda,4787,2343,1118,256,646,281,6551,2880
73120028,731,2002,8,Orissa,Jharsuguda,3418,956,1484,422,512,267,5414,1645
73120038,731,2003,8,Orissa,Jharsuguda,3233,791,1329,354,578,146,5140,1291
73120048,731,2004,8,Orissa,Jharsuguda,4197,899,1150,435,422,102,5769,1436
73120058,731,2005,8,Orissa,Jharsuguda,3962,820,1346,489,591,159,5899,1468
73120068,731,2006,8,Orissa,Jharsuguda,4113,833,1520,287,390,114,6023,1234
73120078,731,2007,8,Orissa,Jharsuguda,4983,1272,2188,819,745,314,7916,2405
73120088,731,2008,8,Orissa,Jharsuguda,4160,1028,1989,1156,877,198,7026,2382
73120098,731,2009,8,Orissa,Jharsuguda,2871,947,1657,333,537,176,5065,1456
73120108,731,2010,8,Orissa,Jharsuguda,3389,1108,2173,420,742,155,6304,1683
73120118,731,2011,8,Orissa,Jharsuguda,3912,595,1913,343,348,228,6173,1166
73120128,731,2012,8,Orissa,Jharsuguda,3258,540,1628,181,551,46,5437,767
73120138,731,2013,8,Orissa,Jharsuguda,3232,405,1585,117,583,28,5400,550
73120148,731,2014,8,Orissa,Jharsuguda,4622,1093,1738,397,485,186,6845,1676
73120158,731,2015,8,Orissa,Jharsuguda,3459,449,1848,377,734,103,6041,929
73120168,731,2016,8,Orissa,Jharsuguda,3006,292,1492,247,550,23,5048,562
73120178,731,2017,8,Orissa,Jharsuguda,2977,395,1271,130,700,22,4948,547
73219938,732,1993,8,Orissa,Sonepur,1136,1163,251,374,28,127,1415,1664
73219948,732,1994,8,Orissa,Sonepur,901,834,208,254,168,173,1277,1261
73219958,732,1995,8,Orissa,Sonepur,1635,665,300,169,200,100,2135,934
73219968,732,1996,8,Orissa,Sonepur,1579,973,487,314,277,131,2343,1418
73219978,732,1997,8,Orissa,Sonepur,3100,1105,814,394,311,185,4225,1684
73219988,732,1998,8,Orissa,Sonepur,-1,-1,-1,-1,-1,-1,-1,-1
73219998,732,1999,8,Orissa,Sonepur,-1,-1,-1,-1,-1,-1,-1,-1
73220008,732,2000,8,Orissa,Sonepur,2940,1136,1181,383,564,229,4685,1748
73220018,732,2001,8,Orissa,Sonepur,5453,1037,702,313,561,246,6716,1596
73220028,732,2002,8,Orissa,Sonepur,2190,1311,786,417,526,216,3502,1944
73220038,732,2003,8,Orissa,Sonepur,2127,1247,878,482,583,272,3588,2001
73220048,732,2004,8,Orissa,Sonepur,1976,692,920,321,415,281,3311,1294
73220058,732,2005,8,Orissa,Sonepur,1983,979,795,549,466,310,3244,1838
73220068,732,2006,8,Orissa,Sonepur,2410,1372,1141,682,502,404,4053,2458
73220078,732,2007,8,Orissa,Sonepur,2704,1661,1560,1057,711,397,4975,3115
73220088,732,2008,8,Orissa,Sonepur,3361,1776,1483,989,1228,505,6072,3270
73220098,732,2009,8,Orissa,Sonepur,3774,2304,1787,963,992,446,6553,3713
73220108,732,2010,8,Orissa,Sonepur,3804,1890,1984,815,1177,574,6965,3279
73220118,732,2011,8,Orissa,Sonepur,3466,2164,1763,860,820,618,6049,3642
73220128,732,2012,8,Orissa,Sonepur,4293,2342,2155,1131,683,618,7131,4091
73220138,732,2013,8,Orissa,Sonepur,4884,2203,1971,830,937,284,7792,3317
73220148,732,2014,8,Orissa,Sonepur,3868,2340,1760,1166,551,538,6179,4044
73220158,732,2015,8,Orissa,Sonepur,5106,1878,2261,1012,683,427,8050,3317
73220168,732,2016,8,Orissa,Sonepur,4471,1657,1603,776,1065,531,7139,2964
73220178,732,2017,8,Orissa,Sonepur,4198,1905,1906,797,1128,590,7232,3292
801199013,801,1990,13,West Bengal,24 - Paraganas South,5917,13117,3712,6319,2792,4317,12421,23753
801199113,801,1991,13,West Bengal,24 - Paraganas South,6034,10713,4572,5319,3972,4819,14578,20851
801199213,801,1992,13,West Bengal,24 - Paraganas South,7474,11805,3993,6319,2163,2515,13630,20639
801199313,801,1993,13,West Bengal,24 - Paraganas South,7986,12101,3301,6013,2548,5327,13835,23441
801199413,801,1994,13,West Bengal,24 - Paraganas South,9615,12202,3815,4985,2968,4159,16398,21346
801199513,801,1995,13,West Bengal,24 - Paraganas South,10650,15130,4580,5117,3790,4229,19020,24476
801199613,801,1996,13,West Bengal,24 - Paraganas South,11115,16079,3961,7634,3789,4519,18865,28232
801199713,801,1997,13,West Bengal,24 - Paraganas South,11639,16441,4321,8793,3527,6519,19487,31753
801199813,801,1998,13,West Bengal,24 - Paraganas South,-1,-1,-1,-1,-1,-1,-1,-1
801199913,801,1999,13,West Bengal,24 - Paraganas South,-1,-1,-1,-1,-1,-1,-1,-1
801200013,801,2000,13,West Bengal,24 - Paraganas South,12750,19196,4970,12875,2731,10620,20451,42691
801200113,801,2001,13,West Bengal,24 - Paraganas South,14405,19082,6625,13125,4766,10210,25796,42417
801200213,801,2002,13,West Bengal,24 - Paraganas South,13795,18907,6611,13792,4256,11049,24662,43748
801200313,801,2003,13,West Bengal,24 - Paraganas South,14010,19657,5575,12842,4026,9929,23611,42428
801200413,801,2004,13,West Bengal,24 - Paraganas South,15347,19882,6470,13938,5890,11005,27707,44825
801200513,801,2005,13,West Bengal,24 - Paraganas South,15547,18990,8115,12225,6010,10130,29672,41345
801200613,801,2006,13,West Bengal,24 - Paraganas South,7132,10353,3806,5677,2934,3387,13872,19417
801200713,801,2007,13,West Bengal,24 - Paraganas South,8087,16043,4984,7528,3715,4787,16786,28358
801200813,801,2008,13,West Bengal,24 - Paraganas South,9878,17688,5049,9253,4615,7362,19542,34303
801200913,801,2009,13,West Bengal,24 - Paraganas South,11244,16803,7533,11695,5321,9814,24098,38312
801201013,801,2010,13,West Bengal,24 - Paraganas South,11034,17727,10141,12238,5577,8154,26752,38119
801201113,801,2011,13,West Bengal,24 - Paraganas South,12783,17457,8424,11192,2336,6557,23543,35206
801201213,801,2012,13,West Bengal,24 - Paraganas South,10486,18069,5239,11252,2220,4721,17945,34042
801201313,801,2013,13,West Bengal,24 - Paraganas South,9885,15221,3125,8239,4101,5241,17111,28701
801201413,801,2014,13,West Bengal,24 - Paraganas South,11827,16195,6719,10899,4314,5927,22860,33021
801201513,801,2015,13,West Bengal,24 - Paraganas South,12540,17722,6588,13250,4768,6025,23896,36997
801201613,801,2016,13,West Bengal,24 - Paraganas South,8854,17356,4927,13402,3070,6045,16851,36803
801201713,801,2017,13,West Bengal,24 - Paraganas South,8874,16654,4956,8819,3030,5103,16860,30576
802199013,802,1990,13,West Bengal,24 - Paraganas North,8483,16312,5019,7402,3161,5112,16663,28826
802199113,802,1991,13,West Bengal,24 - Paraganas North,9315,13367,6413,6402,4719,5614,20447,25383
802199213,802,1992,13,West Bengal,24 - Paraganas North,9965,16219,5782,7402,3325,3972,19072,27593
802199313,802,1993,13,West Bengal,24 - Paraganas North,10518,15188,3857,6913,2986,7856,17361,29957
802199413,802,1994,13,West Bengal,24 - Paraganas North,12103,15304,4364,6871,3617,5459,20084,27634
802199513,802,1995,13,West Bengal,24 - Paraganas North,14105,20092,4883,6893,4377,5387,23365,32372
802199613,802,1996,13,West Bengal,24 - Paraganas North,14423,20756,4245,8412,4362,5373,23030,34541
802199713,802,1997,13,West Bengal,24 - Paraganas North,14907,21192,5703,9401,3717,8071,24327,38664
802199813,802,1998,13,West Bengal,24 - Paraganas North,-1,-1,-1,-1,-1,-1,-1,-1
802199913,802,1999,13,West Bengal,24 - Paraganas North,-1,-1,-1,-1,-1,-1,-1,-1
802200013,802,2000,13,West Bengal,24 - Paraganas North,16073,18358,7100,7918,3524,10725,26697,37001
802200113,802,2001,13,West Bengal,24 - Paraganas North,18908,18248,9935,8230,8549,10325,37392,36803
802200213,802,2002,13,West Bengal,24 - Paraganas North,17688,18073,9923,8897,7724,11164,35335,38134
802200313,802,2003,13,West Bengal,24 - Paraganas North,17935,18773,7910,7997,6125,9822,31970,36592
802200413,802,2004,13,West Bengal,24 - Paraganas North,18776,19778,8005,15942,7915,12875,34696,48595
802200513,802,2005,13,West Bengal,24 - Paraganas North,19076,19745,10125,13550,8005,11035,37206,44330
802200613,802,2006,13,West Bengal,24 - Paraganas North,13098,23216,4699,10156,5141,11290,22938,44662
802200713,802,2007,13,West Bengal,24 - Paraganas North,15225,25196,7107,10151,7928,8585,30260,43932
802200813,802,2008,13,West Bengal,24 - Paraganas North,13108,26683,6511,12642,10038,13737,29657,53062
802200913,802,2009,13,West Bengal,24 - Paraganas North,14103,25022,9096,13933,8497,15755,31696,54710
802201013,802,2010,13,West Bengal,24 - Paraganas North,13267,27921,11013,13227,8714,12633,32994,53781
802201113,802,2011,13,West Bengal,24 - Paraganas North,15352,29781,8314,12760,4515,12395,28181,54936
802201213,802,2012,13,West Bengal,24 - Paraganas North,18800,32070,7068,10529,4590,7567,30458,50166
802201313,802,2013,13,West Bengal,24 - Paraganas North,16098,24017,4097,8506,5466,7313,25661,39836
802201413,802,2014,13,West Bengal,24 - Paraganas North,20104,25542,7853,9485,7407,7952,35364,42979
802201513,802,2015,13,West Bengal,24 - Paraganas North,20409,23636,7671,10567,8023,9248,36103,43451
802201613,802,2016,13,West Bengal,24 - Paraganas North,15286,23789,6153,10602,6234,9278,27674,43669
802201713,802,2017,13,West Bengal,24 - Paraganas North,13467,20922,6184,10488,6352,9264,26003,40674
803199013,803,1990,13,West Bengal,Nadia,8279,20701,4777,9119,3219,6415,16275,36235
803199113,803,1991,13,West Bengal,Nadia,8657,17195,5913,8119,3974,6917,18544,32231
803199213,803,1992,13,West Bengal,Nadia,9883,20347,5374,9119,3160,3118,18417,32584
803199313,803,1993,13,West Bengal,Nadia,10408,19532,3805,8288,2501,6449,16714,34269
803199413,803,1994,13,West Bengal,Nadia,12033,19713,4289,7251,2909,5554,19231,32518
803199513,803,1995,13,West Bengal,Nadia,14001,19831,6071,7219,3993,5570,24065,32620
803199613,803,1996,13,West Bengal,Nadia,14408,20013,5732,9486,3984,5601,24124,35100
803199713,803,1997,13,West Bengal,Nadia,14896,20471,6087,10496,3370,8239,24353,39206
803199813,803,1998,13,West Bengal,Nadia,-1,-1,-1,-1,-1,-1,-1,-1
803199913,803,1999,13,West Bengal,Nadia,-1,-1,-1,-1,-1,-1,-1,-1
803200013,803,2000,13,West Bengal,Nadia,9516,15467,4050,8340,2738,10980,16304,34787
803200113,803,2001,13,West Bengal,Nadia,11491,15363,6025,8696,6838,10565,24354,34624
803200213,803,2002,13,West Bengal,Nadia,11286,15188,6008,9363,6228,11404,23522,35955
803200313,803,2003,13,West Bengal,Nadia,11535,16325,4985,8463,4778,10304,21298,35092
803200413,803,2004,13,West Bengal,Nadia,12563,21545,5800,9863,5664,10515,24027,41923
803200513,803,2005,13,West Bengal,Nadia,13063,21650,7715,11100,6355,8790,27133,41540
803200613,803,2006,13,West Bengal,Nadia,19157,32382,7631,12035,6044,13650,32832,58067
803200713,803,2007,13,West Bengal,Nadia,18468,31247,9625,11210,7379,8308,35472,50765
803200813,803,2008,13,West Bengal,Nadia,20017,32153,9196,13038,12345,12121,41558,57312
803200913,803,2009,13,West Bengal,Nadia,21739,31157,12182,13849,7474,18866,41395,63872
803201013,803,2010,13,West Bengal,Nadia,17705,31157,14557,15412,9308,12753,41570,59322
803201113,803,2011,13,West Bengal,Nadia,22955,36040,11185,16483,4569,14131,38709,66654
803201213,803,2012,13,West Bengal,Nadia,23400,40412,9263,16044,8988,8939,41651,65395
803201313,803,2013,13,West Bengal,Nadia,20407,37431,6741,11490,7124,7648,34272,56569
803201413,803,2014,13,West Bengal,Nadia,25985,28918,9034,11005,8802,6786,43821,46709
803201513,803,2015,13,West Bengal,Nadia,26845,34222,9617,16722,5224,8735,41686,59679
803201613,803,2016,13,West Bengal,Nadia,19796,34362,9423,16912,7393,8818,36612,60092
803201713,803,2017,13,West Bengal,Nadia,20640,33774,10167,14687,8266,9446,39074,57907
804199013,804,1990,13,West Bengal,Murshidabad,7951,21305,5596,9513,3611,7167,17158,37985
804199113,804,1991,13,West Bengal,Murshidabad,8072,17312,5859,8513,4652,7669,18583,33494
804199213,804,1992,13,West Bengal,Murshidabad,9891,21125,5263,9513,3595,4015,18749,34653
804199313,804,1993,13,West Bengal,Murshidabad,10365,20081,3812,8412,2342,8215,16519,36708
804199413,804,1994,13,West Bengal,Murshidabad,11995,20323,4427,7390,2914,6333,19336,34046
804199513,804,1995,13,West Bengal,Murshidabad,12854,19705,6362,7515,3886,6413,23102,33633
804199613,804,1996,13,West Bengal,Murshidabad,13479,20110,5817,9340,3872,4823,23168,34273
804199713,804,1997,13,West Bengal,Murshidabad,13903,20816,6102,10612,3232,7027,23237,38455
804199813,804,1998,13,West Bengal,Murshidabad,-1,-1,-1,-1,-1,-1,-1,-1
804199913,804,1999,13,West Bengal,Murshidabad,-1,-1,-1,-1,-1,-1,-1,-1
804200013,804,2000,13,West Bengal,Murshidabad,8467,16250,4049,9695,2837,10325,15353,36270
804200113,804,2001,13,West Bengal,Murshidabad,10592,16130,6174,9995,6027,9930,22793,36055
804200213,804,2002,13,West Bengal,Murshidabad,10442,15955,6161,10662,5275,10769,21878,37386
804200313,804,2003,13,West Bengal,Murshidabad,10730,16705,5100,9702,4370,9644,20200,36051
804200413,804,2004,13,West Bengal,Murshidabad,11785,21425,5160,10488,5006,9873,21951,41786
804200513,804,2005,13,West Bengal,Murshidabad,12285,22135,6828,11325,5205,9075,24318,42535
804200613,804,2006,13,West Bengal,Murshidabad,31486,48509,15476,18747,6139,17158,53101,84414
804200713,804,2007,13,West Bengal,Murshidabad,26937,44947,15343,18671,11298,14747,53578,78365
804200813,804,2008,13,West Bengal,Murshidabad,30290,46905,16273,19152,13385,18634,59948,84691
804200913,804,2009,13,West Bengal,Murshidabad,33726,49079,18910,23813,11652,25292,64288,98184
804201013,804,2010,13,West Bengal,Murshidabad,28476,47219,21852,23202,11926,17893,62254,88314
804201113,804,2011,13,West Bengal,Murshidabad,33920,51235,18682,23742,5616,17069,58218,92046
804201213,804,2012,13,West Bengal,Murshidabad,32225,49645,15247,23387,7733,10668,55205,83700
804201313,804,2013,13,West Bengal,Murshidabad,29566,40566,7330,11156,5680,8331,42576,60053
804201413,804,2014,13,West Bengal,Murshidabad,33872,42077,13176,15389,9038,9731,56085,67197
804201513,804,2015,13,West Bengal,Murshidabad,33439,48983,14648,22093,9261,11748,57348,82824
804201613,804,2016,13,West Bengal,Murshidabad,28477,49126,11157,22156,9793,11912,49427,83194
804201713,804,2017,13,West Bengal,Murshidabad,31190,42269,14893,21677,11023,14738,57106,78684
805199013,805,1990,13,West Bengal,Burdwan,16208,33913,8102,15111,5437,7019,29747,56043
805199113,805,1991,13,West Bengal,Burdwan,9519,20395,5653,9690,4354,6717,19526,36802
805199213,805,1992,13,West Bengal,Burdwan,18159,32261,8617,15308,5061,4812,31837,52381
805199313,805,1993,13,West Bengal,Burdwan,16783,32596,6495,14112,4117,9816,27395,56524
805199413,805,1994,13,West Bengal,Burdwan,19034,32722,6858,13095,4818,8444,30710,54261
805199513,805,1995,13,West Bengal,Burdwan,21469,37397,10117,13275,7092,8592,38678,59264
805199613,805,1996,13,West Bengal,Burdwan,21932,38145,10953,15319,7087,8692,39972,62156
805199713,805,1997,13,West Bengal,Burdwan,22795,39041,11094,16685,6412,12172,40301,67898
805199813,805,1998,13,West Bengal,Burdwan,-1,-1,-1,-1,-1,-1,-1,-1
805199913,805,1999,13,West Bengal,Burdwan,-1,-1,-1,-1,-1,-1,-1,-1
805200013,805,2000,13,West Bengal,Burdwan,20121,43465,9859,22115,6104,16422,36084,82002
805200113,805,2001,13,West Bengal,Burdwan,21686,43360,11424,22471,9324,16002,42434,81833
805200213,805,2002,13,West Bengal,Burdwan,21081,43185,11397,23138,8399,16841,40877,83164
805200313,805,2003,13,West Bengal,Burdwan,21975,43885,9445,21619,6906,15716,38326,81220
805200413,805,2004,13,West Bengal,Burdwan,22610,44200,9700,24069,9115,19355,41425,87624
805200513,805,2005,13,West Bengal,Burdwan,23210,42885,11543,22975,9320,16665,44073,82525
805200613,805,2006,13,West Bengal,Burdwan,29958,53421,19069,34853,9635,28131,58662,116405
805200713,805,2007,13,West Bengal,Burdwan,29429,51466,25310,35344,15838,25200,70577,112010
805200813,805,2008,13,West Bengal,Burdwan,31211,52363,25817,33844,22394,28060,79422,114267
805200913,805,2009,13,West Bengal,Burdwan,33341,51834,28016,34373,14073,34563,75430,120770
805201013,805,2010,13,West Bengal,Burdwan,26195,42436,29525,28119,17973,20321,73693,90876
805201113,805,2011,13,West Bengal,Burdwan,29398,48113,22717,30294,7694,27343,59809,105750
805201213,805,2012,13,West Bengal,Burdwan,33139,47709,23538,30651,10007,17023,66684,95383
805201313,805,2013,13,West Bengal,Burdwan,28482,42902,11115,19360,13030,17902,52627,80164
805201413,805,2014,13,West Bengal,Burdwan,32756,49046,22095,26304,16469,21652,71320,97002
805201513,805,2015,13,West Bengal,Burdwan,38770,46864,22644,30604,17867,23519,79281,100987
805201613,805,2016,13,West Bengal,Burdwan,31144,46920,18953,30664,13078,23625,63175,101209
805201713,805,2017,13,West Bengal,Burdwan,30497,46639,18450,34026,15787,27273,64733,107938
806199013,806,1990,13,West Bengal,Birbhum,7205,22970,4292,10190,3539,6215,15036,39375
806199113,806,1991,13,West Bengal,Birbhum,5692,11877,4173,6717,3017,3821,12882,22415
806199213,806,1992,13,West Bengal,Birbhum,9876,21148,4990,10190,3158,2665,18024,34003
806199313,806,1993,13,West Bengal,Birbhum,11651,20121,3557,9287,2579,5275,17787,34683
806199413,806,1994,13,West Bengal,Birbhum,12521,20236,3999,8269,2927,3908,19447,32413
806199513,806,1995,13,West Bengal,Birbhum,13775,19733,5229,8079,4081,4075,23085,31887
806199613,806,1996,13,West Bengal,Birbhum,13676,19312,4809,9970,4076,4153,22561,33435
806199713,806,1997,13,West Bengal,Birbhum,14187,19715,5690,10981,3669,6137,23546,36833
806199813,806,1998,13,West Bengal,Birbhum,-1,-1,-1,-1,-1,-1,-1,-1
806199913,806,1999,13,West Bengal,Birbhum,-1,-1,-1,-1,-1,-1,-1,-1
806200013,806,2000,13,West Bengal,Birbhum,12583,20614,3920,12420,4651,10415,21154,43449
806200113,806,2001,13,West Bengal,Birbhum,13608,20495,4945,12730,6756,10025,25309,43250
806200213,806,2002,13,West Bengal,Birbhum,12076,20320,4935,13397,6181,10864,23192,44581
806200313,806,2003,13,West Bengal,Birbhum,12350,21070,3915,12497,5505,9739,21770,43306
806200413,806,2004,13,West Bengal,Birbhum,12785,21370,5110,13376,4330,10770,22225,45516
806200513,806,2005,13,West Bengal,Birbhum,13085,19100,6330,12010,4415,9020,23830,40130
806200613,806,2006,13,West Bengal,Birbhum,17309,25608,13336,9661,6297,8973,36942,44242
806200713,806,2007,13,West Bengal,Birbhum,21116,30045,9487,14668,4833,9331,35436,54044
806200813,806,2008,13,West Bengal,Birbhum,19988,25266,12733,11863,8299,9776,41020,46905
806200913,806,2009,13,West Bengal,Birbhum,19887,23328,12440,14022,5269,14913,37596,52263
806201013,806,2010,13,West Bengal,Birbhum,18647,27710,13552,14911,7898,9061,40097,51682
806201113,806,2011,13,West Bengal,Birbhum,21397,28644,11446,14292,3620,13849,36463,56785
806201213,806,2012,13,West Bengal,Birbhum,20888,26740,11520,11333,3566,9126,35974,47199
806201313,806,2013,13,West Bengal,Birbhum,19282,21324,5606,11233,4899,9565,29787,42122
806201413,806,2014,13,West Bengal,Birbhum,23372,25224,10766,9130,8034,7817,42172,42171
806201513,806,2015,13,West Bengal,Birbhum,21070,27029,11797,8361,8003,6500,40870,41890
806201613,806,2016,13,West Bengal,Birbhum,23108,26354,9994,8214,7661,6614,40764,41182
806201713,806,2017,13,West Bengal,Birbhum,21525,27163,10371,11918,7897,9673,39793,48754
807199013,807,1990,13,West Bengal,Bankura,4785,14107,3185,6717,2436,3319,10406,24143
