Key,State  code,State name,District code,District name, Year , Units: in 000 rupees Total  agricultural credit, Units: in 000 rupees Agricultural credit direct, Units: in 000 rupees Agricultural credit indirect, Units: in 000 rupees  Total  credit,,
602201317,17,Assam,602,Darrang,2013,1421452,1391811,29641,4834743,,
602201417,17,Assam,602,Darrang,2014,1627332,1580126,47206,5353190,,
602201517,17,Assam,602,Darrang,2015,1929637,1837902,91735,5828443,,
603200217,17,Assam,603,Dibrugarh,2002,170190,150709,19481,2813755,,
603200317,17,Assam,603,Dibrugarh,2003,222827,192108,30719,3078113,,
603200417,17,Assam,603,Dibrugarh,2004,320004,290228,29776,4747281,,
603200517,17,Assam,603,Dibrugarh,2005,255348,208483,46865,5382128,,
603200617,17,Assam,603,Dibrugarh,2006,383487,362663,20824,7008797,,
603200717,17,Assam,603,Dibrugarh,2007,759684,609023,150661,9301771,,
603200817,17,Assam,603,Dibrugarh,2008,842152,680280,161872,8896487,,
603200917,17,Assam,603,Dibrugarh,2009,973040,895946,77094,8886723,,
603201017,17,Assam,603,Dibrugarh,2010,1042641,967028,75613,11498150,,
603201117,17,Assam,603,Dibrugarh,2011,1902655,1821260,81395,12673396,,
603201217,17,Assam,603,Dibrugarh,2012,3045855,2915421,130434,15018671,,
603201317,17,Assam,603,Dibrugarh,2013,3767419,3584106,183313,17620627,,
603201417,17,Assam,603,Dibrugarh,2014,5077382,4601082,476300,20102829,,
603201517,17,Assam,603,Dibrugarh,2015,5252014,4707489,544525,22901930,,
604200217,17,Assam,604,Goalpara,2002,69784,67702,2082,615093,,
604200317,17,Assam,604,Goalpara,2003,79912,71975,7937,1667505,,
604200417,17,Assam,604,Goalpara,2004,95993,75773,20220,983939,,
604200517,17,Assam,604,Goalpara,2005,162736,157537,5199,1191363,,
604200617,17,Assam,604,Goalpara,2006,435975,309874,126101,2015019,,
604200717,17,Assam,604,Goalpara,2007,896052,320033,576019,5056245,,
604200817,17,Assam,604,Goalpara,2008,1039848,424463,615385,4753961,,
604200917,17,Assam,604,Goalpara,2009,1033553,395544,638009,4682927,,
604201017,17,Assam,604,Goalpara,2010,540788,408731,132057,2704657,,
604201117,17,Assam,604,Goalpara,2011,560848,494028,66820,2804218,,
604201217,17,Assam,604,Goalpara,2012,805371,777606,27765,3331304,,
604201317,17,Assam,604,Goalpara,2013,888377,875661,12716,3554196,,
604201417,17,Assam,604,Goalpara,2014,1064923,1033790,31133,4030220,,
604201517,17,Assam,604,Goalpara,2015,1337202,1259578,77624,4575913,,
605200217,17,Assam,605,Kamrup,2002,591524,203471,388053,12036956,,
605200317,17,Assam,605,Kamrup,2003,1202170,257867,944303,12484512,,
605200417,17,Assam,605,Kamrup,2004,1908447,1193609,714838,11395476,,
605200517,17,Assam,605,Kamrup,2005,623744,548806,74938,15308284,,
605200617,17,Assam,605,Kamrup,2006,1300792,1218341,82451,23421212,,
605200717,17,Assam,605,Kamrup,2007,946898,845045,101853,18514874,,
605200817,17,Assam,605,Kamrup,2008,1256976,1017041,239935,27223628,,
605200917,17,Assam,605,Kamrup,2009,2071252,1814571,256681,31881762,,
605201017,17,Assam,605,Kamrup,2010,3056487,25521392,5043482,41022320,,
605201117,17,Assam,605,Kamrup,2011,3726739,3243713,483026,57976376,,
605201217,17,Assam,605,Kamrup,2012,4802731,3924830,877901,66902250,,
605201317,17,Assam,605,Kamrup,2013,6662713,5779338,883375,49261002,,
605201417,17,Assam,605,Kamrup,2014,7498728,6537858,960870,46592478,,
605201517,17,Assam,605,Kamrup,2015,6823400,5499018,1324382,50269210,,
606200217,17,Assam,606,Karbi Anglong,2002,79098,74727,4371,308373,,
606200317,17,Assam,606,Karbi Anglong,2003,87980,83374,4606,498887,,
606200417,17,Assam,606,Karbi Anglong,2004,77174,73284,3890,613450,,
606200517,17,Assam,606,Karbi Anglong,2005,114317,111612,2705,1176008,,
606200617,17,Assam,606,Karbi Anglong,2006,159688,153245,6443,1438197,,
606200717,17,Assam,606,Karbi Anglong,2007,310640,191822,118818,1954959,,
606200817,17,Assam,606,Karbi Anglong,2008,353979,231712,122267,2268066,,
606200917,17,Assam,606,Karbi Anglong,2009,418228,351086,67142,2683114,,
606201017,17,Assam,606,Karbi Anglong,2010,573103,440469,132634,3199859,,
606201117,17,Assam,606,Karbi Anglong,2011,714668,693519,21149,3537994,,
606201217,17,Assam,606,Karbi Anglong,2012,499770,487766,12004,2903633,,
606201317,17,Assam,606,Karbi Anglong,2013,436143,423124,13019,2247706,,
606201417,17,Assam,606,Karbi Anglong,2014,580446,567936,12510,2562215,,
606201517,17,Assam,606,Karbi Anglong,2015,1495424,1339086,156338,5241602,,
607200217,17,Assam,607,Lakhimpur,2002,109488,103028,6460,710812,,
607200317,17,Assam,607,Lakhimpur,2003,131390,130801,589,1156514,,
607200417,17,Assam,607,Lakhimpur,2004,135773,116668,19105,2174163,,
607200517,17,Assam,607,Lakhimpur,2005,142721,118936,23785,6587630,,
607200617,17,Assam,607,Lakhimpur,2006,834394,221965,612429,6968942,,
607200717,17,Assam,607,Lakhimpur,2007,456717,430955,25762,3325340,,
607200817,17,Assam,607,Lakhimpur,2008,398219,376233,21986,2504774,,
607200917,17,Assam,607,Lakhimpur,2009,540552,533852,6700,3387198,,
607201017,17,Assam,607,Lakhimpur,2010,860017,837273,22744,4153978,,
607201117,17,Assam,607,Lakhimpur,2011,1318607,1296846,21761,5240047,,
607201217,17,Assam,607,Lakhimpur,2012,2373506,2345245,28261,6148691,,
607201317,17,Assam,607,Lakhimpur,2013,2691395,2651979,39416,6887062,,
607201417,17,Assam,607,Lakhimpur,2014,2597041,2571667,25374,7459894,,
607201517,17,Assam,607,Lakhimpur,2015,7333585,3617735,3715850,437435253,,
608200217,17,Assam,608,North Cachar Hil,2002,52806,52786,20,201586,,
608200317,17,Assam,608,North Cachar Hil,2003,10054,10054,.,1126200,,
608200417,17,Assam,608,North Cachar Hil,2004,12984,12579,405,222600,,
608200517,17,Assam,608,North Cachar Hil,2005,32489,32090,399,411088,,
608200617,17,Assam,608,North Cachar Hil,2006,64457,58072,6385,662942,,
608200717,17,Assam,608,North Cachar Hil,2007,68883,68360,523,844882,,
608200817,17,Assam,608,North Cachar Hil,2008,107834,98327,9507,1101611,,
608200917,17,Assam,608,North Cachar Hil,2009,72105,67730,4375,1772420,,
608201017,17,Assam,608,North Cachar Hil,2010,238556,216716,21840,1802979,,
608201117,17,Assam,608,North Cachar Hil,2011,223695,196834,26861,1690356,,
608201217,17,Assam,608,North Cachar Hil,2012,223108,220309,2799,1231121,,
608201317,17,Assam,608,North Cachar Hil,2013,274508,273057,1451,1119584,,
608201417,17,Assam,608,North Cachar Hil,2014,250684,249811,873,1146904,,
608201517,17,Assam,608,North Cachar Hil,2015,297771,217781,79990,1338924,,
609200217,17,Assam,609,Nagaon,2002,127201,114825,12376,1433706,,
609200317,17,Assam,609,Nagaon,2003,150368,131931,18437,1697456,,
609200417,17,Assam,609,Nagaon,2004,219317,190042,29275,2084620,,
609200517,17,Assam,609,Nagaon,2005,324807,306887,17920,3143420,,
609200617,17,Assam,609,Nagaon,2006,584508,536392,48116,4581770,,
609200717,17,Assam,609,Nagaon,2007,777896,708326,69570,5492872,,
609200817,17,Assam,609,Nagaon,2008,1019844,906634,113210,6660569,,
609200917,17,Assam,609,Nagaon,2009,1306429,1164967,141462,7688436,,
609201017,17,Assam,609,Nagaon,2010,1820516,1680499,140017,9454188,,
609201117,17,Assam,609,Nagaon,2011,2284731,2168372,116359,10846030,,
609201217,17,Assam,609,Nagaon,2012,2843157,2709382,133775,13292052,,
609201317,17,Assam,609,Nagaon,2013,4031848,3899809,132039,15463489,,
609201417,17,Assam,609,Nagaon,2014,6593495,6276992,316503,18137799,,
609201517,17,Assam,609,Nagaon,2015,4970814,4647712,323102,17886732,,
610200217,17,Assam,610,Sibsagar,2002,128543,123091,5452,1100733,,
610200317,17,Assam,610,Sibsagar,2003,244563,172537,72026,2410116,,
610200417,17,Assam,610,Sibsagar,2004,159922,153586,6336,1664669,,
610200517,17,Assam,610,Sibsagar,2005,177629,172879,4750,2371133,,
610200617,17,Assam,610,Sibsagar,2006,241077,221495,19582,3390510,,
610200717,17,Assam,610,Sibsagar,2007,349548,329226,20322,4171191,,
610200817,17,Assam,610,Sibsagar,2008,413838,392346,21492,4835473,,
610200917,17,Assam,610,Sibsagar,2009,463760,446033,17727,6145695,,
610201017,17,Assam,610,Sibsagar,2010,711720,686738,24982,7224491,,
610201117,17,Assam,610,Sibsagar,2011,946475,925222,21253,7693163,,
610201217,17,Assam,610,Sibsagar,2012,1308652,1271066,37586,9713458,,
610201317,17,Assam,610,Sibsagar,2013,2065658,1990817,74841,10415403,,
610201417,17,Assam,610,Sibsagar,2014,2444897,2254487,190410,11713013,,
610201517,17,Assam,610,Sibsagar,2015,2732772,2463000,269772,13140345,,
615200217,17,Assam,615,Barpeta,2002,1123243,106553,1016690,2159237,,
615200317,17,Assam,615,Barpeta,2003,160654,141915,18739,1366140,,
615200417,17,Assam,615,Barpeta,2004,181698,158732,22966,1566655,,
615200517,17,Assam,615,Barpeta,2005,254540,223306,31234,2173630,,
615200617,17,Assam,615,Barpeta,2006,347972,332229,15743,2862298,,
615200717,17,Assam,615,Barpeta,2007,482110,423193,58917,3851257,,
615200817,17,Assam,615,Barpeta,2008,667413,623491,43922,7136367,,
615200917,17,Assam,615,Barpeta,2009,615549,597821,17728,4663875,,
615201017,17,Assam,615,Barpeta,2010,764117,725269,38848,5244967,,
615201117,17,Assam,615,Barpeta,2011,1046559,1023244,23315,6327483,,
615201217,17,Assam,615,Barpeta,2012,1193753,1153486,40267,7185054,,
615201317,17,Assam,615,Barpeta,2013,1924092,1861073,63019,7471500,,
615201417,17,Assam,615,Barpeta,2014,2383779,2234122,149657,8827934,,
615201517,17,Assam,615,Barpeta,2015,2785495,2662917,122578,10037960,,
616200217,17,Assam,616,Dhubri,2002,67240,65162,2078,608411,,
616200317,17,Assam,616,Dhubri,2003,58224,55666,2558,709899,,
616200417,17,Assam,616,Dhubri,2004,71841,69862,1979,842989,,
616200517,17,Assam,616,Dhubri,2005,120174,115461,4713,1088367,,
616200617,17,Assam,616,Dhubri,2006,200976,193575,7401,1617816,,
616200717,17,Assam,616,Dhubri,2007,303618,281196,22422,2215417,,
616200817,17,Assam,616,Dhubri,2008,435688,377183,58505,2755949,,
616200917,17,Assam,616,Dhubri,2009,431428,414698,16730,3099497,,
616201017,17,Assam,616,Dhubri,2010,649291,570856,78435,3687898,,
616201117,17,Assam,616,Dhubri,2011,917485,843716,73769,4682893,,
616201217,17,Assam,616,Dhubri,2012,1263209,1222271,40938,5261247,,
616201317,17,Assam,616,Dhubri,2013,1294041,1273586,20455,5347135,,
616201417,17,Assam,616,Dhubri,2014,1482315,1452314,30001,5764626,,
616201517,17,Assam,616,Dhubri,2015,1725971,1667425,58546,6062639,,
617200217,17,Assam,617,Golaghat,2002,94580,92771,1809,2397910,,
617200317,17,Assam,617,Golaghat,2003,91879,89222,2657,1860673,,
617200417,17,Assam,617,Golaghat,2004,132298,129437,2861,2058615,,
617200517,17,Assam,617,Golaghat,2005,256675,221571,35104,1847071,,
617200617,17,Assam,617,Golaghat,2006,306279,295115,11164,2202386,,
617200717,17,Assam,617,Golaghat,2007,439152,422345,16807,3074564,,
617200817,17,Assam,617,Golaghat,2008,651744,624272,27472,3533422,,
617200917,17,Assam,617,Golaghat,2009,762404,741217,21187,4108658,,
617201017,17,Assam,617,Golaghat,2010,1082702,1028970,53732,4624828,,
617201117,17,Assam,617,Golaghat,2011,1371281,1346046,25235,5056625,,
617201217,17,Assam,617,Golaghat,2012,1828487,1804003,24484,5859989,,
617201317,17,Assam,617,Golaghat,2013,2311433,2279145,32288,6595927,,
617201417,17,Assam,617,Golaghat,2014,2715719,2657516,58203,7730665,,
617201517,17,Assam,617,Golaghat,2015,3115693,3009572,106121,8777855,,
618200217,17,Assam,618,Jorhat,2002,186907,83255,103652,2543269,,
618200317,17,Assam,618,Jorhat,2003,229756,129658,100098,2495008,,
618200417,17,Assam,618,Jorhat,2004,285052,164765,120287,2801203,,
618200517,17,Assam,618,Jorhat,2005,256525,228294,28231,2987719,,
618200617,17,Assam,618,Jorhat,2006,342781,299529,43252,4682766,,
618200717,17,Assam,618,Jorhat,2007,482234,437047,45187,5264690,,
618200817,17,Assam,618,Jorhat,2008,679555,588911,90644,6537897,,
618200917,17,Assam,618,Jorhat,2009,962369,769370,192999,7492642,,
618201017,17,Assam,618,Jorhat,2010,1223278,1104156,119122,8596183,,
618201117,17,Assam,618,Jorhat,2011,1604653,1501648,103005,20483697,,
618201217,17,Assam,618,Jorhat,2012,2050645,1944497,106148,12825455,,
618201317,17,Assam,618,Jorhat,2013,2645494,2584848,60646,13154031,,
618201417,17,Assam,618,Jorhat,2014,3256658,3074866,181792,15451502,,
618201517,17,Assam,618,Jorhat,2015,6704044,6480475,223569,34226026,,
619200217,17,Assam,619,Karimganj,2002,17334,13708,3626,495323,,
619200317,17,Assam,619,Karimganj,2003,13514,12844,670,661106,,
619200417,17,Assam,619,Karimganj,2004,35796,31423,4373,919056,,
619200517,17,Assam,619,Karimganj,2005,54306,47320,6986,1349382,,
619200617,17,Assam,619,Karimganj,2006,139764,118651,21113,1891927,,
619200717,17,Assam,619,Karimganj,2007,245748,208022,37726,2353626,,
619200817,17,Assam,619,Karimganj,2008,302652,276155,26497,3093047,,
619200917,17,Assam,619,Karimganj,2009,395192,376205,18987,3605424,,
619201017,17,Assam,619,Karimganj,2010,566789,538219,28570,3955296,,
619201117,17,Assam,619,Karimganj,2011,887835,866913,20922,4665469,,
619201217,17,Assam,619,Karimganj,2012,1173082,1150192,22890,5268785,,
619201317,17,Assam,619,Karimganj,2013,1548249,1524277,23972,5871263,,
619201417,17,Assam,619,Karimganj,2014,1655489,1580327,75162,6254567,,
619201517,17,Assam,619,Karimganj,2015,1638318,1561212,77106,6325424,,
620200217,17,Assam,620,Kokrajhar,2002,63528,52177,11351,742592,,
620200317,17,Assam,620,Kokrajhar,2003,88970,73461,15509,1466781,,
620200417,17,Assam,620,Kokrajhar,2004,72101,57137,14964,1014108,,
620200517,17,Assam,620,Kokrajhar,2005,134829,84012,50817,1274344,,
620200617,17,Assam,620,Kokrajhar,2006,138790,128338,10452,1533732,,
620200717,17,Assam,620,Kokrajhar,2007,135349,116976,18373,7188488,,
620200817,17,Assam,620,Kokrajhar,2008,151792,147686,4106,2899817,,
620200917,17,Assam,620,Kokrajhar,2009,190320,177790,12530,2615605,,
620201017,17,Assam,620,Kokrajhar,2010,264812,249861,14951,8158066,,
620201117,17,Assam,620,Kokrajhar,2011,427685,353292,74393,3084528,,
620201217,17,Assam,620,Kokrajhar,2012,527934,511689,16245,3468901,,
620201317,17,Assam,620,Kokrajhar,2013,624997,598381,26616,3608135,,
620201417,17,Assam,620,Kokrajhar,2014,810798,762557,48241,3879738,,
620201517,17,Assam,620,Kokrajhar,2015,1047682,936603,111079,4266910,,
621200217,17,Assam,621,Nalbari,2002,124912,114677,10235,3654632,,
621200317,17,Assam,621,Nalbari,2003,148523,141418,7105,1863007,,
621200417,17,Assam,621,Nalbari,2004,149392,137537,11855,1472190,,
621200517,17,Assam,621,Nalbari,2005,241767,221571,20196,1891245,,
621200617,17,Assam,621,Nalbari,2006,358207,326248,31959,2293049,,
621200717,17,Assam,621,Nalbari,2007,284421,264471,19950,2410595,,
621200817,17,Assam,621,Nalbari,2008,316643,312118,4525,2739346,,
621200917,17,Assam,621,Nalbari,2009,405488,401420,4068,3462739,,
621201017,17,Assam,621,Nalbari,2010,480168,456686,23482,3902333,,
621201117,17,Assam,621,Nalbari,2011,516447,503364,13083,4759256,,
621201217,17,Assam,621,Nalbari,2012,775106,759709,15397,5118074,,
621201317,17,Assam,621,Nalbari,2013,1232622,1214803,17819,5389080,,
621201417,17,Assam,621,Nalbari,2014,1312134,1262201,49933,5967420,,
621201517,17,Assam,621,Nalbari,2015,1521150,1460418,60732,6494274,,
622200217,17,Assam,622,Sonitpur,2002,205171,171346,33825,1577596,,
622200317,17,Assam,622,Sonitpur,2003,240929,205828,35101,2664404,,
622200417,17,Assam,622,Sonitpur,2004,318775,257854,60921,2524225,,
622200517,17,Assam,622,Sonitpur,2005,426560,366441,60119,3541524,,
622200617,17,Assam,622,Sonitpur,2006,632029,593488,38541,4775524,,
622200717,17,Assam,622,Sonitpur,2007,773729,734045,39684,7191224,,
622200817,17,Assam,622,Sonitpur,2008,964297,918424,45873,6459191,,
622200917,17,Assam,622,Sonitpur,2009,1134987,1037729,97258,7498566,,
622201017,17,Assam,622,Sonitpur,2010,1604019,1511859,92160,8388950,,
622201117,17,Assam,622,Sonitpur,2011,2135804,2090614,45190,9609885,,
622201217,17,Assam,622,Sonitpur,2012,2325908,2282907,43001,24869482,,
622201317,17,Assam,622,Sonitpur,2013,5570232,5474705,95527,17052312,,
622201417,17,Assam,622,Sonitpur,2014,3475084,3346769,128315,27401354,,
622201517,17,Assam,622,Sonitpur,2015,3989954,3614374,375580,16570601,,
1047200217,17,Assam,1047,Bongaigaon,2002,73076,62141,10935,42477448,,
1047200317,17,Assam,1047,Bongaigaon,2003,250842,232430,18412,19951480,,
1047200417,17,Assam,1047,Bongaigaon,2004,90279,77107,13172,1476358,,
1047200517,17,Assam,1047,Bongaigaon,2005,504974,109177,395797,2136952,,
1047200617,17,Assam,1047,Bongaigaon,2006,224452,206510,17942,2271163,,
1047200717,17,Assam,1047,Bongaigaon,2007,231815,207821,23994,2594555,,
1047200817,17,Assam,1047,Bongaigaon,2008,183698,169031,14667,3700485,,
1047200917,17,Assam,1047,Bongaigaon,2009,207475,194611,12864,2515531,,
1047201017,17,Assam,1047,Bongaigaon,2010,398350,361259,37091,3358079,,
1047201117,17,Assam,1047,Bongaigaon,2011,452703,401278,51425,3546169,,
1047201217,17,Assam,1047,Bongaigaon,2012,696339,662287,34052,4659886,,
1047201317,17,Assam,1047,Bongaigaon,2013,834012,790602,43410,4961210,,
1047201417,17,Assam,1047,Bongaigaon,2014,955392,833906,121486,5586597,,
1047201517,17,Assam,1047,Bongaigaon,2015,1141012,1039020,101992,6472113,,
1048200217,17,Assam,1048,Dhemaji,2002,28807,28783,24,228454,,
1048200317,17,Assam,1048,Dhemaji,2003,35327,35307,20,287626,,
1048200417,17,Assam,1048,Dhemaji,2004,32628,31304,1324,278112,,
1048200517,17,Assam,1048,Dhemaji,2005,53364,48712,4652,431462,,
1048200617,17,Assam,1048,Dhemaji,2006,86362,79751,6611,610429,,
1048200717,17,Assam,1048,Dhemaji,2007,120055,111645,8410,897261,,
1048200817,17,Assam,1048,Dhemaji,2008,157404,139410,17994,1377164,,
1048200917,17,Assam,1048,Dhemaji,2009,184599,168261,16338,1622766,,
1048201017,17,Assam,1048,Dhemaji,2010,252802,243358,9444,1871406,,
1048201117,17,Assam,1048,Dhemaji,2011,379193,375855,3338,2304445,,
1048201217,17,Assam,1048,Dhemaji,2012,890268,886623,3645,3038676,,
1048201317,17,Assam,1048,Dhemaji,2013,1133251,1123828,9423,3749274,,
1048201417,17,Assam,1048,Dhemaji,2014,1151239,1136257,14982,3684569,,
1048201517,17,Assam,1048,Dhemaji,2015,1362743,1314668,48075,3963219,,
1049200217,17,Assam,1049,Hailakandi,2002,54279,13955,40324,303987,,
1049200317,17,Assam,1049,Hailakandi,2003,78630,42284,36346,422884,,
1049200417,17,Assam,1049,Hailakandi,2004,73528,47138,26390,441973,,
1049200517,17,Assam,1049,Hailakandi,2005,90532,52764,37768,546315,,
1049200617,17,Assam,1049,Hailakandi,2006,97357,63728,33629,807062,,
1049200717,17,Assam,1049,Hailakandi,2007,360193,112156,248037,8854715,,
1049200817,17,Assam,1049,Hailakandi,2008,178834,140961,37873,11043034,,
1049200917,17,Assam,1049,Hailakandi,2009,219348,173512,45836,3676574,,
1049201017,17,Assam,1049,Hailakandi,2010,305624,270441,35183,5780399,,
1049201117,17,Assam,1049,Hailakandi,2011,419869,394275,25594,1959801,,
1049201217,17,Assam,1049,Hailakandi,2012,558482,516504,41978,3721509,,
1049201317,17,Assam,1049,Hailakandi,2013,973417,923401,50016,2724913,,
1049201417,17,Assam,1049,Hailakandi,2014,1025289,954756,70533,3069618,,
1049201517,17,Assam,1049,Hailakandi,2015,1140563,1030176,110387,3398537,,
1050200217,17,Assam,1050,Morigaon,2002,67428,65698,1730,488844,,
1050200317,17,Assam,1050,Morigaon,2003,84220,80945,3275,511951,,
1050200417,17,Assam,1050,Morigaon,2004,103973,101569,2404,669339,,
1050200517,17,Assam,1050,Morigaon,2005,160935,158138,2797,810977,,
1050200617,17,Assam,1050,Morigaon,2006,233179,229058,4121,1040025,,
1050200717,17,Assam,1050,Morigaon,2007,300472,293991,6481,1356527,,
1050200817,17,Assam,1050,Morigaon,2008,376748,368306,8442,1699435,,
1050200917,17,Assam,1050,Morigaon,2009,415109,408980,6129,2001196,,
1050201017,17,Assam,1050,Morigaon,2010,762192,712117,50075,2808631,,
1050201117,17,Assam,1050,Morigaon,2011,1114958,1080175,34783,3421328,,
1050201217,17,Assam,1050,Morigaon,2012,1348524,1278917,69607,3672391,,
1050201317,17,Assam,1050,Morigaon,2013,1733029,1642572,90457,4263878,,
1050201417,17,Assam,1050,Morigaon,2014,2203280,2020946,182334,5011438,,
1050201517,17,Assam,1050,Morigaon,2015,2410176,2244413,165763,5766575,,
1051200217,17,Assam,1051,Tinsukia,2002,183278,101291,81987,1641882,,
1051200317,17,Assam,1051,Tinsukia,2003,201981,130345,71636,1975181,,
