Key,State  code,State name,District code,District name, Year , Units: in 000 rupees Total  agricultural credit, Units: in 000 rupees Agricultural credit direct, Units: in 000 rupees Agricultural credit indirect, Units: in 000 rupees  Total  credit,,
13320053,3,Gujarat,133,Mahesana,2005,1758662,1299262,459400,7765780,,
13320063,3,Gujarat,133,Mahesana,2006,2548176,1974986,573190,12924758,,
13320073,3,Gujarat,133,Mahesana,2007,5594947,4423173,1171774,22125130,,
13320083,3,Gujarat,133,Mahesana,2008,9456120,6582393,2873727,29747460,,
13320093,3,Gujarat,133,Mahesana,2009,6553607,4946989,1606618,23764536,,
13320103,3,Gujarat,133,Mahesana,2010,8545409,5402302,3143107,27897228,,
13320113,3,Gujarat,133,Mahesana,2011,13458376,10660626,2797750,38465229,,
13320123,3,Gujarat,133,Mahesana,2012,15931004,13657845,2273159,39239471,,
13320133,3,Gujarat,133,Mahesana,2013,20952815,15635453,5317362,60610406,,
13320143,3,Gujarat,133,Mahesana,2014,18145567,14224927,3920640,64597780,,
13320153,3,Gujarat,133,Mahesana,2015,20140714,17871853,2268861,70224892,,
13420023,3,Gujarat,134,Panchmahals,2002,494145,451648,42497,3615171,,
13420033,3,Gujarat,134,Panchmahals,2003,569012,561201,7811,3885481,,
13420043,3,Gujarat,134,Panchmahals,2004,603884,555577,48307,2950617,,
13420053,3,Gujarat,134,Panchmahals,2005,883330,750003,133327,3855564,,
13420063,3,Gujarat,134,Panchmahals,2006,1314935,1070433,244502,7048088,,
13420073,3,Gujarat,134,Panchmahals,2007,2044457,1749752,294705,10232148,,
13420083,3,Gujarat,134,Panchmahals,2008,3422856,2820024,602832,14343884,,
13420093,3,Gujarat,134,Panchmahals,2009,3016214,2483572,532642,7853239,,
13420103,3,Gujarat,134,Panchmahals,2010,3194435,2860733,333702,9143041,,
13420113,3,Gujarat,134,Panch Mahals,2011,3829977,3644710,185267,13523520,,
13420123,3,Gujarat,134,Panch Mahals,2012,6721211,6554966,166245,19208923,,
13420133,3,Gujarat,134,Panch Mahals,2013,9220710,5890507,3330203,22236609,,
13420143,3,Gujarat,134,Panch Mahals,2014,4972933,4197974,774959,17388247,,
13420153,3,Gujarat,134,Panch Mahals,2015,5469586,4945693,523893,20427083,,
13520023,3,Gujarat,135,Rajkot,2002,3464280,2264467,1199813,13298011,,
13520033,3,Gujarat,135,Rajkot,2003,3440847,3076161,364686,16277409,,
13520043,3,Gujarat,135,Rajkot,2004,3334555,3021427,313128,18162556,,
13520053,3,Gujarat,135,Rajkot,2005,4435631,4067821,367810,27148356,,
13520063,3,Gujarat,135,Rajkot,2006,6752924,5539208,1213716,37871120,,
13520073,3,Gujarat,135,Rajkot,2007,8284175,6903040,1381135,56072936,,
13520083,3,Gujarat,135,Rajkot,2008,18118318,9941412,8176906,76352120,,
13520093,3,Gujarat,135,Rajkot,2009,10995866,8208085,2787781,79018744,,
13520103,3,Gujarat,135,Rajkot,2010,13675706,10340297,3335409,93255696,,
13520113,3,Gujarat,135,Rajkot,2011,16490032,12935090,3554942,119718442,,
13520123,3,Gujarat,135,Rajkot,2012,25124536,19228340,5896196,169496935,,
13520133,3,Gujarat,135,Rajkot,2013,37309879,30512400,6797479,210679473,,
13520143,3,Gujarat,135,Rajkot,2014,31274401,24349182,6925219,253156934,,
13520153,3,Gujarat,135,Rajkot,2015,33219711,27292867,5926844,270335584,,
13620023,3,Gujarat,136,Sabarkantha,2002,1264158,1212668,51490,2540705,,
13620033,3,Gujarat,136,Sabarkantha,2003,1458204,1416361,41843,3140798,,
13620043,3,Gujarat,136,Sabarkantha,2004,1865648,1819794,45854,4350448,,
13620053,3,Gujarat,136,Sabarkantha,2005,2444893,2362951,81942,6100623,,
13620063,3,Gujarat,136,Sabarkantha,2006,3763759,3633559,130200,8932545,,
13620073,3,Gujarat,136,Sabarkantha,2007,5621810,5498402,123408,12926306,,
13620083,3,Gujarat,136,Sabarkantha,2008,8861240,8498840,362400,17742270,,
13620093,3,Gujarat,136,Sabarkantha,2009,9072050,8766141,305909,17333380,,
13620103,3,Gujarat,136,Sabarkantha,2010,10627425,10058841,568584,20399932,,
13620113,3,Gujarat,136,Sabar Kantha,2011,12039589,11621823,417766,24996426,,
13620123,3,Gujarat,136,Sabar Kantha,2012,20438185,17753277,2684908,32957980,,
13620133,3,Gujarat,136,Sabar Kantha,2013,20020977,18230321,1790656,36319362,,
13620143,3,Gujarat,136,Sabar Kantha,2014,20751926,19601529,1150397,37916716,,
13620153,3,Gujarat,136,Sabar Kantha,2015,18701841,16772494,1929347,34111386,,
13720023,3,Gujarat,137,Surat,2002,2601515,1351238,1250277,40366916,,
13720033,3,Gujarat,137,Surat,2003,1636777,1430583,206194,44890000,,
13720043,3,Gujarat,137,Surat,2004,1961217,1329751,631466,52402568,,
13720053,3,Gujarat,137,Surat,2005,2523617,1689094,834523,70105392,,
13720063,3,Gujarat,137,Surat,2006,4658772,2644352,2014420,86086408,,
13720073,3,Gujarat,137,Surat,2007,7508867,4155381,3353486,112053456,,
13720083,3,Gujarat,137,Surat,2008,10994694,5671051,5323643,159704240,,
13720093,3,Gujarat,137,Surat,2009,5488712,5027817,460895,142657840,,
13720103,3,Gujarat,137,Surat,2010,7599556,5879982,1719574,184968688,,
13720113,3,Gujarat,137,Surat,2011,8850192,7825638,1024554,208435626,,
13720123,3,Gujarat,137,Surat,2012,11905642,9560987,2344655,276984566,,
13720133,3,Gujarat,137,Surat,2013,13227309,11727323,1499986,361721181,,
13720143,3,Gujarat,137,Surat,2014,16716325,14207793,2508532,392849947,,
13720153,3,Gujarat,137,Surat,2015,18750892,16231543,2519349,472587421,,
13820023,3,Gujarat,138,Surendranagar,2002,1521524,1243048,278476,4690214,,
13820033,3,Gujarat,138,Surendranagar,2003,1904246,1756073,148173,5185432,,
13820043,3,Gujarat,138,Surendranagar,2004,2146235,2067409,78826,4841864,,
13820053,3,Gujarat,138,Surendranagar,2005,2697834,2686744,11090,5604276,,
13820063,3,Gujarat,138,Surendranagar,2006,4104555,4027257,77298,8691113,,
13820073,3,Gujarat,138,Surendranagar,2007,5152771,4925412,227359,11073412,,
13820083,3,Gujarat,138,Surendranagar,2008,5813919,5459816,354103,11119971,,
13820093,3,Gujarat,138,Surendranagar,2009,6260977,6032767,228210,10476920,,
13820103,3,Gujarat,138,Surendranagar,2010,7580598,7112788,467810,12719093,,
13820113,3,Gujarat,138,Surendranagar,2011,7550763,7131942,418821,13229212,,
13820123,3,Gujarat,138,Surendranagar,2012,10188268,9830644,357624,16862829,,
13820133,3,Gujarat,138,Surendranagar,2013,11809144,11079627,729517,21827117,,
13820143,3,Gujarat,138,Surendranagar,2014,13384003,13078645,305358,25717555,,
13820153,3,Gujarat,138,Surendranagar,2015,15228576,14539560,689016,28725935,,
51820023,3,Gujarat,518,Gandhinagar,2002,1323610,307620,1015990,9766471,,
51820033,3,Gujarat,518,Gandhinagar,2003,948695,405753,542942,10864035,,
51820043,3,Gujarat,518,Gandhinagar,2004,3947796,594686,3353110,12673241,,
51820053,3,Gujarat,518,Gandhinagar,2005,4518485,811719,3706766,20057160,,
51820063,3,Gujarat,518,Gandhinagar,2006,9541055,3815421,5725634,29650632,,
51820073,3,Gujarat,518,Gandhinagar,2007,8722528,2904880,5817648,32448804,,
51820083,3,Gujarat,518,Gandhinagar,2008,5994823,2689075,3305748,45902668,,
51820093,3,Gujarat,518,Gandhinagar,2009,4691746,3585131,1106615,57087616,,
51820103,3,Gujarat,518,Gandhinagar,2010,7115476,2949248,4166228,49167264,,
51820113,3,Gujarat,518,Gandhinagar,2011,7671568,6441328,1230240,66692302,,
51820123,3,Gujarat,518,Gandhinagar,2012,8175621,6709193,1466428,80978131,,
51820133,3,Gujarat,518,Gandhinagar,2013,9087927,6180495,2907432,77593818,,
51820143,3,Gujarat,518,Gandhinagar,2014,11289893,7020134,4269759,101078703,,
51820153,3,Gujarat,518,Gandhinagar,2015,14733915,8729841,6004074,96075203,,
100120023,3,Gujarat,1001,Anand,2002,1238905,1091475,147430,4300329,,
100120033,3,Gujarat,1001,Anand,2003,1416249,1299269,116980,5716050,,
100120043,3,Gujarat,1001,Anand,2004,1586637,1407610,179027,7982240,,
100120053,3,Gujarat,1001,Anand,2005,2264827,1715008,549819,8823467,,
100120063,3,Gujarat,1001,Anand,2006,2969660,2246015,723645,10349705,,
100120073,3,Gujarat,1001,Anand,2007,3504030,3294689,209341,15806896,,
100120083,3,Gujarat,1001,Anand,2008,4762441,4329993,432448,20013340,,
100120093,3,Gujarat,1001,Anand,2009,4689087,4272330,416757,18709724,,
100120103,3,Gujarat,1001,Anand,2010,6000583,5380936,619647,23346790,,
100120113,3,Gujarat,1001,Anand,2011,7526254,6842524,683730,27683557,,
100120123,3,Gujarat,1001,Anand,2012,9568457,8516505,1051952,31755104,,
100120133,3,Gujarat,1001,Anand,2013,11270188,9169626,2100562,38535661,,
100120143,3,Gujarat,1001,Anand,2014,12442611,10653479,1789132,42743935,,
100120153,3,Gujarat,1001,Anand,2015,14159237,12439155,1720082,44529468,,
100220023,3,Gujarat,1002,Dahod,2002,359874,344880,14994,879668,,
100220033,3,Gujarat,1002,Dahod,2003,410650,384270,26380,992714,,
100220043,3,Gujarat,1002,Dahod,2004,438753,404659,34094,1989187,,
100220053,3,Gujarat,1002,Dahod,2005,589627,529732,59895,2374490,,
100220063,3,Gujarat,1002,Dahod,2006,819733,769913,49820,2856447,,
100220073,3,Gujarat,1002,Dahod,2007,1329137,1221058,108079,3843120,,
100220083,3,Gujarat,1002,Dahod,2008,1870654,1516718,353936,5255066,,
100220093,3,Gujarat,1002,Dahod,2009,2030673,1616602,414071,5608513,,
100220103,3,Gujarat,1002,Dahod,2010,2235611,1893248,342363,6108330,,
100220113,3,Gujarat,1002,Dahod,2011,2550134,2154833,395301,5441997,,
100220123,3,Gujarat,1002,Dahod,2012,2913798,2638985,274813,6614575,,
100220133,3,Gujarat,1002,Dahod,2013,3213024,2985625,227399,7437794,,
100220143,3,Gujarat,1002,Dahod,2014,3326980,3118976,208004,7944215,,
100220153,3,Gujarat,1002,Dahod,2015,3488342,3295263,193079,9531341,,
100320023,3,Gujarat,1003,Narmada,2002,167198,161187,6011,303730,,
100320033,3,Gujarat,1003,Narmada,2003,175944,173478,2466,340432,,
100320043,3,Gujarat,1003,Narmada,2004,196854,170262,26592,397128,,
100320053,3,Gujarat,1003,Narmada,2005,269860,261339,8521,544867,,
100320063,3,Gujarat,1003,Narmada,2006,386602,381942,4660,896106,,
100320073,3,Gujarat,1003,Narmada,2007,1029307,1015758,13549,1605046,,
100320083,3,Gujarat,1003,Narmada,2008,1468653,1144614,324039,2606043,,
100320093,3,Gujarat,1003,Narmada,2009,1339292,1140837,198455,1884359,,
100320103,3,Gujarat,1003,Narmada,2010,1587594,1330387,257207,2953636,,
100320113,3,Gujarat,1003,Narmada,2011,1804870,1672108,132762,3284414,,
100320123,3,Gujarat,1003,Narmada,2012,2154997,2085623,69374,3688298,,
100320133,3,Gujarat,1003,Narmada,2013,2152910,2089951,62959,4213639,,
100320143,3,Gujarat,1003,Narmada,2014,2556825,2509744,47081,4169720,,
100320153,3,Gujarat,1003,Narmada,2015,3147815,3101944,45871,5004509,,
100420023,3,Gujarat,1004,Navsari,2002,443808,404490,39318,2241346,,
100420033,3,Gujarat,1004,Navsari,2003,494685,463085,31600,2736025,,
100420043,3,Gujarat,1004,Navsari,2004,628598,600641,27957,3486289,,
100420053,3,Gujarat,1004,Navsari,2005,860277,826236,34041,4607174,,
100420063,3,Gujarat,1004,Navsari,2006,1211777,1137652,74125,6337370,,
100420073,3,Gujarat,1004,Navsari,2007,1694158,1590064,104094,8363208,,
100420083,3,Gujarat,1004,Navsari,2008,2069395,2004565,64830,10338026,,
100420093,3,Gujarat,1004,Navsari,2009,2480162,2340899,139263,10388287,,
100420103,3,Gujarat,1004,Navsari,2010,2646847,2472745,174102,11687625,,
100420113,3,Gujarat,1004,Navsari,2011,2777618,2554127,223491,13923178,,
100420123,3,Gujarat,1004,Navsari,2012,2872397,2554549,317848,14766634,,
100420133,3,Gujarat,1004,Navsari,2013,3699191,3064824,634367,18531064,,
100420143,3,Gujarat,1004,Navsari,2014,4747648,3747729,999919,21031884,,
100420153,3,Gujarat,1004,Navsari,2015,5412895,4818504,594391,25323099,,
100520023,3,Gujarat,1005,Patan,2002,608210,573442,34768,1424571,,
100520033,3,Gujarat,1005,Patan,2003,805826,749063,56763,1557382,,
100520043,3,Gujarat,1005,Patan,2004,564402,477703,86699,1643519,,
100520053,3,Gujarat,1005,Patan,2005,983995,760205,223790,2067297,,
100520063,3,Gujarat,1005,Patan,2006,1212499,1010135,202364,3684203,,
100520073,3,Gujarat,1005,Patan,2007,2084901,1969508,115393,6705916,,
100520083,3,Gujarat,1005,Patan,2008,3419983,2823399,596584,9447844,,
100520093,3,Gujarat,1005,Patan,2009,3342349,2592942,749407,6149793,,
100520103,3,Gujarat,1005,Patan,2010,4402181,3021823,1380358,7725575,,
100520113,3,Gujarat,1005,Patan,2011,4363597,3270042,1093555,8863144,,
100520123,3,Gujarat,1005,Patan,2012,4663456,3865748,797708,12413003,,
100520133,3,Gujarat,1005,Patan,2013,6049165,5069113,980052,13484510,,
100520143,3,Gujarat,1005,Patan,2014,7634104,7048254,585850,15233923,,
100520153,3,Gujarat,1005,Patan,2015,9535661,8851143,684518,19465933,,
100620023,3,Gujarat,1006,Porbandar,2002,989615,673924,315691,2879069,,
100620033,3,Gujarat,1006,Porbandar,2003,1232007,939390,292617,3685496,,
100620043,3,Gujarat,1006,Porbandar,2004,1007341,755307,252034,3279882,,
100620053,3,Gujarat,1006,Porbandar,2005,1100722,871742,228980,3816105,,
100620063,3,Gujarat,1006,Porbandar,2006,1111838,1014507,97331,3922876,,
100620073,3,Gujarat,1006,Porbandar,2007,1378923,1229548,149375,4878782,,
100620083,3,Gujarat,1006,Porbandar,2008,2074939,1822649,252290,6567274,,
100620093,3,Gujarat,1006,Porbandar,2009,1718711,1665457,53254,5329874,,
100620103,3,Gujarat,1006,Porbandar,2010,2306197,2248113,58084,6090473,,
100620113,3,Gujarat,1006,Porbandar,2011,2683052,2639233,43819,6551866,,
100620123,3,Gujarat,1006,Porbandar,2012,3285379,3235428,49951,7385494,,
100620133,3,Gujarat,1006,Porbandar,2013,4810507,4653017,157490,9778902,,
100620143,3,Gujarat,1006,Porbandar,2014,5362870,5083611,279259,11054594,,
100620153,3,Gujarat,1006,Porbandar,2015,5601102,5352163,248939,12067112,,
200120083,3,Gujarat,2001,Tapi,2008,437975,435765,2210,763548,,
200120093,3,Gujarat,2001,Tapi,2009,492101,490370,1731,832102,,
200120103,3,Gujarat,2001,Tapi,2010,562879,558336,4543,932226,,
200120113,3,Gujarat,2001,Tapi,2011,626938,622999,3939,1007093,,
200120123,3,Gujarat,2001,Tapi,2012,1011330,1001956,9374,1454641,,
200120133,3,Gujarat,2001,Tapi,2013,730653,714672,15981,1223475,,
200120143,3,Gujarat,2001,Tapi,2014,968372,892444,75928,1694239,,
200120153,3,Gujarat,2001,Tapi,2015,2316640,2191276,125364,5024514,,
205020143,3,Gujarat,2050,Aravalli,2014,3057488,2293528,763960,5691217,,
205020153,3,Gujarat,2050,Aravalli,2015,10222089,9600581,621508,13923415,,
205120143,3,Gujarat,2051,Botad,2014,1437133,1199938,237195,5121418,,
205120153,3,Gujarat,2051,Botad,2015,2920216,2790913,129303,7587587,,
205220153,3,Gujarat,2052,Chhota Udaipur,2015,955760,950270,5490,2329384,,
205420153,3,Gujarat,2054,Gir Somnath,2015,5248674,4542018,706656,8717430,,
205520143,3,Gujarat,2055,Mahisagar,2014,2272657,2196175,76482,3609174,,
205520153,3,Gujarat,2055,Mahisagar,2015,3655986,3527441,128545,5650345,,
205620153,3,Gujarat,2056,Morbi,2015,2449930,2394117,55813,28646675,,
17720024,4,Haryana,177,Hisar,2002,2983451,1570948,1412503,10608913,,
17720034,4,Haryana,177,Hisar,2003,3654130,2557559,1096571,12987349,,
17720044,4,Haryana,177,Hisar,2004,2342939,2218655,124284,12602219,,
17720054,4,Haryana,177,Hisar,2005,3317592,2982713,334879,16312074,,
17720064,4,Haryana,177,Hisar,2006,5754589,4365496,1389093,26768522,,
17720074,4,Haryana,177,Hisar,2007,9362952,5930370,3432582,32139716,,
17720084,4,Haryana,177,Hisar,2008,9683269,5920427,3762842,39203232,,
17720094,4,Haryana,177,Hisar,2009,10977840,7552706,3425134,53182076,,
17720104,4,Haryana,177,Hisar,2010,12308399,9403563,2904836,74988616,,
17720114,4,Haryana,177,Hisar,2011,14789286,13548130,1241156,101886380,,
17720124,4,Haryana,177,Hisar,2012,15808827,14681584,1127243,99464074,,
17720134,4,Haryana,177,Hisar,2013,18682833,16976372,1706461,112777509,,
17720144,4,Haryana,177,Hisar,2014,24115284,21726205,2389079,122710187,,
17720154,4,Haryana,177,Hisar,2015,28331570,26057241,2274329,142490861,,
17820024,4,Haryana,178,Sirsa,2002,1965344,1817463,147881,3578700,,
17820034,4,Haryana,178,Sirsa,2003,2358877,2183516,175361,4194185,,
17820044,4,Haryana,178,Sirsa,2004,2638837,2510809,128028,5000965,,
17820054,4,Haryana,178,Sirsa,2005,3526204,3377992,148212,6345916,,
17820064,4,Haryana,178,Sirsa,2006,4607656,4401747,205909,9455723,,
17820074,4,Haryana,178,Sirsa,2007,6178381,5926818,251563,10635485,,
17820084,4,Haryana,178,Sirsa,2008,7299496,6774769,524727,12186564,,
17820094,4,Haryana,178,Sirsa,2009,8816918,8407836,409082,15159775,,
17820104,4,Haryana,178,Sirsa,2010,10723445,10172012,551433,19798308,,
17820114,4,Haryana,178,Sirsa,2011,13706747,12709441,997306,24602307,,
17820124,4,Haryana,178,Sirsa,2012,16585887,15601508,984379,28233004,,
17820134,4,Haryana,178,Sirsa,2013,18378439,17515011,863428,32967300,,
17820144,4,Haryana,178,Sirsa,2014,25203360,24041683,1161677,41010088,,
17820154,4,Haryana,178,Sirsa,2015,30964681,30051720,912961,50454201,,
17920024,4,Haryana,179,Bhiwani,2002,1576502,1498774,77728,3804728,,
17920034,4,Haryana,179,Bhiwani,2003,1828229,1797952,30277,3971506,,
17920044,4,Haryana,179,Bhiwani,2004,2482682,2430971,51711,5089296,,
17920054,4,Haryana,179,Bhiwani,2005,3026760,2908022,118738,6400310,,
17920064,4,Haryana,179,Bhiwani,2006,4059417,3994884,64533,9529460,,
17920074,4,Haryana,179,Bhiwani,2007,5149116,4793649,355467,10404840,,
17920084,4,Haryana,179,Bhiwani,2008,6636060,6267788,368272,11648733,,
17920094,4,Haryana,179,Bhiwani,2009,8186474,7946118,240356,15299656,,
17920104,4,Haryana,179,Bhiwani,2010,9270637,9084908,185729,21260648,,
17920114,4,Haryana,179,Bhiwani,2011,10437662,10298256,139406,24276883,,
17920124,4,Haryana,179,Bhiwani,2012,13664565,13485342,179223,26815184,,
17920134,4,Haryana,179,Bhiwani,2013,10058208,9798929,259279,23543393,,
17920144,4,Haryana,179,Bhiwani,2014,18260030,17754018,506012,32873757,,
17920154,4,Haryana,179,Bhiwani,2015,21507070,21034703,472367,38024929,,
18020024,4,Haryana,180,Gurgaon,2002,920243,831796,88447,18597636,,
18020034,4,Haryana,180,Gurgaon,2003,1211347,983533,227814,26975940,,
18020044,4,Haryana,180,Gurgaon,2004,2148490,1981651,166839,27563132,,
18020054,4,Haryana,180,Gurgaon,2005,2040292,1432264,608028,39545576,,
18020064,4,Haryana,180,Gurgaon,2006,1889761,1139120,750641,58232368,,
18020074,4,Haryana,180,Gurgaon,2007,2673560,2278832,394728,89339344,,
18020084,4,Haryana,180,Gurgaon,2008,2760760,1844248,916512,108675480,,
18020094,4,Haryana,180,Gurgaon,2009,2114155,1694926,419229,146691424,,
18020104,4,Haryana,180,Gurgaon,2010,3200887,2072214,1128673,201081520,,
18020114,4,Haryana,180,Gurgaon,2011,5184215,4544869,639346,305106646,,
18020124,4,Haryana,180,Gurgaon,2012,6673752,5780172,893580,392099965,,
18020134,4,Haryana,180,Gurgaon,2013,8072663,6690681,1381982,443630301,,
18020144,4,Haryana,180,Gurgaon,2014,12368959,9505528,2863431,506947985,,
18020154,4,Haryana,180,Gurgaon,2015,11444230,9384753,2059477,536338569,,
18120024,4,Haryana,181,Jind,2002,1596961,1453342,143619,3148931,,
18120034,4,Haryana,181,Jind,2003,1956932,1839580,117352,3872141,,
18120044,4,Haryana,181,Jind,2004,2539671,2349771,189900,4606776,,
18120054,4,Haryana,181,Jind,2005,3444661,3359330,85331,5643576,,
18120064,4,Haryana,181,Jind,2006,5270045,4950878,319167,9397359,,
18120074,4,Haryana,181,Jind,2007,6169060,6026299,142761,10426763,,
18120084,4,Haryana,181,Jind,2008,6363064,6184963,178101,8938572,,
18120094,4,Haryana,181,Jind,2009,8386367,8166946,219421,12734541,,
18120104,4,Haryana,181,Jind,2010,9095189,8818704,276485,17564796,,
18120114,4,Haryana,181,Jind,2011,12881483,12308174,573309,21356359,,
18120124,4,Haryana,181,Jind,2012,15829060,14979829,849231,25614658,,
18120134,4,Haryana,181,Jind,2013,19462827,17266246,2196581,30077038,,
18120144,4,Haryana,181,Jind,2014,22926671,20742908,2183763,36166665,,
18120154,4,Haryana,181,Jind,2015,26571062,24365087,2205975,43217558,,
18220024,4,Haryana,182,Mahendragarh,2002,653878,620618,33260,1525828,,
18220034,4,Haryana,182,Mahendragarh,2003,737541,718906,18635,1611440,,
18220044,4,Haryana,182,Mahendragarh,2004,867992,850276,17716,1794754,,
18220054,4,Haryana,182,Mahendragarh,2005,1215202,1179613,35589,2315041,,
18220064,4,Haryana,182,Mahendragarh,2006,4607656,4401747,205909,9455723,,
18220074,4,Haryana,182,Mahendragarh,2007,2266838,2156420,110418,4155586,,
18220084,4,Haryana,182,Mahendragarh,2008,3095806,3012342,83464,5003868,,
18220094,4,Haryana,182,Mahendragarh,2009,3478991,3422080,56911,5717171,,
18220104,4,Haryana,182,Mahendragarh,2010,3935241,3867676,67565,7347574,,
18220114,4,Haryana,182,Mahendragarh,2011,4637064,4563967,73097,9003321,,
18220124,4,Haryana,182,Mahendragarh,2012,5567989,5479142,88847,10361710,,
18220134,4,Haryana,182,Mahendragarh,2013,10536254,10401155,135099,15990681,,
18220144,4,Haryana,182,Mahendragarh,2014,24107448,23945743,161705,29025700,,
18220154,4,Haryana,182,Mahendragarh,2015,8132967,7935473,197494,29352362,,
18320024,4,Haryana,183,Ambala,2002,2355222,1000588,1354634,8089103,,
18320034,4,Haryana,183,Ambala,2003,1539463,1194318,345145,8334329,,
18320044,4,Haryana,183,Ambala,2004,1973037,1467632,505405,11016723,,
18320054,4,Haryana,183,Ambala,2005,2784380,2336548,447832,16264005,,
18320064,4,Haryana,183,Ambala,2006,3916947,3149973,766974,23618662,,
18320074,4,Haryana,183,Ambala,2007,4872081,4593399,278682,21398124,,
18320084,4,Haryana,183,Ambala,2008,5349595,4372361,977234,24339258,,
18320094,4,Haryana,183,Ambala,2009,5260868,4732035,528833,25505264,,
18320104,4,Haryana,183,Ambala,2010,10634822,5824979,4809843,36029652,,
18320114,4,Haryana,183,Ambala,2011,7986691,7401284,585407,38764507,,
18320124,4,Haryana,183,Ambala,2012,9442762,8360740,1082022,50032979,,
18320134,4,Haryana,183,Ambala,2013,9786662,8477960,1308702,41119870,,
18320144,4,Haryana,183,Ambala,2014,12964209,11036730,1927479,46712225,,
18320154,4,Haryana,183,Ambala,2015,14405603,13164117,1241486,55159492,,
18420024,4,Haryana,184,Karnal,2002,2002434,1650668,351766,9695970,,
18420034,4,Haryana,184,Karnal,2003,2547443,2366118,181325,10775187,,
18420044,4,Haryana,184,Karnal,2004,4066502,3350147,716355,14395613,,
18420054,4,Haryana,184,Karnal,2005,4297271,3844397,452874,21126632,,
18420064,4,Haryana,184,Karnal,2006,1679625,1632984,46641,7800020,,
18420074,4,Haryana,184,Karnal,2007,9489450,7250301,2239149,33243876,,
18420084,4,Haryana,184,Karnal,2008,11062733,6247733,4815000,39353288,,
18420094,4,Haryana,184,Karnal,2009,13256734,7507454,5749280,49647640,,
18420104,4,Haryana,184,Karnal,2010,13672360,11239803,2432557,62801464,,
18420114,4,Haryana,184,Karnal,2011,19555198,15658993,3896205,83992252,,
18420124,4,Haryana,184,Karnal,2012,25988788,20858409,5130379,92950832,,
18420134,4,Haryana,184,Karnal,2013,23456197,19256887,4199310,116434059,,
18420144,4,Haryana,184,Karnal,2014,28919725,25298903,3620822,131694861,,
18420154,4,Haryana,184,Karnal,2015,33626850,31111001,2515849,151521297,,
18520024,4,Haryana,185,Kurukshetra,2002,1601108,1294313,306795,3853904,,
18520034,4,Haryana,185,Kurukshetra,2003,1698505,1615083,83422,4717874,,
18520044,4,Haryana,185,Kurukshetra,2004,2206905,1952280,254625,5880292,,
18520054,4,Haryana,185,Kurukshetra,2005,3003533,2615597,387936,7585507,,
18520064,4,Haryana,185,Kurukshetra,2006,2315393,2268867,46526,15434452,,
18520074,4,Haryana,185,Kurukshetra,2007,5337534,4962714,374820,10878436,,
18520084,4,Haryana,185,Kurukshetra,2008,5883444,5280516,602928,11856054,,
18520094,4,Haryana,185,Kurukshetra,2009,7631370,7200802,430568,16611266,,
18520104,4,Haryana,185,Kurukshetra,2010,8532172,7906055,626117,21177496,,
18520114,4,Haryana,185,Kurukshetra,2011,11339943,10370653,969290,25782447,,
18520124,4,Haryana,185,Kurukshetra,2012,12889490,11496662,1392828,25686769,,
18520134,4,Haryana,185,Kurukshetra,2013,14045580,12161140,1884440,29492780,,
18520144,4,Haryana,185,Kurukshetra,2014,18829813,16814539,2015274,39028870,,
18520154,4,Haryana,185,Kurukshetra,2015,21624208,20056855,1567353,46715272,,
18620024,4,Haryana,186,Rohtak,2002,984510,944712,39798,4624886,,
18620034,4,Haryana,186,Rohtak,2003,1095851,1072186,23665,5639184,,
18620044,4,Haryana,186,Rohtak,2004,1398680,1371071,27609,7099838,,
18620054,4,Haryana,186,Rohtak,2005,1856098,1790751,65347,9423305,,
18620064,4,Haryana,186,Rohtak,2006,2315393,2268867,46526,15434452,,
18620074,4,Haryana,186,Rohtak,2007,3125947,2700560,425387,16567239,,
18620084,4,Haryana,186,Rohtak,2008,3779053,3332399,446654,22215768,,
18620094,4,Haryana,186,Rohtak,2009,3995794,3885465,110329,22107526,,
18620104,4,Haryana,186,Rohtak,2010,5207772,4975295,232477,26882724,,
18620114,4,Haryana,186,Rohtak,2011,7431619,7270327,161292,41131376,,
18620124,4,Haryana,186,Rohtak,2012,9367908,9054339,313569,39100830,,
18620134,4,Haryana,186,Rohtak,2013,9674233,8952879,721354,40622271,,
18620144,4,Haryana,186,Rohtak,2014,11103507,10258764,844743,51264305,,
18620154,4,Haryana,186,Rohtak,2015,17156604,15774623,1381981,55118087,,
18720024,4,Haryana,187,Sonipat,2002,965803,823193,142610,4911226,,
18720034,4,Haryana,187,Sonipat,2003,1159431,1013311,146120,4655191,,
18720044,4,Haryana,187,Sonipat,2004,1710514,1443148,267366,6298997,,
18720054,4,Haryana,187,Sonipat,2005,2064942,1889757,175185,11017090,,
18720064,4,Haryana,187,Sonipat,2006,3360171,2351582,1008589,17088482,,
18720074,4,Haryana,187,Sonipat,2007,3094682,2934025,160657,17046788,,
18720084,4,Haryana,187,Sonipat,2008,4138781,3885085,253696,14608147,,
18720094,4,Haryana,187,Sonipat,2009,5685950,4917026,768924,17439476,,
18720104,4,Haryana,187,Sonipat,2010,6730201,5603276,1126925,23633946,,
18720114,4,Haryana,187,Sonipat,2011,7249219,6701099,548120,26329249,,
18720124,4,Haryana,187,Sonipat,2012,9771586,9107935,663651,124460016,,
18720134,4,Haryana,187,Sonipat,2013,9899186,8913320,985866,32788590,,
18720144,4,Haryana,187,Sonipat,2014,12431574,10978420,1453154,117256123,,
