Key,Dist Code,Year,State Code,State Name,Dist Name,CANALS AREA (1000 ha),TANKS AREA (1000 ha),TUBE WELLS AREA (1000 ha),OTHER WELLS AREA (1000 ha),TOTAL WELLS AREA (1000 ha),OTHER SOURCES AREA (1000 ha),NET AREA (1000 ha),GROSS AREA (1000 ha)
90219922,902,1992,2,Bihar,Muzaffarpur,2.28,0.65,55.32,4.35,59.67,14.53,77.1,97.9
90219932,902,1993,2,Bihar,Muzaffarpur,2.14,0.86,68.16,0.24,68.4,16.56,88,98.8
90219942,902,1994,2,Bihar,Muzaffarpur,2.56,0.88,70.73,0.24,70.97,14.52,88.9,108.5
90219952,902,1995,2,Bihar,Muzaffarpur,2.19,0.67,70.61,0.12,70.73,17.98,91.56,110.15
90219962,902,1996,2,Bihar,Muzaffarpur,2.37,0.67,66.04,0.19,66.24,16.42,85.68,107.45
90219972,902,1997,2,Bihar,Muzaffarpur,2,1,73,0,73,17,93,122
90219982,902,1998,2,Bihar,Muzaffarpur,1.77,0.61,93.81,0.19,94,4,100.38,120.69
90219992,902,1999,2,Bihar,Muzaffarpur,1.58,0.61,101.06,0.19,101.26,3.54,106.99,135.31
90220002,902,2000,2,Bihar,Muzaffarpur,0.45,0.65,90.96,0,90.96,0.49,92.56,128.31
90220012,902,2001,2,Bihar,Muzaffarpur,0.14,0.33,99.08,0,99.08,0,99.54,132.82
90220022,902,2002,2,Bihar,Muzaffarpur,0,0.53,101.84,0,101.84,0,102.37,133
90220032,902,2003,2,Bihar,Muzaffarpur,0,0,106.15,0,106.15,0,106.15,130.16
90220042,902,2004,2,Bihar,Muzaffarpur,0,0,112.17,0,112.17,0,112.17,132.65
90220052,902,2005,2,Bihar,Muzaffarpur,20.31,19.99,67.95,0,67.95,0,108.25,126.08
90220062,902,2006,2,Bihar,Muzaffarpur,17.98,36.78,45.28,0,45.28,0,100.04,121.89
90220072,902,2007,2,Bihar,Muzaffarpur,17.96,34.33,62.06,0,62.06,0,114.35,149.62
90220082,902,2008,2,Bihar,Muzaffarpur,16.33,22.36,70.42,0,70.42,0,109.11,149.41
90220092,902,2009,2,Bihar,Muzaffarpur,20.92,0,94.38,0,94.38,0.72,116.03,148.04
90220102,902,2010,2,Bihar,Muzaffarpur,31.49,0,90.86,0,90.86,5.11,127.46,177
90220112,902,2011,2,Bihar,Muzaffarpur,28.69,0,82.8,0,82.8,4.67,116.17,194.58
90220122,902,2012,2,Bihar,Muzaffarpur,30.39,0,87.71,0,87.71,4.95,123.05,167.91
90220132,902,2013,2,Bihar,Muzaffarpur,28.94,0,83.53,0,83.53,4.71,117.18,165.34
90220142,902,2014,2,Bihar,Muzaffarpur,26,0,75.04,0,75.04,4.23,105.27,165.64
90220152,902,2015,2,Bihar,Muzaffarpur,23.26,0,67.11,0,67.11,3.79,94.15,157.78
90220162,902,2016,2,Bihar,Muzaffarpur,23.94,-1,69.08,-1,69.08,3.9,96.91,142.32
90220172,902,2017,2,Bihar,Muzaffarpur,23.96,0,69.16,0,69.16,3.9,97.02,182.34
90319902,903,1990,2,Bihar,Darbhanga,0,8.03,28.6,0.33,28.93,17.92,54.9,73.6
90319912,903,1991,2,Bihar,Darbhanga,0,9.55,35.03,0,35.03,20.67,65.2,76.4
90319922,903,1992,2,Bihar,Darbhanga,0,4.98,35.23,0.85,36.08,21.47,62.5,70.1
90319932,903,1993,2,Bihar,Darbhanga,1.02,5.57,39.86,0.78,40.64,13.38,60.6,72.4
90319942,903,1994,2,Bihar,Darbhanga,0,14.73,25.49,0,25.49,21.88,62.1,73.4
90319952,903,1995,2,Bihar,Darbhanga,0,12.31,38.3,0,38.3,16.52,67.13,79.16
90319962,903,1996,2,Bihar,Darbhanga,0,13.23,41.66,0,41.66,20.89,75.77,82.37
90319972,903,1997,2,Bihar,Darbhanga,0,15,18,0,18,29,63,75
90319982,903,1998,2,Bihar,Darbhanga,0,14.73,11.2,0,11.2,36.99,62.92,79.38
90319992,903,1999,2,Bihar,Darbhanga,0,23.83,22.25,0,22.25,20.74,66.82,78.15
90320002,903,2000,2,Bihar,Darbhanga,0,16.15,40.31,0,40.31,8.37,64.84,78.77
90320012,903,2001,2,Bihar,Darbhanga,0,24.66,38.56,0,38.56,3.6,66.81,77.65
90320022,903,2002,2,Bihar,Darbhanga,0,23.02,46.41,0,46.41,0,69.43,86.75
90320032,903,2003,2,Bihar,Darbhanga,0,4.88,74.28,0,74.28,0,79.16,102.09
90320042,903,2004,2,Bihar,Darbhanga,0,20.08,52.59,0,52.59,0.28,72.95,104.06
90320052,903,2005,2,Bihar,Darbhanga,0,10.88,57.96,0,57.96,5.76,74.61,105.02
90320062,903,2006,2,Bihar,Darbhanga,0,54.43,16.58,0,16.58,11.79,82.8,106.9
90320072,903,2007,2,Bihar,Darbhanga,0,57.35,20.8,0,20.8,16.3,94.45,125.24
90320082,903,2008,2,Bihar,Darbhanga,0,53.63,21.18,0,21.18,0,74.81,122.53
90320092,903,2009,2,Bihar,Darbhanga,0,60.48,32.14,0,32.14,10.33,102.95,133.41
90320102,903,2010,2,Bihar,Darbhanga,0,53.48,21.72,0,21.72,6.81,82.01,101.55
90320112,903,2011,2,Bihar,Darbhanga,0,46.5,18.89,0,18.89,5.93,71.32,105.95
90320122,903,2012,2,Bihar,Darbhanga,0,46.39,18.85,0,18.85,5.91,71.15,103.57
90320132,903,2013,2,Bihar,Darbhanga,0,46.36,18.84,0,18.84,5.91,71.1,106.39
90320142,903,2014,2,Bihar,Darbhanga,0,44.39,18.04,0,18.04,5.66,68.08,101.75
90320152,903,2015,2,Bihar,Darbhanga,0,46.93,19.07,0,19.07,5.98,71.97,124.29
90320162,903,2016,2,Bihar,Darbhanga,-1,48.87,19.96,-1,19.96,6.35,75.19,133.55
90320172,903,2017,2,Bihar,Darbhanga,0,44.43,18.15,0,18.15,5.78,68.35,126.8
90419902,904,1990,2,Bihar,Saharsa,36.45,3.82,50.34,2.3,52.64,2.63,95.5,131.7
90419912,904,1991,2,Bihar,Saharsa,30.09,1.37,56.26,0.51,56.77,14.77,103,145.4
90419922,904,1992,2,Bihar,Saharsa,8.23,0.67,23.09,1.62,24.71,6.56,40.2,51
90419932,904,1993,2,Bihar,Saharsa,3.28,0.38,34.41,0.36,34.77,13.91,52.3,65.4
90419942,904,1994,2,Bihar,Saharsa,5.83,0,33.6,0,33.6,10.75,50.2,67.6
90419952,904,1995,2,Bihar,Saharsa,7.61,0,31.11,0,31.11,14.64,53.35,75.64
90419962,904,1996,2,Bihar,Saharsa,58.96,6.09,8.45,1.73,10.18,24.96,100.18,124.07
90419972,904,1997,2,Bihar,Saharsa,9,0,58,0,58,1,68,97
90419982,904,1998,2,Bihar,Saharsa,15.45,1.19,57.22,0.21,57.43,1.9,75.96,110.76
90419992,904,1999,2,Bihar,Saharsa,9.21,0.61,54.65,1.54,56.19,0.91,66.92,109.38
90420002,904,2000,2,Bihar,Saharsa,3.82,0,65.87,0,65.88,4.85,74.54,119.62
90420012,904,2001,2,Bihar,Saharsa,5.05,0.3,58.59,0.32,58.92,2.74,67.01,104.58
90420022,904,2002,2,Bihar,Saharsa,6.62,0.89,56.66,0.32,56.98,4.82,69.31,105.31
90420032,904,2003,2,Bihar,Saharsa,4.9,0.31,49.62,0,49.62,3.06,57.89,94.98
90420042,904,2004,2,Bihar,Saharsa,6.05,0,46.2,0,46.2,2.01,54.26,95.3
90420052,904,2005,2,Bihar,Saharsa,5.66,0.21,47.45,0,47.45,5.98,59.3,94.91
90420062,904,2006,2,Bihar,Saharsa,7.24,0.37,42.88,0,42.88,5.28,55.76,95.98
90420072,904,2007,2,Bihar,Saharsa,5.26,0.03,37.34,0,37.34,12.94,55.57,91.49
90420082,904,2008,2,Bihar,Saharsa,5.18,0.06,43.19,0,43.19,1.71,50.14,89.78
90420092,904,2009,2,Bihar,Saharsa,3.89,0,60.79,0,60.79,9.4,74.08,100.18
90420102,904,2010,2,Bihar,Saharsa,3.98,0,52.98,0,52.98,2.11,59.07,116.57
90420112,904,2011,2,Bihar,Saharsa,4.08,0,54.34,0,54.34,2.17,60.58,142.79
90420122,904,2012,2,Bihar,Saharsa,3.91,0,52.17,0,52.17,2.08,58.16,123.58
90420132,904,2013,2,Bihar,Saharsa,3.71,0,49.38,0,49.38,1.97,55.06,119.11
90420142,904,2014,2,Bihar,Saharsa,4.23,0,56.37,0,56.37,2.25,62.85,117.72
90420152,904,2015,2,Bihar,Saharsa,4.2,0,55.98,0,55.98,2.24,62.41,116.9
90420162,904,2016,2,Bihar,Saharsa,4.2,-1,55.81,-1,55.81,2.21,62.22,116.36
90420172,904,2017,2,Bihar,Saharsa,4.15,0,55.14,0,55.14,2.18,61.47,104.43
90519902,905,1990,2,Bihar,Purnea,20.76,0.11,31.09,1.65,32.74,2.04,55.7,97.1
90519912,905,1991,2,Bihar,Purnea,24.39,0.14,51.23,1.6,52.83,2.08,79.4,115
90519922,905,1992,2,Bihar,Purnea,12.89,2.62,79.93,1.56,81.49,3.06,100.1,127.9
90519932,905,1993,2,Bihar,Purnea,21.04,0.53,57.39,5.56,62.95,6.24,90.8,130.7
90519942,905,1994,2,Bihar,Purnea,17.16,1.08,71.72,6.97,78.69,3.75,100.7,133.2
90519952,905,1995,2,Bihar,Purnea,17.26,1.12,84.25,0,84.25,8.6,111.23,158.12
90519962,905,1996,2,Bihar,Purnea,18.63,1.17,65.46,0,65.46,13.68,98.95,148.78
90519972,905,1997,2,Bihar,Purnea,17,1,68,0,68,14,101,148
90519982,905,1998,2,Bihar,Purnea,16.62,1.21,74.09,0,74.09,6.48,98.41,147.51
90519992,905,1999,2,Bihar,Purnea,9.95,0,70.38,0,70.38,5.98,86.32,144.59
90520002,905,2000,2,Bihar,Purnea,8.2,0,75.82,0,75.82,3.36,87.37,154.93
90520012,905,2001,2,Bihar,Purnea,6.47,0,95.49,0,95.49,0,101.96,169.51
90520022,905,2002,2,Bihar,Purnea,6.98,0,90.55,0,90.55,0,97.53,169.53
90520032,905,2003,2,Bihar,Purnea,11.73,0,86.29,0,86.29,0,98.02,170.5
90520042,905,2004,2,Bihar,Purnea,10.3,0,76.28,0,76.28,0,86.58,161.37
90520052,905,2005,2,Bihar,Purnea,18.14,0,54.69,0,54.69,0,72.83,169.48
90520062,905,2006,2,Bihar,Purnea,18.14,0,59.05,0,59.05,0,77.19,172.06
90520072,905,2007,2,Bihar,Purnea,18.18,0,62.29,0,62.29,0,80.47,159.98
90520082,905,2008,2,Bihar,Purnea,0,0,108.76,0,108.76,0,108.76,151.14
90520092,905,2009,2,Bihar,Purnea,0,0,96.34,0,96.34,0.03,96.36,150.43
90520102,905,2010,2,Bihar,Purnea,12.55,0,70.51,0,70.51,1.8,84.86,159.38
90520112,905,2011,2,Bihar,Purnea,9.91,0,55.71,0,55.71,1.43,67.05,142.82
90520122,905,2012,2,Bihar,Purnea,8.47,0,47.64,0,47.64,1.22,57.34,138.42
90520132,905,2013,2,Bihar,Purnea,8.03,0,45.17,0,45.17,1.16,54.36,145.82
90520142,905,2014,2,Bihar,Purnea,8.13,0,45.69,0,45.69,1.17,54.99,134.71
90520152,905,2015,2,Bihar,Purnea,6.4,0,36.01,0,36.01,0.93,43.34,125.63
90520162,905,2016,2,Bihar,Purnea,14.19,-1,79.76,-1,79.76,2.03,95.99,186.38
90520172,905,2017,2,Bihar,Purnea,14.1,0,79.28,0,79.28,2.02,95.4,155.11
90619902,906,1990,2,Bihar,Saran,5.57,2.78,90.93,0.02,90.95,6.52,106.2,111.8
90619912,906,1991,2,Bihar,Saran,0,0,92.26,0,92.26,10.74,103,109
90619922,906,1992,2,Bihar,Saran,10.73,13.98,75.8,5.24,81.04,2.22,108,109
90619932,906,1993,2,Bihar,Saran,11.4,16.05,79.5,0,79.5,0.37,107.3,112
90619942,906,1994,2,Bihar,Saran,10.77,2.93,90.06,0,90.06,0.11,103.9,109.2
90619952,906,1995,2,Bihar,Saran,19.75,26.77,51.12,4.66,55.78,4.66,106.96,112.76
90619962,906,1996,2,Bihar,Saran,17.87,18.05,75.95,0,75.95,0.05,111.91,119.52
90619972,906,1997,2,Bihar,Saran,17,19,67,0,67,0,103,110
90619982,906,1998,2,Bihar,Saran,17.51,19,69.77,0,69.77,0.05,106.34,111.88
90619992,906,1999,2,Bihar,Saran,15.92,19.19,64.75,0,64.75,0.05,99.91,110.38
90620002,906,2000,2,Bihar,Saran,21.05,16.3,73.15,0,73.15,0,110.5,117.59
90620012,906,2001,2,Bihar,Saran,23.27,18.88,64.95,0,64.95,0.88,107.98,119.19
90620022,906,2002,2,Bihar,Saran,27.04,19.66,66.46,0,66.46,0,113.16,122.76
90620032,906,2003,2,Bihar,Saran,2.2,0.06,105.36,0,105.36,0,107.62,117.71
90620042,906,2004,2,Bihar,Saran,33.15,7.4,64.82,0,64.82,0,105.37,119.65
90620052,906,2005,2,Bihar,Saran,19.48,5.97,73.44,0.16,73.6,0.37,99.41,108.86
90620062,906,2006,2,Bihar,Saran,5.75,4.94,95.13,0,95.13,0,105.81,117.75
90620072,906,2007,2,Bihar,Saran,5.56,4.83,96.44,0,96.44,0,106.84,118.16
90620082,906,2008,2,Bihar,Saran,5.67,4.65,102.2,0,102.2,0,112.52,124.51
90620092,906,2009,2,Bihar,Saran,22.98,0.43,85.06,0,85.06,0.38,108.86,123.51
90620102,906,2010,2,Bihar,Saran,20.55,0.32,71.47,0,71.47,0.83,93.18,108.77
90620112,906,2011,2,Bihar,Saran,21.89,0.34,76.13,0,76.13,0.9,99.26,126.23
90620122,906,2012,2,Bihar,Saran,20.67,0.32,71.92,0,71.92,0.86,93.76,109.01
90620132,906,2013,2,Bihar,Saran,22.46,0.35,78.14,0,78.14,0.93,101.88,118.33
90620142,906,2014,2,Bihar,Saran,21.9,0.34,76.18,0,76.18,0.91,99.32,115.39
90620152,906,2015,2,Bihar,Saran,21.7,0.33,77.95,0,77.95,0.92,100.9,114.85
90620162,906,2016,2,Bihar,Saran,22.89,0.31,80.42,-1,80.42,0.42,104.04,113.35
90620172,906,2017,2,Bihar,Saran,20.47,0.28,71.92,0,71.92,0.37,93.04,117.33
90719902,907,1990,2,Bihar,Patna,37.86,0,72.26,0.25,72.51,16.07,126.4,182.9
90719912,907,1991,2,Bihar,Patna,34.08,0,65.76,0.13,65.89,20.11,120.1,173.1
90719922,907,1992,2,Bihar,Patna,59.34,0,78.06,0.3,78.36,21.44,159.1,166.2
90719932,907,1993,2,Bihar,Patna,35.49,0.27,65.79,0.21,66,20.57,122.3,173.7
90719942,907,1994,2,Bihar,Patna,12.81,0.27,100.99,0.1,101.09,23.1,137.3,181
90719952,907,1995,2,Bihar,Patna,12.66,0.27,126.25,0.51,126.76,0.24,139.93,179.42
90719962,907,1996,2,Bihar,Patna,0,0,174.56,0,174.56,0,174.56,177.53
90719972,907,1997,2,Bihar,Patna,0,0,118,0,118,0,118,165
90719982,907,1998,2,Bihar,Patna,0,0,138.14,0,138.14,0,138.14,187.03
90719992,907,1999,2,Bihar,Patna,0,0,143.99,0,143.99,0,143.99,205.48
90720002,907,2000,2,Bihar,Patna,19.12,1.58,91.72,1.85,93.58,26.24,140.52,176.68
90720012,907,2001,2,Bihar,Patna,28.97,0,85.26,0,85.26,10.52,124.75,168.1
90720022,907,2002,2,Bihar,Patna,38.93,0.04,93.98,0,93.98,5.24,138.19,190.37
90720032,907,2003,2,Bihar,Patna,40.81,0.04,83.91,0.81,84.72,4.95,130.51,179.6
90720042,907,2004,2,Bihar,Patna,28.96,0.03,81.26,0,81.26,5.85,116.11,159.28
90720052,907,2005,2,Bihar,Patna,29.39,0,72.34,0,72.34,0,101.73,164.02
90720062,907,2006,2,Bihar,Patna,29.1,0,79.06,0,79.06,0,108.15,163.94
90720072,907,2007,2,Bihar,Patna,27.07,0,80.89,0,80.89,0,107.96,162.76
90720082,907,2008,2,Bihar,Patna,24.69,0,84.65,0,84.65,0,109.33,166.04
90720092,907,2009,2,Bihar,Patna,15.78,0,69.93,0,69.93,0,85.71,124.59
90720102,907,2010,2,Bihar,Patna,24.8,0,55.42,11.15,66.57,0.64,92.01,130.71
90720112,907,2011,2,Bihar,Patna,20.24,0,45.24,9.1,54.33,0.53,75.1,141.85
90720122,907,2012,2,Bihar,Patna,19.16,0,42.82,8.61,51.43,0.5,71.09,142.92
90720132,907,2013,2,Bihar,Patna,19.04,0,42.54,8.55,51.09,0.5,70.63,138.35
90720142,907,2014,2,Bihar,Patna,19.06,0,42.6,8.57,51.17,0.5,70.74,146.24
90720152,907,2015,2,Bihar,Patna,19.09,0,42.66,8.58,51.23,0.5,70.82,146.68
90720162,907,2016,2,Bihar,Patna,19.1,-1,42.44,8.49,50.92,0.71,70.73,143.36
90720172,907,2017,2,Bihar,Patna,20.89,0,46.45,9.28,55.73,0.79,77.41,160.58
90819902,908,1990,2,Bihar,Mungair,68.65,11.3,32.23,2.96,35.19,15.45,130.6,148.8
90819912,908,1991,2,Bihar,Mungair,45.37,5.69,50.53,7.7,58.23,10.02,119.3,130.2
90819922,908,1992,2,Bihar,Mungair,38.34,1.35,43.36,0.93,44.29,0.79,84.8,93.1
90819932,908,1993,2,Bihar,Mungair,27.03,8.69,36.64,1.38,38.02,1.52,75.3,90.8
90819942,908,1994,2,Bihar,Mungair,20.95,1.63,35.2,1.7,36.9,5.35,64.8,85
90819952,908,1995,2,Bihar,Mungair,36.36,1.19,44.68,0.86,45.54,4.47,87.55,108.76
90819962,908,1996,2,Bihar,Mungair,16.79,2.02,12.36,1.21,13.57,0.17,32.56,40.55
90819972,908,1997,2,Bihar,Mungair,20,2,6,0,6,7,35,42
90819982,908,1998,2,Bihar,Mungair,17.62,0.47,2.48,0.19,2.67,7.43,28.19,38.75
90819992,908,1999,2,Bihar,Mungair,18.56,4.21,2.88,0.43,3.31,8.6,34.68,40.81
90820002,908,2000,2,Bihar,Mungair,10.17,0.63,17.19,0.42,17.61,8.81,37.21,43.52
90820012,908,2001,2,Bihar,Mungair,3.51,0.64,24.33,0.55,24.88,1.83,30.85,40.43
90820022,908,2002,2,Bihar,Mungair,15.04,2.98,20.49,0,20.49,3.89,42.4,53.83
90820032,908,2003,2,Bihar,Mungair,12.44,0,18.06,0.01,18.07,3.65,34.15,41.93
90820042,908,2004,2,Bihar,Mungair,10.21,0,18.43,0.04,18.48,0,28.69,39.98
90820052,908,2005,2,Bihar,Mungair,14.3,0,15.14,0,15.14,0,29.44,37.84
90820062,908,2006,2,Bihar,Mungair,18.58,0.1,14.76,0.1,14.86,0.12,33.66,43.91
90820072,908,2007,2,Bihar,Mungair,19.55,0.11,14.6,0.04,14.64,0,34.31,45.23
90820082,908,2008,2,Bihar,Mungair,19.95,0.13,18.44,0,18.44,0,38.51,46.24
90820092,908,2009,2,Bihar,Mungair,19.48,0.13,11.1,0,11.1,0,30.71,41.98
90820102,908,2010,2,Bihar,Mungair,19.83,0.12,12.66,0,12.66,0.2,32.81,39.44
90820112,908,2011,2,Bihar,Mungair,17.14,0.1,10.94,0,10.94,0.18,28.35,42.36
90820122,908,2012,2,Bihar,Mungair,14.65,0.09,9.35,0,9.35,0.15,24.24,36.75
90820132,908,2013,2,Bihar,Mungair,14.5,0.09,9.26,0,9.26,0.15,23.99,37.86
90820142,908,2014,2,Bihar,Mungair,12.34,0.07,7.87,0,7.87,0.13,20.41,33.8
90820152,908,2015,2,Bihar,Mungair,15.49,0.09,9.89,0,9.89,0.16,25.63,39.44
90820162,908,2016,2,Bihar,Mungair,15.37,0.09,9.81,-1,9.81,0.16,25.44,38.62
90820172,908,2017,2,Bihar,Mungair,15.37,0.09,9.81,0,9.81,0.16,25.43,38.75
90919902,909,1990,2,Bihar,Bhagalpur,63.85,7.79,25.09,8.56,33.65,31.01,136.3,161.7
90919912,909,1991,2,Bihar,Bhagalpur,61.95,15.17,27.65,15.74,43.39,16.69,137.2,165.4
90919922,909,1992,2,Bihar,Bhagalpur,59.73,10.86,21.37,18.69,40.06,22.09,132.74,180.1
90919932,909,1993,2,Bihar,Bhagalpur,65.69,11.67,26.87,4.64,31.51,26.68,135.55,171.3
90919942,909,1994,2,Bihar,Bhagalpur,54.16,8.95,26.42,5.02,31.44,36.31,130.86,171.1
90919952,909,1995,2,Bihar,Bhagalpur,65.92,7.63,36.88,11.72,48.6,41.82,163.97,196.88
90919962,909,1996,2,Bihar,Bhagalpur,25.1,1.81,16.66,0.45,17.11,15.66,59.67,78.54
90919972,909,1997,2,Bihar,Bhagalpur,11,11,54,28,82,45,150,181
90919982,909,1998,2,Bihar,Bhagalpur,30.61,22.64,54.72,4.92,59.64,37.29,150.18,194.22
90919992,909,1999,2,Bihar,Bhagalpur,62.61,19.66,57.32,3.06,60.38,5.87,148.53,198.55
90920002,909,2000,2,Bihar,Bhagalpur,50.44,11.12,66.22,0.6,66.82,28.04,156.42,207.63
90920012,909,2001,2,Bihar,Bhagalpur,53.62,2.79,75.71,1.78,77.49,12.62,146.53,184.97
90920022,909,2002,2,Bihar,Bhagalpur,51.72,3.12,81.62,2.22,83.84,12.76,151.43,196.49
90920032,909,2003,2,Bihar,Bhagalpur,85.99,9.31,56.64,1.23,57.87,3.37,156.53,194.06
90920042,909,2004,2,Bihar,Bhagalpur,38.84,8.01,88.13,0,88.13,0.32,135.29,187.73
90920052,909,2005,2,Bihar,Bhagalpur,34.22,11.17,102.98,0,102.98,0,148.36,198.3
90920062,909,2006,2,Bihar,Bhagalpur,33.27,5.33,95.06,0.07,95.13,2.05,135.77,194.57
90920072,909,2007,2,Bihar,Bhagalpur,35.78,3.63,104.54,0.09,104.63,1.8,145.84,205.42
90920082,909,2008,2,Bihar,Bhagalpur,34.71,3.53,110.04,0,110.04,0,148.28,194.64
90920092,909,2009,2,Bihar,Bhagalpur,53.58,0.34,77.56,0.56,78.12,2.82,134.85,188.36
90920102,909,2010,2,Bihar,Bhagalpur,37.39,0.2,80.97,1.11,82.08,0.72,120.38,167.75
90920112,909,2011,2,Bihar,Bhagalpur,4.1,0,43.99,0,43.99,0.49,48.58,66.65
90920122,909,2012,2,Bihar,Bhagalpur,3.98,0,42.72,0,42.72,0.48,47.17,78.49
90920132,909,2013,2,Bihar,Bhagalpur,4.34,0,46.58,0,46.58,0.52,51.44,83.67
90920142,909,2014,2,Bihar,Bhagalpur,4.33,0,46.5,0,46.5,0.52,51.35,85.95
90920152,909,2015,2,Bihar,Bhagalpur,4.32,0,46.38,0,46.38,0.52,51.22,85.59
90920162,909,2016,2,Bihar,Bhagalpur,4.44,-1,47.65,-1,47.65,0.53,52.62,83.75
90920172,909,2017,2,Bihar,Bhagalpur,5.16,0,55.44,0,55.44,0.62,61.22,99.89
910199015,910,1990,15,Jharkhand,Santhal Paragana Dumka,0.83,2.44,0.49,1.71,2.2,1.87,7.3,10
910199115,910,1991,15,Jharkhand,Santhal Paragana Dumka,0.72,4.24,0.02,2.74,2.76,1.98,9.7,12.4
910199215,910,1992,15,Jharkhand,Santhal Paragana Dumka,0.69,4.18,0.26,3.8,4.06,1.45,10.4,13.2
910199315,910,1993,15,Jharkhand,Santhal Paragana Dumka,1.14,4.95,0.01,4.04,4.05,1.52,11.7,14.3
910199415,910,1994,15,Jharkhand,Santhal Paragana Dumka,0.6,4.02,0,4.63,4.63,0.84,10.1,12.9
910199515,910,1995,15,Jharkhand,Santhal Paragana Dumka,-1,-1,-1,-1,-1,-1,-1,-1
910199615,910,1996,15,Jharkhand,Santhal Paragana Dumka,-1,-1,-1,-1,-1,-1,-1,-1
910199715,910,1997,15,Jharkhand,Santhal Paragana Dumka,-1,-1,-1,-1,-1,-1,-1,-1
910199815,910,1998,15,Jharkhand,Santhal Paragana Dumka,0.13,2.74,0,5.89,5.89,1.54,10.3,12.18
910199915,910,1999,15,Jharkhand,Santhal Paragana Dumka,0.13,1.82,0,7.24,7.24,1.5,10.69,16.54
910200115,910,2001,15,Jharkhand,Santhal Paragana Dumka,0.03,2.03,0,1.76,1.76,0.46,4.28,5.12
910200215,910,2002,15,Jharkhand,Santhal Paragana Dumka,0.03,2.48,0,2.02,2.02,0.28,4.81,5.98
910200315,910,2003,15,Jharkhand,Santhal Paragana Dumka,0.04,1.33,0,1.18,1.18,0.52,3.07,3.92
910200415,910,2004,15,Jharkhand,Santhal Paragana Dumka,0.04,3.7,0,3.67,3.67,0.81,8.22,13.96
910200515,910,2005,15,Jharkhand,Santhal Paragana Dumka,0.1,1.83,0,2.8,2.8,0.16,4.9,6.22
910200615,910,2006,15,Jharkhand,Santhal Paragana Dumka,0.1,1.19,0,2.82,2.82,0.58,4.68,7.17
910200715,910,2007,15,Jharkhand,Santhal Paragana Dumka,0.11,1.9,0,3.24,3.24,0.2,5.45,5.66
910200815,910,2008,15,Jharkhand,Santhal Paragana Dumka,0.11,1.9,0,2.96,2.96,0.2,5.17,6.07
910200915,910,2009,15,Jharkhand,Santhal Paragana Dumka,0.11,1.9,3.43,0,3.43,0.35,5.78,6.07
910201015,910,2010,15,Jharkhand,Santhal Paragana Dumka,0,1.38,0.21,2.55,2.77,5.47,9.61,11.47
910201115,910,2011,15,Jharkhand,Santhal Paragana Dumka,0.12,1.41,0.18,2.37,2.55,2.7,6.78,7.37
910201215,910,2012,15,Jharkhand,Santhal Paragana Dumka,0.22,2.93,0.33,5.14,5.47,4.78,13.4,14.04
910201315,910,2013,15,Jharkhand,Santhal Paragana Dumka,0.21,2.68,0.4,4.96,5.36,5.02,13.27,14.69
910201415,910,2014,15,Jharkhand,Santhal Paragana Dumka,0.22,2.78,0.4,4.91,5.31,5.22,13.52,14.83
910201515,910,2015,15,Jharkhand,Santhal Paragana Dumka,0.22,1.48,0.58,1.41,1.99,2.02,5.71,6.57
910201615,910,2016,15,Jharkhand,Santhal Paragana Dumka,0.19,1.71,0.47,1.47,1.94,2.66,6.5,7.1
91219902,912,1990,2,Bihar,Gaya,25.62,0.65,54.72,7.23,61.95,93.21,185.4,225.4
91219912,912,1991,2,Bihar,Gaya,20.47,1.17,56.35,11.36,67.71,66.95,156.3,183.1
91219922,912,1992,2,Bihar,Gaya,17.59,0.3,32.13,3.77,35.9,79.71,133.5,162.2
91219932,912,1993,2,Bihar,Gaya,19.27,0.82,53.2,4.45,57.65,67.09,144.8,180.2
91219942,912,1994,2,Bihar,Gaya,20.17,0.9,49.34,4.25,53.59,91.94,166.6,199.3
91219952,912,1995,2,Bihar,Gaya,20.4,0.87,62.65,3.05,65.7,113.21,200.18,235.1
91219962,912,1996,2,Bihar,Gaya,19.48,0.87,60.07,1.61,61.68,77.77,159.8,205.57
91219972,912,1997,2,Bihar,Gaya,21,1,48,2,50,39,112,153
91219982,912,1998,2,Bihar,Gaya,20.44,0.87,56.76,2.7,59.46,80.79,161.56,197.16
91219992,912,1999,2,Bihar,Gaya,77.03,2.06,80.88,1.37,82.25,1.05,162.38,201.77
91220002,912,2000,2,Bihar,Gaya,42.06,7.06,104.42,0.96,105.38,5.73,160.23,197.28
91220012,912,2001,2,Bihar,Gaya,64.21,1.05,98.26,0,98.26,0.25,163.77,202.95
91220022,912,2002,2,Bihar,Gaya,49.7,0.13,119.68,2.72,122.4,3.97,176.2,223.48
91220032,912,2003,2,Bihar,Gaya,0,0,177.16,0,177.16,2.79,179.95,235.09
91220042,912,2004,2,Bihar,Gaya,0.14,0,83.4,0,83.4,2.36,85.9,126.92
91220052,912,2005,2,Bihar,Gaya,0,0,81.86,0,81.86,0,81.86,122.48
91220062,912,2006,2,Bihar,Gaya,6.61,0.21,155.97,0.52,156.49,8.54,171.85,226.78
91220072,912,2007,2,Bihar,Gaya,5.59,0,142.08,0.3,142.38,7.33,155.3,199.09
91220082,912,2008,2,Bihar,Gaya,5.22,0.12,119.63,0,119.63,1.27,126.23,163.63
