Key,Dist Code,Year,State Code,State Name,Dist Name,CANALS AREA (1000 ha),TANKS AREA (1000 ha),TUBE WELLS AREA (1000 ha),OTHER WELLS AREA (1000 ha),TOTAL WELLS AREA (1000 ha),OTHER SOURCES AREA (1000 ha),NET AREA (1000 ha),GROSS AREA (1000 ha)
88199611,88,1996,11,Tamil Nadu,Tiruchirapalli Trichy,40.84,4.86,3.46,34.65,38.11,0,83.13,98.06
88199711,88,1997,11,Tamil Nadu,Tiruchirapalli Trichy,43.11,5.72,3.8,40.77,44.57,0,92.42,106.12
88199811,88,1998,11,Tamil Nadu,Tiruchirapalli Trichy,43.94,8.94,4.29,45.33,49.63,0,102.19,117.61
88199911,88,1999,11,Tamil Nadu,Tiruchirapalli Trichy,45.03,10.7,4.59,48.01,52.6,0,107.91,124.04
88200011,88,2000,11,Tamil Nadu,Tiruchirapalli Trichy,45,7.52,4.55,48.91,53.45,0,105.3,122.91
88200111,88,2001,11,Tamil Nadu,Tiruchirapalli Trichy,44.73,4.95,4.12,44.05,48.17,0,97.85,113.96
88200211,88,2002,11,Tamil Nadu,Tiruchirapalli Trichy,33.52,2.66,4.86,39.24,44.1,0,80.08,90.12
88200311,88,2003,11,Tamil Nadu,Tiruchirapalli Trichy,6.44,2.64,13.46,46.39,59.85,0,68.83,77.88
88200411,88,2004,11,Tamil Nadu,Tiruchirapalli Trichy,31.92,6.34,10.28,43.87,54.15,0,91.55,103.79
88200511,88,2005,11,Tamil Nadu,Tiruchirapalli Trichy,32.4,8.79,10.98,57.88,68.86,0,110.05,121.85
88200611,88,2006,11,Tamil Nadu,Tiruchirapalli Trichy,36.65,5.79,9.92,56.43,66.35,0,108.79,116.15
88200711,88,2007,11,Tamil Nadu,Tiruchirapalli Trichy,38.62,4.7,7.55,51.39,58.95,0,102.26,111.29
88200811,88,2008,11,Tamil Nadu,Tiruchirapalli Trichy,41.51,4.85,7.06,53.55,60.61,0,106.97,117.64
88200911,88,2009,11,Tamil Nadu,Tiruchirapalli Trichy,40.78,4.05,5.35,48.56,53.91,0,98.74,107.22
88201011,88,2010,11,Tamil Nadu,Tiruchirapalli Trichy,41.57,4.45,4.63,48.44,53.06,0,99.08,107.01
88201111,88,2011,11,Tamil Nadu,Tiruchirapalli Trichy,40.46,5.48,4.51,48.07,52.58,0,98.52,108.39
88201211,88,2012,11,Tamil Nadu,Tiruchirapalli Trichy,28.68,0.64,6.99,41.82,48.81,0,78.13,84.6
88201311,88,2013,11,Tamil Nadu,Tiruchirapalli Trichy,34.09,2.39,7.84,34.33,42.17,0,78.65,89.54
88201411,88,2014,11,Tamil Nadu,Tiruchirapalli Trichy,32.73,2.75,8.12,32.58,40.7,0,76.18,87.83
88201511,88,2015,11,Tamil Nadu,Tiruchirapalli Trichy,33.02,2.87,8.61,36.69,45.31,0,81.2,93.77
88201611,88,2016,11,Tamil Nadu,Tiruchirapalli Trichy,15.27,0.99,9.28,28.01,37.29,-1,53.56,59.4
89199011,89,1990,11,Tamil Nadu,Thanjavur,408.66,0.24,28.93,3.93,32.86,1.27,443.04,504.29
89199111,89,1991,11,Tamil Nadu,Thanjavur,419.07,1.81,24.42,4.66,29.08,1.54,451.5,527.99
89199211,89,1992,11,Tamil Nadu,Thanjavur,169.72,9.14,9.85,3.56,13.41,0,192.26,260.41
89199311,89,1993,11,Tamil Nadu,Thanjavur,167.33,9.14,9.6,4.1,13.69,0,189.63,246.59
89199411,89,1994,11,Tamil Nadu,Thanjavur,163.8,10.19,8.31,2.81,11.12,0,185.11,243.24
89199511,89,1995,11,Tamil Nadu,Thanjavur,162.87,7.43,7.8,1.32,9.12,0,178.69,218.53
89199611,89,1996,11,Tamil Nadu,Thanjavur,146.3,7.85,11.14,1.53,12.67,0,166.81,194.67
89199711,89,1997,11,Tamil Nadu,Thanjavur,152.19,8.04,8.78,1.52,10.29,0,170.52,209.7
89199811,89,1998,11,Tamil Nadu,Thanjavur,154,7.81,9.87,1.49,11.36,0,173.16,216.89
89199911,89,1999,11,Tamil Nadu,Thanjavur,158.35,7.91,7.12,0.83,7.94,0,174.21,217.58
89200011,89,2000,11,Tamil Nadu,Thanjavur,156.41,7.91,7.86,0.85,8.72,0,173.04,218.7
89200111,89,2001,11,Tamil Nadu,Thanjavur,152.75,8,9.22,1.13,10.35,0,171.1,218.65
89200211,89,2002,11,Tamil Nadu,Thanjavur,124.28,4.16,12.53,1.4,13.93,0,142.38,164.64
89200311,89,2003,11,Tamil Nadu,Thanjavur,76.76,0.17,48.01,2.02,50.03,0,126.96,152.53
89200411,89,2004,11,Tamil Nadu,Thanjavur,131.04,0.36,28.39,1.1,29.49,0,160.89,196.7
89200511,89,2005,11,Tamil Nadu,Thanjavur,134.63,0.5,30.03,0.51,30.55,0,165.68,193.67
89200611,89,2006,11,Tamil Nadu,Thanjavur,131.96,0.26,34.36,0.37,34.73,0,166.95,207.51
89200711,89,2007,11,Tamil Nadu,Thanjavur,129.79,0.31,36.6,1.04,37.64,0,167.74,206.32
89200811,89,2008,11,Tamil Nadu,Thanjavur,133.17,0.31,37.08,0.97,38.04,0,171.53,225.41
89200911,89,2009,11,Tamil Nadu,Thanjavur,134.55,0.25,33.29,0.94,34.23,0,169.04,209.54
89201011,89,2010,11,Tamil Nadu,Thanjavur,139.45,0.3,31.49,0.94,32.43,0,172.17,211.81
89201111,89,2011,11,Tamil Nadu,Thanjavur,140.31,0.25,33.18,1.01,34.19,0,174.75,242.36
89201211,89,2012,11,Tamil Nadu,Thanjavur,130.68,0.02,35.92,0.5,36.42,0,167.12,206.86
89201311,89,2013,11,Tamil Nadu,Thanjavur,132.3,0,33.64,0,33.64,0,165.94,221.72
89201411,89,2014,11,Tamil Nadu,Thanjavur,138.36,0.04,43.71,0.21,43.92,0,182.32,241.91
89201511,89,2015,11,Tamil Nadu,Thanjavur,136.23,0.03,38.06,0.15,38.21,0,174.47,239.67
89201611,89,2016,11,Tamil Nadu,Thanjavur,112.52,-1,42.38,0.14,42.51,-1,155.04,214.79
90199011,90,1990,11,Tamil Nadu,Madurai,58.28,29.26,2.18,67.51,69.69,0.12,157.35,200.97
90199111,90,1991,11,Tamil Nadu,Madurai,62.03,19.78,1.59,61.47,63.06,0.13,144.99,179.08
90199211,90,1992,11,Tamil Nadu,Madurai,63.81,24,2.26,65.61,67.87,0.25,155.92,189.36
90199311,90,1993,11,Tamil Nadu,Madurai,62.87,27.28,2.03,66.72,68.74,0.18,158.67,188.05
90199411,90,1994,11,Tamil Nadu,Madurai,65.05,27.62,1.85,71.35,73.2,0.17,166.07,189.07
90199511,90,1995,11,Tamil Nadu,Madurai,52,16.65,1.84,67.22,69.06,0.01,137.1,159.11
90199611,90,1996,11,Tamil Nadu,Madurai,46.62,19.78,0.14,32.49,32.63,0.03,98.48,109.92
90199711,90,1997,11,Tamil Nadu,Madurai,48.02,23.13,0.14,35.06,35.2,0.03,105.81,111.08
90199811,90,1998,11,Tamil Nadu,Madurai,49.14,23.07,0.14,36.24,36.38,0.01,108.07,119.99
90199911,90,1999,11,Tamil Nadu,Madurai,47.19,22.14,0.04,31.18,31.22,0.01,100.05,111.92
90200011,90,2000,11,Tamil Nadu,Madurai,42.97,19.02,0.04,29.51,29.55,0.01,90.84,105.11
90200111,90,2001,11,Tamil Nadu,Madurai,35.21,12.6,0.28,33.38,33.66,0.01,81.47,94.55
90200211,90,2002,11,Tamil Nadu,Madurai,20.55,13.62,0.29,34.4,34.69,0.01,68.37,69.69
90200311,90,2003,11,Tamil Nadu,Madurai,11.68,8.56,0.28,27.88,28.16,0,48.63,49.77
90200411,90,2004,11,Tamil Nadu,Madurai,28.09,14.96,0.76,33.64,34.4,0,77.21,85.49
90200511,90,2005,11,Tamil Nadu,Madurai,36.99,18.31,0.63,36.32,36.95,0,92.25,99.41
90200611,90,2006,11,Tamil Nadu,Madurai,33.42,21.05,0.39,32.21,32.61,0,87.07,95.04
90200711,90,2007,11,Tamil Nadu,Madurai,26.85,25.23,0.58,32.42,33,0.01,85.09,92.6
90200811,90,2008,11,Tamil Nadu,Madurai,26.32,26.43,0.93,32.97,33.9,0.01,86.66,95.49
90200911,90,2009,11,Tamil Nadu,Madurai,23.99,20.73,0.8,33.72,34.52,0,79.24,81.21
90201011,90,2010,11,Tamil Nadu,Madurai,25.22,26.38,1.09,34.17,35.26,0,86.87,89.29
90201111,90,2011,11,Tamil Nadu,Madurai,25.15,25.05,0.77,37.58,38.35,0,88.56,96.9
90201211,90,2012,11,Tamil Nadu,Madurai,5.5,7.16,0.44,32.12,32.57,0,45.22,45.94
90201311,90,2013,11,Tamil Nadu,Madurai,16.16,12.66,0.29,33.48,33.77,0,62.58,64.95
90201411,90,2014,11,Tamil Nadu,Madurai,17.83,17.84,0.66,38.95,39.61,0,75.28,80.66
90201511,90,2015,11,Tamil Nadu,Madurai,19.03,17.93,1.01,39.58,40.59,0,77.56,91.67
90201611,90,2016,11,Tamil Nadu,Madurai,0.02,2.82,2.13,39.11,41.23,-1,44.07,45.15
91199011,91,1990,11,Tamil Nadu,Ramananthapuram,0,66.45,0.61,8.38,8.99,0,75.44,75.44
91199111,91,1991,11,Tamil Nadu,Ramananthapuram,0,57.84,0.47,8.42,8.89,0,66.73,66.73
91199211,91,1992,11,Tamil Nadu,Ramananthapuram,0,59.52,0.43,8,8.43,0,67.95,68.22
91199311,91,1993,11,Tamil Nadu,Ramananthapuram,0,61.31,0.16,8.21,8.37,0,69.52,69.74
91199411,91,1994,11,Tamil Nadu,Ramananthapuram,0,62.79,0.19,5.69,5.88,0,68.67,69.63
91199511,91,1995,11,Tamil Nadu,Ramananthapuram,0,52.24,0.21,7.56,7.77,0,59.6,59.6
91199611,91,1996,11,Tamil Nadu,Ramananthapuram,0,59.96,0.21,7.99,8.2,0,67.75,67.75
91199711,91,1997,11,Tamil Nadu,Ramananthapuram,0,62.58,0.55,12.89,13.44,0,75.43,75.44
91199811,91,1998,11,Tamil Nadu,Ramananthapuram,0,60.03,0.51,12.8,13.31,0,72.78,72.78
91199911,91,1999,11,Tamil Nadu,Ramananthapuram,0,56.91,0.44,10.09,10.52,0,66.87,66.87
91200011,91,2000,11,Tamil Nadu,Ramananthapuram,0,54.36,0.44,11.26,11.7,0,65.5,65.51
91200111,91,2001,11,Tamil Nadu,Ramananthapuram,0,54.51,0.44,12.74,13.18,0,67.69,67.69
91200211,91,2002,11,Tamil Nadu,Ramananthapuram,0,54.84,0.44,13.33,13.77,0,68.05,68.05
91200311,91,2003,11,Tamil Nadu,Ramananthapuram,0,57.45,0.44,13.36,13.79,0,70.68,70.68
91200411,91,2004,11,Tamil Nadu,Ramananthapuram,0,61.38,0.44,11.46,11.9,0,72.72,72.72
91200511,91,2005,11,Tamil Nadu,Ramananthapuram,0,57.03,0.44,11.07,11.51,0,68.55,68.55
91200611,91,2006,11,Tamil Nadu,Ramananthapuram,0,58.72,0.68,10.36,11.04,0,69.68,69.68
91200711,91,2007,11,Tamil Nadu,Ramananthapuram,0,53.11,2.92,17.21,20.14,0,73.25,73.25
91200811,91,2008,11,Tamil Nadu,Ramananthapuram,0,53.02,2.1,14.55,16.65,0,69.66,69.66
91200911,91,2009,11,Tamil Nadu,Ramananthapuram,0,52.68,2.01,13.22,15.23,0,67.91,67.91
91201011,91,2010,11,Tamil Nadu,Ramananthapuram,0,54.82,1.52,12.57,14.08,0,68.9,68.9
91201111,91,2011,11,Tamil Nadu,Ramananthapuram,0,54.78,1.46,10.66,12.12,0,66.9,66.9
91201211,91,2012,11,Tamil Nadu,Ramananthapuram,0,51.86,1.49,10.69,12.18,0,64.05,64.05
91201311,91,2013,11,Tamil Nadu,Ramananthapuram,0,50.52,1.45,11.71,13.16,0,63.68,63.68
91201411,91,2014,11,Tamil Nadu,Ramananthapuram,0,52.4,1.89,12.75,14.64,0,67.03,67.03
91201511,91,2015,11,Tamil Nadu,Ramananthapuram,0,50.79,1.14,11.66,12.8,0,63.59,63.59
91201611,91,2016,11,Tamil Nadu,Ramananthapuram,-1,50.54,1.31,12.08,13.38,-1,63.92,63.92
92199011,92,1990,11,Tamil Nadu,Thirunelveli,17.72,59.32,0,41.8,41.8,0.02,118.86,151.95
92199111,92,1991,11,Tamil Nadu,Thirunelveli,18.25,48.53,0,47.28,47.28,0.02,114.08,152.21
92199211,92,1992,11,Tamil Nadu,Thirunelveli,17.62,53.17,0,50.87,50.87,0.15,121.8,161.12
92199311,92,1993,11,Tamil Nadu,Thirunelveli,18.44,57.28,0,55.45,55.45,0.15,131.61,158.04
92199411,92,1994,11,Tamil Nadu,Thirunelveli,18.7,57.58,0.08,47.4,47.48,0,123.77,160.14
92199511,92,1995,11,Tamil Nadu,Thirunelveli,16.57,42.88,0.11,48.49,48.61,0,107.33,128.81
92199611,92,1996,11,Tamil Nadu,Thirunelveli,15.59,32.47,0.19,42.44,42.63,0.06,90.21,107.82
92199711,92,1997,11,Tamil Nadu,Thirunelveli,16.14,46.58,0.19,48.02,48.2,0.08,110.5,131.75
92199811,92,1998,11,Tamil Nadu,Thirunelveli,17.35,46.37,0.41,51.1,51.51,0,114.8,143.45
92199911,92,1999,11,Tamil Nadu,Thirunelveli,17.66,47.57,0.43,44.86,45.29,0,109.85,140.05
92200011,92,2000,11,Tamil Nadu,Thirunelveli,17.38,43.76,0.46,40.05,40.51,0,101.2,131.8
92200111,92,2001,11,Tamil Nadu,Thirunelveli,16.55,37.92,0.69,37.41,38.1,0,92.57,121.42
92200211,92,2002,11,Tamil Nadu,Thirunelveli,15.41,37.73,0.86,40.07,40.93,0,93.93,113.01
92200311,92,2003,11,Tamil Nadu,Thirunelveli,15.63,28.91,0.52,41.29,41.8,0,85.53,95.98
92200411,92,2004,11,Tamil Nadu,Thirunelveli,17.69,45.93,0.68,46.19,46.87,0,110.39,135.93
92200511,92,2005,11,Tamil Nadu,Thirunelveli,17.56,46.98,0.97,45.38,46.35,0.25,111.13,139.78
92200611,92,2006,11,Tamil Nadu,Thirunelveli,17.68,52.03,0.87,47.59,48.46,0.23,118.4,145.72
92200711,92,2007,11,Tamil Nadu,Thirunelveli,20.2,47.76,0.88,48.27,49.15,0.19,117.29,144.04
92200811,92,2008,11,Tamil Nadu,Thirunelveli,19.93,50,0.98,50.96,51.95,0,121.88,150.09
92200911,92,2009,11,Tamil Nadu,Thirunelveli,18.33,49.16,0.79,48.63,49.42,0,116.9,141.86
92201011,92,2010,11,Tamil Nadu,Thirunelveli,17.28,46.37,0.99,44.8,45.79,0,109.45,132.61
92201111,92,2011,11,Tamil Nadu,Thirunelveli,18.12,48.59,0.81,49.97,50.78,0,117.49,141.15
92201211,92,2012,11,Tamil Nadu,Thirunelveli,15.17,29.92,0.85,41.95,42.79,0.11,88,96.19
92201311,92,2013,11,Tamil Nadu,Thirunelveli,16.47,26.97,0.8,41.3,42.1,0,85.54,111.21
92201411,92,2014,11,Tamil Nadu,Thirunelveli,16.55,40.55,1.32,58.16,59.48,0,116.58,140.24
92201511,92,2015,11,Tamil Nadu,Thirunelveli,16.64,44.05,1.15,63.11,64.26,0,124.94,154.25
92201611,92,2016,11,Tamil Nadu,Thirunelveli,14.11,20.09,1.6,40.46,42.06,-1,76.26,81.67
93199011,93,1990,11,Tamil Nadu,The Nilgiris,0.42,0,0,0.05,0.05,0.15,0.6,0.6
93199111,93,1991,11,Tamil Nadu,The Nilgiris,0.47,0,0,0,0,0.2,0.7,0.7
93199211,93,1992,11,Tamil Nadu,The Nilgiris,0.4,0,0,0.05,0.05,0.15,0.6,0.6
93199311,93,1993,11,Tamil Nadu,The Nilgiris,0.47,0,0,0,0,0,0.47,0.47
93199411,93,1994,11,Tamil Nadu,The Nilgiris,0.33,0,0,0.05,0.05,0.15,0.5,0.5
93199511,93,1995,11,Tamil Nadu,The Nilgiris,0.25,0,0,0.2,0.2,0.15,0.6,0.6
93199611,93,1996,11,Tamil Nadu,The Nilgiris,0.24,0,0,0.2,0.2,0.15,0.6,0.6
93199711,93,1997,11,Tamil Nadu,The Nilgiris,0.2,0,0,0.2,0.2,0.15,0.55,0.55
93199811,93,1998,11,Tamil Nadu,The Nilgiris,0.01,0,0,0.3,0.3,0.15,0.46,0.46
93199911,93,1999,11,Tamil Nadu,The Nilgiris,0.03,0,0,0.31,0.31,0.15,0.48,0.48
93200011,93,2000,11,Tamil Nadu,The Nilgiris,0.02,0,0,0.4,0.4,0.13,0.55,0.55
93200111,93,2001,11,Tamil Nadu,The Nilgiris,0.09,0,0,0.64,0.64,0.33,1.06,1.06
93200211,93,2002,11,Tamil Nadu,The Nilgiris,0.01,0,0,0.78,0.78,0.23,1.02,1.02
93200311,93,2003,11,Tamil Nadu,The Nilgiris,0.01,0,0,0.48,0.48,0.33,0.82,0.82
93200411,93,2004,11,Tamil Nadu,The Nilgiris,0.01,0,0,0.53,0.53,0.2,0.74,0.74
93200511,93,2005,11,Tamil Nadu,The Nilgiris,0.01,0,0,0.5,0.5,0.24,0.75,0.75
93200611,93,2006,11,Tamil Nadu,The Nilgiris,0,0,0,0.52,0.52,0.17,0.69,0.73
93200711,93,2007,11,Tamil Nadu,The Nilgiris,0.02,0,0,0.53,0.53,0.14,0.69,0.69
93200811,93,2008,11,Tamil Nadu,The Nilgiris,0,0,0,0.27,0.27,0.03,0.3,0.3
93200911,93,2009,11,Tamil Nadu,The Nilgiris,0,0,0,0.35,0.35,0.06,0.4,0.4
93201011,93,2010,11,Tamil Nadu,The Nilgiris,0,0,0,0.45,0.45,0.02,0.47,0.47
93201111,93,2011,11,Tamil Nadu,The Nilgiris,0,0,0,0.36,0.36,0.02,0.38,0.38
93201211,93,2012,11,Tamil Nadu,The Nilgiris,0,0,0,0.37,0.37,0.05,0.42,0.39
93201311,93,2013,11,Tamil Nadu,The Nilgiris,0,0,0,0.33,0.33,0,0.33,0.33
93201411,93,2014,11,Tamil Nadu,The Nilgiris,0,0,0,0.57,0.57,0,0.57,0.57
93201511,93,2015,11,Tamil Nadu,The Nilgiris,0,0,0,1.2,1.2,0,1.2,1.35
93201611,93,2016,11,Tamil Nadu,The Nilgiris,-1,-1,-1,1.03,1.03,-1,1.03,1.07
94199011,94,1990,11,Tamil Nadu,Kanyakumari,10.46,16.42,0,1.58,1.58,0.15,28.6,50.4
94199111,94,1991,11,Tamil Nadu,Kanyakumari,10.62,16.16,0,1.21,1.21,0.4,28.4,48.7
94199211,94,1992,11,Tamil Nadu,Kanyakumari,11.11,15.79,0,1.22,1.22,0.43,28.6,47.1
94199311,94,1993,11,Tamil Nadu,Kanyakumari,11.39,15.52,0,1.25,1.25,0.56,28.71,47.9
94199411,94,1994,11,Tamil Nadu,Kanyakumari,11.53,16.48,0,1.3,1.3,0.43,29.7,48.5
94199511,94,1995,11,Tamil Nadu,Kanyakumari,12.45,15.05,0,1.72,1.72,0.37,29.5,47.1
94199611,94,1996,11,Tamil Nadu,Kanyakumari,12.36,14.97,0,1.72,1.72,0.29,29.3,45.8
94199711,94,1997,11,Tamil Nadu,Kanyakumari,12.21,14.72,0,1.7,1.7,0.29,28.84,43.79
94199811,94,1998,11,Tamil Nadu,Kanyakumari,10.94,16.27,0,1.66,1.66,0.27,29.07,44.52
94199911,94,1999,11,Tamil Nadu,Kanyakumari,10.97,16.17,0,1.66,1.66,0.27,29.01,44.96
94200011,94,2000,11,Tamil Nadu,Kanyakumari,11.11,15.66,0,1.66,1.66,0.27,28.62,42.81
94200111,94,2001,11,Tamil Nadu,Kanyakumari,11.36,15.44,0,1.59,1.59,0.27,28.67,42.71
94200211,94,2002,11,Tamil Nadu,Kanyakumari,11.2,15.38,0,1.66,1.66,0.22,28.39,40.44
94200311,94,2003,11,Tamil Nadu,Kanyakumari,14.14,10.95,0.44,1.14,1.58,0.22,26.85,33.79
94200411,94,2004,11,Tamil Nadu,Kanyakumari,15.97,10.03,0.52,1.25,1.77,0.23,27.97,38.92
94200511,94,2005,11,Tamil Nadu,Kanyakumari,15.91,9.78,0.52,1.24,1.76,0.24,27.69,38.89
94200611,94,2006,11,Tamil Nadu,Kanyakumari,16.05,10.36,0.16,1.13,1.29,0.19,27.89,38.08
94200711,94,2007,11,Tamil Nadu,Kanyakumari,10.15,15.91,0.16,1.16,1.32,0.15,27.53,36.97
94200811,94,2008,11,Tamil Nadu,Kanyakumari,10.68,16.34,0.16,1.14,1.3,0.15,28.47,37
94200911,94,2009,11,Tamil Nadu,Kanyakumari,10.81,16.64,0.16,1.14,1.3,0.15,28.9,36.89
94201011,94,2010,11,Tamil Nadu,Kanyakumari,10.84,17.07,0.17,1.18,1.35,0.16,29.42,36.99
94201111,94,2011,11,Tamil Nadu,Kanyakumari,10.98,16.2,0.31,0.5,0.81,0.12,28.11,36.5
94201211,94,2012,11,Tamil Nadu,Kanyakumari,9.8,14.9,2.69,1.67,4.36,0,29.06,34.99
94201311,94,2013,11,Tamil Nadu,Kanyakumari,9.99,15.47,2.58,2,4.58,0,30.03,36.28
94201411,94,2014,11,Tamil Nadu,Kanyakumari,8.68,11.22,5.39,2.6,7.99,0,27.89,34.35
94201511,94,2015,11,Tamil Nadu,Kanyakumari,8.74,11.65,4.09,3.79,7.88,0,28.27,34.63
94201611,94,2016,11,Tamil Nadu,Kanyakumari,8.83,11.25,3.7,3.42,7.12,-1,27.21,32.87
9619907,96,1990,7,Maharashtra,Thane,0,6.1,0,0,0,0,6.1,6.9
9619917,96,1991,7,Maharashtra,Thane,0,8.5,0,0,0,0,8.5,9.8
9619927,96,1992,7,Maharashtra,Thane,0,6.5,0,0,0,0,6.5,7.1
9619937,96,1993,7,Maharashtra,Thane,0,6.5,0,0,0,0,6.5,7.1
9619947,96,1994,7,Maharashtra,Thane,0,6.5,0,0,0,0,6.5,7.1
9619957,96,1995,7,Maharashtra,Thane,0,4.1,0,9.9,9.9,0,14,16
9619967,96,1996,7,Maharashtra,Thane,0,1.2,0,16,16,0,17.2,18
9619977,96,1997,7,Maharashtra,Thane,0,0.2,0,16.5,16.5,0,16.7,19.2
9619987,96,1998,7,Maharashtra,Thane,0,0.2,0,18.6,18.6,0,18.8,20.8
9619997,96,1999,7,Maharashtra,Thane,0,1,0,18,18,0,19,20.8
9620007,96,2000,7,Maharashtra,Thane,0,4.7,0,8.7,8.7,0,13.4,16.5
9620017,96,2001,7,Maharashtra,Thane,0,4.8,0,8.7,8.7,0,13.5,16.6
9620027,96,2002,7,Maharashtra,Thane,0,4.7,0,8.7,8.7,0,13.4,16.6
9719907,97,1990,7,Maharashtra,Raigad,0,8.1,0,0,0,2,10.1,11.8
9719917,97,1991,7,Maharashtra,Raigad,0,12.8,0,0,0,0.6,13.4,15
9719927,97,1992,7,Maharashtra,Raigad,0,7.8,0,0,0,2.1,9.9,14.2
9719937,97,1993,7,Maharashtra,Raigad,0,7.7,0,0,0,2.1,9.8,14.1
9719947,97,1994,7,Maharashtra,Raigad,0,7.7,0,0,0,2.1,9.8,14.1
9719957,97,1995,7,Maharashtra,Raigad,0,8.7,0,1.6,1.6,0,10.3,12.6
9719967,97,1996,7,Maharashtra,Raigad,0,8.6,0,3.3,3.3,0,11.9,12.6
9719977,97,1997,7,Maharashtra,Raigad,0,8.3,0,3.8,3.8,0,12.1,14.4
9719987,97,1998,7,Maharashtra,Raigad,0,8,0,3.9,3.9,0,11.9,14.4
9719997,97,1999,7,Maharashtra,Raigad,0,6.9,0,4.2,4.2,0,11.1,13.4
9720007,97,2000,7,Maharashtra,Raigad,0,3.7,0,6.7,6.7,0,10.4,12.8
9720017,97,2001,7,Maharashtra,Raigad,0,3.7,0,6.8,6.8,0,10.5,12.9
9720027,97,2002,7,Maharashtra,Raigad,0,3.6,0,6.8,6.8,0,10.4,12.9
9819907,98,1990,7,Maharashtra,Ratnagiri,0,1,0,0,0,0,1.6,2.4
9819917,98,1991,7,Maharashtra,Ratnagiri,0,2.3,0,0,0,0,2.3,18.7
9819927,98,1992,7,Maharashtra,Ratnagiri,0,1.1,0,0,0,0,1.9,3.7
9819937,98,1993,7,Maharashtra,Ratnagiri,0,1.1,0,0,0,0,1.9,3.7
9819947,98,1994,7,Maharashtra,Ratnagiri,0,1.1,0,0,0,0,1.9,3.7
9819957,98,1995,7,Maharashtra,Ratnagiri,0,0.2,0,1.7,1.7,0,1.9,2.6
9819967,98,1996,7,Maharashtra,Ratnagiri,0,0.2,0,2.7,2.7,0,2.9,3.6
9819977,98,1997,7,Maharashtra,Ratnagiri,0,0.5,0,2,2,0,2.5,3.9
9819987,98,1998,7,Maharashtra,Ratnagiri,0,0.9,0,2.2,2.2,0,3.1,4.1
9819997,98,1999,7,Maharashtra,Ratnagiri,0,1.8,0,2.7,2.7,0,4.5,5.4
9820007,98,2000,7,Maharashtra,Ratnagiri,0,0.7,0,1.4,1.4,0,2.1,2.6
9820017,98,2001,7,Maharashtra,Ratnagiri,0,0.7,0,1.4,1.4,0,2.1,2.6
9820027,98,2002,7,Maharashtra,Ratnagiri,0,0.7,0,1.4,1.4,0,2.1,2.6
9919907,99,1990,7,Maharashtra,Nasik,0,13,0,0,0,159.2,172.2,199.1
9919917,99,1991,7,Maharashtra,Nasik,0,20.6,0,0,0,172,192.6,220.3
9919927,99,1992,7,Maharashtra,Nasik,0,45.5,0,0,0,86.6,132.1,171.2
9919937,99,1993,7,Maharashtra,Nasik,0,45.8,0,0,0,87.1,132.9,172.3
9919947,99,1994,7,Maharashtra,Nasik,0,45.9,0,0,0,87.3,133.2,172.8
9919957,99,1995,7,Maharashtra,Nasik,0,19.6,0,0,0,158.3,177.9,221.9
9919967,99,1996,7,Maharashtra,Nasik,0,17.2,0,0,0,178.9,196.1,221.9
9919977,99,1997,7,Maharashtra,Nasik,0,14.9,0,0,0,180.5,195.4,243.4
9919987,99,1998,7,Maharashtra,Nasik,0,13.9,0,0,0,181.5,195.4,235.6
9919997,99,1999,7,Maharashtra,Nasik,0,16.1,0,0,0,185.5,201.6,242
9920007,99,2000,7,Maharashtra,Nasik,0,65.4,0,0,0,119.6,185,228
9920017,99,2001,7,Maharashtra,Nasik,0,65.8,0,0,0,120.2,186,229.3
9920027,99,2002,7,Maharashtra,Nasik,0,65,0,0,0,120.8,185.8,229.4
10019907,100,1990,7,Maharashtra,Dhule,0,15.7,0,60.3,60.3,0,76,107.4
10019917,100,1991,7,Maharashtra,Dhule,0,9.5,0,58.2,58.2,0,67.7,95.8
10019927,100,1992,7,Maharashtra,Dhule,0,31.5,0,43.7,43.7,0,75.2,104.6
10019937,100,1993,7,Maharashtra,Dhule,0,31.8,0,44,44,0,75.8,105.5
10019947,100,1994,7,Maharashtra,Dhule,0,31.9,0,44.1,44.1,0,76,105.8
10019957,100,1995,7,Maharashtra,Dhule,0,9.3,0,63.6,63.6,0,72.9,100.9
10019967,100,1996,7,Maharashtra,Dhule,0,4.6,0,82.9,82.9,0,87.5,100.9
10019977,100,1997,7,Maharashtra,Dhule,0,13.4,0,83.5,83.5,0,96.9,113.7
10019987,100,1998,7,Maharashtra,Dhule,0,3.1,0,41.5,41.5,0,44.6,53.3
10019997,100,1999,7,Maharashtra,Dhule,0,3.2,0,41.7,41.7,0,44.9,53.8
10020007,100,2000,7,Maharashtra,Dhule,0,29.8,0,54.3,54.3,0,84.1,103.7
10020017,100,2001,7,Maharashtra,Dhule,0,29.9,0,54.7,54.7,0,84.6,104.3
10020027,100,2002,7,Maharashtra,Dhule,0,17.7,0,32.8,32.8,0,50.5,62.3
10119907,101,1990,7,Maharashtra,Jalgaon,0,7.8,0,138,138,0,145.8,177
10119917,101,1991,7,Maharashtra,Jalgaon,0,7.4,0,131.6,131.6,0,139,168.6
10119927,101,1992,7,Maharashtra,Jalgaon,0,23.1,0,104.3,104.3,0,127.4,171.1
10119937,101,1993,7,Maharashtra,Jalgaon,0,24,0,108.6,108.6,0,132.6,178.1
