Key,Dist Code,Year,State Code,State Name,Dist Name,RICE IRRIGATED AREA (1000 ha),WHEAT IRRIGATED AREA (1000 ha),KHARIF SORGHUM IRRIGATED AREA (1000 ha),RABI SORGHUM IRRIGATED AREA (1000 ha),SORGHUM IRRIGATED AREA (1000 ha),PEARL MILLET IRRIGATED AREA (1000 ha),MAIZE IRRIGATED AREA (1000 ha),FINGER MILLET IRRIGATED AREA (1000 ha),BARLEY IRRIGATED AREA (1000 ha),CHICKPEA IRRIGATED AREA (1000 ha),PIGEONPEA IRRIGATED AREA (1000 ha),MINOR PULSES IRRIGATED AREA (1000 ha),PULSES IRRIGATED AREA (1000 ha),GROUNDNUT IRRIGATED AREA (1000 ha),SESAMUM IRRIGATED AREA (1000 ha),LINSEED IRRIGATED AREA (1000 ha),SUGARCANE IRRIGATED AREA (1000 ha),COTTON IRRIGATED AREA (1000 ha),FRUITS AND VEGETABLES IRRIGATED AREA (1000 ha),FODDER IRRIGATED AREA (1000 ha)
507199111,507,1991,11,Tamil Nadu,Periyar(Erode),75.47,0,2.13,0.29,2.42,0.59,11.85,0.77,0,0,0.07,3.91,3.98,37.31,14.72,0,14.91,6.51,7.59,-1
507199211,507,1992,11,Tamil Nadu,Periyar(Erode),75.66,0,2.15,0.6,2.74,0.58,2.13,1.01,0,0,0.11,2.45,2.56,35.81,15.74,0,13.65,6.99,9.38,-1
507199311,507,1993,11,Tamil Nadu,Periyar(Erode),68.28,0,3.07,0.38,3.45,0.4,1.32,0.93,0,0,0.14,2.05,2.19,33.45,0,0,19.11,7.35,11.45,5.962
507199411,507,1994,11,Tamil Nadu,Periyar(Erode),64.64,0,1.91,0.31,2.22,0.45,1.19,0.64,0,0,0.13,1.98,2.11,34.26,12.76,0,25.14,11.5,12.96,-1
507199511,507,1995,11,Tamil Nadu,Periyar(Erode),61.51,0,1.96,0.11,2.07,0.36,1.62,0.44,0,0,0.15,1.55,1.7,13.27,7.11,0,23.8,9.8,11.75,5.774
507199611,507,1996,11,Tamil Nadu,Periyar(Erode),67.39,0,2.33,0.18,2.51,0.16,2.26,0.34,0,0,0.09,1.33,1.41,19.56,14.76,0,20.57,9.36,12.4,5.504
507199711,507,1997,11,Tamil Nadu,Periyar(Erode),60.72,0,1.5,0.14,1.64,0.45,2.47,0.26,0,0,0.07,1.42,1.49,21.48,14.75,0,24.11,10.13,17.3,6.429
507199811,507,1998,11,Tamil Nadu,Periyar(Erode),57.83,0,1.63,0.19,1.81,0.37,1.52,0.27,0,0,0.14,1.01,1.15,19.59,15,0,29.66,10.95,14.88,6.064
507199911,507,1999,11,Tamil Nadu,Periyar(Erode),60.21,0,1.74,0.16,1.9,0.34,3.01,0.31,0,0,0.13,2.27,2.4,21.6,20.52,0,30.9,9.34,14.71,7.755
507200011,507,2000,11,Tamil Nadu,Periyar(Erode),57.89,0,1.97,0.48,2.46,0.29,3.05,0.19,0,0,0.08,2,2.08,14.64,19.45,0,31.93,9.79,17.63,9.407
507200111,507,2001,11,Tamil Nadu,Periyar(Erode),50.35,0,1.66,0.21,1.87,0.1,2.62,0.37,0,0,0.12,2.2,2.32,9.58,7.8,0,35.88,8.66,17.81,7.908
507200211,507,2002,11,Tamil Nadu,Periyar(Erode),16.58,0,-1,-1,1.53,0.13,4.25,0.15,0,0.01,0.04,1.46,1.5,7.18,10.31,0,27.38,2.15,14.21,11.72
507200311,507,2003,11,Tamil Nadu,Periyar(Erode),16.58,0,-1,-1,0.36,0.09,6.53,0.12,0,0.08,0.08,0.77,0.93,5.36,2.97,0,13.37,2.28,13.03,5.857
507200411,507,2004,11,Tamil Nadu,Periyar(Erode),55.24,0,-1,-1,0.25,0.15,9.92,0.16,0,0,0.08,1.31,1.39,10.77,14.22,0,19.95,4.78,16.28,10.09
507200511,507,2005,11,Tamil Nadu,Periyar(Erode),43.42,0,-1,-1,0.32,0.06,7.87,0.04,0,0,0.08,1,1.08,11.54,11.3,0,41.4,4.53,19.36,7.938
507200611,507,2006,11,Tamil Nadu,Periyar(Erode),38.42,0,0.09,0.08,0.17,0.02,10.1,0.04,0,0,0.05,0.88,0.93,6.54,7.96,0,43.89,2.79,21.05,8.086
507200711,507,2007,11,Tamil Nadu,Periyar(Erode),38.27,0,0.17,0.17,0.34,0.09,13.47,0.05,0,0,0.06,0.44,0.5,8.01,10.09,0,41.91,1.95,25.09,7.339
507200811,507,2008,11,Tamil Nadu,Periyar(Erode),38,0,0.04,0.01,0.05,0.03,10.8,6.15,0,0,0.26,1.97,2.22,5.86,10.36,0,37.04,1.75,21.74,8.032
507200911,507,2009,11,Tamil Nadu,Periyar(Erode),38.07,0,0.01,0.01,0.02,0.03,8.55,0.02,0,0,0.09,0.86,0.95,4.38,9.8,0,34.6,1.42,21.44,22.859
507201011,507,2010,11,Tamil Nadu,Periyar(Erode),36.62,0,0,0,0,0.03,7.63,0.01,0,0,0.17,0.78,0.95,5.54,8.11,-1,34.48,1.34,20.35,8.561
507201111,507,2011,11,Tamil Nadu,Periyar(Erode),33.69,0,0,0,0,0.01,7.35,0.01,0,0,0.16,0.74,0.9,4.54,7.2,0,31.54,0.84,12.8,12.555
507201211,507,2012,11,Tamil Nadu,Periyar(Erode),6.57,0,0,0,0,0.01,7.16,0.03,0,0.01,0.18,0.38,0.57,4.07,2.43,0,31.23,0.69,19.12,12.394
507201311,507,2013,11,Tamil Nadu,Periyar(Erode),30.87,0,0,0,0,0.02,10.07,0.01,0,0,0.35,0.84,1.19,3.53,3.97,0,23.54,0.54,18.55,9.332
507201411,507,2014,11,Tamil Nadu,Periyar(Erode),37.17,0,0,0,0,0.01,11,0.04,0,0,0.44,0.79,1.24,5.4,7.59,0,21.2,1.06,20.22,11.979
507201511,507,2015,11,Tamil Nadu,Periyar(Erode),34.33,0,0,0,0,0.01,12.46,0.02,0,0,0.24,1.02,1.26,5.68,4.65,0,22.33,0.8,23.55,8.323
507201611,507,2016,11,Tamil Nadu,Periyar(Erode),0.69,-1,-1,-1,-1,0.01,8.43,0.08,-1,-1,0.26,0.46,0.71,2.01,0.14,-1,19.37,0.68,20.9,8.222
508199011,508,1990,11,Tamil Nadu,Pudukkottai,64.31,0,0.01,0.38,0.4,0.13,1.8,1.55,0,0,0.04,2.52,2.56,1.77,2.16,0,1.69,0.71,0.85,-1
508199111,508,1991,11,Tamil Nadu,Pudukkottai,72.95,0,0.02,0.61,0.62,0.32,0,1.15,0,0,0,1.62,1.62,6.37,1.26,0,1.94,0.71,1.43,-1
508199211,508,1992,11,Tamil Nadu,Pudukkottai,90.18,0,0.06,0,0.06,0.02,0.31,0.07,0,0,0,0.47,0.47,7.64,0.32,0,1.37,0.25,2.44,-1
508199311,508,1993,11,Tamil Nadu,Pudukkottai,96.84,0,0.01,0.02,0.03,0,0.16,0.06,0,0,0,0.06,0.06,5.87,0,0,1.63,0.15,3.47,0.005
508199411,508,1994,11,Tamil Nadu,Pudukkottai,82.84,0,0.01,0.01,0.02,0,0.29,0.21,0,0,0,0.77,0.77,5.83,0.97,0,2.02,0.39,3.68,-1
508199511,508,1995,11,Tamil Nadu,Pudukkottai,49.11,0,0.01,0,0.01,0,0.19,0.06,0,0,0.01,0.2,0.21,3.38,0.18,0,2.81,0.12,3.7,0
508199611,508,1996,11,Tamil Nadu,Pudukkottai,75.07,0,0.04,0,0.05,0,0.17,0.09,0,0,0,0.26,0.27,3.29,0.26,0,2.43,0.15,3.54,0.004
508199711,508,1997,11,Tamil Nadu,Pudukkottai,78.65,0,0.84,0.2,1.03,0.02,0.18,0.67,0,0,0,0.33,0.33,4.49,0.27,0,2.38,0.12,3.73,0.001
508199811,508,1998,11,Tamil Nadu,Pudukkottai,90.69,0,0.31,0,0.31,0.02,0.1,0.24,0,0,0,0.3,0.3,5.31,0.4,0,2.66,0.11,4.61,0.005
508199911,508,1999,11,Tamil Nadu,Pudukkottai,90.38,0,0.23,0,0.23,0.02,0.11,0.14,0,0,0,0.22,0.23,3.69,1.29,0,2.84,0.09,4.14,0.004
508200011,508,2000,11,Tamil Nadu,Pudukkottai,85.63,0,0.28,0,0.28,0.03,0.19,0.2,0,0,0.01,0.33,0.34,2.6,0.86,0,4.21,0.19,3.95,0.002
508200111,508,2001,11,Tamil Nadu,Pudukkottai,77.39,0,0.05,0,0.05,0,0.16,0.15,0,0,0,0.85,0.85,3.26,0.51,0,5.81,0.41,3.61,0.002
508200211,508,2002,11,Tamil Nadu,Pudukkottai,71.14,0,-1,-1,0.1,0,0.23,0.08,0,0,0,0.26,0.26,1.28,0.15,0,6.35,0.06,3.97,0.001
508200311,508,2003,11,Tamil Nadu,Pudukkottai,68.95,0,-1,-1,0.08,0.01,0.19,0.08,0,0,0,0.18,0.18,2.23,0.26,0,6.09,0.05,3.94,0
508200411,508,2004,11,Tamil Nadu,Pudukkottai,85.85,0,-1,-1,0.02,0,0.81,0.12,0,0,0.01,0.42,0.42,1.88,0.12,0,7.47,0.07,4.48,0
508200511,508,2005,11,Tamil Nadu,Pudukkottai,89.22,0,-1,-1,0.01,0.01,0.89,0.06,0,0,0,0.34,0.34,3.76,0.11,0,9.46,0.05,4.63,0
508200611,508,2006,11,Tamil Nadu,Pudukkottai,85.23,0,0,0,0,0,1.54,0.13,0,0,0,0.43,0.43,4.27,0.27,0,10.2,0.02,4.31,0
508200711,508,2007,11,Tamil Nadu,Pudukkottai,79.9,0,0,0,0,0.01,2.31,0,0,0,0,0.39,0.39,5.37,0.52,0,8.76,0.11,3.68,0.015
508200811,508,2008,11,Tamil Nadu,Pudukkottai,86.63,0,0,0,0,0,3.44,0.06,0,0,0,0.32,0.32,5.37,0.25,0,7.3,0.06,4.18,0.008
508200911,508,2009,11,Tamil Nadu,Pudukkottai,86.46,0,0.01,0,0.01,0,3.06,0,0,0,0.03,0.48,0.5,6.62,0.24,0,7.13,0.01,3.94,3.956
508201011,508,2010,11,Tamil Nadu,Pudukkottai,85,0,0,0,0.01,0,2.89,0.01,0,0,0.04,0.47,0.51,5.9,0.15,-1,7.86,0.01,3.68,0.009
508201111,508,2011,11,Tamil Nadu,Pudukkottai,86.34,0,0.03,0.15,0.18,0,4.76,0.02,0,0,0.04,2.71,2.75,6.92,0.31,0,9.24,0.03,4.17,0.025
508201211,508,2012,11,Tamil Nadu,Pudukkottai,76.7,0,0.01,0,0.01,0.01,4.01,0.02,0,0,0.04,0.8,0.84,5.79,0.36,0,9.12,0.01,3.81,0.165
508201311,508,2013,11,Tamil Nadu,Pudukkottai,65.12,0,0.07,0.02,0.1,0,8.64,0.03,0,0,0.12,3.27,3.39,4.57,0.86,0,6.83,0.01,3.83,0.244
508201411,508,2014,11,Tamil Nadu,Pudukkottai,62.29,0,0.06,0.03,0.08,0,5.69,0.03,0,0.01,0.26,2.81,3.07,3.29,0.59,0,5.06,0.05,3.98,0.002
508201511,508,2015,11,Tamil Nadu,Pudukkottai,66.46,0,0.01,0,0.01,0,5.1,0.02,0,0,0.09,4.64,4.73,6.04,0.62,0,4.42,0.03,4.63,0.026
508201611,508,2016,11,Tamil Nadu,Pudukkottai,59.73,-1,0.02,0.02,0.04,0,3.19,0.02,-1,-1,0.22,4.29,4.5,6.8,0.73,-1,3.47,0.05,4.56,0.041
509199011,509,1990,11,Tamil Nadu,Dindigul Anna,21.95,0.01,4.16,5.82,9.97,4.59,0.53,0.35,0,0,0.03,2.85,2.88,16.68,0.52,0,5.64,1.48,10.99,-1
509199111,509,1991,11,Tamil Nadu,Dindigul Anna,19.67,0.01,2.67,4.47,7.14,2.09,0.56,0.35,0,0.02,0.05,1.47,1.54,10.98,0.69,0,6.03,1.1,12.37,-1
509199211,509,1992,11,Tamil Nadu,Dindigul Anna,23.38,0,1.94,2.27,4.21,1.23,1.6,0.09,0,0.02,0.07,0.51,0.6,16.82,0.2,0,4.74,2.56,12.15,-1
509199311,509,1993,11,Tamil Nadu,Dindigul Anna,30.51,0,0.78,2.91,3.69,1.6,3.22,0.43,0,0.03,0.08,1.12,1.23,23.3,0,0,5.95,3.41,12.24,0.041
509199411,509,1994,11,Tamil Nadu,Dindigul Anna,31.53,0,2.04,1.62,3.66,2.86,5.63,0.22,0,0,0.09,0.93,1.02,23.45,0.5,0,7.91,4.67,15.06,-1
509199511,509,1995,11,Tamil Nadu,Dindigul Anna,18.73,0,4.17,0.99,5.16,2.95,5.01,0.19,0,0,0.04,0.89,0.93,10.09,0.18,0,8.35,4.95,13.93,0.115
509199611,509,1996,11,Tamil Nadu,Dindigul Anna,23.29,0,1.06,2.97,4.03,1.58,5.25,0.14,0,0.02,0.06,1.05,1.13,15.81,0.57,0,6.02,5.3,18.06,0.132
509199711,509,1997,11,Tamil Nadu,Dindigul Anna,27.59,0,2.21,3.41,5.62,4.89,6.66,0.08,0,0,0.09,1.57,1.67,17.91,0.29,0,6.83,4.19,22.43,0.162
509199811,509,1998,11,Tamil Nadu,Dindigul Anna,27.12,0,0.93,3.4,4.33,2.97,9.53,0.13,0,0,0.04,0.98,1.01,14.86,0.5,0,6.72,4.82,20.9,0.059
509199911,509,1999,11,Tamil Nadu,Dindigul Anna,28.34,0,1.3,4.3,5.59,4.51,7.03,0.11,0,0,0.04,2.08,2.11,20.98,0.84,0,6.23,3.01,21.53,0.052
509200011,509,2000,11,Tamil Nadu,Dindigul Anna,22.94,0,1.68,3.9,5.58,1.74,8.23,0.07,0,0,0.02,1.07,1.09,9.5,0.57,0,7.19,2.76,21.31,0.068
509200111,509,2001,11,Tamil Nadu,Dindigul Anna,16.11,0,0.71,2.22,2.93,0.8,6.17,0.09,0,0,0,0.37,0.37,5.77,0.19,0,7.44,2.79,18.81,0.064
509200211,509,2002,11,Tamil Nadu,Dindigul Anna,15.37,0,-1,-1,2.56,0.83,7.81,0.11,0,0,0,0.13,0.13,3.97,0.07,0,5.77,0.86,14.4,0.053
509200311,509,2003,11,Tamil Nadu,Dindigul Anna,11.44,0,-1,-1,2.02,0.79,7.32,0.04,0,0.01,0,0.29,0.3,4.15,0.06,0,2.96,1.17,14.36,0.089
509200411,509,2004,11,Tamil Nadu,Dindigul Anna,21.03,0,-1,-1,2.8,0.48,8.07,0.02,0,0.03,0,0.65,0.68,10.52,0.54,0,4.19,2.31,18.81,0.124
509200511,509,2005,11,Tamil Nadu,Dindigul Anna,23.74,0,-1,-1,2.44,0.37,11.07,0.01,0,0,0.01,0.28,0.28,12.48,0.15,0,7.01,1.51,21.07,0.122
509200611,509,2006,11,Tamil Nadu,Dindigul Anna,18.61,0,1.49,0.89,2.38,0.54,14.19,0.02,0,0,0.01,0.11,0.12,6.78,0.19,0,7.56,0.99,19.71,0.11
509200711,509,2007,11,Tamil Nadu,Dindigul Anna,17.28,0,0.71,0.66,1.37,0.31,17.43,0.02,0,0,0,0.06,0.06,9.48,0.45,0,6.37,0.81,18.25,0.192
509200811,509,2008,11,Tamil Nadu,Dindigul Anna,19.64,0,0.39,2.03,2.42,0.25,23.36,0.02,0,0,0.01,0.14,0.15,7.04,0.37,0,4.98,0.52,20.43,0.382
509200911,509,2009,11,Tamil Nadu,Dindigul Anna,16.64,0,0.61,1.88,2.49,0.3,19.09,0.26,0,0.01,0.02,0.41,0.45,5.65,0.24,0,5.06,0.77,21.29,22.069
509201011,509,2010,11,Tamil Nadu,Dindigul Anna,18.35,0,0.84,1.8,2.64,0.44,18.81,0.01,0,0,0.07,0.49,0.55,7.32,0.04,-1,5.26,1.33,21.62,0.344
509201111,509,2011,11,Tamil Nadu,Dindigul Anna,19.16,0,0.69,3.5,4.18,0.59,22.03,0,0,0,0.02,0.5,0.52,8,0.06,0,5.74,1.85,22.32,0.645
509201211,509,2012,11,Tamil Nadu,Dindigul Anna,9.48,0,1.69,3.51,5.2,0.2,21.75,0,0,0.06,0.18,0.82,1.06,4.93,0.17,0,5.38,1.66,22.53,2.705
509201311,509,2013,11,Tamil Nadu,Dindigul Anna,4.23,0,0.63,9.83,10.47,0.13,17.2,0,0,0,0.04,0.41,0.45,2.34,0.11,0,3.84,1.79,20.79,0.484
509201411,509,2014,11,Tamil Nadu,Dindigul Anna,12.07,0,0.73,9.37,10.11,0.19,13.22,0,0,0,0.07,0.28,0.35,3.93,0.02,0,1.82,2.67,22.1,0.144
509201511,509,2015,11,Tamil Nadu,Dindigul Anna,14.99,0,0.78,5.19,5.97,0.2,16.38,0.01,0,0.01,0.05,0.56,0.61,6.39,0.01,0,2.5,2.12,23.91,0.274
509201611,509,2016,11,Tamil Nadu,Dindigul Anna,1.52,-1,0.45,1.35,1.8,0.16,7.3,0,-1,-1,0.03,0.3,0.33,1.06,0.02,-1,2.37,2.3,20.05,0.65
510199011,510,1990,11,Tamil Nadu,Virudhunagar Kamarajar,33.76,0,0.47,0.06,0.53,2.5,0.04,3.45,0,0,0,2.31,2.31,2.03,0.05,0,3.01,9.13,3.84,-1
510199111,510,1991,11,Tamil Nadu,Virudhunagar Kamarajar,19.55,0,0.26,0.13,0.38,2.83,0,3.06,0,0,0,2.84,2.84,2.85,0.32,0,4.71,9.16,3.73,-1
510199211,510,1992,11,Tamil Nadu,Virudhunagar Kamarajar,32.09,0,0.09,0.16,0.25,0.56,0.8,2.51,0,0,0,0.87,0.87,2.09,0.24,0,3.61,8.22,3.62,-1
510199311,510,1993,11,Tamil Nadu,Virudhunagar Kamarajar,35.51,0,0.37,0.17,0.24,0.72,0.7,1.79,0,0,0.02,1.48,1.5,2.5,0,0,3.84,6.85,4.72,0.518
510199411,510,1994,11,Tamil Nadu,Virudhunagar Kamarajar,33.26,0,0.18,0,0.19,0.51,0.85,1.49,0,0,0,1.01,1.01,1.85,0.02,0,5.16,7.97,5.36,-1
510199511,510,1995,11,Tamil Nadu,Virudhunagar Kamarajar,17.06,0,0.15,0.01,0.16,0.48,0.6,0.94,0,0,0,0.48,0.48,1.16,0.02,0,4.18,5.15,4.34,0.243
510199611,510,1996,11,Tamil Nadu,Virudhunagar Kamarajar,25.79,0,0.1,0.02,0.12,0.39,0.41,1.01,0,0,0.04,0.43,0.47,1.05,0.01,0,3.31,4.76,4.49,0.2
510199711,510,1997,11,Tamil Nadu,Virudhunagar Kamarajar,35.22,0,0.02,0.02,0.05,0.28,0.31,0.9,0,0,0,0.57,0.57,1.21,0.03,0,2.64,3.92,4.84,0.191
510199811,510,1998,11,Tamil Nadu,Virudhunagar Kamarajar,36.77,0,0.04,0.04,0.08,0.38,0.72,0.67,0,0,0.01,0.42,0.43,1.14,0.14,0,3.41,5.02,5.28,0.251
510199911,510,1999,11,Tamil Nadu,Virudhunagar Kamarajar,32.53,0,0.2,0.14,0.34,1.06,1.23,0.55,0,0,0,0.64,0.65,1.07,0.29,0,4.05,3.23,5.86,0.027
510200011,510,2000,11,Tamil Nadu,Virudhunagar Kamarajar,26.01,0,0.35,0.04,0.4,0.85,2.06,0.47,0,0,0,0.66,0.66,0.91,0.29,0,3.71,2.87,5.51,0.088
510200111,510,2001,11,Tamil Nadu,Virudhunagar Kamarajar,29.34,0,0.18,0.05,0.23,0.74,1.65,0.49,0,0,0,0.47,0.47,0.59,0.08,0,3.83,4.7,5.98,0.127
510200211,510,2002,11,Tamil Nadu,Virudhunagar Kamarajar,31.56,0,-1,-1,0.12,0.67,2.83,0.42,0,0.01,0.01,0.85,0.87,0.79,0.16,0,3.58,3.35,6.36,0.2
510200311,510,2003,11,Tamil Nadu,Virudhunagar Kamarajar,24.11,0,-1,-1,0.1,0.5,3.08,0.31,0,0,0,0.41,0.41,0.5,0.02,0,2.87,4.53,6.18,0.449
510200411,510,2004,11,Tamil Nadu,Virudhunagar Kamarajar,28.91,0,-1,-1,0.12,0.1,1.7,0.25,0,0,0,0.33,0.33,0.28,0.08,0,2.19,4.9,5.81,0.332
510200511,510,2005,11,Tamil Nadu,Virudhunagar Kamarajar,30.43,0,-1,-1,0.36,0.61,3.36,0.22,0,0,0,0.46,0.47,0.47,0.04,0,3.21,2.11,5.78,0.538
510200611,510,2006,11,Tamil Nadu,Virudhunagar Kamarajar,32.19,0,0,0.06,0.06,0.5,4.38,0.16,0,0,0,0.35,0.35,0.55,0.09,0,4.21,2.23,6.03,0.235
510200711,510,2007,11,Tamil Nadu,Virudhunagar Kamarajar,26.84,0,0.09,0.13,0.23,0.25,6.18,0.09,0,0,0,0.14,0.14,1.53,0.09,0,4.44,2.01,6.46,0.209
510200811,510,2008,11,Tamil Nadu,Virudhunagar Kamarajar,30.96,0,0.12,0.09,0.21,0.19,7,0.2,0,0,0.01,0.18,0.18,1,0.03,0,3.9,1.34,6.8,0.257
510200911,510,2009,11,Tamil Nadu,Virudhunagar Kamarajar,25.22,0,0.06,0.09,0.14,0.08,4.58,0.06,0,0,0,0.28,0.28,1.04,0.12,0,3.19,1.4,7.19,8.591
510201011,510,2010,11,Tamil Nadu,Virudhunagar Kamarajar,28.88,0,0,0,0,0.09,2.4,0.04,0,0,0,0.38,0.38,0.58,0.03,-1,3.31,1.32,6.11,0.126
510201111,510,2011,11,Tamil Nadu,Virudhunagar Kamarajar,28.65,0,0.04,0.14,0.18,0.05,2.75,0.02,0,0,0,0.17,0.17,0.67,0.03,0,3.26,2.18,6.59,0.176
510201211,510,2012,11,Tamil Nadu,Virudhunagar Kamarajar,21.16,0,0.01,0.14,0.14,0.13,4.05,0.01,0,0,0,0.26,0.26,0.35,0.15,0,3.32,1.53,6.11,0.189
510201311,510,2013,11,Tamil Nadu,Virudhunagar Kamarajar,15.69,0,0.1,0.33,0.43,0.22,4.18,0.03,0,0,0.02,0.39,0.4,1.08,0.1,0,2.92,1.4,5.51,0.375
510201411,510,2014,11,Tamil Nadu,Virudhunagar Kamarajar,19.36,0,0.22,0.53,0.75,0.19,3.6,0.03,0,0,0.05,0.75,0.8,1.48,0.18,0,2.35,3.19,6.61,0.283
510201511,510,2015,11,Tamil Nadu,Virudhunagar Kamarajar,28.22,0,0.02,0.63,0.65,0.21,4.78,0.03,0,0,0,0.86,0.86,1.03,0.04,0,2.26,2.55,7.14,0.229
510201611,510,2016,11,Tamil Nadu,Virudhunagar Kamarajar,12.95,-1,0,0.3,0.31,0.15,3.46,0.02,-1,-1,0,0.4,0.4,0.39,0.05,-1,2.19,2.18,6.76,0.154
512199011,512,1990,11,Tamil Nadu,Sivagangai Pasumpon,70.72,0,0,0.03,0.03,0.01,0,1.15,0,0,0,0.03,0.03,0.73,0.02,0,5.85,0.33,0.72,-1
512199111,512,1991,11,Tamil Nadu,Sivagangai Pasumpon,67.29,0,0.07,0.02,0.08,0.02,0.04,0.58,0,0,0,0.05,0.05,1.25,0.02,0,5.48,0.44,0.72,-1
512199211,512,1992,11,Tamil Nadu,Sivagangai Pasumpon,79.62,0,0.02,0.07,0.08,0.03,0,0.63,0,0,0.04,0.11,0.15,1.31,0.08,0,3.16,0.81,0.71,-1
512199311,512,1993,11,Tamil Nadu,Sivagangai Pasumpon,85.65,0,0,0.06,0.06,0.02,0,0.52,0,0,0,0.04,0.04,0.39,0,0,4.18,0.95,0.84,0.033
512199411,512,1994,11,Tamil Nadu,Sivagangai Pasumpon,80.79,0,0,0.06,0.06,0.01,0,0.23,0,0,0.01,0.03,0.04,0.32,0.01,0,6.59,0.29,0.78,-1
512199511,512,1995,11,Tamil Nadu,Sivagangai Pasumpon,54.64,0,0.04,0,0.04,0.03,0,0.08,0,0,0,0,0,0.25,0,0,6.73,0.23,0.85,0.108
512199611,512,1996,11,Tamil Nadu,Sivagangai Pasumpon,61.97,0,0,0.05,0.06,0.01,0,0.12,0,0,0,0,0,0.97,0,0,4.98,0.37,1.13,0.016
512199711,512,1997,11,Tamil Nadu,Sivagangai Pasumpon,73.47,0,0.01,0.01,0.01,0,0,0.12,0,0,0,0.01,0.01,1.24,0,0,4.79,0.46,1.24,0.01
512199811,512,1998,11,Tamil Nadu,Sivagangai Pasumpon,79.1,0,0.01,0,0.01,0,0,0.05,0,0,0,0.02,0.02,1.63,0,0,4.5,0.25,1.4,0.01
512199911,512,1999,11,Tamil Nadu,Sivagangai Pasumpon,71.59,0,0.02,0,0.02,0.01,0,0.04,0,0,0,0,0,1.13,0.01,0,5.16,0.13,1.47,0
512200011,512,2000,11,Tamil Nadu,Sivagangai Pasumpon,68.18,0,0,0,0.01,0,0,0.02,0,0,0,0,0,0.53,0,0,4.79,0.15,1.85,0.016
512200111,512,2001,11,Tamil Nadu,Sivagangai Pasumpon,59.68,0,0.03,0,0.03,0.02,0,0.06,0,0,0,0.01,0.01,2.73,0.01,0,5.03,0.12,2.14,0.019
512200211,512,2002,11,Tamil Nadu,Sivagangai Pasumpon,63.5,0,-1,-1,0.01,0,0,0.1,0,0,0,0.02,0.02,2.32,0.01,0,5.04,0.13,2.41,0.016
512200311,512,2003,11,Tamil Nadu,Sivagangai Pasumpon,55.94,0,-1,-1,0.02,0.03,0,0.12,0,0,0.04,0.01,0.05,1.75,0,0,3.36,0.95,2.96,0.052
512200411,512,2004,11,Tamil Nadu,Sivagangai Pasumpon,68.68,0,-1,-1,0.07,0.04,0,0.24,0,0,0.02,0.01,0.02,2.03,0,0,2.25,0.43,1.78,0.013
512200511,512,2005,11,Tamil Nadu,Sivagangai Pasumpon,71.92,0,-1,-1,0.05,0.04,0,0.08,0,0,0.02,0.04,0.05,2.21,0,0,4,0.16,3.18,0.014
512200611,512,2006,11,Tamil Nadu,Sivagangai Pasumpon,63.68,0,0,0,0.01,0,0,0.02,0,0,0,0.06,0.06,0.55,0.01,0,6.09,0.07,2.51,0.022
512200711,512,2007,11,Tamil Nadu,Sivagangai Pasumpon,58.61,0,0,0.01,0.01,0,0,0.02,0,0,0.01,0.07,0.08,0.87,0.36,0,5.99,0.44,2.6,0.033
512200811,512,2008,11,Tamil Nadu,Sivagangai Pasumpon,66.06,0,0.02,0.01,0.03,0,0,0.05,0,0,0.01,0.05,0.06,0.92,0.02,0,5.3,0.14,2.41,0.031
512200911,512,2009,11,Tamil Nadu,Sivagangai Pasumpon,62.62,0,0.01,0.01,0.02,0,0.01,0.02,0,0,0,0.05,0.05,0.47,0.01,0,4.98,0.18,2.89,3.061
512201011,512,2010,11,Tamil Nadu,Sivagangai Pasumpon,67.53,0,0,0.01,0.01,0,0,0.02,0,0,0,0.02,0.02,2.48,0.01,-1,5.22,0.1,2.9,0.055
512201111,512,2011,11,Tamil Nadu,Sivagangai Pasumpon,70.75,0,0,0,0,0,0.04,0.02,0,0,0.05,0.04,0.09,0.26,0,0,6.28,0.14,3.31,0.049
512201211,512,2012,11,Tamil Nadu,Sivagangai Pasumpon,55.91,0,0.02,0,0.02,0,0.01,0.02,0,0,0.02,0.12,0.14,0.83,0.01,0,6.08,0.11,3.73,0.058
512201311,512,2013,11,Tamil Nadu,Sivagangai Pasumpon,48.23,0,0.05,0.09,0.15,0.01,0.21,0.06,0,0,0.07,0.23,0.31,0.21,0.02,0,5.26,0.51,3.8,0.079
512201411,512,2014,11,Tamil Nadu,Sivagangai Pasumpon,55.62,0,0.06,0.05,0.11,0.02,0.19,0.11,0,0,0.13,0.14,0.27,0.66,0.11,0,3.78,0.34,3.22,0.086
512201511,512,2015,11,Tamil Nadu,Sivagangai Pasumpon,58.89,0,0.01,0.03,0.04,0,0.08,0.04,0,0,0.02,0.18,0.2,0.51,0.01,0,4.08,0.28,3.66,0.079
512201611,512,2016,11,Tamil Nadu,Sivagangai Pasumpon,47.1,-1,0.07,0.01,0.07,0.02,0.02,0.03,-1,-1,0.02,0.46,0.48,1.21,0.01,-1,4.26,0.8,3.58,0.054
513199011,513,1990,11,Tamil Nadu,Chidambanar Toothukudi,28.79,0,0.18,0,0.18,0.21,0.11,1.03,0,0,0.03,0.25,0.28,2.17,0.13,0,0.21,2.76,9.25,-1
