Key,Dist Code,Year,State Code,State Name,Dist Name,JANUARY WATER DEFICIT (Millimeters),FEBRUARY WATER DEFICIT (Millimeters),MARCH WATER DEFICIT (Millimeters),APRIL WATER DEFICIT (Millimeters),MAY WATER DEFICIT (Millimeters),JUNE WATER DEFICIT (Millimeters),JULY WATER DEFICIT (Millimeters),AUGUST WATER DEFICIT (Millimeters),OCTOBER WATER DEFICIT (Millimeters),NOVEMBER WATER DEFICIT (Millimeters),DECEMBER WATER DEFICIT (Millimeters)
4120086,41,2008,6,Madhya Pradesh,Rajgarh,79.33,96.77,149.1,179.81,249.95,39.56,0,0,0,41.92,38.36
4120096,41,2009,6,Madhya Pradesh,Rajgarh,77.26,103.76,149.15,174.68,225.41,162.47,0,0,2.22,32.79,15.99
4120106,41,2010,6,Madhya Pradesh,Rajgarh,59.65,96.04,162.51,206.1,261.44,161.72,0,0,0,45.22,36.68
4120116,41,2011,6,Madhya Pradesh,Rajgarh,73,101.43,158.38,176.99,240.42,55.88,0,0,0,45.02,66.86
4120126,41,2012,6,Madhya Pradesh,Rajgarh,66.56,102.02,149.99,182.37,217.63,174.11,0,0,0,44.07,61.32
4120136,41,2013,6,Madhya Pradesh,Rajgarh,73.19,95.06,126.22,166.83,246.82,3.26,0,0,0.01,15.25,36.58
4120146,41,2014,6,Madhya Pradesh,Rajgarh,36.65,89.2,133.88,163.66,212.39,189.04,0,0,0,43.28,63.14
4120156,41,2015,6,Madhya Pradesh,Rajgarh,36.67,99.69,91.59,177.58,222.34,82.4,0,0,11.34,58.19,74.49
4219586,42,1958,6,Madhya Pradesh,Shajapur,69.79,111.17,146.08,196.9,236.24,135.97,0,0,0,32.22,36.16
4219596,42,1959,6,Madhya Pradesh,Shajapur,62.08,107.15,159.03,182.51,245.58,122.16,0,0,0,17.69,35.55
4219606,42,1960,6,Madhya Pradesh,Shajapur,35.84,98.29,142.15,181.47,231.39,90.66,0,0,2.77,33,57.22
4219616,42,1961,6,Madhya Pradesh,Shajapur,70.8,102.75,165.88,178.71,221.6,149.7,0,0,0,18.05,34.51
4219626,42,1962,6,Madhya Pradesh,Shajapur,67.25,100.85,120.23,182.75,235.32,203.04,0,0,0,44.75,44.85
4219636,42,1963,6,Madhya Pradesh,Shajapur,76.08,108.61,154.85,186.16,252.76,150.44,0,0,0,35.01,49.86
4219646,42,1964,6,Madhya Pradesh,Shajapur,0,0.13,13.03,0.06,7.01,142.83,343.2,294.49,237.96,9.93,0.08
4219656,42,1965,6,Madhya Pradesh,Shajapur,17.67,0.12,4.08,1.92,0.9,40.46,288.5,212.97,149.39,4.43,0.39
4219666,42,1966,6,Madhya Pradesh,Shajapur,10,0.12,7.21,0.25,13.07,51.66,336.61,164.72,190.83,2.08,31.9
4219676,42,1967,6,Madhya Pradesh,Shajapur,0.06,0,37.49,1.16,0.42,128.46,349.64,291.36,180.37,2.8,0
4219686,42,1968,6,Madhya Pradesh,Shajapur,4.5,2.83,25.39,1,0.38,29.9,407.64,367.87,144.99,18.95,0.09
4219696,42,1969,6,Madhya Pradesh,Shajapur,76.25,100.52,149.5,196.77,235.53,154.22,0,0,0,43.86,35.16
4219706,42,1970,6,Madhya Pradesh,Shajapur,64.44,98.25,138.81,171.46,226.16,2.86,0,0,0,43.13,53.65
4219716,42,1971,6,Madhya Pradesh,Shajapur,76.8,101.82,134.84,187.45,207.96,79.26,0,0,0,31.97,45.69
4219726,42,1972,6,Madhya Pradesh,Shajapur,71.43,91.22,140.18,182.79,241.2,135.65,0,0,0.01,42.51,49.41
4219736,42,1973,6,Madhya Pradesh,Shajapur,81.21,100.46,149.31,189.34,268.92,159.11,0,0,0,30.25,44.9
4219746,42,1974,6,Madhya Pradesh,Shajapur,75.56,93.79,149.24,185.9,222.04,159.93,0,0,1.17,12.89,39.97
4219756,42,1975,6,Madhya Pradesh,Shajapur,73.87,102.18,155.78,185.38,259.46,102.12,0,0,0,28.72,49.91
4219766,42,1976,6,Madhya Pradesh,Shajapur,78.68,107.94,153.55,201.84,280.12,102.54,0,0,0,49.7,34.42
4219776,42,1977,6,Madhya Pradesh,Shajapur,88.46,105.12,145.31,205.41,236.89,30.88,0,0,0,36.69,22.84
4219786,42,1978,6,Madhya Pradesh,Shajapur,65.45,91.35,134.63,184.42,277.21,71.28,0,0,10.12,55.18,65.9
4219796,42,1979,6,Madhya Pradesh,Shajapur,59.37,107.32,170.66,205.75,217.51,118.27,0,0,14.92,58.73,44.92
4219806,42,1980,6,Madhya Pradesh,Shajapur,93.69,116.67,174.04,215.68,282.34,40.48,0,0,15.01,69.55,85.62
4219816,42,1981,6,Madhya Pradesh,Shajapur,73.34,111.89,140.3,195.93,247.91,161.68,0,0,0,40.01,45.48
4219826,42,1982,6,Madhya Pradesh,Shajapur,49.84,98.03,148.08,207.88,211,145.77,0,0,2.42,40.42,35.2
4219836,42,1983,6,Madhya Pradesh,Shajapur,80.12,104.15,169.27,204.68,241.01,147.61,0,0,0,27.56,43.48
4219846,42,1984,6,Madhya Pradesh,Shajapur,65.53,95.91,151.94,190.79,258.78,164.25,0,0,6.61,37.75,56.3
4219856,42,1985,6,Madhya Pradesh,Shajapur,84.52,102.44,153.56,195.33,255.96,177.56,0,0,1.12,1.53,33.74
4219866,42,1986,6,Madhya Pradesh,Shajapur,72.52,102.62,162.7,212.9,267.79,144.55,0,0,20.36,71.51,90.27
4219876,42,1987,6,Madhya Pradesh,Shajapur,85.02,112.4,161.24,229.36,227.5,138.84,0,0,25.72,51.55,69.17
4219886,42,1988,6,Madhya Pradesh,Shajapur,87.92,115.08,170.58,199.11,278.28,87.62,0,0,0,36.14,53.63
4219896,42,1989,6,Madhya Pradesh,Shajapur,81.93,116.73,120.67,209.19,257.26,104.1,7.66,0,0.13,49.88,75.69
4219906,42,1990,6,Madhya Pradesh,Shajapur,90.94,99.72,161.19,216.89,224.73,58.23,0,0,0,44.18,71.13
4219916,42,1991,6,Madhya Pradesh,Shajapur,88.6,108.69,160.5,182.08,248.24,102.9,0,0,29.12,79.04,61.59
4219926,42,1992,6,Madhya Pradesh,Shajapur,87.5,106.34,161.84,201.07,240.31,166.12,0,0,0,32.86,46.86
4219936,42,1993,6,Madhya Pradesh,Shajapur,86.43,102.62,149.46,211.73,271.83,119.39,0,0,0,42.7,63.99
4219946,42,1994,6,Madhya Pradesh,Shajapur,39.72,107,156.33,192.88,258.01,26.12,0,0,0,45.97,70.22
4219956,42,1995,6,Madhya Pradesh,Shajapur,59.59,112.3,135.06,192.93,243.51,161.62,0,0,0,44.29,79.19
4219966,42,1996,6,Madhya Pradesh,Shajapur,79.84,122.07,170.25,205.59,253.51,181.77,0,0,0,32.28,50.58
4219976,42,1997,6,Madhya Pradesh,Shajapur,72.51,105.38,152.83,180.82,244.92,104.56,0,0,3.61,36.95,30.88
4219986,42,1998,6,Madhya Pradesh,Shajapur,75.56,102.45,143.14,187.34,239.38,149.6,0,0,0,40.1,43.25
4219996,42,1999,6,Madhya Pradesh,Shajapur,82.14,100.05,157.83,203.83,254.34,106.57,0,0,0,19.7,42.62
4220006,42,2000,6,Madhya Pradesh,Shajapur,85.9,104.69,169.68,214.72,236.16,124.76,0,0,26.34,70.73,84.88
4220016,42,2001,6,Madhya Pradesh,Shajapur,81.36,111.58,153.95,184.99,239.47,0.08,0,0,38.12,54.41,78.51
4220026,42,2002,6,Madhya Pradesh,Shajapur,89.62,102,150.1,188.65,277.56,87.26,83.29,0,0,45.89,56.67
4220036,42,2003,6,Madhya Pradesh,Shajapur,85.94,109.2,150.45,192.53,253.23,85.84,0,0,0,45.83,64.91
4220046,42,2004,6,Madhya Pradesh,Shajapur,73.9,109.69,151.38,210.88,238.34,119.38,0,0,1.41,33.92,46.8
4220056,42,2005,6,Madhya Pradesh,Shajapur,72.94,109.69,144.35,178.51,223.45,149.13,0,0,0,44.78,60.68
4220066,42,2006,6,Madhya Pradesh,Shajapur,84.07,102.25,85.67,193.1,222.51,125.01,0,0,0,41.14,51.84
4220076,42,2007,6,Madhya Pradesh,Shajapur,78.21,103.89,144.88,176.74,230.3,120.12,0,0,0,44.47,58.47
4220086,42,2008,6,Madhya Pradesh,Shajapur,86.17,99.87,149.73,185.24,260.14,49.48,0,0,0,40.77,42.7
4220096,42,2009,6,Madhya Pradesh,Shajapur,85.09,107.43,150.32,175.24,224.64,153.67,0,0,0.31,28.72,12
4220106,42,2010,6,Madhya Pradesh,Shajapur,57.62,94.67,160.11,205.45,263.45,144.16,0,0,0,44.02,31.7
4220116,42,2011,6,Madhya Pradesh,Shajapur,78.3,102.97,158.79,176.47,245.95,67.98,0,0,0,44.88,65.42
4220126,42,2012,6,Madhya Pradesh,Shajapur,75.72,104.11,149.24,186.06,219.15,170.78,0,0,0,43.78,59.6
4220136,42,2013,6,Madhya Pradesh,Shajapur,79.36,95.93,126.94,166.35,250.73,0,0,0,0,11.19,36.68
4220146,42,2014,6,Madhya Pradesh,Shajapur,49.84,89.1,134.81,164.46,213.35,195.1,0,0,0,42.42,59.65
4220156,42,2015,6,Madhya Pradesh,Shajapur,43.54,101,95.14,177.57,225.34,51.35,0,0,1.19,47.23,68.57
4319586,43,1958,6,Madhya Pradesh,Hoshangabad,49.99,87.96,142.91,186.1,226.91,117.37,0,0,0,21.19,33.6
4319596,43,1959,6,Madhya Pradesh,Hoshangabad,44.75,79.67,148.68,165.02,223.34,74.24,0,0,0,15.41,36.34
4319606,43,1960,6,Madhya Pradesh,Hoshangabad,15.41,68.74,127.48,164.78,216.92,90.6,0,0,0.2,17.34,38.27
4319616,43,1961,6,Madhya Pradesh,Hoshangabad,50.02,78.43,151.8,166.96,208.95,119.32,0,0,0,15.32,34.81
4319626,43,1962,6,Madhya Pradesh,Hoshangabad,44.64,69.98,119.28,163.23,210.89,166.97,0,0,0,40.16,40.06
4319636,43,1963,6,Madhya Pradesh,Hoshangabad,47.67,74.33,140.18,161.57,220.37,85.23,0,0,0,24.37,40.29
4319646,43,1964,6,Madhya Pradesh,Hoshangabad,0,0.94,9.05,0.1,4.22,134.35,462.67,421.88,223.37,17.13,0.32
4319656,43,1965,6,Madhya Pradesh,Hoshangabad,16.52,1.28,6.26,8.38,1.66,79.17,306.51,223.11,256.92,6.35,0.09
4319666,43,1966,6,Madhya Pradesh,Hoshangabad,10.22,0.09,6.62,1.58,18.76,49.71,460.51,191.2,198.04,3.34,23.37
4319676,43,1967,6,Madhya Pradesh,Hoshangabad,0.52,0,36.49,1.93,1.55,107.12,475.14,253.05,182.22,2.63,0
4319686,43,1968,6,Madhya Pradesh,Hoshangabad,15.35,6.04,20.45,6.25,0.21,60.7,511.7,306.45,317.07,21.36,0.1
4319696,43,1969,6,Madhya Pradesh,Hoshangabad,53.36,84.43,144.72,176.87,205.83,137.47,0,0,0,41.3,39.44
4319706,43,1970,6,Madhya Pradesh,Hoshangabad,44.36,82.09,122.98,163.59,204.99,3.23,0,0,0,40.44,41.26
4319716,43,1971,6,Madhya Pradesh,Hoshangabad,50.1,81.66,126.96,169.23,190.02,32.03,0,0,0,13.33,34.5
4319726,43,1972,6,Madhya Pradesh,Hoshangabad,46.19,68.73,131.17,168.05,219.62,112.85,0,0,0,36.08,38.29
4319736,43,1973,6,Madhya Pradesh,Hoshangabad,56.53,77.35,145.54,175.37,241.16,135.59,0,0,0,24.42,38.11
4319746,43,1974,6,Madhya Pradesh,Hoshangabad,49.71,72.92,142.63,176.13,209.41,121.03,0,0,2.68,1.7,33.6
4319756,43,1975,6,Madhya Pradesh,Hoshangabad,42.59,67.51,135.87,171.59,237.94,45.45,0,0,0,22.44,39.49
4319766,43,1976,6,Madhya Pradesh,Hoshangabad,50.16,82.47,140.68,171.13,245.73,116.47,0,0,0,44.19,35.43
4319776,43,1977,6,Madhya Pradesh,Hoshangabad,59.66,92.6,143.34,189.05,220.15,7.7,0,0,0,24.45,26.2
4319786,43,1978,6,Madhya Pradesh,Hoshangabad,43.87,56.44,107.52,160.07,239.32,46.13,0,0,3.27,42.54,43.97
4319796,43,1979,6,Madhya Pradesh,Hoshangabad,25.28,64.5,152.44,185.05,196.8,88.86,0,0,1.17,41.22,39.68
4319806,43,1980,6,Madhya Pradesh,Hoshangabad,60.21,97.68,164.26,197.61,256.12,43.03,0,0,5.66,47.79,52.45
4319816,43,1981,6,Madhya Pradesh,Hoshangabad,51.66,96.16,133.06,184.75,226.77,108.85,0,0,0,35.91,42.6
4319826,43,1982,6,Madhya Pradesh,Hoshangabad,23.96,71.58,143.69,187.44,202.46,115.01,0,0,0,32.12,36.31
4319836,43,1983,6,Madhya Pradesh,Hoshangabad,54.03,84.6,157.88,191.78,225.86,117.74,0,0,0,22.34,38.39
4319846,43,1984,6,Madhya Pradesh,Hoshangabad,24.7,60.57,139.65,176.18,241.7,122.89,0,0,22.1,30.45,45.84
4319856,43,1985,6,Madhya Pradesh,Hoshangabad,50.18,91.67,158.07,179.27,228.92,107.14,0,0,0,0.48,32.88
4319866,43,1986,6,Madhya Pradesh,Hoshangabad,44.15,62.71,141.79,189.15,237.67,93.36,0,0,5.47,43.18,51.05
4319876,43,1987,6,Madhya Pradesh,Hoshangabad,48.89,86.02,149.14,199.15,212.56,113.99,0,0,1.19,32.08,39.95
4319886,43,1988,6,Madhya Pradesh,Hoshangabad,57.43,92.72,159.55,182.39,245.08,63.63,0,0,0,35.28,40.99
4319896,43,1989,6,Madhya Pradesh,Hoshangabad,57.03,93.96,113.03,187.2,228.22,88.05,0,0,0.01,43.59,49.62
4319906,43,1990,6,Madhya Pradesh,Hoshangabad,64.48,84.53,151.17,192.96,196.97,0.84,0,0,0,32.37,45.95
4319916,43,1991,6,Madhya Pradesh,Hoshangabad,54.89,87.72,144.51,165.29,230.19,74.6,0,0,29.21,53.64,52.04
4319926,43,1992,6,Madhya Pradesh,Hoshangabad,67.24,97.37,158.06,186.49,220.97,146.88,0,0,0,34.15,42.96
4319936,43,1993,6,Madhya Pradesh,Hoshangabad,60.09,83.96,126.19,196.56,245.21,96.66,0,0,0,32.83,43.71
4319946,43,1994,6,Madhya Pradesh,Hoshangabad,38.38,79.16,151.82,174.56,232,22.75,0,0,0,30.97,43.52
4319956,43,1995,6,Madhya Pradesh,Hoshangabad,34.26,85.95,113.39,176.25,221.76,133.78,0,0,0,37.87,50.19
4319966,43,1996,6,Madhya Pradesh,Hoshangabad,51.84,101.16,159.35,178.47,237.73,175.53,0,0,0,23.75,39.44
4319976,43,1997,6,Madhya Pradesh,Hoshangabad,48.73,80.5,148.22,166.53,225.43,120.83,0,0,0,24.76,24.2
4319986,43,1998,6,Madhya Pradesh,Hoshangabad,42.08,64.11,112.23,161.91,221.62,120.48,0,0,0,34.66,31.37
4319996,43,1999,6,Madhya Pradesh,Hoshangabad,52.72,67.04,147.75,180.72,224.44,117.45,0,0,0,13.03,37.22
4320006,43,2000,6,Madhya Pradesh,Hoshangabad,52.51,76.43,153.42,189.51,222.01,85.51,0,0,11.43,45.63,51.75
4320016,43,2001,6,Madhya Pradesh,Hoshangabad,54.84,97.48,140.64,170.7,220.5,0.91,0,0,25.21,27.48,47.47
4320026,43,2002,6,Madhya Pradesh,Hoshangabad,61.81,84.47,149.71,178.42,255.58,47.64,34.26,0,0,37.62,42.91
4320036,43,2003,6,Madhya Pradesh,Hoshangabad,59.69,87.3,142.78,179.25,235.01,87.63,0,0,0,42.14,45.89
4320046,43,2004,6,Madhya Pradesh,Hoshangabad,42.11,86.04,145.05,189.63,215.98,58.55,0,0,0,32.35,39.39
4320056,43,2005,6,Madhya Pradesh,Hoshangabad,45.05,86.04,129.94,168.3,214.76,111.83,0,0,0,34.04,41.77
4320066,43,2006,6,Madhya Pradesh,Hoshangabad,56.04,90.01,83.64,173.72,197.67,112.26,0,0,0,39.05,42.12
4320076,43,2007,6,Madhya Pradesh,Hoshangabad,57.03,86.28,143.83,167.75,218.43,96.01,0,0,0,41.19,41.99
4320086,43,2008,6,Madhya Pradesh,Hoshangabad,58.22,84.5,138.05,172.14,233.75,14.77,0,0,0,35.52,42.45
4320096,43,2009,6,Madhya Pradesh,Hoshangabad,55.51,90.76,144.74,165.19,200.59,122.82,0,0,0,17.89,22.3
4320106,43,2010,6,Madhya Pradesh,Hoshangabad,38.38,65.41,135.25,186.79,242.4,123.08,0,0,0,39.19,37.18
4320116,43,2011,6,Madhya Pradesh,Hoshangabad,54.17,84.58,150.11,164.11,222.45,7.02,0,0,0,41.98,46.28
4320126,43,2012,6,Madhya Pradesh,Hoshangabad,44.81,86.43,143.18,174.14,209.29,131.93,0,0,0,39.05,41.27
4320136,43,2013,6,Madhya Pradesh,Hoshangabad,48.59,73.1,121.2,156.32,233.12,0,0,0,0,16.1,36.72
4320146,43,2014,6,Madhya Pradesh,Hoshangabad,39.63,59.48,107.3,151.66,205.55,135.6,0,0,0,40.91,44.14
4320156,43,2015,6,Madhya Pradesh,Hoshangabad,29.11,76.79,88,161.71,217.94,25.15,0,0,0,40.44,46.1
4419581,44,1958,1,Andhra Pradesh,Srikakulam,42.33,61.94,113.22,85.32,148.78,94.97,0,0.25,0,0,0
4419591,44,1959,1,Andhra Pradesh,Srikakulam,37.3,54.59,116.2,133.28,155.35,8.26,0,11.09,1.54,0,35.3
4419601,44,1960,1,Andhra Pradesh,Srikakulam,56.06,75.28,117.75,153.16,131.84,17.19,0,1.35,0,0,38.91
4419611,44,1961,1,Andhra Pradesh,Srikakulam,52.08,58.03,133.19,151.19,122.67,6.77,3.03,0,0,0,26.39
4419621,44,1962,1,Andhra Pradesh,Srikakulam,45.66,66.22,118.91,124.44,110.89,76.07,0,3.2,0,0,28.72
4419631,44,1963,1,Andhra Pradesh,Srikakulam,52.8,72.47,128.09,53.52,124.2,22.08,2.53,1.5,0,0,34.8
4419641,44,1964,1,Andhra Pradesh,Srikakulam,1.05,5.16,1.68,25.78,55.16,126.72,184.7,286.28,320.37,160.29,31.45
4419651,44,1965,1,Andhra Pradesh,Srikakulam,5.91,1.09,23.13,25.49,25.73,41.2,329.75,207.45,188.3,123.09,4.12
4419661,44,1966,1,Andhra Pradesh,Srikakulam,75.69,1.81,0.41,4.26,34.62,140.21,168.33,169.78,150.12,164.04,158.95
4419671,44,1967,1,Andhra Pradesh,Srikakulam,29.8,0,101.84,18.8,5.1,151.92,238.4,143.52,162.88,36.75,0.99
4419681,44,1968,1,Andhra Pradesh,Srikakulam,27.93,5.54,11.51,18.75,17.86,195.77,233.26,49.7,184.5,396.85,76.92
4419691,44,1969,1,Andhra Pradesh,Srikakulam,50.82,71.17,121.3,159.89,41.78,50.38,0,15.1,0,0.01,0.04
4419701,44,1970,1,Andhra Pradesh,Srikakulam,49.03,68.6,58.35,135.58,48.48,0,5.36,0,13.1,0.42,44.92
4419711,44,1971,1,Andhra Pradesh,Srikakulam,66.15,66.88,125.66,79.33,95.48,36.03,39.11,0,0,0,40.05
4419721,44,1972,1,Andhra Pradesh,Srikakulam,58.64,69.62,142.79,134.43,176.66,90.06,12.2,7.9,0,0,24.21
4419731,44,1973,1,Andhra Pradesh,Srikakulam,62.89,89.85,118.84,165.82,120.84,73.53,2.53,0,16.12,0,34.68
4419741,44,1974,1,Andhra Pradesh,Srikakulam,55.67,77.81,93.21,156.13,150.32,25.84,25.88,0.43,0,0,31.22
4419751,44,1975,1,Andhra Pradesh,Srikakulam,54.85,73.38,133.37,161.33,114.78,0,0.99,0,0,0,21.68
4419761,44,1976,1,Andhra Pradesh,Srikakulam,49.42,66.74,126.47,93.52,123.5,90.79,0,0,0.63,1,0
4419771,44,1977,1,Andhra Pradesh,Srikakulam,45.3,63.66,127.9,104.86,82.05,21.56,1.14,0,0,0,0.06
4419781,44,1978,1,Andhra Pradesh,Srikakulam,31.94,50.48,93.21,108.33,125.34,0.08,0,0,0,0.24,23.24
4419791,44,1979,1,Andhra Pradesh,Srikakulam,45.44,50.86,123.59,130.04,56.17,28.4,16.87,28.88,0,15.3,3.5
4419801,44,1980,1,Andhra Pradesh,Srikakulam,65.47,93.45,139.12,155.62,147.78,0,0,0,0,0,22.64
4419811,44,1981,1,Andhra Pradesh,Srikakulam,45.77,70.91,82.12,133.33,123.36,44.77,3.06,0,0,16.18,41.72
4419821,44,1982,1,Andhra Pradesh,Srikakulam,63.97,83.35,127.25,113.95,143.85,49.32,0,5.28,0,0,25.31
4419831,44,1983,1,Andhra Pradesh,Srikakulam,52.81,55.66,126.83,150.06,128.1,1.09,1.67,0,0.01,0,39.52
4419841,44,1984,1,Andhra Pradesh,Srikakulam,58.8,71.54,134.71,148.26,116.86,10.31,0,0.42,2.47,27.47,53.98
4419851,44,1985,1,Andhra Pradesh,Srikakulam,51.45,88.05,150.53,160.39,153.72,1.44,6.06,0,0,0,28.9
4419861,44,1986,1,Andhra Pradesh,Srikakulam,36.2,58.95,117.6,122.48,121.41,9.35,7.14,0,0,6.28,0
4419871,44,1987,1,Andhra Pradesh,Srikakulam,43.77,58.79,94.5,127.82,102.91,91.1,32.64,9.62,37.63,0,26.98
4419881,44,1988,1,Andhra Pradesh,Srikakulam,74.46,93.36,142.74,131.01,98.87,70.15,0,8.2,0,0.02,33.48
4419891,44,1989,1,Andhra Pradesh,Srikakulam,54.84,77.88,85.66,162.07,79.43,26.17,0,0,0,24.48,43.23
4419901,44,1990,1,Andhra Pradesh,Srikakulam,64.96,49,64.95,141.34,103.58,29.32,9.17,0,0,0,21.21
4419911,44,1991,1,Andhra Pradesh,Srikakulam,33.71,66.26,115.83,143.01,145.62,0,0.45,4.98,0,0,0
4419921,44,1992,1,Andhra Pradesh,Srikakulam,38.86,59.16,118.87,148.39,58.42,33.91,0,0,0,0,0.28
4419931,44,1993,1,Andhra Pradesh,Srikakulam,44.24,64.04,114.7,111.33,127.31,32.42,12.27,0.14,0,0,37.05
4419941,44,1994,1,Andhra Pradesh,Srikakulam,61.29,76.89,145.91,129.25,125.62,80.14,0,0.37,0.8,0,21.8
4419951,44,1995,1,Andhra Pradesh,Srikakulam,32.29,67.98,99.71,140.8,96.13,83.29,1.39,15.63,0,0,8.12
4419961,44,1996,1,Andhra Pradesh,Srikakulam,43.23,66.01,130.36,121.62,156.3,0,22.83,0,1.47,0,33.76
4419971,44,1997,1,Andhra Pradesh,Srikakulam,43.44,71.71,80,92.45,143.69,96.49,5.55,0,0,35.87,19.41
4419981,44,1998,1,Andhra Pradesh,Srikakulam,46.52,56.61,107.44,115.95,132.52,31.67,0,0,0,0,0.02
4419991,44,1999,1,Andhra Pradesh,Srikakulam,45.12,64.74,125.25,160.65,68.2,6.32,31.7,0,11.09,0,45.31
4420001,44,2000,1,Andhra Pradesh,Srikakulam,72.37,73.46,140.5,160.14,126.79,0,7.29,0,9.7,1.38,48.46
4420011,44,2001,1,Andhra Pradesh,Srikakulam,69.32,90.84,135.59,133.94,102.29,22.6,18.35,0,0,0,0.76
4420021,44,2002,1,Andhra Pradesh,Srikakulam,28.89,56.44,103.53,94.83,118.29,33.56,10.1,0,23.79,1.84,50.86
4420031,44,2003,1,Andhra Pradesh,Srikakulam,64.59,87.11,97.1,157.2,151.48,78.59,0,0,0.02,0,32.07
4420041,44,2004,1,Andhra Pradesh,Srikakulam,27.37,70.96,116.5,117.72,121.47,23.62,1.01,2.13,0.05,0,35
4420051,44,2005,1,Andhra Pradesh,Srikakulam,45.34,70.96,114.41,133,101.85,62.06,1.68,8.17,0,0,31.82
4420061,44,2006,1,Andhra Pradesh,Srikakulam,53.82,75.29,94.76,94.78,80.32,25.94,0,0,0,0.84,0.26
4420071,44,2007,1,Andhra Pradesh,Srikakulam,45.59,52.46,111.12,135.85,128.01,9.21,10.66,0,0,0,32
4420081,44,2008,1,Andhra Pradesh,Srikakulam,44.67,59.98,119.89,127.84,106.78,0.04,0.08,0,0,34.18,41.81
4420091,44,2009,1,Andhra Pradesh,Srikakulam,68.25,94.06,132.94,158.26,66.85,92.82,0,0.05,0.8,0.02,30.99
4420101,44,2010,1,Andhra Pradesh,Srikakulam,51.02,77.33,128.62,145.96,43.77,15.16,0,0,0,0,0.03
4420111,44,2011,1,Andhra Pradesh,Srikakulam,41.58,49.54,105.48,106.43,46.93,77.34,0.52,0,0,40.26,49.87
4420121,44,2012,1,Andhra Pradesh,Srikakulam,42.51,88.91,142.64,104.94,122.44,50.7,0,0,0,0.79,0.79
4420131,44,2013,1,Andhra Pradesh,Srikakulam,46.57,58.8,118.32,101.5,126.93,0,1.66,15.13,0,0,32.67
4420141,44,2014,1,Andhra Pradesh,Srikakulam,54.55,72.12,88.78,114.07,55.81,76.89,0,2.07,0,0,34.43
4420151,44,2015,1,Andhra Pradesh,Srikakulam,50.53,72.14,92.85,91.08,106.28,2.24,20.04,0,0,21.23,29.18
4519581,45,1958,1,Andhra Pradesh,Visakhapatnam,45.43,65.74,123.19,72.15,133.37,79.13,0,1.55,0,0,4.53
4519591,45,1959,1,Andhra Pradesh,Visakhapatnam,41.34,53.61,124.6,98.67,158.76,10.5,0,4.44,0,0,34.45
4519601,45,1960,1,Andhra Pradesh,Visakhapatnam,55.7,76.34,120.6,151.29,125.53,18.42,0.39,11.59,0,0,35.24
4519611,45,1961,1,Andhra Pradesh,Visakhapatnam,56.66,55.05,131.79,148.18,130.05,4.63,1.52,1.48,0,0,20.35
4519621,45,1962,1,Andhra Pradesh,Visakhapatnam,45.87,63.31,126.68,83.21,97.3,72.8,0,0.38,0,0,26.04
4519631,45,1963,1,Andhra Pradesh,Visakhapatnam,50.53,70.24,131.75,22.62,117.69,28.64,0.48,2.06,0.27,0,34.61
4519641,45,1964,1,Andhra Pradesh,Visakhapatnam,0.77,5.16,1.46,35.64,52.28,107.49,210.38,234.91,439.6,151.38,40.7
4519651,45,1965,1,Andhra Pradesh,Visakhapatnam,3.3,1.26,11.69,63.72,54.41,67.1,294.41,190.56,228.26,79.89,7.92
4519661,45,1966,1,Andhra Pradesh,Visakhapatnam,32.66,0.03,0.55,9.43,63.34,95.24,265.87,177.15,159.91,100.84,112.42
4519671,45,1967,1,Andhra Pradesh,Visakhapatnam,11.41,0,107.04,54.13,9.43,134.86,319.05,134.17,204.14,40.42,0.85
4519681,45,1968,1,Andhra Pradesh,Visakhapatnam,12.8,3.66,9.75,70.65,34.25,115.53,227.78,40.09,214.55,236.98,51.26
4519691,45,1969,1,Andhra Pradesh,Visakhapatnam,55.58,80.39,136.77,162.06,0.48,36.04,0.22,17.24,0.18,0,2.52
4519701,45,1970,1,Andhra Pradesh,Visakhapatnam,43.83,62.5,53.33,125.08,25.82,0.01,4.76,0,1.62,0.26,39.95
4519711,45,1971,1,Andhra Pradesh,Visakhapatnam,62.35,70.93,114.68,17.98,26.74,55.82,23.3,0.16,0,0,37.72
4519721,45,1972,1,Andhra Pradesh,Visakhapatnam,57.92,70.47,142.9,102.5,163.13,49.66,6.38,23.05,0,0,18
4519731,45,1973,1,Andhra Pradesh,Visakhapatnam,53.54,78.49,108.96,161.1,107.58,64.61,6.45,2.08,8.32,0,33.39
4519741,45,1974,1,Andhra Pradesh,Visakhapatnam,55.86,77.42,123.96,145.14,143.38,29,13.62,2.79,0,0,29.5
4519751,45,1975,1,Andhra Pradesh,Visakhapatnam,54.05,76.85,138.59,157.57,95.97,0,2.76,0.34,0,0,25.11
4519761,45,1976,1,Andhra Pradesh,Visakhapatnam,49.55,69.16,129.12,98.39,120.12,96.43,0,0,3.69,6.41,0.01
4519771,45,1977,1,Andhra Pradesh,Visakhapatnam,44.74,63.9,125.19,55.35,54.65,13.11,2.01,0.1,1.42,0.31,0.04
4519781,45,1978,1,Andhra Pradesh,Visakhapatnam,36.88,55.95,102.03,65.63,137.31,0.82,0.04,0,0,6.64,24.02
4519791,45,1979,1,Andhra Pradesh,Visakhapatnam,53.41,64.16,134.97,130.47,7.71,16.96,14.62,27.46,0,13.01,2.31
