Key,State Code,State,District code,District,Year,Mango Area (000Ha),Mango Production (000t),Orange  Area (000Ha),Orange Production (000t),Sweet Orange Area (000Ha),Sweet Orange Production (000t), Mandarin Orange Area (000Ha), Mandarin Orange Production (000t),Orange(Santra) Area (000Ha),Orange(Santra) Production (000t),Malta Area (000Ha),Malta Production (000t),Mausmi Area (000Ha),#N/A,Banana Area (000Ha),Banana Production (000t),Grapes Area (000Ha),Grapes Production (000t),Guava Area (000Ha),Guava Production (000t),Papaya Area (000Ha),Papaya Production (000t),Water Melon Area (000Ha),Water Melon Production (000t),Litchi Area (000Ha),Litchi Production (000t),Custard Apple Area (000Ha),Custard Apple Production (000t),Aonla Area (000Ha),Aonla Production (000t), Amla Area (000Ha), Amla Production (000t),Ber Area (000Ha),Ber Production (000t),Jack fruit Area (000Ha),Jack fruit Production (000t),Sapota  Area (000Ha),Sapota Production (000t),Pomegranate Area (000Ha),Pomegranate Production (000t),Pine Apple Area (000Ha),Pine Apple Production (000t),Lemon Area (000Ha),Lemon Production (000t),K.Lime Area (000Ha),K.Lime Production (000t),Galgal Area (000Ha),Galgal Production (000t),#N/A,#N/A,Musk Melon Area (000Ha),Musk Melon Production (000t),Pear Area (000Ha),Pear Production (000t),Date palm Area (000Ha),Date palm Production (000t),Peach Area (000Ha),Peach Production (000t),Plum Area (000Ha),Plum Production (000t),Jamun Area (000Ha),Jamun Production (000t),Bael Area (000Ha),Bael Production (000t),Strawberry Area (000Ha),Strawberry Production (000t), Apple Area (000Ha), Apple Production (000t), Apricot Area (000Ha), Apricot Production (000t), Cherry Area (000Ha), Cherry Production (000t),G_Almond Area (000Ha),G_Almond Production (000t),Almond Area (000Ha),Almond Production (000t),Persimon Area (000Ha),Persimon Production (000t),Olive Area (000Ha),Olive Production (000t),Kiwi Area (000Ha),Kiwi Production (000t),Walnut Area (000Ha),Walnut Production (000t),Picanut Area (000Ha),Picanut Production (000t),Loquat Area (000Ha),Loquat Production (000t),Fig Area (000Ha),Fig Production (000t),#N/A,#N/A,Phalsa Area (000Ha),#N/A,Mulberry Area (000Ha),#N/A,Dragon Fruit Area (000Ha),Dragon Fruit Production (000t),Citrus Area (000Ha),Citrus Production (000t),Other citrus Area (000Ha),Other citrus Production (000t),Arecanut Area (000Ha),Arecanut Production (000t),Cashew Nut Area (000Ha),Cashew Nut Production (000t),Coconut Area (000Ha),Coconut Production (000t),Other Fruits Area (000Ha),Other Fruits Production (000t),Total Fruits  Area (000Ha),Total Fruits  Production (000t)
1034201512,12,Uttar Pradesh,1034,Balrampur,2015,1.89,29.89,,,,,,,,,,,,,0.32,14.47,,,,,,,0.08,3.5,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.55,2.33,48.41
1034201612,12,Uttar Pradesh,1034,Balrampur,2016,1.9,30.07,,,,,,,,,,,,,0.33,14.94,,,0.01,0.1,,,0.08,3.7,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.57,2.36,49.38
1036201312,12,Uttar Pradesh,1036,Chandauli,2013,0.08,1.26,,,,,,,,,,,,,,,,,0.06,0.73,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.63,0.18,2.63
1036201412,12,Uttar Pradesh,1036,Chandauli,2014,0.08,1.36,,,,,,,,,,,,,,,,,0.06,0.76,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.65,0.18,2.76
1036201512,12,Uttar Pradesh,1036,Chandauli,2015,0.09,1.41,,,,,,,,,,,,,,,,,0.07,0.82,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.65,0.19,2.87
1036201612,12,Uttar Pradesh,1036,Chandauli,2016,0.09,1.42,,,,,,,,,,,,,,,,,0.07,0.83,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.66,0.19,2.91
1037201312,12,Uttar Pradesh,1037,Chitrakoot,2013,0,0.02,,,,,,,,,,,,,,,,,0.02,0.28,,,,,,,,,0.31,3.39,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.46,,,,,,,0.03,0.39,0.49,4.54
1037201412,12,Uttar Pradesh,1037,Chitrakoot,2014,0,0.02,,,,,,,,,,,,,,,,,0.02,0.29,,,,,,,,,0.34,3.66,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.6,,,,,,,0.04,0.4,0.55,4.97
1037201512,12,Uttar Pradesh,1037,Chitrakoot,2015,0,0.02,,,,,,,,,,,,,,,,,0.02,0.32,,,,,,,,,0.35,3.71,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.61,,,,,,,0.04,0.4,0.56,5.05
1037201612,12,Uttar Pradesh,1037,Chitrakoot,2016,0,0.02,,,,,,,,,,,,,,,,,0.02,0.32,,,,,,,,,0.35,3.75,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.62,,,,,,,0.04,0.41,0.57,5.11
1038201312,12,Uttar Pradesh,1038,Gautam Buddha Nagar,2013,0.02,0.38,,,,,,,,,,,,,,,,,0.03,0.51,,,0,0.05,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0.01,0.13,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.37,0.08,1.43
1038201412,12,Uttar Pradesh,1038,G B Nagar,2014,0.02,0.41,,,,,,,,,,,,,,,,,0.03,0.53,,,0,0.05,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0.01,0.13,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.38,0.08,1.49
1038201512,12,Uttar Pradesh,1038,G B Nagar,2015,0.03,0.42,,,,,,,,,,,,,,,,,0.03,0.57,,,0,0.05,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0.01,0.13,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.38,0.09,1.54
1038201612,12,Uttar Pradesh,1038,G B Nagar,2016,0.03,0.42,,,,,,,,,,,,,,,,,0.03,0.58,,,0,0.05,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0.01,0.13,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.39,0.09,1.57
1039201312,12,Uttar Pradesh,1039,Hathras,2013,1.31,21,,,,,,,,,,,,,0.01,0.7,,,2.64,45.38,,,0.3,13.5,,,,,0.41,4.42,,,,,0,0.03,0,0,,,,,,,,,,,,,0.58,15.08,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.21,,,,,,,0.11,1.77,5.41,102.08
1039201412,12,Uttar Pradesh,1039,Hathras,2014,1.31,22.57,,,,,,,,,,,,,0.02,0.82,,,2.66,46.94,,,0.37,16.43,,,,,0.44,4.77,,,,,0,0.03,0,0,,,,,,,,,,,,,0.71,18.33,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.27,,,,,,,0.12,1.81,5.68,111.96
1039201512,12,Uttar Pradesh,1039,Hathras,2015,1.37,23.43,,,,,,,,,,,,,0.03,1.25,,,2.9,50.69,,,0.37,16.61,,,,,0.45,4.84,,,,,0,0.03,0,0,,,,,,,,,,,,,0.71,18.51,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.27,,,,,,,0.12,1.81,6.02,117.45
1039201612,12,Uttar Pradesh,1039,Hathras,2016,1.38,23.57,,,,,,,,,,,,,0.03,1.29,,,2.94,51.34,,,0.39,17.51,,,,,0.45,4.89,,,,,0,0.03,0,0,,,,,,,,,,,,,0.74,19.17,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.28,,,,,,,0.12,1.86,6.11,119.95
1040201312,12,Uttar Pradesh,1040,Amroha,2013,8.8,175.96,,,,,,,,,,,,,,,,,0.52,12.96,,,0.03,1.4,,,,,0.03,0.35,,,,,,,0,0,,,,,,,,,,,,,0.37,9.52,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,3.21,9.92,203.39
1040201412,12,Uttar Pradesh,1040,Amroha,2014,8.8,189.11,,,,,,,,,,,,,,,,,0.52,13.39,,,0.04,1.76,,,,,0.04,0.39,,,,,,,0,0,,,,,,,,,,,,,0.42,11.02,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,3.28,10,218.95
1040201512,12,Uttar Pradesh,1040,Amroha,2015,9.24,196.29,,,,,,,,,,,,,,,,,0.57,14.46,,,0.04,1.77,,,,,0.04,0.4,,,,,,,0,0,,,,,,,,,,,,,0.43,11.13,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,3.29,10.49,227.34
1040201612,12,Uttar Pradesh,1040,Amroha,2016,9.3,197.49,,,,,,,,,,,,,,,,,0.58,14.65,,,0.04,1.85,,,,,0.04,0.4,,,,,,,0,0,,,,,,,,,,,,,0.44,11.52,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,3.37,10.58,229.28
1041201312,12,Uttar Pradesh,1041,Kannauj,2013,0.07,1.06,,,,,,,,,,,,,,,,,0.06,1.26,,,0.58,26.1,,,,,0.01,0.06,,,,,,,0,0,,,,,,,,,,,,,0.69,18.02,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,7.71,1.81,54.2
1041201412,12,Uttar Pradesh,1041,Kannauj,2014,0.07,1.13,,,,,,,,,,,,,,,,,0.06,1.3,,,0.71,31.73,,,,,0.01,0.06,,,,,,,0,0,,,,,,,,,,,,,0.84,21.89,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,7.87,2.09,63.98
1041201512,12,Uttar Pradesh,1041,Kannauj,2015,0.07,1.18,,,,,,,,,,,,,,,,,0.07,1.41,,,0.71,32.07,,,,,0.01,0.06,,,,,,,0,0,,,,,,,,,,,,,0.85,22.1,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,7.89,2.12,64.7
1041201612,12,Uttar Pradesh,1041,Kannauj,2016,0.07,1.18,,,,,,,,,,,,,,,,,0.07,1.43,,,0.75,33.79,,,,,0.01,0.06,,,,,,,0,0,,,,,,,,,,,,,0.88,22.88,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,8.09,2.2,67.42
1042201312,12,Uttar Pradesh,1042,Kaushambi,2013,0.75,14.76,,,,,,,,,,,,,3.64,167.47,,,1.82,29.76,0.03,1.5,0.14,6.21,,,,,0.26,2.82,,,,,,,0,0,,,,,,,,,,,,,0.17,4.29,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68,2.41,,,,,,,0.13,2.11,7.6,231.33
1042201412,12,Uttar Pradesh,1042,Kaushambi,2014,0.75,15.86,,,,,,,,,,,,,4.03,195.59,,,1.82,30.76,0.04,1.61,0.16,6.98,,,,,0.28,3.04,,,,,,,0,0,,,,,,,,,,,,,0.2,5.23,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82,3.16,,,,,,,0.13,2.15,8.22,264.37
1042201512,12,Uttar Pradesh,1042,Kaushambi,2015,0.79,16.47,,,,,,,,,,,,,6.34,300.79,,,1.98,33.22,0.35,16.19,0.16,7.05,,,,,0.29,3.08,,,,,,,0,0,,,,,,,,,,,,,0.2,5.28,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83,3.19,,,,,,,0.13,2.16,11.07,387.43
1042201612,12,Uttar Pradesh,1042,Kaushambi,2016,0.79,16.57,,,,,,,,,,,,,6.55,310.82,,,2.01,33.65,0.38,17.63,0.17,7.45,,,,,0.28,3.12,,,,,,,0,0,,,,,,,,,,,,,0.21,5.47,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,3.23,,,,,,,0.14,2.21,11.36,400.13
1044201312,12,Uttar Pradesh,1044,Sant Ravidas Nagar,2013,2.03,32.78,,,,,,,,,,,,,,,,,0.04,1.08,,,,,,,,,0.04,0.44,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,1.12,2.18,35.42
1044201412,12,Uttar Pradesh,1044,Sant Ravidas Nagar,2014,2.03,35.23,,,,,,,,,,,,,,,,,0.04,1.12,,,,,,,,,0.04,0.48,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,1.14,2.19,37.97
1044201512,12,Uttar Pradesh,1044,Sant Ravidas Nagar,2015,2.13,36.57,,,,,,,,,,,,,,,,,0.05,1.21,,,,,,,,,0.05,0.49,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,1.14,2.29,39.41
1044201612,12,Uttar Pradesh,1044,Sant Ravidas Nagar,2016,2.15,36.79,,,,,,,,,,,,,,,,,0.05,1.22,,,,,,,,,0.04,0.49,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,1.17,2.31,39.68
1045201312,12,Uttar Pradesh,1045,Sant Kabeer Nagar,2013,3.72,50.72,,,,,,,,,,,,,0.53,24.97,,,0,0.05,,,,,,,,,0.52,5.66,,,,,0,0.03,0,0,,,,,,,,,,,,,0.06,1.59,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.2,4.84,83.21
1045201412,12,Uttar Pradesh,1045,Sant Kabeer Nagar,2014,3.72,54.51,,,,,,,,,,,,,0.59,28.62,,,0,0.05,,,,,,,,,0.56,6.13,,,,,0,0.03,0,0,,,,,,,,,,,,,0.08,2,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.21,4.97,91.54
1045201512,12,Uttar Pradesh,1045,Sant Kabeer Nagar,2015,3.91,56.58,,,,,,,,,,,,,0.93,44.02,,,0,0.06,,,,,,,,,0.58,6.21,,,,,0,0.03,0,0,,,,,,,,,,,,,0.08,2.03,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.21,5.52,109.12
1045201612,12,Uttar Pradesh,1045,Sant Kabeer Nagar,2016,3.93,56.92,,,,,,,,,,,,,0.96,45.45,,,0,0.06,,,,,,,,,0.59,6.27,,,,,0,0.03,0,0,,,,,,,,,,,,,0.08,2.1,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.21,5.58,111.05
1046201312,12,Uttar Pradesh,1046,Shravasti,2013,1.22,18.23,,,,,,,,,,,,,0.12,5.64,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0.03,0.78,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,1.05,1.46,25.7
1046201412,12,Uttar Pradesh,1046,Shravasti,2014,1.22,19.59,,,,,,,,,,,,,0.14,6.59,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0.04,0.99,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,1.07,1.49,28.24
1046201512,12,Uttar Pradesh,1046,Shravasti,2015,1.28,20.34,,,,,,,,,,,,,0.21,10.14,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0.04,0.99,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,1.07,1.63,32.54
1046201612,12,Uttar Pradesh,1046,Shravasti,2016,1.29,20.46,,,,,,,,,,,,,0.22,10.47,,,0,0.09,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0.04,1.02,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,1.1,1.65,33.14
2013201312,12,Uttar Pradesh,2013,Kasganj,2013,4.95,81.81,,,,,,,,,,,,,0.04,1.77,,,3.69,63.42,,,0.9,40.32,,,,,0.01,0.11,,,,,0.01,0.3,0,0,,,,,,,,,,,,,0.33,8.58,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,2.11,10.06,198.42
2013201412,12,Uttar Pradesh,2013,Kasganj,2014,4.95,87.93,,,,,,,,,,,,,0.04,2.06,,,3.72,65.6,,,1.09,49.01,,,,,0.01,0.11,,,,,0.01,0.33,0,0,,,,,,,,,,,,,0.4,10.43,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,2.16,10.37,217.62
2013201512,12,Uttar Pradesh,2013,Kasganj,2015,5.2,91.27,,,,,,,,,,,,,0.07,3.17,,,4.06,70.85,,,1.1,49.54,,,,,0.01,0.11,,,,,0.02,0.42,0,0,,,,,,,,,,,,,0.41,10.53,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,2.16,11,228.05
2013201612,12,Uttar Pradesh,2013,Kasganj,2016,5.23,91.82,,,,,,,,,,,,,0.07,3.28,,,4.11,71.76,,,1.16,52.2,,,,,0.01,0.11,,,,,0.02,0.43,0,0,,,,,,,,,,,,,0.42,10.9,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,2.22,11.16,232.71
2026201312,12,Uttar Pradesh,2026,Amethi,2013,4.05,63.93,,,,,,,,,,,,,,,,,0.01,0.19,,,0.06,2.7,,,,,0,0.01,,,,,0.07,1.75,0,0,,,,,,,,,,,,,0.05,1.25,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.61,4.28,70.44
2026201412,12,Uttar Pradesh,2026,Amethi,2014,4.05,68.7,,,,,,,,,,,,,,,,,0.01,0.2,,,0.08,3.51,,,,,0,0.01,,,,,0.07,1.85,0,0,,,,,,,,,,,,,0.06,1.56,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.62,4.32,76.46
2026201512,12,Uttar Pradesh,2026,Amethi,2015,4.25,71.32,,,,,,,,,,,,,,,,,0.02,0.22,,,0.08,3.55,,,,,0,0.01,,,,,0.1,2.36,0,0,,,,,,,,,,,,,0.06,1.59,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.63,4.55,79.67
2026201612,12,Uttar Pradesh,2026,Amethi,2016,4.28,71.75,,,,,,,,,,,,,,,,,0.02,0.22,,,0.08,3.75,,,,,0,0.01,,,,,0.1,2.43,0,0,,,,,,,,,,,,,0.06,1.64,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.64,4.59,80.44
2031201312,12,Uttar Pradesh,2031,Sambhal,2013,1.41,26.51,,,,,,,,,,,,,,,,,0.85,21.29,,,0.16,6.98,,,,,,,,,,,0.01,0.15,0,0,,,,,,,,,,,,,0.13,3.35,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,1.16,2.61,59.44
2031201412,12,Uttar Pradesh,2031,Sambhal,2014,1.41,28.49,,,,,,,,,,,,,,,,,0.86,22,,,0.19,8.51,,,,,,,,,,,0.01,0.18,0,0,,,,,,,,,,,,,0.16,4.06,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,1.19,2.68,64.41
2031201512,12,Uttar Pradesh,2031,Sambhal,2015,1.48,29.58,,,,,,,,,,,,,,,,,0.94,23.76,,,0.19,8.6,,,,,,,,,,,0.01,0.22,0,0,,,,,,,,,,,,,0.16,4.11,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,1.19,2.83,67.45
2031201612,12,Uttar Pradesh,2031,Sambhal,2016,1.49,29.76,,,,,,,,,,,,,,,,,0.95,24.06,,,0.2,9.06,,,,,,,,,,,0.01,0.23,0,0,,,,,,,,,,,,,0.16,4.25,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,1.22,2.87,68.58
2032201312,12,Uttar Pradesh,2032,Shamli,2013,3.03,55.08,,,,,,,,,,,,,0.21,9.53,,,0.18,2.72,,,0.17,7.83,0.42,8.98,,,,,,,,,,,0,0,,,,,,,,,,,,,0.24,6.16,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,3.1,4.51,93.4
2032201412,12,Uttar Pradesh,2032,Shamli,2014,3.03,59.2,,,,,,,,,,,,,0.24,11.13,,,0.18,2.82,,,0.25,11.43,0.44,9.52,,,,,,,,,,,0,0,,,,,,,,,,,,,0.29,7.49,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,3.16,4.69,104.74
2032201512,12,Uttar Pradesh,2032,Shamli,2015,3.19,61.45,,,,,,,,,,,,,0.37,17.12,,,0.2,3.05,,,0.26,11.56,0.45,3.87,,,,,,,,,,,0,0,,,,,,,,,,,,,0.29,7.57,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,3.17,5.01,107.77
2032201612,12,Uttar Pradesh,2032,Shamli,2016,3.21,61.82,,,,,,,,,,,,,0.39,17.68,,,0.2,3.08,,,0.27,12.17,0.45,3.91,,,,,,,,,,,0,0,,,,,,,,,,,,,0.3,7.83,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,3.25,5.08,109.75
2033201312,12,Uttar Pradesh,2033,Hapur,2013,3.19,50.3,,,,,,,,,,,,,,,,,0.29,5.46,,,0.01,0.45,0.17,0.31,,,,,,,,,,,0,0,,,,,,,,,,,,,0.02,0.55,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.84,3.74,57.89
2033201412,12,Uttar Pradesh,2033,Hapur,2014,3.19,54.05,,,,,,,,,,,,,,,,,0.3,5.65,,,0.01,0.63,0.17,0.33,,,,,,,,,,,0,0,,,,,,,,,,,,,0.03,0.65,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.85,3.76,62.16
2033201512,12,Uttar Pradesh,2033,Hapur,2015,3.35,56.11,,,,,,,,,,,,,,,,,0.33,6.11,,,0.01,0.64,0.18,1.51,,,,,,,,,,,0,0,,,,,,,,,,,,,0.03,0.65,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.85,3.95,65.86
2033201612,12,Uttar Pradesh,2033,Hapur,2016,3.37,56.45,,,,,,,,,,,,,,,,,0.33,6.18,,,0.02,0.66,0.18,1.53,,,,,,,,,,,0,0,,,,,,,,,,,,,0.03,0.67,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.88,3.98,66.37
801200613,13,West Bengal,801,24-Parganas (South),2006,0.95,7.98,,,,,0,0,,,,,,,1.95,39,,,1.84,31.28,0.83,27.39,,,0.48,4.75,,,,,,,,,0.18,3.73,1.03,12.3,,,0.42,11.43,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,2.32,,,,,,,0.3,2.1,8.29,142.28
801200713,13,West Bengal,801,24-Parganas (South),2007,1,8.13,,,,,0,0,,,,,,,2.12,42.48,,,1.99,33.83,0.9,29.7,,,0.51,5.15,,,,,,,,,0.2,5.27,1.05,12.62,,,0.4,11.14,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,2.45,,,,,,,0.41,2.83,8.94,153.6
801200813,13,West Bengal,801,24-Parganas (South),2008,1,8.14,,,,,0,0,,,,,,,2.29,44.6,,,2.03,34.13,0.9,29.7,,,0.51,5.15,,,,,,,,,0.2,5.27,1.05,12.62,,,0.4,10.54,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,2.45,,,,,,,0.41,2.82,9.15,155.42
801200913,13,West Bengal,801,24-Parganas (South),2009,1.26,8.93,,,,,0,0,,,,,,,2.32,45.58,,,2.18,35.63,0.85,28.02,,,0.51,5.55,,,,,,,,,0.18,6.31,1.24,12.84,,,0.41,10.54,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,2.75,,,,,,,0.5,3.11,9.83,159.26
801201013,13,West Bengal,801,24-Parganas (South),2010,1.26,8.93,,,,,0,0,,,,,,,2.47,47.48,,,2.18,35.63,0.86,28.22,,,0.51,5.55,,,,,,,,,0.18,6.31,1.24,12.94,,,0.41,10.54,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,2.95,,,,,,,0.5,3.45,9.99,162
