Key,State Code,State,District code,District,Year,Mango Area (000Ha),Mango Production (000t),Orange  Area (000Ha),Orange Production (000t),Sweet Orange Area (000Ha),Sweet Orange Production (000t), Mandarin Orange Area (000Ha), Mandarin Orange Production (000t),Orange(Santra) Area (000Ha),Orange(Santra) Production (000t),Malta Area (000Ha),Malta Production (000t),Mausmi Area (000Ha),#N/A,Banana Area (000Ha),Banana Production (000t),Grapes Area (000Ha),Grapes Production (000t),Guava Area (000Ha),Guava Production (000t),Papaya Area (000Ha),Papaya Production (000t),Water Melon Area (000Ha),Water Melon Production (000t),Litchi Area (000Ha),Litchi Production (000t),Custard Apple Area (000Ha),Custard Apple Production (000t),Aonla Area (000Ha),Aonla Production (000t), Amla Area (000Ha), Amla Production (000t),Ber Area (000Ha),Ber Production (000t),Jack fruit Area (000Ha),Jack fruit Production (000t),Sapota  Area (000Ha),Sapota Production (000t),Pomegranate Area (000Ha),Pomegranate Production (000t),Pine Apple Area (000Ha),Pine Apple Production (000t),Lemon Area (000Ha),Lemon Production (000t),K.Lime Area (000Ha),K.Lime Production (000t),Galgal Area (000Ha),Galgal Production (000t),#N/A,#N/A,Musk Melon Area (000Ha),Musk Melon Production (000t),Pear Area (000Ha),Pear Production (000t),Date palm Area (000Ha),Date palm Production (000t),Peach Area (000Ha),Peach Production (000t),Plum Area (000Ha),Plum Production (000t),Jamun Area (000Ha),Jamun Production (000t),Bael Area (000Ha),Bael Production (000t),Strawberry Area (000Ha),Strawberry Production (000t), Apple Area (000Ha), Apple Production (000t), Apricot Area (000Ha), Apricot Production (000t), Cherry Area (000Ha), Cherry Production (000t),G_Almond Area (000Ha),G_Almond Production (000t),Almond Area (000Ha),Almond Production (000t),Persimon Area (000Ha),Persimon Production (000t),Olive Area (000Ha),Olive Production (000t),Kiwi Area (000Ha),Kiwi Production (000t),Walnut Area (000Ha),Walnut Production (000t),Picanut Area (000Ha),Picanut Production (000t),Loquat Area (000Ha),Loquat Production (000t),Fig Area (000Ha),Fig Production (000t),#N/A,#N/A,Phalsa Area (000Ha),#N/A,Mulberry Area (000Ha),#N/A,Dragon Fruit Area (000Ha),Dragon Fruit Production (000t),Citrus Area (000Ha),Citrus Production (000t),Other citrus Area (000Ha),Other citrus Production (000t),Arecanut Area (000Ha),Arecanut Production (000t),Cashew Nut Area (000Ha),Cashew Nut Production (000t),Coconut Area (000Ha),Coconut Production (000t),Other Fruits Area (000Ha),Other Fruits Production (000t),Total Fruits  Area (000Ha),Total Fruits  Production (000t)
801201113,13,West Bengal,801,24-Parganas (South),2011,1.39,9.82,,,,,0,0,,,,,,,2.72,52.23,,,2.36,35.8,0.94,31.02,,,0.54,5.94,,,,,,,,,0.2,6.34,1.32,13.04,,,0.41,10.91,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,3.55,,,,,,,0.52,3.86,10.8,172.51
801201213,13,West Bengal,801,24-Parganas (South),2012,1.4,9.9,,,,,0,0,,,,,,,2.72,52.3,,,2.39,36.3,0.95,31.1,,,0.59,6.19,,,,,,,,,0.2,3.6,1.33,13.18,,,0.4,9.77,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,3.6,,,,,,,0.51,3.89,10.9,169.83
801201313,13,West Bengal,801,24-Parganas (South),2013,1.5,6.15,,,,,0,0,,,,,,,2.9,58.46,,,2.41,36.8,1.02,32.15,,,0.61,6.13,,,,,,,,,0.2,3.65,1.37,13.38,,,0.4,9.8,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,3.85,,,,,,,0.51,4.15,11.35,174.52
801201413,13,West Bengal,801,24-Pgs.(S),2014,1.51,8,,,,,0,0,,,,,,,2.91,58.6,,,2.48,37.9,1.1,34.77,1.21,17.53,0.63,6,,,,,,,,,0.21,3.65,1.39,13.48,,,0.41,9.85,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,4,,,,,,,0.59,4.85,12.86,198.63
801201513,13,West Bengal,801,24-Pgs.(S),2015,1.58,8.4,,,,,0,0,,,,,,,3.16,60.74,,,2.55,39.31,1.11,36.22,1.22,18.98,0.65,6.12,,,,,,,,,0.21,3.84,1.4,13.78,,,0.41,9.88,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,4.25,,,,,,,0.6,4.96,13.33,206.47
801201613,13,West Bengal,801,24-Pgs.(S),2016,1.58,8.44,,,,,0,0,,,,,,,3.16,60.74,,,2.56,39.63,1.11,36.52,1.22,18.99,0.65,6.15,,,,,,,,,0.21,3.87,1.4,13.84,,,0.41,9.88,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,4.32,,,,,,,0.6,5.14,13.38,207.52
802200613,13,West Bengal,802,24-Parganas (North),2006,6.37,58.65,,,,,0,0,,,,,,,4.45,90.13,,,0.89,8.88,1.72,49.36,,,0.74,6.94,,,,,,,,,1.33,17.25,0.44,4.83,,,0.7,18.84,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.23,11.19,,,,,,,0.34,2.7,18.21,268.77
802200713,13,West Bengal,802,24-Parganas (North),2007,6.61,98.29,,,,,0,0,,,,,,,5.83,122.85,,,0.9,13.63,2.14,66.65,,,0.74,6.97,,,,,,,,,1.34,18.1,0.27,1.77,,,0.09,1.93,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.19,10.44,,,,,,,0.48,4.22,19.59,344.85
802200813,13,West Bengal,802,24-Parganas (North),2008,6.61,80.09,,,,,0,0,,,,,,,5.93,126.96,,,0.9,13.75,2.14,66.65,,,0.71,6.97,,,,,,,,,1.34,18.09,0.26,1.97,,,0.09,1.93,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.19,10.44,,,,,,,0.49,4.22,19.66,331.07
802200913,13,West Bengal,802,24-Parganas (North),2009,6.8,81.09,,,,,0,0,,,,,,,6.13,131.96,,,0.9,13.75,2.14,66.65,,,0.71,6.97,,,,,,,,,1.34,18.09,0.27,1.97,,,0.09,1.93,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.19,10.44,,,,,,,0.48,4.22,20.05,337.07
802201013,13,West Bengal,802,24-Parganas (North),2010,6.95,81.59,,,,,0,0,,,,,,,6.28,136.96,,,0.9,13.75,2.15,67.12,,,0.71,6.97,,,,,,,,,1.34,18.09,0.26,1.97,,,0.09,1.93,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.19,10.44,,,,,,,0.49,4.27,20.36,343.09
802201113,13,West Bengal,802,24-Parganas (North),2011,7.1,83.39,,,,,0,0,,,,,,,6.4,152.6,,,0.95,13.85,2.07,64.61,,,0.71,6.8,,,,,,,,,1.36,18.1,0.27,1.94,,,0.08,1.66,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.19,10.41,,,,,,,0.8,7,20.93,360.36
802201213,13,West Bengal,802,24-Parganas (North),2012,7.2,83.45,,,,,0,0,,,,,,,6.65,162,,,0.97,13.95,1.98,60.45,,,0.71,6.9,,,,,,,,,1.38,19.5,0.26,2.5,,,0.04,0.72,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.18,10.2,,,,,,,0.85,8.5,21.22,368.17
802201313,13,West Bengal,802,24-Parganas (North),2013,7.3,49.4,,,,,0,0,,,,,,,6.8,166,,,1,14.38,1.85,54.4,,,0.71,6.7,,,,,,,,,1.38,19.9,0.27,2.59,,,0.04,0.7,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,10.3,,,,,,,0.98,9.6,21.53,333.97
802201413,13,West Bengal,802,24-Pgs(N),2014,7.51,62.8,,,,,0,0,,,,,,,7.56,183.94,,,1.07,15.36,1.9,55.87,0.65,9.85,0.68,5.66,,,,,,,,,1.42,20.45,0.28,2.55,,,0.05,0.76,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24,10.48,,,,,,,0.99,10.5,23.34,378.22
802201513,13,West Bengal,802,24-Pgs(N),2015,7.62,65.42,,,,,0,0,,,,,,,7.7,187.26,,,1.11,15.98,1.92,56.35,0.66,13.82,0.68,5.68,,,,,,,,,1.46,21,0.28,2.55,,,0.05,0.76,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25,10.48,,,,,,,1.01,10.75,23.73,390.05
802201613,13,West Bengal,802,24-Pgs(N),2016,7.15,65.82,,,,,0,0,,,,,,,7.7,187.26,,,1.13,16.52,1.95,57.61,0.66,13.84,0.69,5.75,,,,,,,,,1.46,21.08,0.28,2.62,,,0.05,0.77,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.13,10.5,,,,,,,1.02,10.87,23.2,392.62
803200613,13,West Bengal,803,Nadia,2006,3.71,52.09,,,,,0,0,,,,,,,6.68,307.28,,,0.72,10.14,0.78,25.3,,,0.78,7.93,,,,,,,,,1.3,17.1,0.04,0.48,,,0.12,3.1,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,2.22,,,,,,,0.27,2.73,14.79,428.37
803200713,13,West Bengal,803,Nadia,2007,4.01,58.09,,,,,0,0,,,,,,,9.6,339.95,,,1,12.01,0.82,26.71,,,0.8,8.51,,,,,,,,,1.35,17.4,0.02,0.26,,,0.02,0.6,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,2.28,,,,,,,0.27,2.73,18.29,468.54
803200813,13,West Bengal,803,Nadia,2008,4.76,50.13,,,,,0,0,,,,,,,10.99,378.8,,,1.11,12.24,0.82,26.71,,,0.85,9,,,,,,,,,1.35,17.4,0.02,0.26,,,0.03,0.5,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,2.4,,,,,,,0.27,2.73,20.64,500.15
803200913,13,West Bengal,803,Nadia,2009,4.96,55.53,,,,,0,0,,,,,,,11.19,388.8,,,1.16,12.54,0.82,26.71,,,0.87,9.2,,,,,,,,,1.35,17.4,0.02,0.26,,,0.03,0.5,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,2.6,,,,,,,0.27,2.71,21.11,516.25
803201013,13,West Bengal,803,Nadia,2010,4.97,57.53,,,,,0,0,,,,,,,11.29,394.9,,,1.16,12.53,0.82,26.89,,,0.87,9.3,,,,,,,,,1.35,17.4,0.02,0.26,,,0.03,0.5,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,2.6,,,,,,,0.28,2.76,21.23,524.67
803201113,13,West Bengal,803,Nadia,2011,5.07,58.67,,,,,0,0,,,,,,,11.49,396,,,1.21,12.63,0.83,27.14,,,0.89,9.2,,,,,,,,,1.35,17.41,0.02,0.26,,,0.02,0.4,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,2.79,,,,,,,0.28,2.9,21.6,527.4
803201213,13,West Bengal,803,Nadia,2012,5.18,59.5,,,,,0,0,,,,,,,11.51,395.8,,,1.23,12.9,0.83,29.14,,,0.93,9.55,,,,,,,,,1.35,17.92,0.02,0.27,,,0.02,0.38,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,2.95,,,,,,,0.27,2.31,21.79,530.72
803201313,13,West Bengal,803,Nadia,2013,5.41,35.5,,,,,0,0,,,,,,,11.6,398.67,,,1.26,13,0.85,29.71,,,0.98,9.87,,,,,,,,,1.35,17.91,0.02,0.27,,,0.02,0.35,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,3.15,,,,,,,0.28,2.6,22.23,511.03
803201413,13,West Bengal,803,Nadia,2014,5.42,54,,,,,0,0,,,,,,,11.64,399.77,,,1.28,13.25,0.86,30.5,1.24,16.07,1.01,9.55,,,,,,,,,1.35,17.92,0.03,0.3,,,0.02,0.35,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,3.4,,,,,,,0.3,2.75,23.62,547.86
803201513,13,West Bengal,803,Nadia,2015,5.53,54.28,,,,,0,0,,,,,,,11.67,400.96,,,1.31,13.52,0.88,31.11,1.17,16.68,1.03,9.74,,,,,,,,,1.35,17.92,0.03,0.29,,,0.02,0.34,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,3.47,,,,,,,0.3,2.75,23.76,551.06
803201613,13,West Bengal,803,Nadia,2016,5.61,55.08,,,,,0,0,,,,,,,11.67,400.96,,,1.32,13.63,0.89,32.16,1.17,16.69,1.05,9.96,,,,,,,,,1.35,17.98,0.03,0.3,,,0.02,0.34,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53,3.53,,,,,,,0.3,2.71,23.92,553.34
804200613,13,West Bengal,804,Murshidabad,2006,16,128,,,,,0,0,,,,,,,1.65,39.3,,,0.37,6.75,0.55,18.41,,,2.78,28.59,,,,,,,,,1.32,16.68,0.26,3.19,,,0.15,3.92,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,2.84,,,,,,,0.63,2.78,23.98,250.46
804200713,13,West Bengal,804,Murshidabad,2007,16.11,138.32,,,,,0,0,,,,,,,2.15,44.69,,,0.54,6.79,0.49,17.23,,,2.8,28.76,,,,,,,,,1.38,23.4,0.16,1.32,,,0.05,0.92,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,2.7,,,,,,,0.63,2.79,24.58,266.92
804200813,13,West Bengal,804,Murshidabad,2008,16.58,120,,,,,0,0,,,,,,,2.16,46.7,,,0.59,6.99,0.5,18.23,,,2.95,31.25,,,,,,,,,1.12,20.4,0.12,1,,,0.05,0.95,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,2.75,,,,,,,0.64,2.89,25.01,251.16
804200913,13,West Bengal,804,Murshidabad,2009,17.18,120,,,,,0,0,,,,,,,2.4,53.52,,,1.19,7.89,0.75,27.35,,,2.96,31.06,,,,,,,,,1.12,20.4,0.12,1.02,,,0.02,0.4,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,3.06,,,,,,,0.7,3.4,26.74,268.1
804201013,13,West Bengal,804,Murshidabad,2010,17.31,135,,,,,0,0,,,,,,,2.65,57.52,,,1.19,7.9,0.76,27.54,,,3.16,33.26,,,,,,,,,1.12,20.4,0.12,1.02,,,0.02,0.4,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,3.06,,,,,,,0.7,3.43,27.33,289.53
804201113,13,West Bengal,804,Murshidabad,2011,17.56,141.5,,,,,0,0,,,,,,,2.9,63.52,,,1.2,8,0.77,27.94,,,3.26,33,,,,,,,,,1.12,20.41,0.12,0.88,,,0.02,0.35,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,3.56,,,,,,,0.68,3.02,27.94,302.18
804201213,13,West Bengal,804,Murshidabad,2012,17.7,168.06,,,,,0,0,,,,,,,3,66.8,,,1.2,9.5,0.77,28,,,3.31,33.2,,,,,,,,,1.11,19.41,0.12,1,,,0.02,0.36,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,3.7,,,,,,,0.71,3.21,28.27,333.24
804201313,13,West Bengal,804,Murshidabad,2013,17.8,50,,,,,0,0,,,,,,,3,66.95,,,1.22,10.4,0.7,26.28,,,3.31,33.9,,,,,,,,,1.11,19.45,0.12,1.05,,,0.02,0.37,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,3.8,,,,,,,0.72,3.22,28.35,215.42
804201413,13,West Bengal,804,Murshidabad,2014,17.85,145,,,,,0,0,,,,,,,3.05,68.3,,,1.25,11.5,0.75,28.03,1.44,18,3.33,29,,,,,,,,,1.12,19.55,0.13,1.25,,,0.02,0.39,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,3.98,,,,,,,0.73,3.62,30.01,328.61
804201513,13,West Bengal,804,Murshidabad,2015,18.04,146.08,,,,,0,0,,,,,,,3.7,105.3,,,1.5,13.43,0.71,25.43,1.45,18.3,3.35,25.54,,,,,,,,,1.15,18.31,0.13,1.28,,,0.02,0.4,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,4.46,,,,,,,0.75,3.68,31.19,362.2
804201613,13,West Bengal,804,Murshidabad,2016,19.79,162.42,,,,,0,0,,,,,,,3.7,105.3,,,1.51,13.56,0.72,25.65,1.45,18.31,3.38,25.65,,,,,,,,,1.15,18.37,0.13,1.29,,,0.02,0.4,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,4.59,,,,,,,0.76,3.73,33.01,379.26
805200613,13,West Bengal,805,Burdwan,2006,3.79,15.34,,,,,0,0,,,,,,,0.98,15.95,,,0.68,8.53,0.5,14.14,,,0.29,3.02,,,,,,,,,0.58,6.98,0,0,,,0.06,1.55,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,2.64,,,,,,,0.41,3.7,7.6,71.85
805200713,13,West Bengal,805,Burdwan,2007,3.81,15.53,,,,,0,0,,,,,,,0.98,16.08,,,0.7,8.93,0.5,14.23,,,0.29,3.12,,,,,,,,,0.58,6.99,0,0,,,0.05,0.95,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,2.96,,,,,,,0.41,3.71,7.64,72.5
805200813,13,West Bengal,805,Burdwan,2008,3.81,15.54,,,,,0,0,,,,,,,1.08,16.49,,,0.7,8.93,0.5,14.23,,,0.29,3.12,,,,,,,,,0.58,6.99,0.03,0.25,,,0.05,0.96,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,3.16,,,,,,,0.41,3.91,7.78,73.58
805200913,13,West Bengal,805,Burdwan,2009,3.81,16.54,,,,,0,0,,,,,,,1.08,16.49,,,0.7,8.93,0.5,14.23,,,0.29,2.85,,,,,,,,,0.58,6.99,0.03,0.25,,,0.05,0.96,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,3.16,,,,,,,0.41,3.92,7.78,74.32
805201013,13,West Bengal,805,Burdwan,2010,3.82,17.54,,,,,0,0,,,,,,,1.09,16.89,,,0.71,9.13,0.51,14.33,,,0.29,2.85,,,,,,,,,0.58,6.99,0.03,0.25,,,0.05,0.96,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,3.26,,,,,,,0.4,3.96,7.81,76.16
805201113,13,West Bengal,805,Burdwan,2011,3.83,17.63,,,,,0,0,,,,,,,1.11,16.76,,,0.72,9.36,0.52,14.51,,,0.29,2.89,,,,,,,,,0.58,7.1,0.03,0.25,,,0.05,0.87,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,3.87,,,,,,,0.42,4.15,7.88,77.39
805201213,13,West Bengal,805,Burdwan,2012,3.83,17.9,,,,,0,0,,,,,,,1.11,16.8,,,0.72,9.4,0.52,14.54,,,0.29,2.9,,,,,,,,,0.56,6.75,0.03,0.26,,,0.04,0.6,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,3.88,,,,,,,0.46,4.2,7.89,77.23
805201313,13,West Bengal,805,Burdwan,2013,3.9,10,,,,,0,0,,,,,,,1.22,19.86,,,0.73,9.46,0.6,17.5,,,0.3,2.91,,,,,,,,,0.56,6.88,0.03,0.29,,,0.04,0.55,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,3.95,,,,,,,0.43,4.25,8.15,75.65
805201413,13,West Bengal,805,Burdwan,2014,3.9,15,,,,,0,0,,,,,,,1.22,19.86,,,0.74,9.48,0.63,18.3,0.81,9.52,0.3,2.8,,,,,,,,,0.57,6.88,0.03,0.3,,,0.04,0.56,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,4.05,,,,,,,0.44,4.35,9.02,91.1
805201513,13,West Bengal,805,Burdwan,2015,3.91,9.13,,,,,0,0,,,,,,,1.22,19.34,,,0.77,9.71,0.63,17.97,0.81,9.53,0.3,2.79,,,,,,,,,0.57,6.86,0.03,0.31,,,0.04,0.58,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,4.5,,,,,,,0.44,5.05,9.12,85.75
805201613,13,West Bengal,805,Burdwan,2016,4.1,9.76,,,,,0,0,,,,,,,1.22,19.34,,,0.8,9.98,0.67,18.66,0.81,9.53,0.32,2.82,,,,,,,,,0.57,6.88,0.03,0.31,,,0.04,0.58,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,4.56,,,,,,,0.45,5.1,9.41,87.51
806200613,13,West Bengal,806,Birbhum,2006,0.91,7.74,,,,,0,0,,,,,,,0.53,8.37,,,0.88,12.8,0.48,13.75,,,0.06,0.29,,,,,,,,,0.17,2.21,0.15,1.44,,,0.07,1.59,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,3.07,,,,,,,0.18,1.27,3.95,52.53
806200713,13,West Bengal,806,Birbhum,2007,0.92,8.07,,,,,0,0,,,,,,,0.65,10.37,,,0.94,14.2,0.52,14.77,,,0.05,0.25,,,,,,,,,0.07,0.92,0.18,1.98,,,0.01,0.09,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53,3.16,,,,,,,0.19,1.62,4.05,55.43
806200813,13,West Bengal,806,Birbhum,2008,1.42,9.34,,,,,0,0,,,,,,,0.72,11.21,,,1.13,17.02,0.61,17.38,,,0.06,0.27,,,,,,,,,0.08,0.88,0.19,2.04,,,0.01,0.09,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,3.65,,,,,,,0.21,1.85,4.99,63.73
806200913,13,West Bengal,806,Birbhum,2009,1.47,9.34,,,,,0,0,,,,,,,0.85,11.21,,,1.15,17.02,0.61,17.38,,,0.06,0.27,,,,,,,,,0.08,0.88,0.19,2.04,,,0.01,0.09,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,3.65,,,,,,,0.21,1.85,5.23,63.73
806201013,13,West Bengal,806,Birbhum,2010,1.62,9.54,,,,,0,0,,,,,,,0.95,13.01,,,1.2,17.62,0.61,17.5,,,0.06,0.27,,,,,,,,,0.08,0.88,0.19,2.04,,,0.01,0.09,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,3.65,,,,,,,0.21,1.87,5.53,66.47
806201113,13,West Bengal,806,Birbhum,2011,1.65,9.64,,,,,0,0,,,,,,,0.95,13.21,,,1.22,17.76,0.61,17.65,,,0.06,0.27,,,,,,,,,0.08,0.89,0.19,2.05,,,0.01,0.09,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,4.42,,,,,,,0.22,1.37,5.59,67.35
806201213,13,West Bengal,806,Birbhum,2012,1.67,9.93,,,,,0,0,,,,,,,0.96,13.3,,,1.23,17.95,0.62,17.7,,,0.06,0.28,,,,,,,,,0.08,1.01,0.19,2.1,,,0.01,0.06,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61,4.45,,,,,,,0.22,1.4,5.65,68.18
806201313,13,West Bengal,806,Birbhum,2013,1.7,5.86,,,,,0,0,,,,,,,1,13.8,,,1.24,17.92,0.67,18.9,,,0.05,0.27,,,,,,,,,0.09,1.1,0.19,1.99,,,0.01,0.05,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63,4.55,,,,,,,0.24,1.69,5.82,66.13
806201413,13,West Bengal,806,Birbhum,2014,1.75,9.95,,,,,0,0,,,,,,,1.05,14.5,,,1.35,18.13,0.71,19.7,1,15.08,0.05,0.22,,,,,,,,,0.09,1.1,0.18,1.85,,,0,0.04,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71,4.64,,,,,,,0.25,1.59,7.12,86.8
806201513,13,West Bengal,806,Birbhum,2015,1.81,9.95,,,,,0,0,,,,,,,1.1,14.76,,,1.37,18.38,0.73,20.21,1.01,15.13,0.05,0.22,,,,,,,,,0.09,1.15,0.17,1.83,,,0,0.04,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71,4.64,,,,,,,0.26,1.61,7.29,87.9
806201613,13,West Bengal,806,Birbhum,2016,1.92,10.13,,,,,0,0,,,,,,,1.1,14.76,,,1.38,18.61,0.74,20.45,1.01,15.13,0.05,0.26,,,,,,,,,0.1,1.85,0.17,1.84,,,0,0.04,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73,4.46,,,,,,,0.27,1.63,7.45,89.15
