Key,State Code,State name,District code,District name,Year, Potato Area (000Ha), Potato Production (000t), Sweet Potato Area (000Ha), Sweet Potato Production (000t), Onion Area (000Ha), Onion Production (000t), Green onion Area (000Ha), Green onion Production (000t), Tomato Area (000Ha), Tomato Production (000t), Ladys finger Area (000Ha), Ladys finger Production (000t), Brinjal Area (000Ha), Brinjal Production (000t), Cauliflower Area (000Ha), Cauliflower Production (000t), Cabbage Area (000Ha), Cabbage Production (000t), Knol Khol Area (000Ha), Knol Khol Production (000t), Pumpkin Area (000Ha), Pumpkin Production (000t), Mushroom Area (000Ha), Mushroom Production (000t), Drum Stick Area (000Ha), Drum Stick Production (000t), Ridge Gourd Area (000Ha), Ridge Gourd Production (000t), Ghosali Area (000Ha), Ghosali Production (000t), Sponge Gourd Area (000Ha), Sponge Gourd Production (000t), Bottle Gourd Area (000Ha), Bottle Gourd Production (000t), Bitter Gourd Area (000Ha), Bitter Gourd Production (000t), Snake gourd Area (000Ha), Snake gourd Production (000t), Tinda Area (000Ha), Tinda Production (000t), Kundru/Perwal Area (000Ha), Kundru/Perwal Production (000t), Cucurbits Area (000Ha), Cucurbits Production (000t), Pointed gourd Area (000Ha), Pointed gourd Production (000t), Ashgourd Area (000Ha), Ashgourd Production (000t), Little Gourd Area (000Ha), Little Gourd Production (000t),Gourds &  Coccinia Area (000Ha),Gourds &  Coccinia Production (000t),Other Gourd Varieties Area (000Ha),Other Gourd Varieties Production (000t), Gourds Area (000Ha), Gourds Production (000t), Cowpea Area (000Ha), Cowpea Production (000t), Green Peas Area (000Ha), Green Peas Production (000t), Peas Area (000Ha), Peas Production (000t), Cluster beans Area (000Ha), Cluster beans Production (000t), Beans Area (000Ha), Beans Production (000t), French Bean Area (000Ha), French Bean Production (000t),Beans (All Inc Lab-lab(Sem) Area (000Ha),Beans (All Inc Lab-lab(Sem) Production (000t), Lab Lab Area (000Ha), Lab Lab Production (000t), Avarai Area (000Ha), Avarai Production (000t), Karamani Area (000Ha), Karamani Production (000t), Mogri Area (000Ha), Mogri Production (000t), Kakri Area (000Ha), Kakri Production (000t), Kheera Area (000Ha), Kheera Production (000t), Gherkins Area (000Ha), Gherkins Production (000t),Long melon (Kakri) Area (000Ha),Long melon (Kakri) Production (000t), Kachari Area (000Ha), Kachari Production (000t), Cucumber Area (000Ha), Cucumber Production (000t), Leafy Veg. Area (000Ha), Leafy Veg. Production (000t), Spinach (Palak) Area (000Ha), Spinach (Palak) Production (000t), Math/Rajgira Area (000Ha), Math/Rajgira Production (000t), Methi Area (000Ha), Methi Production (000t), Amaranthus Area (000Ha), Amaranthus Production (000t), Jimikand Area (000Ha), Jimikand Production (000t), Yam Area (000Ha), Yam Production (000t), Elephant Yam Area (000Ha), Elephant Yam Production (000t), Ratalu Area (000Ha), Ratalu Production (000t), Tapioca Area (000Ha), Tapioca Production (000t), Amorphospholus Area (000Ha), Amorphospholus Production (000t), Mooli Area (000Ha), Mooli Production (000t), Colocasia Area (000Ha), Colocasia Production (000t), Arbi Area (000Ha), Arbi Production (000t), Turnip Area (000Ha), Turnip Production (000t), Radish Area (000Ha), Radish Production (000t), Carrot Area (000Ha), Carrot Production (000t),"Radish, Turnip & Carrot Area (000Ha)","Radish, Turnip & Carrot Production (000t)","  Root 
crops Area (000Ha)","  Root 
crops Production (000t)",Other Root crops Area (000Ha),Other Root crops Production (000t), Beetroot Area (000Ha), Beetroot Production (000t), Wall (pawata) Area (000Ha), Wall (pawata) Production (000t), Wal Area (000Ha), Wal Production (000t), Vine Crops Area (000Ha), Vine Crops Production (000t), Oal Area (000Ha), Oal Production (000t), Green Chillies Area (000Ha), Green Chillies Production (000t),Capsicum &  Chillies Area (000Ha),Capsicum &  Chillies Production (000t), Capsicum Area (000Ha), Capsicum Production (000t), Shimla Mirchi Area (000Ha), Shimla Mirchi Production (000t), Water Melon Area (000Ha), Water Melon Production (000t), Musk Melon Area (000Ha), Musk Melon Production (000t), Turmeric Area (000Ha), Turmeric Production (000t), Garlic Area (000Ha), Garlic Production (000t), Curry leaves Area (000Ha), Curry leaves Production (000t), Mint Area (000Ha), Mint Production (000t),Green Coriander Area (000Ha),Green Coriander Production (000t),Other Vegetables Area (000Ha),Other Vegetables Production (000t),Total  Vegetables Area (000Ha),Total  Vegetables Production (000t)
16820079,9,Punjab,168,Jalandhar,2007,19.74,399.9,,,0.33,7.69,,,0.86,21.78,0.44,3.29,0.39,6.24,0.47,11.72,0.43,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32,8.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.06,92.26,,,,,,,,,2.64,34.55,,,1.54,2.59,,,,,,,,,,,,,0.12,1.87,,,,,,,0.16,0.38,32.5,600.15
16820089,9,Punjab,168,Jalandhar      ,2008,19.01,490.6,,,0.36,8.47,,,0.72,18.34,0.37,2.81,0.55,8.78,0.52,12.84,0.53,12.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,5.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.98,90.41,,,,,,,,,2.07,27.14,,,1.21,2.08,,,,,,,,,,,,,0.64,10.06,,,,,,,0.18,0.43,31.06,689.66
16820099,9,Punjab,168,Jalandhar,2009,19.48,530.6,,,0.37,8.75,,,0.67,16.85,0.38,2.87,0.44,7.1,0.56,14.06,0.52,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,4.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.83,64.35,,,,,,,,,2.08,27.26,,,1.22,2.09,,,,,,,,,,,,,0.7,7.73,,,,,,,0.22,0.52,30.23,698.83
16820109,9,Punjab,168,Jalandhar,2010,19.51,504.24,,,0.62,14.44,,,0.58,14.89,0.41,4.3,0.38,7.99,0.43,7.86,0.39,7.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.49,56.91,,,,,,,,,2.01,28.58,,,1.09,1.88,,,,,,,0.32,5.9,0.92,16.47,,,0.79,8.75,,,,,,,0.38,0.92,31.13,688.55
16820119,9,Punjab,168,Jalandhar,2011,19.63,507.27,,,0.62,14.61,,,0.55,14.15,0.41,4.32,0.44,9.21,0.44,8.11,0.36,6.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74,7.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.59,59.15,,,,,,,,,1.99,28.36,,,0.87,1.49,,,,,,,0.38,6.98,1.62,28.82,,,0.76,8.52,,,,,,,0.2,0.5,31.6,705.64
16820129,9,Punjab,168,Jalandhar,2012,20.14,519.71,,,0.65,15.32,,,0.56,14.49,0.41,4.38,0.46,9.72,0.43,7.85,0.46,8.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82,8.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,60.91,,,,,,,,,2.31,32.87,,,0.86,1.49,,,,,,,,,,,,,0.74,8.24,,,,,,,0.21,0.53,30.77,692.32
16820139,9,Punjab,168,Jalandhar,2013,20.27,523.12,,,0.66,15.46,,,0.57,14.57,0.41,4.41,0.48,10.08,0.54,9.76,0.46,8.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,8.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.71,61.54,,,,,,,,,2.26,33.68,,,1.05,1.83,,,,,,,,,,,,,0.75,8.38,,,,,,,0.22,0.54,31.22,700.51
16820149,9,Punjab,168,Jalandhar,2014,20.44,528.4,,,0.51,11.93,,,0.6,15.38,0.48,5.1,0.49,10.32,0.64,11.59,0.41,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83,8.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,63.15,,,,,,,,,2.05,32.6,,,1.12,1.97,,,,,,,,,,,,,0.76,8.48,,,,,,,0.22,0.58,31.31,705.46
16820159,9,Punjab,168,Jalandhar,2015,20.58,541.9,,,0.51,11.42,,,0.6,15.62,0.5,5.36,0.49,10.51,0.64,12.15,0.41,8.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,9.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.95,70.76,,,,,,,,,2.06,35.6,,,1.12,2.12,,,,,,,0.51,9.48,1.8,33.03,,,0.76,8.53,,,,,,,0.8,2.15,34.65,775.77
16820169,9,Punjab,168,Jalandhar,2016,21.28,560.41,,,0.53,11.72,,,0.63,16.22,0.51,5.48,0.52,11,0.66,12.44,0.43,8.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,9.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.09,74.11,,,,,,,,,2.09,35.98,,,1.13,2.15,,,,,,,0.52,9.65,1.83,33.42,,,0.78,8.7,,,,,,,0.05,0.13,34.94,799.23
16920009,9,Punjab,169,Hoshiarpur,2000,14.33,242.07,,,0.18,4.16,,,0.22,5.15,0.03,0.18,0.12,1.68,0.19,4.43,0.12,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,11.88,,,,,,,,,1.52,17.11,,,0.07,0.12,,,,,,,,,,,,,0.07,0.79,,,,,,,0.28,0.31,20.96,290.24
16920019,9,Punjab,169,Hoshiarpur,2001,14.4,232.42,,,0.21,4.79,,,0.24,5.47,0.03,0.19,0.12,1.76,0.21,5,0.15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.53,21.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,11.95,,,,,,,,,1.55,17.49,,,0.08,0.13,,,,,,,,,,,,,0.07,1.3,,,,,,,0.24,0.33,21.38,305.15
16920029,9,Punjab,169,Hoshiarpur,2002,14.52,234.98,,,0.13,2.85,,,0.16,3.7,0.03,0.23,0.07,1.07,0.34,8.18,0.16,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.16,25.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58,12.27,,,,,,,,,0.14,1.62,,,0.05,0.09,,,,,,,0,0.08,0.03,0.61,,,0.01,0.27,,,,,,,0.17,0.23,20.56,294.65
16920039,9,Punjab,169,Hoshiarpur,2003,14.67,193.4,,,0.13,2.88,,,0.16,3.75,0.03,0.24,0.08,1.09,0.66,15.74,0.16,3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.57,27.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.59,13.09,,,,,,,,,0.15,1.63,,,0.05,0.09,,,,,,,0.01,0.1,0.03,0.61,,,0.01,0.27,,,,,,,0.17,0.26,21.46,264.14
16920049,9,Punjab,169,Hoshiarpur,2004,14.84,222.85,,,0.2,4.61,,,0.17,3.86,0.05,0.33,0.1,1.38,0.7,16.77,0.18,3.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.85,29.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65,14.41,,,,,,,,,0.15,1.71,,,0.09,0.14,,,,,,,,,,,,,0.02,0.29,,,,,,,0.18,0.28,22.15,299.76
16920059,9,Punjab,169,Hoshiarpur,2005,15.28,200.02,,,0.21,4.73,,,0.17,4,0.05,0.33,0.1,1.39,0.72,17.2,0.19,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.98,30.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66,14.84,,,,,,,,,0.16,1.76,,,0.09,0.14,,,,,,,,,,,,,0.02,0.31,,,,,,,0.18,0.29,22.8,279.11
16920069,9,Punjab,169,Hoshiarpur,2006,15.7,214.72,,,0.25,5.67,,,0.18,4.02,0.05,0.34,0.1,1.45,0.57,13.46,0.2,4.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.25,31.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68,15.23,,,,,,,,,0.16,1.82,,,0.09,0.15,,,,,,,0.01,0.19,0.04,0.79,,,0.02,0.39,,,,,,,0.14,0.32,23.45,294.44
16920079,9,Punjab,169,Hoshiarpur,2007,16.08,224.65,,,0.25,5.8,,,0.18,4.11,0.05,0.35,0.1,1.51,0.59,13.93,0.2,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.31,32.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71,15.79,,,,,,,,,0.17,1.9,,,0.1,0.16,,,,,,,,,,,,,0.02,0.41,,,,,,,0.11,0.25,23.89,305.33
16920089,9,Punjab,169,Hoshiarpur  ,2008,16.39,373.88,,,0.2,4.64,,,0.15,3.31,0.08,0.61,0.24,3.48,0.85,20.04,0.14,2.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.08,37.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24,27.81,,,,,,,,,0.3,3.44,,,0.21,0.35,,,,,,,,,,,,,0.13,2.52,,,,,,,0.16,0.37,26.18,480.37
16920099,9,Punjab,169,Hoshiarpur,2009,16.79,403.88,,,0.21,4.89,,,0.15,3.36,0.14,0.99,0.22,3.19,0.86,20.67,0.18,3.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.52,39.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.84,63.5,,,,,,,,,0.4,4.57,,,0.21,0.35,,,,,,,,,,,,,0.13,1.36,,,,,,,0.12,0.28,28.78,550.49
16920109,9,Punjab,169,Hoshiarpur,2010,16.79,410.78,,,0.2,4.45,,,0.15,3.48,0.18,1.88,0.2,4.18,1.36,25.42,0.2,3.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.61,66.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.81,89.47,,,,,,,,,0.77,9.49,,,0.18,0.31,,,,,,,0.05,0.85,0.03,0.48,,,0.13,1.29,,,,,,,0.15,0.37,30.79,622.91
16920119,9,Punjab,169,Hoshiarpur,2011,16.8,411.09,,,0.2,4.48,,,0.17,3.88,0.18,1.9,0.2,4.24,1.36,25.54,0.25,4.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,65.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.81,113,,,,,,,,,0.83,11.92,,,0.18,0.32,,,,,,,0.04,0.61,0.03,0.59,,,0.14,1.44,,,,,,,0.11,0.28,31.81,649.6
16920129,9,Punjab,169,Hoshiarpur,2012,16.14,395.01,,,0.2,4.67,,,0.17,3.84,0.2,2.04,0.27,5.75,1.49,27.75,0.29,5.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.55,66.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.28,119.85,,,,,,,,,0.71,10.32,,,0.14,0.24,,,,,,,,,,,,,0.13,1.34,,,,,,,0.13,0.33,31.71,642.81
16920139,9,Punjab,169,Hoshiarpur,2013,12.16,298.87,,,0.21,4.69,,,0.19,4.3,0.2,2.08,0.29,6.09,1.59,29.52,0.26,4.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.66,57.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.29,120.25,,,,,,,,,0.74,10.73,,,0.13,0.23,,,,,,,,,,,,,0.13,1.27,,,,,,,0.14,0.34,26.97,540.52
16920149,9,Punjab,169,Hoshiarpur,2014,12.61,310.31,,,0.21,4.74,,,0.21,4.73,0.21,2.18,0.2,4.3,1.71,31.82,0.46,8.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.02,51.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,136.51,,,,,,,,,0.81,11.66,,,0.11,0.2,,,,,,,,,,,,,0.11,1.12,,,,,,,0.13,0.33,27.79,567.22
16920159,9,Punjab,169,Hoshiarpur,2015,12.91,326.43,,,0.21,4.58,,,0.22,4.92,0.22,2.26,0.2,4.41,2.21,41.35,0.22,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.29,50.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.12,146.91,,,,,,,,,0.81,11.9,,,0.12,0.21,,,,,,,0.06,1.07,0.07,1.16,,,0.11,1.16,,,,,,,0.26,0.72,29.02,602.14
16920169,9,Punjab,169,Hoshiarpur,2016,13.68,345.85,,,0.23,4.91,,,0.24,5.38,0.22,2.28,0.22,4.65,2.24,41.76,0.22,4.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,52.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4,153.67,,,,,,,,,0.82,11.98,,,0.12,0.22,,,,,,,0.07,1.14,0.07,1.26,,,0.12,1.2,,,,,,,0.36,0.99,30.37,631.5
17020009,9,Punjab,170,Roop Nagar,2000,1.3,26.35,,,0.72,15.58,,,0.14,3.18,0.11,0.81,0.04,0.58,0.12,3.05,0.04,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1.52,,,,,,,,,0.37,5.57,,,0.07,0.11,,,,,,,0.03,0.75,0.02,0.31,,,0.03,0.25,,,,,,,0.19,0.26,3.31,59.44
17020019,9,Punjab,170,Roop Nagar ,2001,1.31,31.1,,,0.81,17.69,,,0.15,3.41,0.12,0.86,0.04,0.61,0.14,3.45,0.05,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1.53,,,,,,,,,0.37,5.69,,,0.08,0.12,,,,,,,0.05,1.11,0.02,0.33,,,0.03,0.26,,,,,,,0.19,0.27,3.51,67.79
17020029,9,Punjab,170,Roop Nagar,2002,1.32,28.85,,,0.58,12.71,,,0.13,3.08,0.03,0.2,0.04,0.52,0.2,4.83,0.04,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,1.84,,,,,,,,,0.25,3.75,,,0.08,0.12,,,,,,,0,0.04,0.01,0.14,,,0.04,0.41,,,,,,,0.04,0.06,2.91,57.7
17020039,9,Punjab,170,Roop Nagar,2003,1.34,28.18,,,0.59,12.78,,,0.13,3.13,0.03,0.21,0.04,0.52,0.21,5.05,0.05,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,1.88,,,,,,,,,0.25,3.78,,,0.08,0.12,,,,,,,0,0.04,0.01,0.14,,,0.04,0.42,,,,,,,0.04,0.07,2.95,57.47
17020049,9,Punjab,170,Roop Nagar,2004,1.39,30.26,,,0.64,13.85,,,0.14,3.29,0.03,0.22,0.04,0.55,0.22,5.29,0.05,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,1.97,,,,,,,,,0.26,3.96,,,0.08,0.13,,,,,,,,,,,,,0.04,0.44,,,,,,,0.05,0.07,3.1,61.26
17020059,9,Punjab,170,Roop Nagar,2005,1.44,26.29,,,0.65,14.22,,,0.15,3.41,0.03,0.22,0.04,0.56,0.22,5.42,0.05,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,2.02,,,,,,,,,0.27,4.1,,,0.08,0.13,,,,,,,,,,,,,0.05,0.46,,,,,,,0.05,0.08,3.21,58.24
17020069,9,Punjab,170,Roop Nagar,2006,0.85,17.16,,,0.7,15.33,,,0.12,0.24,0.1,0.7,0.07,1.05,0.2,5,0.09,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,2.86,,,,,,,,,0.16,2.36,,,0.05,0.08,,,,,,,0.02,0.32,0.03,0.56,,,0.05,0.6,,,,,,,0.08,0.19,2.76,48.63
17020079,9,Punjab,170,Ropar,2007,0.88,17.2,,,0.73,15.97,,,0.12,2.5,0.1,0.72,0.07,1.09,0.21,5.18,0.09,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,2.97,,,,,,,,,0.16,2.47,,,0.05,0.09,,,,,,,,,,,,,0.06,0.62,,,,,,,0.08,0.2,2.82,51.25
17020089,9,Punjab,170,Roop Nagar    ,2008,0.86,19.26,,,0.71,15.45,,,0.13,2.82,0.1,0.75,0.08,1.12,0.21,5.11,0.09,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,2.93,,,,,,,,,0.16,2.46,,,0.06,0.09,,,,,,,,,,,,,0.07,0.87,,,,,,,0.09,0.21,2.8,53.32
17020109,9,Punjab,170,Roop Nagar,2010,0.89,20.99,,,0.21,4.58,,,0.13,3.01,0.1,0.97,0.09,1.94,0.14,2.45,0.09,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,3.69,,,,,,,,,0.2,3.04,,,0.08,0.14,,,,,,,0.02,0.37,0.02,0.26,,,0.07,0.7,,,,,,,0.05,0.11,2.38,44.53
17020119,9,Punjab,170,Roop Nagar,2011,0.86,20.2,,,0.18,4.05,,,0.13,3.06,0.1,0.99,0.1,2.19,0.14,2.52,0.1,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,3.52,,,,,,,,,0.19,2.85,,,0.09,0.15,,,,,,,0.02,0.38,0.03,0.41,,,0.07,0.7,,,,,,,0.13,0.3,2.42,43.74
17020129,9,Punjab,170,Roop Nagar,2012,1.19,29.05,,,0.72,14.6,,,0.25,5.88,0.12,1.21,0.06,1.35,0.42,6.74,0.16,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,7.51,,,,,,,,,0.56,8.66,,,0.18,0.3,,,,,,,,,,,,,0.08,0.85,,,,,,,0.09,0.21,4.42,80.17
17020139,9,Punjab,170,Ropar,2013,0.86,20.18,,,0.18,4.03,,,0.14,3.27,0.11,1.09,0.12,2.47,0.21,3.78,0.11,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,4.03,,,,,,,,,0.19,2.93,,,0.09,0.15,,,,,,,,,,,,,0.09,0.92,,,,,,,0.12,0.25,2.53,45.95
17020149,9,Punjab,170,Roop Nagar,2014,0.86,20.23,,,0.19,4.08,,,0.14,3.29,0.14,1.44,0.12,2.47,0.21,3.8,0.11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,11.55,,,,,,,,,0.19,2.93,,,0.08,0.14,,,,,,,,,,,,,0.08,0.83,,,,,,,0.11,0.24,2.97,53.97
17020159,9,Punjab,170,Ropar,2015,0.86,20.68,,,0.19,4.14,,,0.14,3.35,0.14,1.45,0.12,2.58,0.22,3.84,0.12,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,12.36,,,,,,,,,0.19,2.99,,,0.08,0.15,,,,,,,0.05,0.74,0.05,0.78,,,0.08,0.87,,,,,,,0.12,0.29,3.09,57.26
