Key,State Code,State name,District code,District name,Year, Potato Area (000Ha), Potato Production (000t), Sweet Potato Area (000Ha), Sweet Potato Production (000t), Onion Area (000Ha), Onion Production (000t), Green onion Area (000Ha), Green onion Production (000t), Tomato Area (000Ha), Tomato Production (000t), Ladys finger Area (000Ha), Ladys finger Production (000t), Brinjal Area (000Ha), Brinjal Production (000t), Cauliflower Area (000Ha), Cauliflower Production (000t), Cabbage Area (000Ha), Cabbage Production (000t), Knol Khol Area (000Ha), Knol Khol Production (000t), Pumpkin Area (000Ha), Pumpkin Production (000t), Mushroom Area (000Ha), Mushroom Production (000t), Drum Stick Area (000Ha), Drum Stick Production (000t), Ridge Gourd Area (000Ha), Ridge Gourd Production (000t), Ghosali Area (000Ha), Ghosali Production (000t), Sponge Gourd Area (000Ha), Sponge Gourd Production (000t), Bottle Gourd Area (000Ha), Bottle Gourd Production (000t), Bitter Gourd Area (000Ha), Bitter Gourd Production (000t), Snake gourd Area (000Ha), Snake gourd Production (000t), Tinda Area (000Ha), Tinda Production (000t), Kundru/Perwal Area (000Ha), Kundru/Perwal Production (000t), Cucurbits Area (000Ha), Cucurbits Production (000t), Pointed gourd Area (000Ha), Pointed gourd Production (000t), Ashgourd Area (000Ha), Ashgourd Production (000t), Little Gourd Area (000Ha), Little Gourd Production (000t),Gourds &  Coccinia Area (000Ha),Gourds &  Coccinia Production (000t),Other Gourd Varieties Area (000Ha),Other Gourd Varieties Production (000t), Gourds Area (000Ha), Gourds Production (000t), Cowpea Area (000Ha), Cowpea Production (000t), Green Peas Area (000Ha), Green Peas Production (000t), Peas Area (000Ha), Peas Production (000t), Cluster beans Area (000Ha), Cluster beans Production (000t), Beans Area (000Ha), Beans Production (000t), French Bean Area (000Ha), French Bean Production (000t),Beans (All Inc Lab-lab(Sem) Area (000Ha),Beans (All Inc Lab-lab(Sem) Production (000t), Lab Lab Area (000Ha), Lab Lab Production (000t), Avarai Area (000Ha), Avarai Production (000t), Karamani Area (000Ha), Karamani Production (000t), Mogri Area (000Ha), Mogri Production (000t), Kakri Area (000Ha), Kakri Production (000t), Kheera Area (000Ha), Kheera Production (000t), Gherkins Area (000Ha), Gherkins Production (000t),Long melon (Kakri) Area (000Ha),Long melon (Kakri) Production (000t), Kachari Area (000Ha), Kachari Production (000t), Cucumber Area (000Ha), Cucumber Production (000t), Leafy Veg. Area (000Ha), Leafy Veg. Production (000t), Spinach (Palak) Area (000Ha), Spinach (Palak) Production (000t), Math/Rajgira Area (000Ha), Math/Rajgira Production (000t), Methi Area (000Ha), Methi Production (000t), Amaranthus Area (000Ha), Amaranthus Production (000t), Jimikand Area (000Ha), Jimikand Production (000t), Yam Area (000Ha), Yam Production (000t), Elephant Yam Area (000Ha), Elephant Yam Production (000t), Ratalu Area (000Ha), Ratalu Production (000t), Tapioca Area (000Ha), Tapioca Production (000t), Amorphospholus Area (000Ha), Amorphospholus Production (000t), Mooli Area (000Ha), Mooli Production (000t), Colocasia Area (000Ha), Colocasia Production (000t), Arbi Area (000Ha), Arbi Production (000t), Turnip Area (000Ha), Turnip Production (000t), Radish Area (000Ha), Radish Production (000t), Carrot Area (000Ha), Carrot Production (000t),"Radish, Turnip & Carrot Area (000Ha)","Radish, Turnip & Carrot Production (000t)","  Root 
crops Area (000Ha)","  Root 
crops Production (000t)",Other Root crops Area (000Ha),Other Root crops Production (000t), Beetroot Area (000Ha), Beetroot Production (000t), Wall (pawata) Area (000Ha), Wall (pawata) Production (000t), Wal Area (000Ha), Wal Production (000t), Vine Crops Area (000Ha), Vine Crops Production (000t), Oal Area (000Ha), Oal Production (000t), Green Chillies Area (000Ha), Green Chillies Production (000t),Capsicum &  Chillies Area (000Ha),Capsicum &  Chillies Production (000t), Capsicum Area (000Ha), Capsicum Production (000t), Shimla Mirchi Area (000Ha), Shimla Mirchi Production (000t), Water Melon Area (000Ha), Water Melon Production (000t), Musk Melon Area (000Ha), Musk Melon Production (000t), Turmeric Area (000Ha), Turmeric Production (000t), Garlic Area (000Ha), Garlic Production (000t), Curry leaves Area (000Ha), Curry leaves Production (000t), Mint Area (000Ha), Mint Production (000t),Green Coriander Area (000Ha),Green Coriander Production (000t),Other Vegetables Area (000Ha),Other Vegetables Production (000t),Total  Vegetables Area (000Ha),Total  Vegetables Production (000t)
1055200514,14,Chhattisgarh,1055,Dantewada,2005,0.01,0.09,0.12,1.15,0.01,0.11,,,0.63,9.45,0.22,1.29,0.39,5.78,0.04,0.56,0.04,0.68,0,0,0,0,,,0,0,,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,,,,,,,,,,,,,,,0.32,6.46,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12,50.98,3.88,76.55
1055200614,14,Chhattisgarh,1055,Dantewada,2006,0.06,0.76,0.12,1.26,0.01,0.17,,,0.69,9.87,0.31,1.92,0.4,5.13,0.05,0.81,0.04,0.81,0,0,0,0,,,0,0,,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,,,,,,,,,,,,,,,0.35,5.03,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.92,40.83,3.95,66.58
1055200714,14,Chhattisgarh,1055,Dantewada,2007,0.08,1.33,0.13,2.08,0.02,0.36,,,0.73,16.1,0.53,8.43,0.46,8.32,0.09,1.47,0.08,1.56,0.02,0.18,0.08,2.1,,,0.03,0.16,,,,,0,0.01,0.12,2.09,0.08,0.97,,,,,0.03,0.47,,,,,,,,,,,,,,,0.04,0.29,0.01,0.08,,,0.03,0.64,0.01,0.03,,,,,,,,,,,,,,,,,,,,,,,,,0.11,1.4,,,,,,,,,0.03,0.64,,,,,,,,,,,,,,,0.74,15.6,,,0.23,3.39,0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,14.42,4.2,82.13
1055200814,14,Chhattisgarh,1055,Dantewada,2008,0.08,0.93,0.13,1.15,0.02,0.28,,,0.56,6,0.42,3.72,0.3,4.4,0.08,1.19,0.06,0.94,0.02,0.19,0.08,0.88,,,0.02,0.08,,,,,0,0.02,0.06,1.05,0.02,0.2,,,,,0.03,0.29,,,,,,,,,,,,,,,0.02,0.08,0.01,0.05,,,0,0,0.01,0.05,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.49,,,,,,,,,0.03,0.15,,,,,,,,,,,,,,,0.74,10.14,,,0.22,3.72,0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,2.89,3.49,38.91
1055200914,14,Chhattisgarh,1055,Dantewada,2009,0.08,0.89,0.01,0.09,0.05,0.77,,,0.58,6.16,0.45,3.98,0.31,4.47,0.09,1.28,0.08,1.18,0.02,0.23,0.08,0.89,,,0.02,0.08,,,,,0,0.02,0.07,1.12,0.03,0.25,,,,,0.03,0.29,,,,,,,,,,,,,,,0.03,0.12,0.01,0.05,,,0,0,0.01,0.07,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.58,,,,,,,,,0.01,0.06,,,,,,,,,,,,,,,0.74,10.17,,,0.23,3.81,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,2.89,3.51,39.43
1055201014,14,Chhattisgarh,1055,Dantewada,2010,0.11,2.93,0.01,0.08,0.1,1.58,,,0.59,6.21,0.46,3.96,0.33,4.84,0.09,1.43,0.1,1.56,0.02,0.49,0.09,0.96,,,0.03,0.09,,,,,0.01,0.11,0.11,1.71,0.04,0.4,,,,,0.03,0.32,,,,,,,,,,,,,,,0.03,0.13,0.01,0.06,,,0,0,0.01,0.08,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.61,,,,,,,,,0.01,0.08,,,,,,,,,,,,,,,0.76,10.56,,,0.24,3.32,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,2.93,3.8,44.42
1055201114,14,Chhattisgarh,1055,Dantewada,2011,0.1,2.65,0.01,0.07,0.09,1.34,,,0.41,4.05,0.32,2.56,0.2,2.74,0.06,0.89,0.08,1.43,0.01,0.27,0.05,0.58,,,0.02,0.05,,,,,0.01,0.11,0.08,1.31,0.03,0.28,,,,,0.02,0.18,,,,,,,,,,,,,,,0.02,0.08,0.01,0.04,,,0,0,0.01,0.08,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.4,,,,,,,,,0.01,0.04,,,,,,,,,,,,,,,0.53,6.9,,,0.16,2.25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,1.74,2.63,30.04
1055201214,14,Chhattisgarh,1055,Dantewada,2012,0.12,3.12,0.01,0.07,0.15,2.22,,,0.42,4.24,0.33,2.63,0.21,2.87,0.07,1.01,0.08,1.52,0.02,0.32,0.06,0.67,,,0.02,0.06,,,,,0.01,0.13,0.09,1.46,0.03,0.31,,,,,0.02,0.22,,,,,,,,,,,,,,,0.03,0.11,0.01,0.05,,,0,0,0.01,0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.43,,,,,,,,,0.01,0.06,,,,,,,,,,,,,,,0.54,6.97,,,0.17,2.35,0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,1.76,2.83,32.68
1055201314,14,Chhattisgarh,1055,Dantewada,2013,0.12,3.16,0.01,0.08,0.15,1.95,,,0.43,4.47,0.33,2.95,0.21,2.99,0.07,1.13,0.09,1.67,0.02,0.3,0.07,0.8,,,0.02,0.07,,,,,0.01,0.13,0.1,1.57,0.04,0.33,,,,,0.02,0.26,,,,,,,,,,,,,,,0.04,0.14,0.01,0.05,,,0,0,0.01,0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.48,,,,,,,,,0.01,0.07,,,,,,,,,,,,,,,0.54,7.67,,,0.17,2.46,0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,2.08,2.88,34.93
1055201414,14,Chhattisgarh,1055,Dantewada,2014,0.12,3.16,0.01,0.08,0.16,2.01,,,0.43,4.53,0.34,3.08,0.21,3.18,0.08,1.28,0.1,1.95,0.02,0.3,0.07,0.81,,,0.02,0.07,,,,,0.01,0.13,0.1,1.67,0.04,0.36,,,,,0.02,0.26,,,,,,,,,,,,,,,0.06,0.28,0.01,0.06,,,0,0,0.01,0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.51,,,,,,,,,0.01,0.07,,,,,,,,,,,,,,,0.54,7.72,,,0.17,2.5,0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,2.14,2.97,36.23
1055201514,14,Chhattisgarh,1055,Dantewada,2015,0.12,3.27,0.01,0.08,0.16,2.03,,,0.44,4.65,0.35,3.15,0.22,3.3,0.09,1.42,0.11,2.09,0.02,0.3,0.07,0.81,,,0.02,0.07,,,,,0.01,0.13,0.1,1.73,0.04,0.37,,,,,0.02,0.26,,,,,,,,,,,,,,,0.06,0.31,0.01,0.06,,,0,0,0.01,0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.56,,,,,,,,,0.01,0.07,,,,,,,,,,,,,,,0.54,7.78,,,0.18,2.62,0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,2.14,3.04,37.32
1055201614,14,Chhattisgarh,1055,Dantewada,2016,0.13,1.97,0.01,0.09,0.16,2.55,,,0.45,7.39,0.36,3.69,0.23,4.11,0.11,1.99,0.11,2.08,0.02,0.2,0.07,0.98,,,0.02,0.14,,,,,0.01,0.09,0.11,1.96,0.04,0.48,,,,,0.03,0.3,,,,,,,,,,,,,,,0.07,0.93,0.01,0.16,,,0,0,0.01,0.11,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.93,,,,,,,,,0.01,0.1,,,,,,,,,,,,,,,0.54,7.71,,,0.18,3.21,0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,3.28,3.11,44.46
1055201714,14,Chhattisgarh,1055,Dantewada,2017,0.13,2.01,0.01,0.09,0.16,2.58,,,0.45,7.41,0.36,3.71,0.23,4.16,0.11,2.01,0.11,2.1,0.02,0.2,0.07,0.98,,,0.02,0.14,,,,,0.01,0.09,0.11,1.98,0.04,0.48,,,,,0.03,0.3,,,,,,,,,,,,,,,0.07,0.93,0.01,0.16,,,0,0,0.01,0.12,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.95,,,,,,,,,0.01,0.1,,,,,,,,,,,,,,,0.54,7.71,,,0.18,3.22,0,0.04,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,0.36,3.28,3.13,44.77
1056200414,14,Chhattisgarh,1056,Dhamtari,2004,0.58,3.58,0.41,2.8,0.42,5.62,,,0.36,0.7,0.47,5.68,0.52,8.12,0.21,1.69,0.26,4.09,0.26,2.93,0.5,9.75,0,0,,,0.3,3.01,,,0.24,2.52,0.31,2.31,0.22,1.89,,,0.16,1.41,0.01,0.02,,,,,,,,,,,,,,,0.27,4.09,0.25,1.98,,,0.28,3.34,,,,,,,,,,,,,,,0.18,1.56,0.24,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,3.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73,2.58,7.52,75.38
1056200514,14,Chhattisgarh,1056,Dhamtari,2005,0.54,12.5,0.25,5.79,0.28,6.48,,,0.49,11.22,0.49,11.34,0.55,12.64,0.41,9.49,0.4,9.26,0.15,3.47,0.5,11.66,,,0.03,0.58,,,,,0.34,7.87,0.41,9.53,0.35,8.1,,,,,0.22,5.09,,,,,,,,,,,,,,,0.28,6.48,0.29,6.71,,,0.29,6.71,0.28,6.48,,,,,,,,,,,,,,,,,,,,,,,,,0.13,2.89,,,,,,,,,0.15,3.47,,,,,,,,,,,,,,,0.41,9.37,,,0.04,0.93,0.04,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.17,50.04,9.48,219.02
1056200614,14,Chhattisgarh,1056,Dhamtari,2006,0.14,1.43,0,0,0.32,3.11,,,0.82,10.76,0.69,4.36,0.64,10.18,0.28,3.5,0.3,3.9,0.17,0.75,1.19,10.28,,,0,0,,,,,0,0,0.34,3.85,0,0,,,,,0,0,,,,,,,,,,,,,,,0.34,1.89,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,,,,,,,,,,,,,,,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35,2.9,6.57,56.89
1056200714,14,Chhattisgarh,1056,Dhamtari,2007,0.29,2.85,0,0,0.35,4.19,,,0.92,11.08,0.58,0.88,0.7,8.4,0.31,3.07,0.34,3.69,0.19,0.41,0.15,1.45,,,0,0,,,,,0.11,1.12,0.26,2.55,0.2,1.6,,,,,0.04,0.42,,,,,,,,,,,,,,,0,0,0.05,0.4,,,0.35,3.45,0.08,0.77,,,,,,,,,,,,,,,,,,,,,,,,,0.15,2.25,,,,,,,,,0.03,0.38,,,,,,,,,,,,,,,0.08,0.9,,,0.07,0.65,0.04,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.38,20.24,7.62,71.08
1056200814,14,Chhattisgarh,1056,Dhamtari,2008,0.34,3.74,0,0,0.35,5.5,,,0.99,10.59,0.7,6.2,0.74,10.78,0.36,5.33,0.37,5.74,0.21,2.37,0.16,1.79,,,0,0,,,,,0.12,0.8,0.27,4.35,0.21,2.08,,,,,0.05,0.5,,,,,,,,,,,,,,,0,0,0.06,0.25,,,0.36,2.41,0.09,0.71,,,,,,,,,,,,,,,,,,,,,,,,,0.17,1.12,,,,,,,,,0.03,0.16,,,,,,,,,,,,,,,0.08,1.1,,,0.07,1.19,0.04,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.43,13.63,8.14,80.76
1056200914,14,Chhattisgarh,1056,Dhamtari,2009,0.39,6.55,0.09,0.89,0.4,6.37,,,1.15,12.03,0.9,7.68,0.9,12.53,0.45,8.85,0.44,6.2,0.23,2.7,0.24,2.59,,,0.01,0.05,,,,,0.17,1.15,0.3,4.8,0.28,3.56,,,,,0.06,0.62,,,,,,,,,,,,,,,0,0,0.18,0.7,,,0.37,2.61,0.09,1.04,,,,,,,,,,,,,,,,,,,,,,,,,0.18,1.35,,,,,,,,,0.06,0.36,,,,,,,,,,,,,,,0.16,2.16,,,0.08,1.33,0.05,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.67,15.49,9.83,102.16
1056201014,14,Chhattisgarh,1056,Dhamtari,2010,0.41,6.15,0.11,1,0.45,7.01,,,1.19,16.69,0.95,11.38,0.94,12.22,0.48,8.55,0.46,7.36,0.24,3.06,0.25,2.7,,,0.02,0.09,,,,,0.18,1.23,0.32,5.36,0.29,3.7,,,,,0.07,0.75,,,,,,,,,,,,,,,0,0,0.18,0.73,,,0.4,2.77,0.09,0.95,,,,,,,,,,,,,,,,,,,,,,,,,0.21,1.64,,,,,,,,,0.07,0.46,,,,,,,,,,,,,,,0.17,2.32,,,0.1,1.62,0.06,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75,17.88,10.32,116.35
1056201114,14,Chhattisgarh,1056,Dhamtari,2011,0.42,6.44,0.11,1.02,0.47,7.21,,,1.23,16.91,0.99,13.86,0.98,12.68,0.49,8.68,0.47,7.63,0.24,3.1,0.25,2.75,,,0.02,0.12,,,,,0.18,1.26,0.33,5.45,0.3,3.8,,,,,0.07,0.77,,,,,,,,,,,,,,,0,0,0.19,0.74,,,0.41,3.08,0.1,1.03,,,,,,,,,,,,,,,,,,,,,,,,,0.23,1.8,,,,,,,,,0.07,0.48,,,,,,,,,,,,,,,0.18,2.36,,,0.1,1.68,0.06,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.85,19.2,10.71,122.91
1056201214,14,Chhattisgarh,1056,Dhamtari,2012,0.44,6.63,0.11,1.05,0.48,7.6,,,1.27,17.46,1.03,14.87,1.11,14.99,0.51,8.96,0.48,7.84,0.25,3.22,0.27,3.05,,,0.02,0.16,,,,,0.19,1.39,0.34,5.56,0.3,3.87,,,,,0.08,0.87,,,,,,,,,,,,,,,0,0,0.2,0.98,,,0.42,3.2,0.11,1.16,,,,,,,,,,,,,,,,,,,,,,,,,0.24,2,,,,,,,,,0.07,0.56,,,,,,,,,,,,,,,0.19,2.62,,,0.11,1.85,0.07,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.88,18,11.1,128.82
1056201314,14,Chhattisgarh,1056,Dhamtari,2013,0.51,4.1,0.18,2.38,0.6,9.6,,,1.42,13.49,1.13,39.45,1.24,19.9,0.6,8.34,0.57,8.58,0.22,5.5,0.12,0.84,,,0.01,0.25,,,,,0.03,0.13,0.42,4,0.63,6.32,,,,,0.08,0.9,,,,,,,,,,,,,,,0.05,0.53,0.08,1.85,,,0.04,0.66,0.1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,0.15,1.43,,,,,,,,,0.03,0.18,,,,,,,,,,,,,,,0.01,0.1,,,0.21,3.38,0.01,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.12,18.69,11.55,151.17
1056201414,14,Chhattisgarh,1056,Dhamtari,2014,0.56,4.5,0.18,2.16,0.65,9.65,,,1.67,14.51,1.42,40.34,1.36,20.81,0.65,8.63,0.65,8.69,0.26,5.63,0.12,0.87,,,0.02,0.27,,,,,0.03,0.13,0.42,3.43,0.58,5.12,,,,,0.08,0.88,,,,,,,,,,,,,,,0.07,0.55,0.09,1.56,,,0.04,0.7,0.1,0.52,,,,,,,,,,,,,,,,,,,,,,,,,0.06,1.43,,,,,,,,,0.03,0.19,,,,,,,,,,,,,,,0.01,0.1,,,0.21,2.27,0.01,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,16.16,12.06,149.18
1056201514,14,Chhattisgarh,1056,Dhamtari,2015,0.58,4.18,0.14,1.59,0.75,11.13,,,1.55,13.48,1.19,9.95,1.28,19.49,0.62,8.12,0.59,7.91,0.23,4.87,0.13,0.98,,,0.01,0.19,,,,,0.03,0.12,0.45,3.66,0.7,6.15,,,,,0.03,0.29,,,,,,,,,,,,,,,0.05,0.39,0.09,1.48,,,0.05,0.83,0.11,0.53,,,,,,,,,,,,,,,,,,,,,,,,,0.16,3.8,,,,,,,,,0.03,0.18,,,,,,,,,,,,,,,0.01,0.08,,,0.21,2.32,0.01,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.58,53.15,12.55,154.99
1056201614,14,Chhattisgarh,1056,Dhamtari,2016,0.58,4.22,0.14,1.65,0.76,11.28,,,1.58,13.43,1.22,10.21,1.3,19.76,0.62,8.16,0.59,7.91,0.23,4.94,0.13,0.89,,,0.02,0.3,,,,,0.03,0.12,0.45,3.68,0.71,6.24,,,,,0.03,0.29,,,,,,,,,,,,,,,0.05,0.4,0.09,1.48,,,0.05,0.83,0.12,0.55,,,,,,,,,,,,,,,,,,,,,,,,,0.16,3.8,,,,,,,,,0.03,0.18,,,,,,,,,,,,,,,0.01,0.08,,,0.22,2.38,0.01,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,53.45,12.7,156.31
1056201714,14,Chhattisgarh,1056,Dhamtari,2017,0.58,4.22,0.11,1.6,0.77,11.36,,,1.65,13.65,1.24,10.44,1.39,20.91,0.64,8.22,0.6,7.97,0.25,5.24,0.13,0.89,,,0.03,0.43,,,,,0.09,0.17,0.48,3.93,0.73,6.37,,,,,0.02,0.29,,,,,,,,,,,,,,,0.06,0.41,0.09,1.48,,,0.05,0.85,0.12,0.58,,,,,,,,,,,,,,,,,,,,,,,,,0.37,4.12,,,,,,,,,0.03,0.18,,,,,,,,,,,,,,,0.01,0.08,,,0.22,2.38,0.02,0.12,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,3.65,53.95,13.29,159.81
1059200414,14,Chhattisgarh,1059,Janjgir,2004,0,0,0,0,0.22,2.72,,,1.13,13.65,0.6,3.58,0.66,11.83,0.24,4.31,0.21,3.81,0,0,0.36,6.48,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,0.01,0.14,,,,,,,,,,,,,,,0,0,0.1,0.38,,,0.12,0.55,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.92,5.33,5.57,52.77
1059200514,14,Chhattisgarh,1059,Janjgeer,2005,0.64,6.39,0.12,1.04,0.43,3.86,,,1.77,18.05,0.99,5.93,1.06,10.95,0.45,4.54,0.41,4.13,0,0,0.63,6.43,,,0,0,,,,,0,0,0,0,0,0,,,,,0.04,0.3,,,,,,,,,,,,,,,0,0,0.25,0.75,,,0.28,1.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,,,,,,,,,,,,,,,0.21,2.07,,,0.26,2.57,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,5.56,10.31,73.67
1059200614,14,Chhattisgarh,1059,Janjgeer,2006,0.77,14.54,0.13,2.13,0.49,10.2,,,1.83,30.54,1.08,7.31,1.19,24.73,0.55,11.75,0.53,10.71,0,0,0.76,14.31,,,0,0,,,,,0,0,0,0,0,0,,,,,0.06,1.06,,,,,,,,,,,,,,,0,0,0.21,1.83,,,0.3,2.21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,,,,,,,,,,,,,,,0.24,3.03,,,0.31,6.55,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,7.67,11.36,148.56
1059200714,14,Chhattisgarh,1059,Janjgeer,2007,0.85,1.69,0.02,0.45,0.25,6.2,,,2.11,4.23,1.11,1,1.28,3.19,0.63,1.44,0.61,1.46,0,0,0.87,0.18,,,0.18,0.04,,,,,0.1,1,0.2,0.2,0.25,0.25,,,,,0.1,3,,,,,,,,,,,,,,,0.2,0.16,0.35,0.28,,,0.3,0.21,0.5,0.45,,,,,,,,,,,,,,,,,,,,,,,,,0.4,2.4,,,,,,,,,0.02,0.6,,,,,,,,,,,,,,,0.2,2,,,0.25,6.25,0.1,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,5.6,11.27,44.77
1059200814,14,Chhattisgarh,1059,Janjgeer,2008,0.88,9.77,0.02,0.16,0.25,3.94,,,2.15,23.05,1.14,10.11,1.32,19.38,0.66,9.9,0.65,10.14,0,0,0.88,9.82,,,0.19,0.63,,,,,0.11,0.71,0.21,3.44,0.27,2.62,,,,,0.11,1.16,,,,,,,,,,,,,,,0.22,0.86,0.37,1.67,,,0.33,2.21,0.52,4.37,,,,,,,,,,,,,,,,,,,,,,,,,0.42,2.81,,,,,,,,,0.02,0.13,,,,,,,,,,,,,,,0.21,2.88,,,0.27,4.49,0.11,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,2.33,11.67,127.76
1059200914,14,Chhattisgarh,1059,Janjgeer,2009,0.88,9.82,0.02,0.18,0.26,4.1,,,2.18,23.37,1.15,10.18,1.33,19.5,0.68,10.2,0.65,10.22,0,0,0.89,9.93,,,0.19,0.65,,,,,0.11,0.76,0.22,3.58,0.27,2.67,,,,,0.11,1.19,,,,,,,,,,,,,,,0.22,0.88,0.38,1.69,,,0.33,2.23,0.53,4.41,,,,,,,,,,,,,,,,,,,,,,,,,0.45,3.05,,,,,,,,,0.03,0.18,,,,,,,,,,,,,,,0.22,2.95,,,0.28,47.07,0.12,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,2.39,11.9,172.47
1059201014,14,Chhattisgarh,1059,Janjgeer,2010,0.88,9.83,0.02,0.18,0.26,4.12,,,2.18,23.38,1.15,10.18,1.33,19.5,0.68,10.2,0.65,10.23,0,0,0.89,9.93,,,0.19,0.65,,,,,0.11,0.76,0.22,3.59,0.27,2.67,,,,,0.11,1.19,,,,,,,,,,,,,,,0.22,0.88,0.38,1.69,,,0.33,2.23,0.53,4.41,,,,,,,,,,,,,,,,,,,,,,,,,0.45,3.05,,,,,,,,,0.03,0.18,,,,,,,,,,,,,,,0.22,2.95,,,0.28,47.07,0.12,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,2.41,11.91,172.57
1059201114,14,Chhattisgarh,1059,Janjgeer,2011,0.89,16.02,0.02,0.19,0.27,4.77,,,2.19,43.7,1.16,10.73,1.33,26.64,0.68,13.64,0.66,14.43,0,0,0.9,11.19,,,0.19,0.65,,,,,0.12,1.38,0.22,3.96,0.27,3.54,,,,,0.11,1.21,,,,,,,,,,,,,,,0.23,1.13,0.38,2.27,,,0.33,2.24,0.53,4.44,,,,,,,,,,,,,,,,,,,,,,,,,0.46,3.91,,,,,,,,,0.03,0.19,,,,,,,,,,,,,,,0.22,2.86,,,0.28,4.48,0.12,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,2.8,12,177.72
