DIST,YEAR,FEMALE_age_ 6YRS_ATTEND_SCHOOL,CHILDREN_below_5YRS_birth REGISTERED,HOUSEHOLD_USING_IODIZED_SALT,HOUSEHOLD_COVERED_ANY_HEALTH_SCHEME,WOMEN_10YRS_OR_MORE_SCHOOLING,MOTHER_ANTENATAL_CHECKUP,PREGNANT_TIME_CONSUMED_FOLIC_ACID,MOTHER_ANTENATAL_FULLCARE,CHILDREN_UNDER_5_YRS_STUNTED,CHILDREN_UNDER_5_YRS_WASTING,CHILDREN_UNDER_5_YRS_SEVERELY_WASTING,CHILDREN_UNDER_5_YRS_UNDER_WEIGHT,WOMEN_BMI_BELOW_NORMAL,MEN_BMI_BELOW_NORMAL,WOMEN_BMI_OVERWEIGHT,MEN_BMI_OVERWEIGHT,CHILDREN_ANAEMIC_6_59_MONTHS,WOMEN_ANAEMIC_15_49_YEARS,WOMEN_HIGH_BLOOD_SUGAR,MEN_HIGH_BLOOD_SUGAR,WOMEN_MODERATELY_HYPERTENSION,MEN_MODERATELY_HYPERTENSION
38,2015,65.2,93.6,90.4,22,14.1,65.1,20,13.4,47.6,25.5,7.7,45,32.1,40.7,8.3,5.3,69.9,50.9,2,6.9,0.8,1
716,2015,79,87,99.3,52.9,39.6,75.8,47.1,36.1,19.4,12.6,4,16.8,18,17.6,25.2,26,22.7,35.9,6.5,15.8,1.4,0.9
192,2015,61.3,60.3,96.9,3.4,29.1,57.2,8.2,4.1,41.8,16.2,7.4,32.5,23.8,28.8,15.1,10.1,63.5,59.1,3,5.5,0.5,1.7
510,2015,64.3,100,58,50.2,33.7,50.8,37.5,13.4,31.9,22.5,5.2,31.1,18.9,26.4,22.9,15.1,60,59.4,9,9.9,0.5,7.9
226,2015,62.3,73.4,92.5,5.6,24.1,21.5,4.4,0.8,48,13.8,3,35,27.9,35,11,6.6,42.5,35.8,2.7,4.6,0.9,0
902,2015,56.5,59.2,94.4,10,20.8,23.8,4,1.3,48.6,17.5,5.7,42.3,33.7,31.8,9.2,17,58.5,52.5,3.7,12.2,1.1,1
2011,2015,78.5,96.8,98.7,32.3,46.2,90.5,53.5,42.7,26.1,11.4,1.9,27.5,14.4,29.8,35.8,21.2,78,62.7,5.3,13,2,4.4
200,2015,46.4,51.9,96.5,4.5,7.6,35.2,7.8,1.5,58,20.9,6.6,56.9,35.3,39.5,9.3,4,57.6,48.1,3.6,5.8,0.4,1.7
905,2015,54.9,57.2,95.2,18.5,11.9,34.2,7.2,1.6,53.9,20.6,5.7,48.3,39.9,34.2,5.8,4.4,67.1,69,3.9,3.9,0.7,0.9
43,2015,65.5,91.9,99.3,25.6,17.6,56.9,22.8,9.7,39.3,29.1,10.2,42.6,25.5,23.3,10.7,3.7,67.4,57.2,2.6,6.9,1.2,1.2
1082,2015,54.7,70.4,99,33.4,12.9,41.5,26.8,12.6,54.9,23,7.7,52.3,32.1,25.6,10.5,7.4,81.4,68.6,4.6,2.9,1.1,1.7
142,2015,42.7,51.3,86.3,8.5,8.2,46.5,9,3.3,36.9,24.7,8.2,39,27.1,30.7,9.8,14.2,59.6,42.9,2.8,4.1,0.5,2.2
144,2015,44.7,71.5,94.9,21.8,15.4,70.3,31,14,39.6,33.7,11.6,44.8,27.5,29.9,12.3,8.2,72.6,57.2,3.1,6.3,0.3,0
134,2015,61.5,87.8,93.6,18.6,21.5,57.3,20.2,14.4,43.1,39.8,15,46.6,51.7,46.6,7,10.4,51.2,51.3,5.1,6.1,1.3,4.1
1044,2015,61.2,59.6,96.7,3.3,32.3,58.1,13.6,8.2,51.4,21.4,7.9,49,24.1,26.4,13.3,12.8,63.4,55.3,2.3,3.5,0.5,0.8
2004,2015,57.9,98.1,81.6,32.4,43.7,68.1,29.8,22.5,25.5,15.7,2.6,23,25.7,18.5,19.9,32.9,53.6,46.5,4.7,5.1,1.8,2.1
191,2015,67.5,58.2,96.8,3.2,36.1,66,13.9,9.6,36.4,17.8,4.9,35.5,23.8,23.5,22.3,15.8,76.3,67.5,4.5,6.2,1.4,3
529,2015,56.1,50.9,97.9,7.3,20.6,28.5,17.9,5.3,47.7,23.1,6.9,48.6,27.8,29.4,8.2,3.4,57.5,60.7,3.7,4.2,0.3,1.7
225,2015,65.5,72.5,91.1,2.3,34.9,71.3,13.8,9.1,43.8,32.4,12.4,47.9,21.6,20.7,10.5,16,77.3,59.8,4.5,5.3,0.7,0
2014,2015,66,96.6,99.7,87.5,17.1,60.8,21.8,15.8,50.1,25.7,13.7,46.1,19.5,13.5,1.7,7.3,49.9,68.3,4,4.4,0.1,1.4
1015,2015,60.8,90.9,82.2,36.5,23.5,59.2,19.6,11.9,59.7,26.4,11.2,52.9,26.9,24.4,10.5,15,67.1,47.1,6.5,9.4,1,1.9
1063,2015,50.8,80.5,97,22,9,32.2,20.9,5.7,50.1,27.3,8.8,53.6,43.9,40.8,5.8,5.9,78,61.8,3.6,5.8,0.9,0
1076,2015,82.9,93.8,99.6,12.4,43.3,57.5,36.7,31.3,21.3,20.3,11.9,28.9,15.1,14,36.3,33,70,50.4,6.4,4.9,0.9,1.7
57,2015,51.3,88.4,97.5,74.9,31.1,76.2,30.9,26.6,32,22.3,4.1,35.9,31.8,22.8,16.9,15.9,68.2,57.9,4.7,4.2,0.8,2.7
189,2015,62.7,72.7,98.3,2.4,28.1,73.8,11.8,5.4,38.5,20.1,4.3,37.4,31.8,29.1,13.6,14.2,75.3,62.1,6.7,6.2,1.2,0
533,2015,57.1,81.5,92.7,2.6,22,43.4,7.2,3.6,47.8,22.5,6.2,50.5,37.3,31.1,6.5,9.6,77.8,63.8,4,6.2,0.3,0
812,2015,65.2,96.2,91.1,25.5,19.7,52.8,24.5,19.7,31.4,20.9,8.9,26.4,30.6,17,9.6,9.6,73.2,69.8,5.4,5.9,4.3,1.2
1081,2015,56,84.8,88.9,14.8,7.2,63.6,14.6,4.3,42.8,32.7,11.6,47.7,32.1,37.8,8.3,6.6,62.1,42.2,1.6,3.1,1.2,0
227,2015,62.2,69.6,83.1,5.9,28.3,45.5,20,3.8,36.1,32,15.6,42.2,26.1,32.4,9.4,3.4,60.2,45.8,2.6,3.4,1.5,0.7
929,2015,51.1,53.6,79.7,12.2,18,27.8,13.7,5,51.9,19.2,6.2,45.6,32.7,22.8,8.9,9.8,62.3,61.1,2.4,3.7,0.5,0
129,2015,62.5,100,97.1,24.9,22.1,72,25.6,21.1,19,46.8,29.6,33.2,21.8,13.2,21.3,29.6,81.2,60,5.7,4.3,0.4,0
2002,2015,46.6,74.8,65.3,8.1,9.3,12.1,6.9,2.2,53,17.2,7.3,40.9,26.9,30.2,9.2,11.3,84.2,69.9,4.4,3.4,0.6,2.1
810,2015,74.5,94.6,98.8,47.5,20.8,53.8,34.4,29.9,34.3,20.3,5.3,30.1,19.1,16,28.1,17.6,52.5,64.6,10.7,12.8,2,1.9
912,2015,54.9,57.2,98.3,3,23.2,30.8,5.7,3.6,53.5,26.6,7.2,54,37.4,24.5,9.6,17.1,59.4,63,3.8,4.8,0.8,1.6
105,2015,78,97.6,94.8,10.9,44.3,67.1,37.8,24.6,25.9,18.1,7.6,25.1,24.2,16.7,26,36,51.4,49.3,5.4,11.2,1.8,1
202,2015,57.7,21.6,90.4,2,17.4,51.6,10.6,2,50.6,24.3,6.8,55.7,32.3,42.8,14.2,4.1,77,61.8,6,10,1,0.7
518,2015,65.4,97.6,94.5,29.1,17.3,87.3,51.4,47.7,42.6,36.4,13.5,52.3,33.2,22.6,15.1,17.4,68.8,64.3,4.9,9.7,3.2,2.1
224,2015,65.2,67.8,95.8,4.8,42.5,44.6,8.6,3.1,41.3,16.9,5.5,33.5,27.6,27.3,13.7,13.9,62.6,58.1,4.5,5.3,0.8,1.1
29,2015,51.7,76.6,93.9,5.8,8.7,53.1,16.1,6.6,50.3,23.7,7.8,46.4,38.8,43.1,8.7,2.9,77.2,56,4.7,7.4,0.8,5.7
1075,2015,72.9,94.1,96.8,19.1,32.6,70.9,34,22.4,41.8,33.3,15.3,44.1,28.4,19.9,8.8,11.3,63.7,36.4,3.4,7.9,1.5,3.8
155,2015,59.9,76.7,96.3,25.9,39.2,61.4,28.8,17.5,33.7,12.5,4.9,18.4,21.4,18.1,16.1,16.3,48.6,41.1,2.2,3.3,0.6,1.6
212,2015,55.8,73,88.3,1.5,17.8,59.2,12.7,2.9,41.8,39,18.4,50.2,27.9,30.7,6,3.5,76.6,49.8,5.8,4.5,0.4,0
615,2015,69.5,96.9,99.4,25.2,23.2,63.8,18.8,9.7,41.5,17.4,5.9,33.6,26.6,29.3,11.5,14.4,30.2,35.2,5.2,6.3,3.1,6.3
919,2015,53.4,50.2,97.8,19.3,21.8,42.3,8.2,2.1,50.4,21.3,6.3,47.8,33.1,28.5,9.5,9.4,56.8,60.8,5.1,7.2,0.6,1.8
184,2015,68.9,100,93,8.7,37.8,81,58.1,39.7,43.5,22.2,8,35.3,15.1,7.3,23,30.4,80.4,70.9,4.1,10.1,0.6,2.6
603,2015,72.9,85.1,99.7,7.3,21.9,68.6,54.1,37.2,34.8,21.9,9.2,34.3,33.2,30.7,10.6,13.4,52.5,55.6,4,7.3,2.9,1.5
68,2015,60.6,97.3,93,29.8,44.3,75.5,19.7,17.3,17.2,20,9.5,16.2,20.1,12,25.7,25.5,54.7,45.5,7,9.5,2.2,1.8
537,2015,56.2,53.6,92,33.9,22.9,56.3,15.8,7.6,33.9,14.4,5,27,30.8,21.1,8.2,6.1,44.1,27.3,2.7,6.7,0.3,0.8
508,2015,69.6,100,82.3,78.9,43.9,55.9,56.8,39.7,28,20.9,5.8,24.7,26,17.4,20.6,24.2,48,54,6,14.3,0.9,3.6
1030,2015,64.9,72.8,95.4,13,31.1,44.5,17.5,4.5,36.8,13.1,4.1,24.2,21.5,23.2,20.1,12.8,63.5,55.4,6.7,11.8,2.6,3.4
627,2015,67.5,93.5,98.6,39,47,56.2,36.6,18.7,29.4,15.4,5,22.9,19.9,18.8,18.6,15.8,67,50.6,3.1,7.9,0.6,4.6
956,2015,59.2,50.4,98.7,10.5,25.1,37.1,3.6,2.3,51.2,21.2,7.1,47.6,28.4,16.4,10.5,8.2,64.8,60.8,2.6,5.2,0.5,0.9
101,2015,72.2,90.6,98.2,10.2,27.3,62.1,41.8,33.8,38.4,32.9,6.9,37.4,20.6,17.1,20,15.3,64.7,52.2,4.2,1.7,1.6,6.1
622,2015,72.2,97.7,99.8,9.4,20.7,53.5,40.2,18,28.8,22.5,11.3,27.7,22,20.3,11.1,14.5,27.8,49.3,5.6,6.8,3,0.9
2006,2015,32.1,53.4,93.2,3,6.2,28,11,3.4,49.9,33.6,11.4,54.1,37.5,38,5.1,6,75.4,64.7,4.2,7.4,1.3,2.2
501,2015,73.4,96.6,98.5,77.9,23.4,69.3,43.8,35.5,50.5,16.8,5.7,36.6,17,14.7,5.2,5.9,27.3,44.5,3.5,3.8,0.9,0
70,2015,70.7,96,65.7,40.7,35.1,70.8,42.8,27.6,38.2,15.6,2.8,33.8,27.1,34,17.3,7.2,55.6,49.5,8.4,5.3,2.7,0
711,2015,78.7,91.8,99.8,62.3,29.5,80.4,49,41,16.7,11.2,2.8,17.7,16.8,15.6,24.1,24.6,29,44.9,9.7,13.2,1.2,0
11,2015,66.1,88.6,91.9,21,17.7,53.5,39.9,19.2,33.6,31.4,13,43.9,33.4,25.3,7.2,12.8,63,57.7,5.7,6.2,2.3,3.3
729,2015,69.1,87.9,99,53.9,23.3,79.9,43.2,25.7,39.8,25.2,8.6,39.8,32,13.5,13,16.6,68.2,69.2,5.2,9.5,1,1
221,2015,63.5,86.7,96.5,6.6,31.2,45.8,13.7,6.2,44.6,18.5,4.8,37.1,22.8,26.6,15.1,18.5,62.3,49.5,6.3,9.4,1.1,2.8
12,2015,60.4,72.3,79.7,37.6,12.4,53.2,23.9,11.4,39.4,34.2,10.8,52.4,36.8,35.2,5.4,5.8,71.4,74.4,4.2,6.7,2.2,4.5
128,2015,66.7,92.3,95.3,39.7,13.1,57.1,36.6,19.7,48.5,43.2,19.6,60.9,46,35.3,2.3,3.4,74.7,72.6,2.6,4.5,0.7,3.6
1066,2015,62.4,78.2,99.2,78.4,21.2,58.3,25.4,11.9,35.5,18.8,4.7,36.4,29.3,27,7.5,5.9,31.3,36.3,4.3,10.6,2.4,3.3
619,2015,79.2,98,99.5,5,16.1,45.3,17.7,5.2,44,18,6.1,36.8,31.9,26.8,9.2,7.4,24.8,43.2,5,3.2,2.3,3.6
60,2015,54.1,71.1,96.5,87.6,36.6,85.2,74,61.1,26.8,14.8,5.8,27.6,26.9,21.2,18.7,23.9,64.9,56.4,4.9,7.8,1.2,6.1
701,2015,72.9,91.3,78,43,28.1,51.6,15.9,8.7,32.1,18.4,7.2,34,26.6,15.4,12.2,19.2,29.1,41,8.3,15.4,1.5,2
601,2015,74.7,92.9,99.9,1.8,20.9,37.3,17.9,11.1,37.8,30.3,11.7,36.2,35.5,26.6,6,7.3,31.9,53.2,1.9,0.8,2.1,0.7
947,2015,64.3,64.7,98.2,9.3,26.7,43.4,7.4,3.9,45.4,20.5,6.1,43.1,25.4,20.8,14.7,8.6,59.9,51.7,3.6,6.1,1.2,1.8
1007,2015,63.2,97.6,96.2,3.6,34.7,88.4,43.9,24.6,30.1,18.2,5.7,32.2,23.5,14.6,13.5,17.7,73.6,66.4,3,5.4,0.9,2.1
151,2015,58.4,58.6,95.3,32.5,26.6,62.7,23.9,14.9,35.6,12.1,4.6,25.2,28,28.1,12,10.2,48.6,27.5,3.2,4.8,1.5,4.4
5,2015,64.4,85.5,98.6,64.8,21.9,77.8,19.1,13.1,40.4,20.6,8.7,38.3,30.2,20.3,9.8,6.8,40.1,42.5,9.4,15.2,2.3,2.5
608,2015,67.2,80.7,100,4.4,17.6,39.3,30,12,39.9,7.6,1.4,22.1,16,10.1,9.3,4.8,31.6,40.4,4.4,7,2.2,0
952,2015,55.9,59.9,98,11.6,19.8,26.4,6.6,2.5,50.9,30.7,10.1,52.3,37.9,34.2,4.5,9.9,61.5,56.7,3.4,6.9,1.4,1.5
130,2015,67.1,99.3,96.2,26.4,34.1,72.4,21.1,18.5,26.7,35.6,19.9,28.8,19.3,18.1,21.4,20.2,77.6,62.8,5.3,8.3,1.3,0
903,2015,52,65.3,90.7,14.9,15.9,24,6.6,2.3,49.2,16.8,4.9,40.9,32.9,25,9.8,14,70,65.2,4.4,2.7,0.7,2.1
945,2015,51.7,49.6,96.2,5.5,11.5,37.7,8.1,1.9,49,23,7.3,46.7,40,39.4,4.6,6.1,63.3,67.4,4.1,6.6,1.6,0
1073,2015,64.8,96.2,99.1,13.8,20.3,64,43.4,32.9,40.2,24.9,11.2,37.6,30.4,25.7,10.9,4.6,53.6,42.7,3.8,6.3,1.2,2.1
954,2015,55,58,92.9,9.6,18.4,34.1,2.9,1.2,46.2,31.9,11.9,51.2,32.2,27.5,7.3,9.1,64.9,60.4,2.5,2.5,1.2,0
170,2015,80.3,98.4,97.5,45.4,59.3,81.9,50.3,40.7,16.8,13.4,4.2,22.5,12.8,19.4,42,12.7,67.8,74.9,7.3,5.5,1.3,4.6
1049,2015,74.6,97.9,99.8,9.2,18.1,49.4,24.2,9.9,39.2,18.7,6.1,32.9,34.1,17.1,6.1,6.6,29.4,46.6,3.7,3.7,1.8,0.7
46,2015,64.1,83.7,77.1,75.9,28.2,83.8,58,43.6,29.7,16.9,3.8,28.2,18.2,15.2,32.2,24.7,65.7,69.1,4.6,10.4,2.7,10.2
173,2015,67.3,100,97.6,26.1,46.9,68.9,39.1,35.1,34.5,25.8,11.9,27.2,11.3,3.3,26.6,11.8,60.2,42.6,6.3,0.8,0.4,0.9
946,2015,45.8,64.9,95.6,10.2,10.9,37.8,16.6,2.6,46.7,22.9,9.4,45.3,35.2,17,5.4,7.7,63.6,66.7,4.6,10.2,1.2,2.5
2003,2015,57,83.4,80.2,9.9,26.3,23.1,5.5,0,37.6,21.2,11.2,28.1,17.9,13.8,11.8,20.8,78.2,63,4.4,6.5,0.8,4.5
33,2015,50.4,83.5,97.6,6.4,13,54.8,15.5,5,44.2,32.7,11.2,51.5,33.5,34.8,8.9,10,76.7,57.5,4.5,4.9,1.7,2.9
240,2015,71,89.4,82.7,20.1,45.3,47,17.2,3.8,37.5,19,8.2,23.5,16.5,16.9,12.9,8.2,54,36.7,3.8,2.4,0.4,1.2
515,2015,65.6,94.6,97.5,22.2,33.1,62.3,40.5,33.1,37.1,24.6,8.7,37.9,25.3,21.7,18.2,15.7,56.3,37.2,3.5,5.2,1.3,2.5
2007,2015,55.1,65.7,88.2,20,12.4,22.5,17,7.6,34.4,34.8,18.3,38.9,21.4,16.7,6.2,9,64,54.3,4.3,4.8,0.1,1.5
724,2015,38.9,77.9,78.2,60.4,8.7,47.9,52.4,26.9,46.5,23.3,5.8,44.4,35.6,33.4,6.4,7,51.5,56.7,6.6,11.7,0.8,0
163,2015,49.3,75.2,97.4,23.8,18,76.9,21.1,10.4,34.7,22.6,4.8,38.6,33.3,31.7,7.4,9.1,76.3,63.7,2.8,10.4,0.4,1
166,2015,68.6,96.9,99.8,16.1,41.7,83.3,42,36.7,20.3,13,4.2,16.1,13.6,11.1,30.1,33,44.5,54.3,6.2,7.2,2.4,0
145,2015,54.5,58.3,87.9,6.4,13.3,60.6,9.9,4.1,35.6,24.1,8.9,35.5,27.1,20.3,10.7,10.2,49.4,42.7,3.3,6.4,0.3,2.9
904,2015,46,51.2,93.2,9.4,15.1,33.5,11.8,3.2,44.8,23.7,10.4,45.2,35.5,27.5,6.7,7,69,61.1,3.9,3.5,0.6,0.9
923,2015,62.3,67.5,96.2,12.1,28.7,40,20.1,8.9,38.2,15.3,6.3,32.2,25,17.7,16,12.8,63.2,60.8,4.6,11,1.6,0.7
106,2015,80.9,98.1,96.2,15.3,45.3,66.5,56.9,46.4,27.8,21.4,6.7,30,16.9,15.1,35.1,34.2,50.2,48.6,7.8,9.6,2.4,3
1039,2015,65.5,51.7,95.9,5.1,31.7,47.4,10.3,4.5,45.6,10.5,2.3,32.4,25.5,27.9,14.8,11.5,47.5,39.5,5,3.6,1,0.9
1065,2015,61,73.5,98.9,60.3,13.5,64.6,36.2,18.3,33.8,29.6,10.4,37.9,27.8,9.5,7.1,10.1,35.6,37.7,4.2,4.2,2,0.5
928,2015,51.9,55.7,95,6.2,10.8,32.7,5.1,2.7,58.1,15.7,4.6,47.9,34.4,35.2,7.7,6.4,68.6,61.1,3.9,5.6,1.4,3.2
171,2015,79.1,100,99,33.5,54,86.8,42.6,32.9,21.3,19.6,5.5,24.7,10.2,12.1,38.1,23.3,57.1,66,6.6,7.3,2.6,1.4
88,2015,75.3,98.6,73,69.7,47.1,55.5,64.8,33.2,31.3,17.2,7.1,27.1,22.3,21.1,22.8,20.2,62.6,69.2,7.5,4.8,1.6,2.8
2024,2015,62,54.7,97.2,27.2,32,50.4,17.6,9.4,44.9,29.7,9.8,52.3,33,21.8,7,9.2,69.6,70.2,3.8,6.5,1.3,1.3
2018,2015,71.8,97.4,99.2,3.7,27.8,60.9,39.9,21.5,32.8,10.6,2.7,22.5,17.5,17.5,15.1,7.6,38.9,53,5.5,7.4,3.5,1.8
602,2015,69.1,93.7,99.5,4.7,21.1,60.7,25.6,12,43.7,19.3,5.3,38.3,27.5,26.4,9.1,5.3,45.8,45.8,5.2,9.1,2.7,2.3
628,2015,84.4,99.5,98.8,12.9,66.3,69.9,54.9,39.8,28.8,12.2,4.7,18.4,13.5,13.8,30.4,30.5,40.7,36,6.1,7.7,2.5,6.8
936,2015,52.5,62.3,97.2,7.7,18.5,32.9,5.9,2,50.5,17,6.4,42.9,31.5,22.1,10,12,63.6,59.4,3.1,4.9,0.6,1.7
1019,2015,67.7,99.6,98.6,15.5,41,74,36,25.9,28.7,21.4,7.9,25.4,11.9,8.1,27.4,30.8,49.6,48.4,5.2,3.2,2.4,2.5
1,2015,70.7,86.6,99.3,73.4,26.2,73.7,31.8,20.3,37.7,23.1,6.9,40.4,28.3,37.5,11.1,7.3,47.2,51,7.8,10.2,1,0.4
944,2015,46.2,53.3,99.4,3.3,14.3,16.1,10.1,3.1,62.9,37.9,13.5,67.5,34.4,23.9,5.3,3.5,84.2,75.4,4.1,7.4,3.1,3.6
921,2015,60.9,89.5,92.3,17.2,25.9,39.5,8.9,3.3,44.3,24.5,10.5,46,24.7,20,12.3,8.9,69,58.3,4.1,6.8,0.8,1.4
1042,2015,50.5,55.3,92.3,6.3,20.2,25.9,9.7,2.2,49.6,28.7,12.2,51.6,34.1,28.4,8.5,11.2,66.2,57.5,2.6,5.6,0.4,0
222,2015,62.2,76.8,98.4,5.7,36.5,35.5,16.5,6.7,42.1,13,3.1,32.5,25.1,20.5,16.1,12,68.3,57.2,7.1,6.4,2.2,0.9
217,2015,59.4,36.8,98.1,6.5,32.4,33.3,19.2,3.1,50.1,21,6.7,48.6,28.8,25.3,11.5,8.4,64.3,57.5,2.1,4.7,0.3,0
942,2015,64,57.3,98.7,27.7,25.6,45.3,19.4,6.3,46.5,32,10.7,48.6,28.5,25.6,5.4,7.9,73.5,70.4,3.5,5.1,0.8,0.9
542,2015,75.7,99.4,77.9,54.7,42.3,55.9,54.2,29.8,27.2,16.2,6.8,23.4,26.4,15.2,23,24.4,43.8,53.1,7.2,5.9,2.7,3.6
1026,2015,78.6,97.4,73.4,78.8,47.6,66.8,74.5,62.5,29,22.1,6.3,31.6,20.9,23.9,28,19.9,53.5,58.3,6.1,9.5,1.9,2.1
631,2015,73.2,93.6,98.9,21.2,44.8,82.5,56,44.1,19.6,9.9,3.7,9.1,13.3,15.7,25.7,20.2,56.3,62.3,3.4,5.2,2.5,3.9
709,2015,57.3,79.5,77.3,40.2,21.2,64.7,34,24.4,44.6,17.6,4.9,44.9,33.2,18.7,6.7,13.3,35.1,42,7.9,11.3,2,3.1
48,2015,64.3,78.4,89.5,77.8,30.1,87.9,66.5,58.6,23.8,27.1,7,34.2,14.9,16.1,40.9,38.6,64,60,11.2,1.8,1.2,0
1072,2015,76.2,99.3,98.7,15.7,40.6,70.2,69.8,57.8,34.5,31.3,13.4,41.7,38.3,30.6,4.8,7.1,57.2,56.5,4.5,9,3.1,3.8
181,2015,66.4,99.7,95.1,10.5,43.7,81.4,29.8,22.8,27.2,29.5,15.5,30.2,17.3,12.1,15.8,11.8,75.8,61.2,3.5,2.6,0.4,2
721,2015,56.3,65.1,98.5,56.9,18.6,73,43.7,31.7,36.4,27,9.8,40,35.1,27.9,5,8.5,65.6,65.8,6.1,6.3,0.2,1.7
906,2015,59.6,55.6,79.3,8.5,24.1,31.3,6.5,3,46,17.7,4.1,40.3,24.3,27,17.1,15.8,61.3,52.7,5.1,6.2,0.6,3.5
2009,2015,69.1,99.6,98.9,18.2,43.8,79.6,57,30.3,24.3,9.3,3.2,14.6,14.8,21.2,29.9,27.6,53.6,47.2,7.8,8.3,3.1,3.3
179,2015,66.3,96.9,90.5,9,43.1,66.1,32,15.1,36.8,16.1,6.1,27.3,23.4,21,19.1,21.3,74.4,64.3,4.2,4.6,0.5,2.3
914,2015,59.1,66.4,97.1,9.4,21.8,44.8,16.4,9.1,41,31.2,11.4,45,38.5,25.4,6.8,7.3,74.5,70.6,6.7,7.9,0.9,1.3
732,2015,69.1,89,99.6,62.6,25.4,68.1,52.6,48.4,47.1,22.3,5.5,43.4,33.3,19.7,12.6,10.8,73.7,69.2,4.4,8.4,0.7,0
35,2015,56.6,84.7,99.3,8.3,12.4,60.7,22.1,10.3,49.3,21.8,6.5,46.9,39.4,31.3,8.1,8.9,77.5,57.9,4.5,4.8,1.4,3
143,2015,52.9,47,90.1,13.5,16.8,42.7,3,0.9,46.8,14.3,5.6,30.4,26.5,26.6,12.1,11.5,56.2,40.1,3,4.2,1.3,0.7
164,2015,46.1,56.9,86.3,25.3,13.6,56.8,16,6.2,49.5,31.1,11.8,54.8,42.1,43.1,5,8.3,80.5,74.3,2.4,7.9,0.4,2
24,2015,52.6,89.7,91.2,12.4,9.7,58,20,8.6,42.7,34.1,12.1,51.9,37.2,44.7,6.8,4.3,68,45,1.8,1.9,1,1.2
545,2015,59,98.5,95.8,23.3,34.1,65.8,34.9,21.3,28.7,14.5,4.9,23.4,19.3,18.3,22.8,16.7,53.1,49.4,5.3,4.7,2.2,3.9
7,2015,66.8,92.9,84.3,37.3,18.1,53.2,36.1,20.5,44.8,34.8,13,52.6,30,29.9,10.8,9.8,62.7,55,4.7,7.2,1.1,4.1
186,2015,67.2,97.2,97.8,11.3,39.9,74.4,26,10.4,35.5,12.9,5.8,25.9,17.9,8.7,19.2,11.1,78.8,60.7,3.3,6.6,1.2,1
146,2015,46.7,76.4,96.8,8.2,16.8,81.1,12.3,6.2,38.9,28.5,8.9,45,35.5,24.1,7.3,7.2,80.1,65.4,3.9,8.6,0.1,4.5
45,2015,48.6,78.5,83.2,87.8,24.1,78.3,61.9,46.8,36.8,15,1.3,38.7,27.6,14.2,15.3,14.8,68.5,69.9,4,12.3,1.1,-2.5
110,2015,58.6,88.6,94.9,12.8,29.7,60.1,21.4,15.6,37.6,32.2,17.1,36.8,21.7,30,15.9,12.2,58.6,33.6,4.6,1,0.5,1
238,2015,68,75,84.4,15.7,38.5,56.3,34.1,16.9,34.3,13.7,6.8,23,25.2,30.9,7.7,13.8,48.2,32.7,4.6,6.5,1,4
605,2015,75.7,93.7,98.9,6.7,32.3,48.3,22.2,11.1,34.2,18.1,4.9,27.9,18.5,8.4,13.3,14.4,33.9,52,4.2,2.2,2.4,1.1
931,2015,54.6,70.2,98,13.5,18.5,32.1,6.2,1.1,44.6,20.4,6.5,40.7,33.4,25.3,8.4,15.9,61.9,58.1,2.4,5.5,0.5,0.8
26,2015,57.4,86.4,83.1,9.8,16.1,73,15.4,4,50.5,34.5,14.2,55,30.1,29.8,10.1,6.6,65.6,57.4,2.3,0.8,0.2,0
233,2015,44.1,33.7,79.4,8.5,14.4,12.8,5.3,0.8,65.4,14.7,5.9,45.5,35.8,31.4,9.1,11.9,72.6,51.4,7.8,15.3,2.6,2.9
958,2015,55.8,60.1,93.2,20.4,17.7,41.9,10.8,3.2,47.5,28.9,9.7,52,36.8,21.3,9.3,6.6,67.2,66.3,3.1,5.6,0.3,0
718,2015,77.6,91,95.4,56.5,29.6,63.2,22.9,13.5,27.2,12.5,4.5,24.7,25.1,29.8,15.7,6.4,29.2,42.8,7.6,9,0.7,2.7
821,2015,82.5,95.7,98.5,26.1,49.6,76.2,42.2,32.9,24.2,17.4,4.7,19.6,7.3,17.2,40.7,42.8,70.2,46.4,8.5,22.2,2.6,3.5
20,2015,61.8,79.5,90.6,22.9,17.2,49.4,14.9,5.4,44.5,26,8.9,42.9,25.3,27,11.4,7.6,73.4,48.6,5.4,4.1,0.7,3.1
1035,2015,68.8,81.9,94.8,14.7,34.8,41.9,24.3,7.8,31.4,17.1,5.9,20.4,21.9,22,13.6,23.2,42.6,33.8,8.5,13,1.9,3
39,2015,62.7,64,92.2,8.7,10.2,26.9,14.7,5.4,43.7,21,6.5,40.1,26.4,32.9,11.1,4.6,68.9,42.4,7.9,9,1.6,2.5
141,2015,47.9,64.2,77.6,11.6,16.3,62.6,14.2,10.9,51.1,31,11.8,51.8,35.3,32.3,7,7,85.4,78.1,4.4,8.1,0.4,0.9
609,2015,77.6,94.5,99.8,12.6,15.7,53,29.3,15.5,40.9,13.2,4.2,33,29.2,27.5,14.8,4.2,36.5,38,6.7,6.2,4.4,1.7
1002,2015,55,87.6,93.5,24.7,23,49.2,13.8,8,44.9,25.1,8.3,51.7,47.2,48.1,4.4,7.4,59.6,57.8,6.5,1.9,1.3,3.3
