Key,Row Labels,Sum of  Potato Area (000Ha),Sum of  Potato Production (000t),Sum of  Sweet Potato Area (000Ha),Sum of  Sweet Potato Production (000t),Sum of  Onion Area (000Ha),Sum of  Onion Production (000t),Count of  Green onion Area (000Ha),Count of  Green onion Production (000t),Sum of  Tomato Area (000Ha),Sum of  Tomato Production (000t),Sum of  Ladys finger Area (000Ha),Sum of  Ladys finger Production (000t),Sum of  Brinjal Area (000Ha),Sum of  Brinjal Production (000t),Sum of  Cauliflower Area (000Ha),Sum of  Cauliflower Production (000t),Sum of  Cabbage Area (000Ha),Sum of  Cabbage Production (000t),Sum of  Knol Khol Area (000Ha),Sum of  Knol Khol Production (000t),Sum of  Pumpkin Area (000Ha),Sum of  Pumpkin Production (000t),Sum of  Mushroom Area (000Ha),Sum of  Mushroom Production (000t),Sum of  Drum Stick Area (000Ha),Sum of  Drum Stick Production (000t),Sum of  Ridge Gourd Area (000Ha),Sum of  Ridge Gourd Production (000t),Sum of  Ghosali Area (000Ha),Sum of  Ghosali Production (000t),Sum of  Sponge Gourd Area (000Ha),Sum of  Sponge Gourd Production (000t),Sum of  Bottle Gourd Area (000Ha),Sum of  Bottle Gourd Production (000t),Sum of  Bitter Gourd Area (000Ha),Sum of  Bitter Gourd Production (000t),Sum of  Snake gourd Area (000Ha),Sum of  Snake gourd Production (000t),Sum of  Tinda Area (000Ha),Sum of  Tinda Production (000t),Sum of  Kundru/Perwal Area (000Ha),Sum of  Kundru/Perwal Production (000t),Sum of  Cucurbits Area (000Ha),Sum of  Cucurbits Production (000t),Sum of  Pointed gourd Area (000Ha),Sum of  Pointed gourd Production (000t),Sum of  Ashgourd Area (000Ha),Sum of  Ashgourd Production (000t),Sum of  Little Gourd Area (000Ha),Sum of  Little Gourd Production (000t),Sum of Gourds &  Coccinia Area (000Ha),Sum of Gourds &  Coccinia Production (000t),Sum of Other Gourd Varieties Area (000Ha),Sum of Other Gourd Varieties Production (000t),Sum of  Gourds Area (000Ha),Sum of  Gourds Production (000t),Sum of  Cowpea Area (000Ha),Sum of  Cowpea Production (000t),Sum of  Green Peas Area (000Ha),Sum of  Green Peas Production (000t),Sum of  Peas Area (000Ha),Sum of  Peas Production (000t),Sum of  Cluster beans Area (000Ha),Sum of  Cluster beans Production (000t),Sum of  Beans Area (000Ha),Sum of  Beans Production (000t),Sum of  French Bean Area (000Ha),Sum of  French Bean Production (000t),Sum of Beans (All Inc Lab-lab(Sem) Area (000Ha),Sum of Beans (All Inc Lab-lab(Sem) Production (000t),Sum of  Lab Lab Area (000Ha),Sum of  Lab Lab Production (000t),Sum of  Avarai Area (000Ha),Sum of  Avarai Production (000t),Sum of  Karamani Area (000Ha),Sum of  Karamani Production (000t),Sum of  Mogri Area (000Ha),Sum of  Mogri Production (000t),Sum of  Kakri Area (000Ha),Sum of  Kakri Production (000t),Sum of  Kheera Area (000Ha),Sum of  Kheera Production (000t),Sum of  Gherkins Area (000Ha),Sum of  Gherkins Production (000t),Sum of Long melon (Kakri) Area (000Ha),Sum of Long melon (Kakri) Production (000t),Sum of  Kachari Area (000Ha),Sum of  Kachari Production (000t),Sum of  Cucumber Area (000Ha),Sum of  Cucumber Production (000t),Sum of  Leafy Veg. Area (000Ha),Sum of  Leafy Veg. Production (000t),Sum of  Spinach (Palak) Area (000Ha),Sum of  Spinach (Palak) Production (000t),Sum of  Math/Rajgira Area (000Ha),Sum of  Math/Rajgira Production (000t),Sum of  Methi Area (000Ha),Sum of  Methi Production (000t),Sum of  Amaranthus Area (000Ha),Sum of  Amaranthus Production (000t),Sum of  Jimikand Area (000Ha),Sum of  Jimikand Production (000t),Sum of  Yam Area (000Ha),Sum of  Yam Production (000t),Sum of  Elephant Yam Area (000Ha),Sum of  Elephant Yam Production (000t),Sum of  Ratalu Area (000Ha),Sum of  Ratalu Production (000t),Sum of  Tapioca Area (000Ha),Sum of  Tapioca Production (000t),Sum of  Amorphospholus Area (000Ha),Sum of  Amorphospholus Production (000t),Sum of  Mooli Area (000Ha),Sum of  Mooli Production (000t),Sum of  Colocasia Area (000Ha),Sum of  Colocasia Production (000t),Sum of  Arbi Area (000Ha),Sum of  Arbi Production (000t),Sum of  Turnip Area (000Ha),Sum of  Turnip Production (000t),Sum of  Radish Area (000Ha),Sum of  Radish Production (000t),Sum of  Carrot Production (000t),Sum of  Carrot Area (000Ha),"Sum of Radish, Turnip & Carrot Area (000Ha)","Sum of Radish, Turnip & Carrot Production (000t)","Sum of   Root 
crops Area (000Ha)","Sum of   Root 
crops Production (000t)",Sum of Other Root crops Area (000Ha),Sum of Other Root crops Production (000t),Sum of  Beetroot Area (000Ha),Sum of  Beetroot Production (000t),Sum of  Wall (pawata) Area (000Ha),Sum of  Wall (pawata) Production (000t),Sum of  Wal Area (000Ha),Sum of  Wal Production (000t),Sum of  Vine Crops Area (000Ha),Sum of  Vine Crops Production (000t),Sum of  Oal Area (000Ha),Sum of  Oal Production (000t),Sum of  Green Chillies Area (000Ha),Sum of  Green Chillies Production (000t),Sum of Capsicum &  Chillies Area (000Ha),Sum of Capsicum &  Chillies Production (000t),Sum of  Capsicum Area (000Ha),Sum of  Capsicum Production (000t),Count of  Shimla Mirchi Area (000Ha),Count of  Shimla Mirchi Production (000t),Sum of  Water Melon Area (000Ha),Sum of  Water Melon Production (000t),Sum of  Musk Melon Area (000Ha),Sum of  Musk Melon Production (000t),Sum of  Turmeric Area (000Ha),Sum of  Turmeric Production (000t),Sum of  Garlic Area (000Ha),Sum of  Garlic Production (000t),Sum of  Curry leaves Area (000Ha),Sum of  Curry leaves Production (000t),Sum of  Mint Area (000Ha),Sum of  Mint Production (000t),Sum of Green Coriander Area (000Ha),Sum of Green Coriander Production (000t),Sum of Other Vegetables Area (000Ha),Sum of Other Vegetables Production (000t),Sum of Total  Vegetables Area (000Ha),Sum of Total  Vegetables Production (000t)
Karnataka2011,2011,42.49,667.75,2.5,34.4,155,2327.34,,,55.4,1839.44,8.91,75.66,15.54,405.25,4.51,79.8,9.35,203.8,3.67,62.77,2.02,48.87,,,1.98,6.42,5.04,51.62,,,,,0.36,4.15,3.05,27.8,1.17,15.96,,,,,,,,,1.38,31.28,0.69,20.06,,,0.59,9.55,,,,,,,1.43,21.59,3.39,25.51,12.02,138.14,,,,,,,,,,,,,,,,,2.1,32.91,,,,,6.92,103.42,3.83,36.98,3.01,28.51,,,3.64,36.43,3.04,50.37,,,,,,,,,1.08,13.73,0.38,17.64,,,,,,,,,5.42,60.06,87.03,4.64,,,,,,,2.34,37.93,,,,,,,,,37.97,553.83,,,2.82,47.35,,,,,,,,,,,1.97,12.36,,,,,1.03,10.95,410.12,7226.13
Karnataka2012,2012,38.97,516.73,2.29,33.82,132.66,2006.27,,,58.53,1984.81,8.74,72.78,15.23,387.04,4.68,81.62,9.74,206.62,3.37,57.8,2.34,54.21,,,2.06,6.47,4.77,48.01,,,,,0.55,7.27,3.05,33.13,1.15,14.92,,,,,,,,,1.47,32.99,0.92,20.37,,,0.95,15.41,,,,,,,1.3,18.91,3.62,27.76,12.07,125.92,,,,,,,,,,,,,,,,,2.27,38.06,,,,,6.46,101.53,4.22,34.59,3.1,31.25,,,3.79,38.75,2.96,48.18,,,,,,,,,1.16,13.34,0.46,21.56,,,,,,,,,5.37,59.48,87.23,4.64,,,,,,,2.55,41.76,,,,,,,,,41.62,567.77,,,3.07,46.78,,,,,,,,,,,2.04,13.23,,,,,1.35,16,393.22,6912
Karnataka2013,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka2014,2014,45.96,623.39,2.64,35.74,201.22,3430.74,,,65.56,2056.33,10.89,90.01,18,459.5,4.9,87.32,10.4,214.81,3.6,62.83,2.57,63.37,,,2.54,6.9,5.02,46.54,,,,,0.81,8.78,3.16,28.06,1.18,15.44,,,,,,,,,1.89,42.62,1.01,25.91,,,0.53,7.3,,,,,,,1.9,26.68,3.55,27.47,12.89,137.94,,,,,,,,,,,,,,,,,2.69,38.27,,,,,7.59,119.76,5.22,49.9,3.49,33.9,,,4.46,47.78,2.96,48.25,,,,,,,,,1.18,13.32,0.45,17.49,,,,,,,,,5.75,60.56,85.41,4.72,,,,,,,2.96,52.41,,,,,,,,,42.7,620.43,,,3.66,52.79,,,,,,,,,,,2.21,14.05,,,,,1.03,9.64,491.05,8761.39
Karnataka2015,2015,33.23,455.36,2.4,31.06,199.82,2845.4,,,61.05,2046.05,10.55,90.83,16.57,421.99,4.95,86.08,10.78,226.32,3.75,65.81,2.54,64.88,,,3.04,9.22,5.43,56.73,,,,,0.66,8.37,3.15,27.22,1.22,15.82,,,,,,,,,1.88,45.03,1.02,29.49,,,0.43,6.03,,,,,,,1.51,20.35,3.05,21.35,13.09,139.61,,,,,,,,,,,,,,,,,2.14,31.34,,,,,8.15,137.68,4.51,46.37,3.22,30.82,,,4.12,44.69,2.92,46.66,,,,,,,,,1.18,14.78,0.38,14.39,,,,,,,,,5.52,60.87,92.16,5.16,,,,,,,2.89,55.45,,,,,,,,,42.4,570.41,,,3.77,76.82,,,,,,,,,,,2.25,17.93,,,,,1.99,19.08,470.46,7972.19
Kerala,Kerala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kerala1997,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kerala1998,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kerala1999,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kerala2000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kerala2001,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kerala2002,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kerala2003,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kerala2004,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kerala2005,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kerala2006,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kerala2007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kerala2008,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kerala2009,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kerala2010,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kerala2011,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kerala2012,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kerala2013,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kerala2014,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kerala2015,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,Madhya Pradesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh1997,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh1998,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh1999,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh2000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh2001,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh2002,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh2003,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh2004,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh2005,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh2006,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh2007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh2008,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh2009,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh2010,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh2011,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh2012,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh2013,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh2014,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh2015,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maharashtra,Maharashtra,115.71,2026.92,4.55,92.63,2148.05,34061.54,,,284.65,5630.03,91.41,882.73,205.09,3480.5,79.43,1282.64,71.32,1213.27,0.36,5.47,0.94,19.7,,,0.15,0.8,15.71,145.35,0.28,1.83,,,15.81,224.08,18.6,100.42,1.03,5.45,,,,,,,0.2,2.55,,,,,,,,,,,4.19,18.21,11.15,47.36,13.91,55.34,1.62,14.42,25.29,266.11,,,,,,,,,,,,,,,,,,,,,,,22.98,244.33,35.96,315.01,2.53,13.34,2.69,29.63,4.13,12.43,,,,,,,,,,,,,,,,,,,,,,,5.48,46.91,99.42,14.95,,,,,,,0.17,2.93,4.43,16.88,0.84,2.13,,,,,88.79,924.78,,,10.7,62.52,,,,,,,,,,,,,,,,,94.8,2006.93,3396.1,53353.48
Maharashtra1997,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maharashtra1998,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maharashtra1999,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maharashtra2000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maharashtra2001,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maharashtra2002,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maharashtra2003,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maharashtra2004,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maharashtra2005,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
