Key,Row Labels,Sum of  Potato Area (000Ha),Sum of  Potato Production (000t),Sum of  Sweet Potato Area (000Ha),Sum of  Sweet Potato Production (000t),Sum of  Onion Area (000Ha),Sum of  Onion Production (000t),Count of  Green onion Area (000Ha),Count of  Green onion Production (000t),Sum of  Tomato Area (000Ha),Sum of  Tomato Production (000t),Sum of  Ladys finger Area (000Ha),Sum of  Ladys finger Production (000t),Sum of  Brinjal Area (000Ha),Sum of  Brinjal Production (000t),Sum of  Cauliflower Area (000Ha),Sum of  Cauliflower Production (000t),Sum of  Cabbage Area (000Ha),Sum of  Cabbage Production (000t),Sum of  Knol Khol Area (000Ha),Sum of  Knol Khol Production (000t),Sum of  Pumpkin Area (000Ha),Sum of  Pumpkin Production (000t),Sum of  Mushroom Area (000Ha),Sum of  Mushroom Production (000t),Sum of  Drum Stick Area (000Ha),Sum of  Drum Stick Production (000t),Sum of  Ridge Gourd Area (000Ha),Sum of  Ridge Gourd Production (000t),Sum of  Ghosali Area (000Ha),Sum of  Ghosali Production (000t),Sum of  Sponge Gourd Area (000Ha),Sum of  Sponge Gourd Production (000t),Sum of  Bottle Gourd Area (000Ha),Sum of  Bottle Gourd Production (000t),Sum of  Bitter Gourd Area (000Ha),Sum of  Bitter Gourd Production (000t),Sum of  Snake gourd Area (000Ha),Sum of  Snake gourd Production (000t),Sum of  Tinda Area (000Ha),Sum of  Tinda Production (000t),Sum of  Kundru/Perwal Area (000Ha),Sum of  Kundru/Perwal Production (000t),Sum of  Cucurbits Area (000Ha),Sum of  Cucurbits Production (000t),Sum of  Pointed gourd Area (000Ha),Sum of  Pointed gourd Production (000t),Sum of  Ashgourd Area (000Ha),Sum of  Ashgourd Production (000t),Sum of  Little Gourd Area (000Ha),Sum of  Little Gourd Production (000t),Sum of Gourds &  Coccinia Area (000Ha),Sum of Gourds &  Coccinia Production (000t),Sum of Other Gourd Varieties Area (000Ha),Sum of Other Gourd Varieties Production (000t),Sum of  Gourds Area (000Ha),Sum of  Gourds Production (000t),Sum of  Cowpea Area (000Ha),Sum of  Cowpea Production (000t),Sum of  Green Peas Area (000Ha),Sum of  Green Peas Production (000t),Sum of  Peas Area (000Ha),Sum of  Peas Production (000t),Sum of  Cluster beans Area (000Ha),Sum of  Cluster beans Production (000t),Sum of  Beans Area (000Ha),Sum of  Beans Production (000t),Sum of  French Bean Area (000Ha),Sum of  French Bean Production (000t),Sum of Beans (All Inc Lab-lab(Sem) Area (000Ha),Sum of Beans (All Inc Lab-lab(Sem) Production (000t),Sum of  Lab Lab Area (000Ha),Sum of  Lab Lab Production (000t),Sum of  Avarai Area (000Ha),Sum of  Avarai Production (000t),Sum of  Karamani Area (000Ha),Sum of  Karamani Production (000t),Sum of  Mogri Area (000Ha),Sum of  Mogri Production (000t),Sum of  Kakri Area (000Ha),Sum of  Kakri Production (000t),Sum of  Kheera Area (000Ha),Sum of  Kheera Production (000t),Sum of  Gherkins Area (000Ha),Sum of  Gherkins Production (000t),Sum of Long melon (Kakri) Area (000Ha),Sum of Long melon (Kakri) Production (000t),Sum of  Kachari Area (000Ha),Sum of  Kachari Production (000t),Sum of  Cucumber Area (000Ha),Sum of  Cucumber Production (000t),Sum of  Leafy Veg. Area (000Ha),Sum of  Leafy Veg. Production (000t),Sum of  Spinach (Palak) Area (000Ha),Sum of  Spinach (Palak) Production (000t),Sum of  Math/Rajgira Area (000Ha),Sum of  Math/Rajgira Production (000t),Sum of  Methi Area (000Ha),Sum of  Methi Production (000t),Sum of  Amaranthus Area (000Ha),Sum of  Amaranthus Production (000t),Sum of  Jimikand Area (000Ha),Sum of  Jimikand Production (000t),Sum of  Yam Area (000Ha),Sum of  Yam Production (000t),Sum of  Elephant Yam Area (000Ha),Sum of  Elephant Yam Production (000t),Sum of  Ratalu Area (000Ha),Sum of  Ratalu Production (000t),Sum of  Tapioca Area (000Ha),Sum of  Tapioca Production (000t),Sum of  Amorphospholus Area (000Ha),Sum of  Amorphospholus Production (000t),Sum of  Mooli Area (000Ha),Sum of  Mooli Production (000t),Sum of  Colocasia Area (000Ha),Sum of  Colocasia Production (000t),Sum of  Arbi Area (000Ha),Sum of  Arbi Production (000t),Sum of  Turnip Area (000Ha),Sum of  Turnip Production (000t),Sum of  Radish Area (000Ha),Sum of  Radish Production (000t),Sum of  Carrot Production (000t),Sum of  Carrot Area (000Ha),"Sum of Radish, Turnip & Carrot Area (000Ha)","Sum of Radish, Turnip & Carrot Production (000t)","Sum of   Root 
crops Area (000Ha)","Sum of   Root 
crops Production (000t)",Sum of Other Root crops Area (000Ha),Sum of Other Root crops Production (000t),Sum of  Beetroot Area (000Ha),Sum of  Beetroot Production (000t),Sum of  Wall (pawata) Area (000Ha),Sum of  Wall (pawata) Production (000t),Sum of  Wal Area (000Ha),Sum of  Wal Production (000t),Sum of  Vine Crops Area (000Ha),Sum of  Vine Crops Production (000t),Sum of  Oal Area (000Ha),Sum of  Oal Production (000t),Sum of  Green Chillies Area (000Ha),Sum of  Green Chillies Production (000t),Sum of Capsicum &  Chillies Area (000Ha),Sum of Capsicum &  Chillies Production (000t),Sum of  Capsicum Area (000Ha),Sum of  Capsicum Production (000t),Count of  Shimla Mirchi Area (000Ha),Count of  Shimla Mirchi Production (000t),Sum of  Water Melon Area (000Ha),Sum of  Water Melon Production (000t),Sum of  Musk Melon Area (000Ha),Sum of  Musk Melon Production (000t),Sum of  Turmeric Area (000Ha),Sum of  Turmeric Production (000t),Sum of  Garlic Area (000Ha),Sum of  Garlic Production (000t),Sum of  Curry leaves Area (000Ha),Sum of  Curry leaves Production (000t),Sum of  Mint Area (000Ha),Sum of  Mint Production (000t),Sum of Green Coriander Area (000Ha),Sum of Green Coriander Production (000t),Sum of Other Vegetables Area (000Ha),Sum of Other Vegetables Production (000t),Sum of Total  Vegetables Area (000Ha),Sum of Total  Vegetables Production (000t)
Chhattisgarh2010,2010,36.43,526.32,3.73,36.74,11.23,174.17,,,42.93,627.88,25.24,249.07,26.73,439.52,18.39,305.98,14.73,257.75,4.06,47.33,5.3,61.69,,,1.53,5.58,,,,,2.07,15.88,9.71,164.49,6.82,78.18,,,,,2.86,32.21,,,,,,,,,,,,,,,12.35,183,10.37,95.7,,,4.02,27.44,4.87,40.14,,,,,,,,,,,,,,,,,,,,,,,,,6.74,58.5,,,,,,,,,3.87,27.15,,,,,,,,,,,,,,,7.64,102.83,,,4.89,124.69,16.87,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.54,450.21,334.92,4149.06
Chhattisgarh2011,2011,41.2,579.19,3.57,35.64,13.98,222.21,,,44.62,718.55,25.8,252.18,28.53,502.95,18.93,329.98,15.54,282.03,4.12,50.47,5.46,66.79,,,1.55,9.74,,,,,2.13,16.95,9.91,187.78,6.97,92.08,,,,,2.84,32.13,,,,,,,,,,,,,,,12.65,200.64,10.68,118.64,,,4.18,29.34,4.89,41.69,,,,,,,,,,,,,,,,,,,,,,,,,7.57,70.03,,,,,,,,,3.97,32.82,,,,,,,,,,,,,,,7.9,106.34,,,4.6,91.21,19.21,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.11,494.29,351.57,4582.65
Chhattisgarh2012,2012,43.38,648.63,3.74,37.82,17.98,269.33,,,47.97,762.23,26.48,269.2,31.22,545.71,19.6,342,16.58,295.53,4,49.08,6.64,82.47,,,1.69,10.54,,,,,2.49,19.83,11.64,209.22,7.28,94.95,,,,,2.86,34.56,,,,,,,,,,,,,,,13.23,206.94,10.69,119.87,,,4.02,28.84,5.18,43.94,,,,,,,,,,,,,,,,,,,,,,,,,7.71,72.92,,,,,,,,,4.22,35.19,,,,,,,,,,,,,,,7.92,109.67,,,7.31,134.81,16.03,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.77,526.48,377.22,4965.36
Chhattisgarh2013,2013,37.93,556.41,3.43,35.79,20.09,309.57,,,50.39,814.24,27.83,430.65,33.07,585.98,21.47,395.78,18.63,338.58,4.11,54.24,5.07,65.39,,,1.97,12.49,,,,,1.89,16,11.55,207.71,9.14,117.47,,,,,2.43,29.81,,,,,,,,,,,,,,,13.82,192.4,9.83,117.24,,,3.29,24,6.01,51.36,,,,,,,,,,,,,,,,,,,,,,,,,6.7,62.9,,,,,,,,,2.89,33.93,,,,,,,,,,,,,,,6.74,93.54,,,9.78,179.02,18.53,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.37,695.87,400.02,5438.58
Chhattisgarh2014,2014,38.5,542.79,3.36,36.12,24.16,369.42,,,53.05,886.13,28.81,325.2,33.43,606.71,21.67,412.59,19.34,356.47,4.29,56.84,5.87,77.46,,,1.79,12.01,,,,,2.01,17.19,12.12,227.44,10.42,130.79,,,,,2.49,30.65,,,,,,,,,,,,,,,14.23,198.03,9.35,106.06,,,3.4,35.64,6.14,55.87,,,,,,,,,,,,,,,,,,,,,,,,,8.35,82.21,,,,,,,,,2.88,25.2,,,,,,,,,,,,,,,6.73,95.81,,,10.57,189.03,20.4,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.67,802.39,414.48,5697.98
Chhattisgarh2015,2015,41.97,644.85,3.72,38.25,23.5,376,,,54.92,909,28.2,291.26,35.19,642.34,22.93,433.3,20.2,374.39,5,67.01,8.07,106.57,,,2.09,13.59,,,,,2.5,21.25,12.92,235.9,10.84,127.32,,,,,2.76,33.42,,,,,,,,,,,,,,,15.49,218.43,10,119.49,,,3.75,30.65,6.61,60.09,,,,,,,,,,,,,,,,,,,,,,,,,8.15,85.16,,,,,,,,,3.09,26.01,,,,,,,,,,,,,,,6.98,99.6,,,11.26,200.61,24.25,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.59,883.42,438.89,6061.8
Gujarat,Gujarat,784.6,22746.81,,,645.17,15948.76,,,414.62,10759.27,615.96,6430.75,748.02,13283.57,236.29,4528.21,285.94,5643.67,,,,,,,,,,,,,,,,,,,,,,,,,596.35,8618.27,,,,,,,,,,,,,263.24,2618.48,,,,,360.94,2985.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.89,6198.23,5334.51,99759.9
Gujarat1997,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gujarat1998,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gujarat1999,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gujarat2000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gujarat2001,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gujarat2002,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gujarat2003,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gujarat2004,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gujarat2005,2005,41,1088.53,,,84.94,1876.62,,,29.31,650.03,41.01,350.36,62.69,982.64,16.18,277.8,19.07,329.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.82,162,,,,,25.94,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.44,405.44,380.2,6122.55
Gujarat2006,2006,49.73,1339.7,,,52.15,1242.33,,,28.53,676.14,43.04,366.15,57.76,933.82,16.12,272.27,19.66,340.04,,,,,,,,,,,,,,,,,,,,,,,,,41.07,407.62,,,,,,,,,,,,,18.83,166.39,,,,,27.06,196.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.29,122.21,366.09,6062.67
Gujarat2007,2007,65.24,1493.92,,,84.32,2238.17,,,30.1,725.94,38.19,331.77,53.05,911.5,17.03,303.03,22.92,394.1,,,,,,,,,,,,,,,,,,,,,,,,,39.09,397.22,,,,,,,,,,,,,18.29,164.71,,,,,24.16,178.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.67,104.05,401.82,7242.45
Gujarat2008,2008,56.98,1448.83,,,57.64,1409.59,,,30.56,746.21,44.9,407.1,62.6,1046.27,18.51,321.16,22.97,404.58,,,,,,,,,,,,,,,,,,,,,,,,,42.66,525.13,,,,,,,,,,,,,20.09,179.44,,,,,25.98,195.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.17,123.77,394.85,6807.08
Gujarat2009,2009,60.08,1657.01,,,43.42,1078.61,,,33.82,841.31,49.53,466.25,65.86,1143.64,19.85,356.76,25.61,473.76,,,,,,,,,,,,,,,,,,,,,,,,,46.71,663.13,,,,,,,,,,,,,21.12,194.81,,,,,27.74,219.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.37,161.07,406.84,7255.5
Gujarat2010,2010,65.34,1881.82,,,62.02,1514.09,,,38.84,978.45,54.47,592.52,72.05,1236.26,21.12,387.44,28.23,553.57,,,,,,,,,,,,,,,,,,,,,,,,,52.82,766.39,,,,,,,,,,,,,23.99,247.89,,,,,30.99,283.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.29,937.68,515.93,9379.51
Gujarat2011,2011,80.7,2395.55,,,61.3,1562.2,,,42.11,1092.49,65.41,717.27,73.09,1270.59,21.12,390.22,28.24,560.77,,,,,,,,,,,,,,,,,,,,,,,,,61.04,927.15,,,,,,,,,,,,,27.66,289.92,,,,,37.11,330.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,513.76,517.63,10049.82
Gujarat2012,2012,81.28,2499.71,,,28.88,704.38,,,44.02,1156.75,65.69,723.34,76.77,1341.07,28.66,532.29,30.92,663.53,,,,,,,,,,,,,,,,,,,,,,,,,74.8,1202.83,,,,,,,,,,,,,26.54,283.77,,,,,39.79,354.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.54,1058.65,537.66,10520.67
Gujarat2013,2013,73.65,2294.95,,,72.8,1840.38,,,44.6,1259.11,66.02,759.04,76.03,1476.99,27.71,601.5,30.38,661.39,,,,,,,,,,,,,,,,,,,,,,,,,72.43,1127.06,,,,,,,,,,,,,26.93,285.35,,,,,41.13,410.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.84,872.33,582.29,11588.07
Gujarat2014,2014,98.2,3097.4,,,44.5,1126.6,,,46.26,1313.72,73.87,857.48,74.03,1469.66,24.94,540.99,30.05,654.52,,,,,,,,,,,,,,,,,,,,,,,,,81.39,1275.12,,,,,,,,,,,,,30.5,322.09,,,,,41.79,421.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.72,970.49,605,12049.27
Gujarat2015,2015,112.4,3549.39,,,53.2,1355.79,,,46.47,1319.12,73.83,859.47,74.09,1471.13,25.05,544.75,27.89,608.15,,,,,,,,,,,,,,,,,,,,,,,,,84.34,1326.62,,,,,,,,,,,,,30.47,322.11,,,,,39.25,397.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.56,928.78,626.2,12682.31
Haryana,Haryana,144.25,3312.18,,,136.32,2960.59,,,138.7,2483.88,98.46,802.09,88.43,1531.68,151.28,2610.88,74.27,1287.93,,,3.18,45.65,,,,,7.95,96.35,,,,,23.03,266.24,3.75,35.34,,,,,,,280.58,2814.45,,,,,,,,,,,,,,,,,71.85,490.57,,,,,,,,,,,,,,,,,,,,,,,,,,,10.06,115.26,151.9,1496.61,,,,,,,,,,,,,,,,,,,,,,,,,3.18,27.6,,,139.31,2046.31,1508.41,95.42,,,,,,,,,,,,,,,,,14.18,118.84,,,1.13,4.28,,,,,,,,,,,,,,,,,94.04,814.55,1729.65,24868.5
Haryana1997,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haryana1998,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haryana1999,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haryana2000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haryana2001,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haryana2002,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haryana2003,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haryana2004,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haryana2005,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haryana2006,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haryana2007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haryana2008,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haryana2009,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haryana2010,2010,26.8,598.17,,,22.17,453.88,,,27.25,371.71,18.24,116.42,14.68,250.41,30.28,532.13,13.81,250.43,,,,,,,,,,,,,,,,,,,,,,,,,75.76,614.85,,,,,,,,,,,,,,,,,12.75,78.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.53,233.16,,,,,,,,,,,,,,,,,,,,,,,,,0.64,3.39,,,25.99,369.67,313.33,19.55,,,,,,,,,,,,,,,,,14.18,118.84,,,,,,,,,,,,,,,,,,,,,16.1,124.34,346.42,4428.92
Haryana2011,2011,27.84,618.86,,,27.45,589.83,,,27.09,417.45,18.78,139.71,17.84,281.54,29.97,584.29,14.1,269.77,,,,,,,,,,,,,,,,,,,,,,,,,71.03,717.18,,,,,,,,,,,,,,,,,13.83,91.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.73,278.51,,,,,,,,,,,,,,,,,,,,,,,,,0.51,4.81,,,26.81,424.69,366.65,18.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.09,157.53,341.65,4942.01
Haryana2012,2012,29.47,676.02,,,27.81,604.47,,,27.65,400.83,18.06,154.11,18.33,302.91,30.47,492.29,14.83,270.39,,,,,,,,,,,,,,,,,,,,,,,,,66.41,739.98,,,,,,,,,,,,,,,,,15.1,107.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.02,270.27,,,,,,,,,,,,,,,,,,,,,,,,,0.55,6.45,,,28.42,396.81,286.13,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.13,156.64,344.44,4864.69
Haryana2013,2013,29.99,696.54,,,30.18,672.19,,,29.44,627.3,23.52,186.33,19.03,400.8,30.31,526.49,14.83,241.13,,,,,,,,,,,,,,,,,,,,,,,,,67.38,742.44,,,,,,,,,,,,,,,,,15.43,108.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.14,364.61,,,,,,,,,,,,,,,,,,,,,,,,,1.02,8.15,,,29.42,447.75,276.81,17.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.06,163.63,356.35,5462.83
Haryana2014,2014,30.15,722.59,,,28.71,640.22,,,27.27,666.59,19.86,205.52,18.55,296.02,30.25,475.68,16.7,256.21,,,3.18,45.65,,,,,7.95,96.35,,,,,23.03,266.24,3.75,35.34,,,,,,,,,,,,,,,,,,,,,,,,,14.74,104.33,,,,,,,,,,,,,,,,,,,,,,,,,,,10.06,115.26,30.48,350.06,,,,,,,,,,,,,,,,,,,,,,,,,0.46,4.8,,,28.67,407.39,265.49,20.6,,,,,,,,,,,,,,,,,,,,,1.13,4.28,,,,,,,,,,,,,,,,,25.66,212.41,340.79,5170.05
Himachal Pradesh,Himachal Pradesh,,,,,17.89,321.13,,,81.75,3306.69,20.64,251.34,8.78,194.37,32.33,701.34,36.7,1193.39,,,,,,,,,,,,,,,,,,,,,,,,,20.24,484.24,,,,,,,,,,,,,,,181.99,2073.48,,,,,27.65,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.33,53.97,6.94,138.51,24.97,1.36,8.12,179.54,,,,,,,,,,,,,,,6.62,80.75,18.83,324.7,,,,,,,,,2.78,44.02,30.23,454.62,,,,,,,41.63,820.05,545.71,10971.08
Himachal Pradesh1998,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
