Key, State Code, State name, District code, District name, Year,Chilli Area (000Ha),Chilli Production (000Tonnes),Dry Chillies Area (000Ha),Dry Chillies Production (000Tonnes),Paprika Area (000Ha),Paprika Production (000Tonnes),Methi Area (000Ha),Methi Production (000Tonnes),Ajwain Area (000Ha),Ajwain Production (000Tonnes),Karayat Area (000Ha),Karayat Production (000Tonnes),Cumin Area (000Ha),Cumin Production (000Tonnes),Black Cumin Area (000Ha),Black Cumin Production (000Tonnes),Fennel Area (000Ha),Fennel Production (000Tonnes),Fenugreek Area (000Ha),Fenugreek Production (000Tonnes),Isabgul Area (000Ha),Isabgul Production (000Tonnes),Suva Area (000Ha),Suva Production (000Tonnes),Dill Area (000Ha),Dill Production (000Tonnes),Tamarind Area (000Ha),Tamarind Production (000Tonnes),Clove Area (000Ha),Clove Production (000Tonnes),Cinnamom Area (000Ha),Cinnamom Production (000Tonnes),Cloves & Cinnamon Area (000Ha),Cloves & Cinnamon Production (000Tonnes),Vanilla Area (000Ha),Vanilla Production (000Tonnes),Mint Area (000Ha),Mint Production (000Tonnes),Betelvine Area (000Ha),Betelvine Production (000Tonnes),Pepper Area (000Ha),Pepper Production (000Tonnes),Red Pepper  Area (000Ha),Red Pepper  Production (000Tonnes),Black Pepper Area (000Ha),Black Pepper Production (000Tonnes),Radhuni Area (000Ha),Radhuni Production (000Tonnes),Cocoa Area (000Ha),Cocoa Production (000Tonnes),Ginger Area (000Ha),Ginger Production (000Tonnes),Ginger (Dry) Area (000Ha),Ginger (Dry) Production (000Tonnes),Garlic Area (000Ha),Garlic Production (000Tonnes),Turmeric Area (000Ha),Turmeric Production (000Tonnes),Cardamom Area (000Ha),Cardamom Production (000Tonnes),Coriander Area (000Ha),Coriander Production (000Tonnes),Other Spices Area (000Ha),Other Spices Production (000Tonnes),Total Spices Area (000Ha),Total Spices Production (000Tonnes),
95620162,2,Bihar,956,Lakhisarai,2016,.,.,0.10,0.10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.50,.,.,.,.,.,.,0.10,0.60,
95820142,2,Bihar,958,Sheikhpura,2014,.,.,0.10,0.10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,1.00,0.00,0.40,.,.,0.20,0.20,.,.,0.40,1.70,
95820152,2,Bihar,958,Sheikhpura,2015,.,.,0.10,0.10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,1.00,.,0.40,.,.,0.20,0.20,.,.,0.40,1.70,
95820162,2,Bihar,958,Sheikhpura,2016,.,.,0.10,0.10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,1.00,.,0.40,.,.,0.20,0.20,.,.,0.40,1.70,
96020142,2,Bihar,960,Sheohar,2014,.,.,0.10,1.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.50,0.10,3.10,.,.,.,.,.,.,0.20,4.60,
96020152,2,Bihar,960,Sheohar,2015,.,.,0.10,1.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.50,0.10,3.10,.,.,.,.,.,.,0.20,4.60,
96020162,2,Bihar,960,Sheohar,2016,.,.,0.10,1.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.50,0.10,3.10,.,.,.,.,.,.,0.20,4.60,
96120142,2,Bihar,961,Arwal,2014,.,.,0.10,0.10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,0.50,0.00,1.00,.,.,.,.,.,.,0.20,1.60,
96120152,2,Bihar,961,Arwal,2015,.,.,0.10,0.10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,0.50,.,1.00,.,.,.,.,.,.,0.20,1.60,
96120162,2,Bihar,961,Arwal,2016,.,.,0.13,0.13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,0.50,.,1.00,.,.,.,.,.,.,0.23,1.63,
12120053,3,Gujarat,121,Ahmedabad,2005,0.09,0.17,.,.,.,.,.,.,0.02,0.02,.,.,22.60,11.30,.,.,0.00,0.00,0.02,0.03,0.28,0.14,2.49,1.25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,0.01,0.08,0.00,0.00,.,.,0.09,0.10,0.00,0.00,25.58,13.08,
12120063,3,Gujarat,121,Ahmedabad,2006,0.15,0.31,.,.,.,.,.,.,0.05,0.05,.,.,20.19,12.12,.,.,0.03,0.02,0.07,0.15,0.33,0.17,2.25,2.93,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,0.03,0.15,0.00,0.00,.,.,0.14,0.18,0.00,0.00,23.23,16.07,
12120073,3,Gujarat,121,Ahmedabad,2007,0.16,0.86,.,.,.,.,.,.,0.05,0.05,.,.,17.37,8.11,.,.,0.03,0.03,0.09,0.19,0.30,0.15,2.29,2.29,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,0.02,0.14,0.00,0.00,.,.,0.14,0.17,0.00,0.00,20.46,12.00,
12120083,3,Gujarat,121,Ahmedabad,2008,0.09,0.40,.,.,.,.,.,.,0.00,0.00,.,.,30.23,10.58,.,.,0.15,0.12,0.30,0.59,0.44,0.18,1.67,1.67,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,0.03,0.03,0.00,0.00,.,.,0.00,0.00,0.00,0.00,32.90,13.57,
12120093,3,Gujarat,121,Ahmedabad,2009,0.09,0.43,.,.,.,.,.,.,0.00,0.00,.,.,18.36,5.51,.,.,0.04,0.03,0.27,0.53,0.16,0.06,1.74,1.74,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,0.02,0.02,0.00,0.00,.,.,0.00,0.00,0.00,0.00,20.66,8.32,
12120103,3,Gujarat,121,Ahmedabad,2010,0.13,0.61,.,.,.,.,.,.,0.00,0.00,.,.,20.30,6.47,.,.,0.04,0.03,0.30,0.62,0.18,0.07,1.92,1.92,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,0.02,0.02,0.00,0.00,.,.,0.00,0.00,0.00,0.00,22.87,9.74,
12120113,3,Gujarat,121,Ahmedabad,2011,0.09,0.22,.,.,.,.,.,.,0.00,0.00,.,.,26.60,9.04,.,.,0.10,0.09,0.58,1.22,0.00,0.00,2.30,2.31,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,0.00,0.00,0.00,0.00,.,.,0.00,0.00,0.00,0.00,29.66,12.88,
12120123,3,Gujarat,121,Ahmedabad,2012,.,.,0.11,0.26,.,.,.,.,0.00,0.00,.,.,35.93,16.17,.,.,0.11,0.10,0.60,1.30,0.02,0.03,2.25,2.25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,0.00,0.00,0.00,0.00,.,.,0.00,0.00,0.00,0.00,39.01,20.10,
12120133,3,Gujarat,121,Ahmedabad,2013,.,.,0.00,0.00,.,.,.,.,0.01,0.00,.,.,30.00,16.50,.,.,0.10,0.10,0.61,1.22,0.00,0.00,1.50,1.19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,0.00,0.00,0.00,0.00,.,.,0.00,0.00,.,.,32.21,19.01,
12120143,3,Gujarat,121,Ahmedabad,2014,.,.,0.16,0.31,.,.,.,.,0.01,0.00,.,.,23.60,14.16,.,.,0.10,0.10,0.65,1.37,0.20,0.20,3.30,4.13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,0.00,0.00,0.00,0.00,.,.,0.10,0.15,.,.,28.12,20.41,
12120153,3,Gujarat,121,Ahmedabad,2015,.,.,0.13,0.24,.,.,.,.,0.03,0.02,.,.,17.60,14.43,.,.,0.00,0.00,0.21,0.47,1.40,1.40,2.00,2.42,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,0.00,0.00,0.00,0.00,.,.,0.50,0.73,.,.,21.86,19.70,
12120163,3,Gujarat,121,Ahmedabad,2016,.,.,0.13,0.26,.,.,.,.,0.13,0.12,.,.,12.40,11.41,.,.,0.13,0.25,0.11,0.23,0.40,0.36,3.07,3.71,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,0.00,0.00,0.00,0.00,.,.,0.42,0.64,.,.,16.77,16.97,
12220053,3,Gujarat,122,Amreli,2005,0.09,0.09,.,.,.,.,.,.,0.41,0.21,.,.,13.20,6.60,.,.,0.00,0.00,0.22,0.22,0.01,0.01,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,2.60,13.00,0.03,0.20,.,.,0.15,0.09,0.00,0.00,16.71,20.41,
12220063,3,Gujarat,122,Amreli,2006,0.12,0.12,.,.,.,.,.,.,0.17,0.08,.,.,6.29,3.15,.,.,0.00,0.00,0.04,0.04,0.01,0.01,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,1.15,5.77,0.04,0.28,.,.,0.06,0.04,0.00,0.00,7.88,9.48,
12220073,3,Gujarat,122,Amreli,2007,0.16,0.65,.,.,.,.,.,.,0.23,0.13,.,.,10.83,7.58,.,.,0.00,0.00,0.40,0.40,0.02,0.01,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,4.32,23.73,0.03,0.20,.,.,0.11,0.08,0.00,0.00,16.08,32.77,
12220083,3,Gujarat,122,Amreli,2008,0.16,0.66,.,.,.,.,.,.,0.15,0.07,.,.,9.25,4.62,.,.,0.00,0.00,0.12,0.12,0.01,0.00,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,2.76,13.78,0.01,0.04,.,.,0.25,0.15,0.00,0.00,12.68,19.43,
12220093,3,Gujarat,122,Amreli,2009,0.16,0.66,.,.,.,.,.,.,0.15,0.08,.,.,9.00,4.50,.,.,0.00,0.00,0.18,0.36,0.10,0.05,0.01,0.01,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,1.10,6.60,0.00,0.00,.,.,0.10,0.07,0.00,0.00,10.80,12.32,
12220103,3,Gujarat,122,Amreli,2010,0.18,0.75,.,.,.,.,.,.,0.03,0.02,.,.,9.50,5.23,.,.,0.01,0.00,0.17,0.35,0.00,0.00,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.03,.,.,3.30,20.12,0.01,0.08,.,.,0.30,0.21,0.00,0.00,13.49,26.78,
12220113,3,Gujarat,122,Amreli,2011,0.19,3.17,.,.,.,.,.,.,0.26,0.17,.,.,3.40,2.00,.,.,0.00,0.00,0.17,0.36,0.00,0.00,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.05,.,.,2.20,13.46,0.00,0.04,.,.,0.18,0.24,0.00,0.00,6.40,19.48,
12220123,3,Gujarat,122,Amreli,2012,.,.,0.20,3.52,.,.,.,.,0.03,0.02,.,.,2.16,1.31,.,.,0.00,0.00,0.18,0.44,0.00,0.00,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,1.14,7.81,0.00,0.00,.,.,0.16,0.22,0.00,0.00,3.86,13.31,
12220133,3,Gujarat,122,Amreli,2013,.,.,0.42,0.71,.,.,.,.,0.12,0.11,.,.,5.00,3.00,.,.,0.00,0.00,0.16,0.25,0.00,0.00,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,3.00,20.61,0.00,0.00,.,.,0.19,0.26,.,.,8.89,24.93,
12220143,3,Gujarat,122,Amreli,2014,.,.,0.22,0.38,.,.,.,.,0.14,0.13,.,.,0.50,0.35,.,.,0.00,0.00,0.16,0.27,0.00,0.00,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.07,.,.,0.40,2.86,0.00,0.04,.,.,0.10,0.14,.,.,1.53,4.25,
12220153,3,Gujarat,122,Amreli,2015,.,.,0.20,0.37,.,.,.,.,0.14,0.13,.,.,1.20,0.86,.,.,0.00,0.00,0.11,0.18,0.00,0.00,.,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.04,.,.,1.40,10.50,0.01,0.21,.,.,0.50,0.72,.,.,3.56,13.00,
12220163,3,Gujarat,122,Amreli,2016,.,.,0.23,0.42,.,.,.,.,0.49,0.46,.,.,0.90,0.77,.,.,0.00,0.00,0.11,0.18,0.00,0.00,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.05,.,.,0.80,6.02,0.01,0.24,.,.,1.30,1.66,.,.,3.84,9.80,
12320053,3,Gujarat,123,Banaskantha,2005,3.50,4.20,.,.,.,.,.,.,0.03,0.01,.,.,28.50,15.68,.,.,12.60,20.16,0.41,0.28,13.50,9.86,0.10,0.07,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,0.02,0.10,0.00,0.00,.,.,0.07,0.04,0.00,0.00,58.73,50.39,
12320063,3,Gujarat,123,Banaskantha,2006,3.20,3.84,.,.,.,.,.,.,0.03,0.02,.,.,30.53,24.42,.,.,16.30,27.71,0.76,0.91,13.21,19.81,0.14,0.10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.01,0.05,.,.,0.03,0.12,0.00,0.00,.,.,0.06,0.04,0.00,0.00,64.24,77.01,
12320073,3,Gujarat,123,Banaskantha,2007,3.55,11.72,.,.,.,.,.,.,0.03,0.02,.,.,32.00,28.80,.,.,33.50,58.63,0.85,10.69,15.00,24.00,0.14,0.10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.01,0.10,.,.,0.03,0.14,0.00,0.02,.,.,0.08,0.05,0.00,0.00,85.19,134.25,
12320083,3,Gujarat,123,Banaskantha,2008,3.60,12.78,.,.,.,.,.,.,0.05,0.03,.,.,33.00,27.06,.,.,32.50,55.25,0.86,1.11,12.00,18.00,0.15,0.10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.02,0.07,.,.,0.04,0.19,0.00,0.02,.,.,0.09,0.06,0.00,0.00,82.29,114.68,
12320093,3,Gujarat,123,Banaskantha,2009,3.20,12.16,.,.,.,.,.,.,0.05,0.04,.,.,33.50,30.15,.,.,8.00,16.00,0.45,0.90,8.18,13.91,0.07,0.06,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.02,0.07,.,.,0.04,0.21,0.00,0.02,.,.,0.09,0.07,0.00,0.00,53.59,73.58,
12320103,3,Gujarat,123,Banaskantha,2010,3.80,14.82,.,.,.,.,.,.,0.07,0.05,.,.,38.00,34.96,.,.,8.20,17.22,0.47,0.94,8.30,14.11,0.09,0.07,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.02,0.09,.,.,0.07,0.33,0.00,0.02,.,.,0.10,0.08,0.00,0.00,59.11,82.69,
12320113,3,Gujarat,123,Banaskantha,2011,4.13,18.55,.,.,.,.,.,.,0.07,0.06,.,.,61.80,57.81,.,.,7.80,16.68,0.51,1.08,9.80,16.66,0.70,0.57,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.03,0.31,.,.,0.00,0.00,0.01,0.04,.,.,0.10,0.12,0.00,0.00,84.95,111.87,
12320123,3,Gujarat,123,Banaskantha,2012,.,.,4.52,23.96,.,.,.,.,0.07,0.06,.,.,74.85,72.58,.,.,7.95,17.33,0.53,1.15,10.03,19.55,0.72,0.57,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.03,0.38,.,.,0.00,0.00,0.01,0.06,.,.,0.12,0.14,0.00,0.00,98.83,135.79,
12320133,3,Gujarat,123,Banaskantha,2013,.,.,4.71,8.49,.,.,.,.,0.08,0.07,.,.,71.40,69.97,.,.,3.10,6.79,0.55,1.15,2.60,4.29,0.20,0.16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.03,0.15,.,.,0.00,0.00,0.00,0.04,.,.,0.13,0.16,.,.,82.80,91.25,
12320143,3,Gujarat,123,Banaskantha,2014,.,.,1.60,3.00,.,.,.,.,0.13,0.12,.,.,68.50,68.50,.,.,4.00,8.52,0.56,1.29,2.60,3.90,0.10,0.13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.03,0.17,.,.,0.00,0.00,0.01,0.06,.,.,0.00,0.00,.,.,77.53,85.69,
12320153,3,Gujarat,123,Banaskantha,2015,.,.,1.62,3.08,.,.,.,.,0.14,0.11,.,.,62.00,65.10,.,.,4.90,10.54,0.56,1.28,2.40,3.60,0.10,0.13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.03,0.33,.,.,0.00,0.00,0.00,0.06,.,.,0.00,0.00,.,.,71.75,84.23,
12320163,3,Gujarat,123,Banaskantha,2016,.,.,1.30,2.49,.,.,.,.,1.60,1.44,.,.,64.91,67.51,.,.,3.41,7.37,7.92,15.59,1.85,2.31,0.10,0.12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.02,0.36,.,.,0.00,0.00,0.01,0.07,.,.,0.00,0.00,.,.,81.11,97.26,
12420053,3,Gujarat,124,Bharuch,2005,0.49,0.74,.,.,.,.,.,.,0.00,0.00,.,.,0.00,0.00,.,.,0.00,0.00,0.02,0.05,0.00,0.00,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.02,0.22,.,.,0.00,0.00,0.01,0.07,.,.,0.00,0.00,0.00,0.00,0.55,1.08,
12420063,3,Gujarat,124,Bharuch,2006,0.70,1.06,.,.,.,.,.,.,0.00,0.00,.,.,0.00,0.00,.,.,0.00,0.00,0.04,0.06,0.00,0.00,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.09,0.92,.,.,0.00,0.00,0.04,0.38,.,.,0.01,0.01,0.00,0.00,0.88,2.43,
12420073,3,Gujarat,124,Bharuch,2007,0.66,11.53,.,.,.,.,.,.,0.02,0.02,.,.,0.00,0.00,.,.,0.00,0.00,0.07,0.24,0.00,0.00,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.09,0.79,.,.,0.02,0.08,0.04,0.30,.,.,0.04,0.04,0.00,0.00,0.93,13.00,
12420083,3,Gujarat,124,Bharuch,2008,0.72,6.89,.,.,.,.,.,.,0.03,0.04,.,.,0.00,0.00,.,.,0.00,0.00,0.07,0.28,0.00,0.00,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,0.87,.,.,0.02,0.04,0.04,0.34,.,.,0.05,0.05,0.00,0.00,1.02,8.50,
12420093,3,Gujarat,124,Bharuch,2009,0.73,7.06,.,.,.,.,.,.,0.03,0.04,.,.,0.00,0.00,.,.,0.00,0.00,0.07,0.15,0.00,0.00,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,0.89,.,.,0.02,0.05,0.04,0.39,.,.,0.05,0.06,0.00,0.00,1.05,8.63,
12420103,3,Gujarat,124,Bharuch,2010,0.81,8.06,.,.,.,.,.,.,0.04,0.04,.,.,0.00,0.00,.,.,0.00,0.00,0.08,0.17,0.00,0.00,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,1.00,.,.,0.04,0.08,0.05,0.41,.,.,0.05,0.07,0.00,0.00,1.16,9.83,
12420113,3,Gujarat,124,Bharuch,2011,0.83,6.58,.,.,.,.,.,.,0.04,0.05,.,.,0.00,0.00,.,.,0.00,0.00,0.10,0.21,0.00,0.00,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,1.07,.,.,0.00,0.00,0.04,0.37,.,.,0.08,0.11,0.00,0.00,1.18,8.39,
12420123,3,Gujarat,124,Bharuch,2012,.,.,0.98,15.73,.,.,.,.,0.01,0.01,.,.,0.00,0.00,.,.,0.00,0.00,0.10,0.23,0.00,0.00,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.21,2.54,.,.,0.04,0.11,0.04,0.38,.,.,0.08,0.12,0.00,0.00,1.47,19.11,
12420133,3,Gujarat,124,Bharuch,2013,.,.,0.00,0.00,.,.,.,.,0.01,0.01,.,.,0.00,0.00,.,.,0.00,0.00,0.21,0.45,0.00,0.00,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.21,2.54,.,.,0.00,0.00,0.04,0.37,.,.,0.17,0.24,.,.,0.63,3.61,
12420143,3,Gujarat,124,Bharuch,2014,.,.,0.35,0.56,.,.,.,.,0.01,0.01,.,.,0.00,0.00,.,.,0.00,0.00,0.32,0.69,0.00,0.00,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.22,3.03,.,.,0.00,0.00,0.05,0.50,.,.,0.00,0.00,.,.,0.94,4.78,
12420153,3,Gujarat,124,Bharuch,2015,.,.,0.36,0.57,.,.,.,.,0.01,0.01,.,.,0.00,0.00,.,.,.,0.00,0.31,0.69,0.00,0.00,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.22,3.33,.,.,.,0.00,0.05,0.54,.,.,0.00,0.00,.,.,0.94,5.14,
12420163,3,Gujarat,124,Bharuch,2016,.,.,0.36,0.57,.,.,.,.,0.01,0.01,.,.,0.00,0.00,.,.,0.00,0.00,0.30,0.64,0.00,0.00,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.23,4.52,.,.,0.00,0.00,0.06,0.73,.,.,0.00,0.00,.,.,0.96,6.46,
12520053,3,Gujarat,125,Baroda,2005,4.00,1.60,.,.,.,.,.,.,0.00,0.00,.,.,1.16,0.81,.,.,0.13,0.20,0.35,0.71,0.00,0.00,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.34,7.57,.,.,0.00,0.00,0.26,4.64,.,.,0.36,0.29,0.00,0.00,6.61,15.81,
12520063,3,Gujarat,125,Baroda,2006,4.15,4.15,.,.,.,.,.,.,0.00,.,.,.,1.17,0.82,.,.,0.04,0.08,0.18,0.36,0.00,0.00,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.24,5.37,.,.,0.00,0.00,0.16,2.84,.,.,0.09,0.07,0.00,0.00,6.02,13.68,
12520073,3,Gujarat,125,Baroda,2007,4.30,19.35,.,.,.,.,.,.,0.00,0.00,.,.,1.78,1.22,.,.,0.13,0.26,0.19,0.38,0.00,0.00,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.30,6.60,.,.,0.00,0.00,0.18,3.24,.,.,0.10,0.10,0.00,0.00,6.98,31.15,
12520083,3,Gujarat,125,Baroda,2008,4.44,21.88,.,.,.,.,.,.,0.00,0.00,.,.,1.84,0.92,.,.,0.14,0.20,0.20,0.29,0.00,0.00,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.31,6.20,.,.,0.00,0.00,0.19,3.33,.,.,0.11,0.06,0.00,0.00,7.20,32.88,
12520093,3,Gujarat,125,Baroda,2009,4.62,26.36,.,.,.,.,.,.,0.00,0.00,.,.,1.85,1.11,.,.,0.14,0.22,0.19,0.40,0.00,0.00,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.30,6.38,.,.,0.00,0.00,0.19,3.52,.,.,0.11,0.07,0.00,0.00,7.40,38.06,
12520103,3,Gujarat,125,Baroda,2010,5.09,30.26,.,.,.,.,.,.,0.00,0.00,.,.,1.95,1.56,.,.,0.15,0.27,0.21,0.96,0.00,0.00,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.33,7.37,.,.,0.00,0.00,0.20,4.06,.,.,0.12,0.17,0.00,0.00,8.04,44.66,
