Key, State Code, State name, District code, District name, Year,Chilli Area (000Ha),Chilli Production (000Tonnes),Dry Chillies Area (000Ha),Dry Chillies Production (000Tonnes),Paprika Area (000Ha),Paprika Production (000Tonnes),Methi Area (000Ha),Methi Production (000Tonnes),Ajwain Area (000Ha),Ajwain Production (000Tonnes),Karayat Area (000Ha),Karayat Production (000Tonnes),Cumin Area (000Ha),Cumin Production (000Tonnes),Black Cumin Area (000Ha),Black Cumin Production (000Tonnes),Fennel Area (000Ha),Fennel Production (000Tonnes),Fenugreek Area (000Ha),Fenugreek Production (000Tonnes),Isabgul Area (000Ha),Isabgul Production (000Tonnes),Suva Area (000Ha),Suva Production (000Tonnes),Dill Area (000Ha),Dill Production (000Tonnes),Tamarind Area (000Ha),Tamarind Production (000Tonnes),Clove Area (000Ha),Clove Production (000Tonnes),Cinnamom Area (000Ha),Cinnamom Production (000Tonnes),Cloves & Cinnamon Area (000Ha),Cloves & Cinnamon Production (000Tonnes),Vanilla Area (000Ha),Vanilla Production (000Tonnes),Mint Area (000Ha),Mint Production (000Tonnes),Betelvine Area (000Ha),Betelvine Production (000Tonnes),Pepper Area (000Ha),Pepper Production (000Tonnes),Red Pepper  Area (000Ha),Red Pepper  Production (000Tonnes),Black Pepper Area (000Ha),Black Pepper Production (000Tonnes),Radhuni Area (000Ha),Radhuni Production (000Tonnes),Cocoa Area (000Ha),Cocoa Production (000Tonnes),Ginger Area (000Ha),Ginger Production (000Tonnes),Ginger (Dry) Area (000Ha),Ginger (Dry) Production (000Tonnes),Garlic Area (000Ha),Garlic Production (000Tonnes),Turmeric Area (000Ha),Turmeric Production (000Tonnes),Cardamom Area (000Ha),Cardamom Production (000Tonnes),Coriander Area (000Ha),Coriander Production (000Tonnes),Other Spices Area (000Ha),Other Spices Production (000Tonnes),Total Spices Area (000Ha),Total Spices Production (000Tonnes),
91820162,2,Bihar,918,Nalanda,2016,.,.,0.30,0.40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,.,.,1.50,0.40,0.10,0.40,.,.,0.10,0.20,.,.,2.00,1.50,
91920142,2,Bihar,919,Nawada,2014,.,.,0.10,0.10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.30,.,.,.,.,.,.,.,.,.,.,0.10,0.05,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,0.50,0.00,0.60,.,.,.,.,.,.,0.30,1.55,
91920152,2,Bihar,919,Nawada,2015,.,.,0.10,0.10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.30,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,0.50,.,0.60,.,.,.,.,.,.,0.20,1.50,
91920162,2,Bihar,919,Nawada,2016,.,.,0.10,0.10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.30,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,0.50,.,0.60,.,.,.,.,.,.,0.20,1.50,
92020142,2,Bihar,920,Aurangabad,2014,.,.,0.10,0.10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.10,.,.,.,.,.,.,.,.,.,.,0.10,0.02,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.50,0.00,0.70,.,.,.,.,.,.,0.20,1.42,
92020152,2,Bihar,920,Aurangabad,2015,.,.,0.10,0.10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.50,.,0.70,.,.,.,.,.,.,0.10,1.40,
92020162,2,Bihar,920,Aurangabad,2016,.,.,0.10,0.10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.50,.,0.70,.,.,.,.,.,.,0.10,1.40,
92120142,2,Bihar,921,Bhojpur,2014,.,.,0.10,0.20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,0.90,0.10,1.20,.,.,0.00,0.10,.,.,0.30,2.40,
92120152,2,Bihar,921,Bhojpur,2015,.,.,0.10,0.20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,0.90,0.10,1.20,.,.,.,0.10,.,.,0.30,2.40,
92120162,2,Bihar,921,Bhojpur,2016,.,.,0.10,0.20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,0.90,0.10,1.20,.,.,.,0.10,.,.,0.30,2.40,
92220142,2,Bihar,922,Rohtas,2014,.,.,0.20,0.20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,0.20,0.00,0.70,.,.,0.00,0.10,.,.,0.30,1.40,
92220152,2,Bihar,922,Rohtas,2015,.,.,0.20,0.20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,0.20,.,0.70,.,.,.,0.10,.,.,0.30,1.40,
92220162,2,Bihar,922,Rohtas,2016,.,.,0.20,0.20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,0.20,.,0.70,.,.,.,0.10,.,.,0.30,1.40,
92320142,2,Bihar,923,Siwan,2014,.,.,0.10,0.20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.10,.,.,0.10,0.70,0.10,2.40,.,.,.,.,.,.,0.30,3.40,
92320152,2,Bihar,923,Siwan,2015,.,.,0.10,0.20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,.,.,0.10,0.70,0.10,2.40,.,.,.,.,.,.,0.30,3.40,
92320162,2,Bihar,923,Siwan,2016,.,.,0.10,0.20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,.,.,0.10,0.70,0.10,2.40,.,.,.,.,.,.,0.30,3.40,
92420142,2,Bihar,924,Gopalganj,2014,.,.,0.10,0.10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.10,.,.,1.00,0.50,0.00,1.50,.,.,.,.,.,.,1.10,2.20,
92420152,2,Bihar,924,Gopalganj,2015,.,.,0.10,0.10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,.,.,1.00,0.50,.,1.50,.,.,.,.,.,.,1.10,2.20,
92420162,2,Bihar,924,Gopalganj,2016,.,.,0.10,0.10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,.,.,1.00,0.50,.,1.50,.,.,.,.,.,.,1.10,2.20,
92520142,2,Bihar,925,Purbi Champaran,2014,.,.,.,0.40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.30,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.30,.,.,0.10,1.90,.,9.00,.,.,.,0.10,.,.,0.10,12.00,
92520152,2,Bihar,925,Purbi Champaran,2015,.,.,.,0.40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.30,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.30,.,.,0.10,1.90,.,9.00,.,.,.,0.10,.,.,0.10,12.00,
92520162,2,Bihar,925,Purbi Champaran,2016,.,.,.,0.40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.30,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.30,.,.,0.10,1.90,.,9.00,.,.,.,0.10,.,.,0.10,12.00,
92620142,2,Bihar,926,Pashchim Champaran,2014,.,.,0.30,0.40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.30,.,.,0.20,1.50,0.20,7.30,.,.,0.10,0.10,.,.,0.80,9.60,
92620152,2,Bihar,926,Pashchim Champaran,2015,.,.,0.30,0.40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.30,.,.,0.20,1.50,0.20,7.30,.,.,0.10,0.10,.,.,0.80,9.60,
92620162,2,Bihar,926,Pashchim Champaran,2016,.,.,0.30,0.40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.30,.,.,0.20,1.50,0.20,7.30,.,.,0.10,0.10,.,.,0.80,9.60,
92720142,2,Bihar,927,Vaishali,2014,.,.,0.50,0.60,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,0.02,.,.,.,.,.,.,.,.,.,.,0.20,2.80,.,.,0.30,3.60,0.40,10.80,.,.,0.10,0.10,.,.,1.60,17.92,
92720152,2,Bihar,927,Vaishali,2015,.,.,0.50,0.60,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.20,2.80,.,.,0.30,3.60,0.40,10.80,.,.,0.10,0.10,.,.,1.50,17.90,
92720162,2,Bihar,927,Vaishali,2016,.,.,0.50,0.60,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.20,2.80,.,.,0.31,3.71,0.40,10.80,.,.,0.10,0.10,.,.,1.51,18.01,
92820142,2,Bihar,928,Sitamarhi,2014,.,.,0.10,0.10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.10,.,.,0.50,0.60,0.10,3.40,.,.,.,.,.,.,0.70,4.20,
92820152,2,Bihar,928,Sitamarhi,2015,.,.,0.10,0.10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,.,.,0.50,0.60,0.10,3.40,.,.,.,.,.,.,0.70,4.20,
92820162,2,Bihar,928,Sitamarhi,2016,.,.,0.10,0.10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,.,.,0.50,0.60,0.10,3.40,.,.,.,.,.,.,0.70,4.20,
92920142,2,Bihar,929,Madhubani,2014,.,.,0.10,0.10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,0.05,.,.,.,.,.,.,.,.,.,.,0.00,0.10,.,.,0.10,0.60,0.10,1.50,.,.,.,.,.,.,0.40,2.35,
92920152,2,Bihar,929,Madhubani,2015,.,.,0.10,0.10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,.,.,0.10,0.60,0.10,1.50,.,.,.,.,.,.,0.30,2.30,
92920162,2,Bihar,929,Madhubani,2016,.,.,0.10,0.10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,.,.,0.10,0.60,0.10,1.50,.,.,.,.,.,.,0.30,2.30,
93020142,2,Bihar,930,Samastipur,2014,.,.,0.90,1.20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.30,3.90,.,.,0.40,4.80,0.70,20.50,.,.,0.10,0.10,.,.,2.40,30.50,
93020152,2,Bihar,930,Samastipur,2015,.,.,0.90,1.20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.30,3.90,.,.,0.40,4.80,0.70,20.50,.,.,0.10,0.10,.,.,2.40,30.50,
93020162,2,Bihar,930,Samastipur,2016,.,.,0.90,1.20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.30,3.90,.,.,0.40,4.80,0.70,20.50,.,.,0.10,0.10,.,.,2.40,30.50,
93120142,2,Bihar,931,Begusarai,2014,.,.,0.90,1.20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.20,2.60,.,.,0.40,0.50,0.40,12.30,.,.,0.10,0.10,.,.,2.00,16.90,
93120152,2,Bihar,931,Begusarai,2015,.,.,0.90,1.20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.20,2.60,.,.,0.40,0.50,0.40,12.30,.,.,0.10,0.10,.,.,2.00,16.90,
93120162,2,Bihar,931,Begusarai,2016,.,.,1.00,1.33,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.20,2.60,.,.,0.40,0.50,0.40,12.30,.,.,0.10,0.10,.,.,2.10,17.03,
93220142,2,Bihar,932,Katihar,2014,.,.,0.40,0.50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.30,.,.,0.10,1.50,0.30,9.70,.,.,0.00,0.10,.,.,0.80,12.10,
93220152,2,Bihar,932,Katihar,2015,.,.,0.40,0.50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.30,.,.,0.10,1.50,0.30,9.70,.,.,.,0.10,.,.,0.80,12.10,
93220162,2,Bihar,932,Katihar,2016,.,.,0.40,0.50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.30,.,.,0.10,1.50,0.30,9.73,.,.,.,0.10,.,.,0.80,12.13,
93420142,2,Bihar,934,Jehanabad,2014,.,.,0.10,0.10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.50,0.00,1.20,.,.,.,.,.,.,0.10,1.80,
93420152,2,Bihar,934,Jehanabad,2015,.,.,0.10,0.10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.50,.,1.20,.,.,.,.,.,.,0.10,1.80,
93420162,2,Bihar,934,Jehanabad,2016,.,.,0.10,0.10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.50,.,1.20,.,.,.,.,.,.,0.10,1.80,
93520142,2,Bihar,935,Madhepura,2014,.,.,0.20,0.30,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.10,.,.,0.10,1.20,0.00,1.40,.,.,.,.,.,.,0.30,3.00,
93520152,2,Bihar,935,Madhepura,2015,.,.,0.20,0.30,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,.,.,0.10,1.20,.,1.40,.,.,.,.,.,.,0.30,3.00,
93520162,2,Bihar,935,Madhepura,2016,.,.,0.21,0.31,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,.,.,0.10,1.20,.,1.40,.,.,.,.,.,.,0.31,3.01,
93620142,2,Bihar,936,Khagaria,2014,.,.,0.10,0.10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.50,0.10,3.30,.,.,.,.,.,.,0.20,3.90,
93620152,2,Bihar,936,Khagaria,2015,.,.,0.10,0.10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.50,0.10,3.30,.,.,.,.,.,.,0.20,3.90,
93620162,2,Bihar,936,Khagaria,2016,.,.,0.10,0.10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.50,0.10,3.43,.,.,.,.,.,.,0.21,4.04,
94520142,2,Bihar,945,Araria,2014,.,.,0.10,0.20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,1.20,0.00,1.30,.,.,.,.,.,.,0.20,2.70,
94520152,2,Bihar,945,Araria,2015,.,.,0.10,0.20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,1.20,.,1.30,.,.,.,.,.,.,0.20,2.70,
94520162,2,Bihar,945,Araria,2016,.,.,0.10,0.20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,1.20,.,1.30,.,.,.,.,.,.,0.20,2.70,
94620142,2,Bihar,946,Kishanganj,2014,.,.,0.20,0.20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.10,.,.,0.10,1.10,0.10,2.50,.,.,.,.,.,.,0.40,3.90,
94620152,2,Bihar,946,Kishanganj,2015,.,.,0.20,0.20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,.,.,0.10,1.10,0.10,2.50,.,.,.,.,.,.,0.40,3.90,
94620162,2,Bihar,946,Kishanganj,2016,.,.,0.21,0.21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,.,.,0.10,1.10,0.10,2.50,.,.,.,.,.,.,0.41,3.91,
94720142,2,Bihar,947,Buxar,2014,.,.,0.10,0.20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,0.70,0.00,0.90,.,.,0.00,0.10,.,.,0.20,1.90,
94720152,2,Bihar,947,Buxar,2015,.,.,0.10,0.20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,0.70,.,0.90,.,.,.,0.10,.,.,0.20,1.90,
94720162,2,Bihar,947,Buxar,2016,.,.,0.10,0.20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,0.70,.,0.90,.,.,.,0.10,.,.,0.20,1.90,
94820142,2,Bihar,948,Kaimur (Bhabua),2014,.,.,0.10,0.10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.60,.,.,.,.,.,.,0.10,0.90,
94820152,2,Bihar,948,Kaimur (Bhabua),2015,.,.,0.10,0.10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.60,.,.,.,.,.,.,0.10,0.90,
94820162,2,Bihar,948,Kaimur (Bhabua),2016,.,.,0.10,0.10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.60,.,.,.,.,.,.,0.10,0.90,
94920142,2,Bihar,949,Banka,2014,.,.,0.00,0.10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,0.10,0.00,0.40,.,.,0.00,0.10,.,.,0.10,0.90,
94920152,2,Bihar,949,Banka,2015,.,.,.,0.10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,0.10,.,.,.,.,.,.,.,0.20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,0.10,.,0.40,.,.,.,0.10,.,.,0.20,1.00,
94920162,2,Bihar,949,Banka,2016,.,.,.,0.10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,0.10,.,.,.,.,.,.,.,0.20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,0.10,.,0.40,.,.,.,0.10,.,.,0.20,1.00,
95020142,2,Bihar,950,Jamui,2014,.,.,0.10,0.10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.40,0.00,0.30,.,.,.,.,.,.,0.10,0.90,
95020152,2,Bihar,950,Jamui,2015,.,.,0.10,0.10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.40,.,0.30,.,.,.,.,.,.,0.10,0.90,
95020162,2,Bihar,950,Jamui,2016,.,.,0.10,0.10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.40,.,0.30,.,.,.,.,.,.,0.10,0.90,
95120142,2,Bihar,951,Supaul,2014,.,.,0.10,0.10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.40,0.00,0.80,.,.,0.00,0.10,.,.,0.10,1.40,
95120152,2,Bihar,951,Supaul,2015,.,.,0.10,0.10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.40,.,0.80,.,.,.,0.10,.,.,0.10,1.40,
95120162,2,Bihar,951,Supaul,2016,.,.,0.10,0.10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.40,.,0.80,.,.,.,0.10,.,.,0.10,1.40,
95620142,2,Bihar,956,Lakhisarai,2014,.,.,0.10,0.10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.50,.,.,.,.,.,.,0.10,0.60,
95620152,2,Bihar,956,Lakhisarai,2015,.,.,0.10,0.10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.50,.,.,.,.,.,.,0.10,0.60,
