Key,Dist Code,Year,State Code,State Name,Dist Name,RICE HARVEST PRICE (Rs per Quintal),PADDY HARVEST PRICE (Rs per Quintal),WHEAT HARVEST PRICE (Rs per Quintal),SORGHUM HARVEST PRICE (Rs per Quintal),PEARL MILLET HARVEST PRICE (Rs per Quintal),MAIZE HARVEST PRICE (Rs per Quintal),FINGER MILLET HARVEST PRICE (Rs per Quintal),BARLEY HARVEST PRICE (Rs per Quintal),CHICKPEA HARVEST PRICE (Rs per Quintal),PIGEONPEA HARVEST PRICE (Rs per Quintal),GROUNDNUT HARVEST PRICE (Rs per Quintal),SEASMUM HARVEST PRICE (Rs per Quintal),RAPE AND MUSTARD HARVEST PRICE (Rs per Quintal),CASTOR HARVEST PRICE (Rs per Quintal),LINSEED HARVEST PRICE (Rs per Quintal),SUGARCANE GUR HARVEST PRICE (Rs per Quintal),COTTON KAPAS HARVEST PRICE (Rs per Quintal)
6200914,6,2009,14,Chhattisgarh,Surguja,1245,1163,-1,-1,-1,1247,-1,-1,-1,-1,-1,5570,-1,-1,-1,3646,-1
6201014,6,2010,14,Chhattisgarh,Surguja,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6201114,6,2011,14,Chhattisgarh,Surguja,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6201214,6,2012,14,Chhattisgarh,Surguja,1503,1000,1800,-1,-1,1100,-1,-1,4889,-1,3917,-1,-1,-1,-1,4000,-1
6201314,6,2013,14,Chhattisgarh,Surguja,2000,1200,2200,-1,-1,1300,-1,-1,4950,1950,6500,-1,-1,-1,-1,4761,-1
6201414,6,2014,14,Chhattisgarh,Surguja,2175,1300,2375,-1,-1,1300,-1,-1,4625,-1,7423,-1,-1,-1,-1,4870,-1
6201514,6,2015,14,Chhattisgarh,Surguja,3088,1367,2400,-1,-1,1280,-1,-1,6333,9000,7045,9000,-1,-1,-1,4330,-1
6201614,6,2016,14,Chhattisgarh,Surguja,3279,1370,2009,1832,2547,2000,3622,2468,5690,5953,5000,9604,6092,-1,-1,4119,-1
719906,7,1990,6,Madhya Pradesh,Jabalpur,368,193,321,244,-1,191,-1,-1,577,810,-1,1236,917,-1,1003,-1,-1
719916,7,1991,6,Madhya Pradesh,Jabalpur,449,288,425,392,-1,235,-1,-1,606,905,-1,1369,997,-1,1027,-1,-1
719926,7,1992,6,Madhya Pradesh,Jabalpur,488,294,391,253,-1,287,-1,-1,714,-1,-1,1327,792,-1,851,-1,-1
719936,7,1993,6,Madhya Pradesh,Jabalpur,539,325,466,333,-1,267,-1,-1,913,820,-1,1203,852,-1,938,-1,-1
719946,7,1994,6,Madhya Pradesh,Jabalpur,638,384,430,402,-1,364,-1,-1,842,1311,-1,1658,1131,-1,1131,-1,-1
719956,7,1995,6,Madhya Pradesh,Jabalpur,805,471,455,378,387,548,464,342,884,1471,1311,1959,1186,-1,1273,828,1894
719966,7,1996,6,Madhya Pradesh,Jabalpur,864,-1,593,474,-1,437,-1,-1,1001,1335,-1,1493,1069,-1,1253,-1,-1
719976,7,1997,6,Madhya Pradesh,Jabalpur,863,418,539,485,336,399,559,430,1078,1231,1196,1461,1247,1034,993,1160,2123
719986,7,1998,6,Madhya Pradesh,Jabalpur,-1,-1,589,494,-1,439,-1,-1,1002,1358,-1,2107,1183,-1,1336,-1,-1
719996,7,1999,6,Madhya Pradesh,Jabalpur,-1,-1,668,495,-1,503,-1,-1,1168,1189,-1,1725,1159,-1,1279,-1,-1
720006,7,2000,6,Madhya Pradesh,Jabalpur,-1,469,551,437,-1,423,-1,-1,1523,1386,-1,1962,1216,-1,1271,-1,-1
720016,7,2001,6,Madhya Pradesh,Jabalpur,-1,497,682,454,-1,410,-1,-1,1352,1251,-1,1990,1060,-1,1364,-1,-1
720026,7,2002,6,Madhya Pradesh,Jabalpur,-1,498,653,484,-1,451,-1,-1,1366,1449,-1,2126,1220,-1,1640,-1,-1
720036,7,2003,6,Madhya Pradesh,Jabalpur,-1,507,638,489,-1,467,-1,-1,1265,1475,-1,2374,1572,-1,1750,-1,-1
720046,7,2004,6,Madhya Pradesh,Jabalpur,1017,-1,641,498,-1,471,-1,-1,1294,-1,-1,2464,1438,-1,1612,1409,-1
720056,7,2005,6,Madhya Pradesh,Jabalpur,1020,-1,758,573,-1,534,-1,-1,1587,-1,-1,2399,1406,-1,1668,1486,-1
720066,7,2006,6,Madhya Pradesh,Jabalpur,1071,-1,947,1000,-1,550,-1,-1,2122,2025,-1,3061,1400,-1,1947,1668,-1
720076,7,2007,6,Madhya Pradesh,Jabalpur,1156,-1,1123,770,-1,627,-1,-1,2121,2386,-1,2874,2241,-1,2783,1397,1509
720086,7,2008,6,Madhya Pradesh,Jabalpur,1542,-1,1177,819,-1,752,-1,-1,2110,3054,-1,4364,2293,-1,2570,1804,-1
720096,7,2009,6,Madhya Pradesh,Jabalpur,1765,1341,1549,837,-1,1124,-1,-1,2581,7578,-1,5407,-1,-1,2212,3088,-1
720106,7,2010,6,Madhya Pradesh,Jabalpur,1838,-1,1593,1329,-1,1212,-1,-1,2821,-1,-1,-1,-1,-1,2400,-1,-1
720116,7,2011,6,Madhya Pradesh,Jabalpur,1652,-1,1474,1907,-1,1402,-1,-1,3538,-1,-1,-1,-1,-1,-1,-1,-1
720126,7,2012,6,Madhya Pradesh,Jabalpur,1641,-1,1401,850,-1,1205,-1,-1,3151,3821,-1,6833,2970,-1,3721,-1,-1
720136,7,2013,6,Madhya Pradesh,Jabalpur,2400,1433,1644,2000,-1,1275,-1,-1,2720,4671,-1,13200,2825,-1,3886,-1,-1
720146,7,2014,6,Madhya Pradesh,Jabalpur,2808,1393,1425,2750,-1,1333,-1,-1,3700,5687,-1,9522,3467,-1,3883,-1,-1
720156,7,2015,6,Madhya Pradesh,Jabalpur,2833,1557,1525,1733,-1,1450,-1,-1,4418,7905,-1,8800,3450,-1,4489,-1,-1
720166,7,2016,6,Madhya Pradesh,Jabalpur,2930,1581,1590,-1,-1,1417,-1,-1,5200,4291,-1,7333,3533,-1,4387,-1,-1
819906,8,1990,6,Madhya Pradesh,Balaghat,294,208,328,-1,-1,-1,-1,-1,637,-1,-1,-1,-1,-1,765,533,-1
819916,8,1991,6,Madhya Pradesh,Balaghat,442,-1,500,-1,-1,260,-1,-1,700,-1,-1,-1,-1,-1,900,494,-1
819926,8,1992,6,Madhya Pradesh,Balaghat,458,276,447,-1,-1,310,-1,-1,725,-1,-1,-1,-1,-1,750,706,-1
819936,8,1993,6,Madhya Pradesh,Balaghat,436,263,446,-1,-1,200,267,-1,1020,-1,-1,-1,930,-1,947,968,-1
819946,8,1994,6,Madhya Pradesh,Balaghat,503,303,413,-1,-1,-1,-1,-1,905,-1,-1,-1,917,-1,1055,967,-1
819956,8,1995,6,Madhya Pradesh,Balaghat,603,354,521,407,387,348,464,342,1135,1434,1311,2039,710,-1,700,864,1894
819966,8,1996,6,Madhya Pradesh,Balaghat,826,-1,681,498,-1,328,-1,-1,1144,1323,-1,1775,948,-1,1113,847,-1
819976,8,1997,6,Madhya Pradesh,Balaghat,872,418,675,424,336,400,800,430,1598,1464,1196,1527,1311,1034,1400,1594,2123
819986,8,1998,6,Madhya Pradesh,Balaghat,-1,460,680,-1,-1,750,-1,-1,1209,-1,-1,-1,-1,-1,1163,1222,-1
819996,8,1999,6,Madhya Pradesh,Balaghat,-1,474,756,-1,-1,398,350,-1,1258,-1,-1,-1,1025,-1,-1,956,-1
820006,8,2000,6,Madhya Pradesh,Balaghat,-1,446,747,-1,-1,250,-1,-1,1304,-1,-1,-1,1250,-1,-1,1069,-1
820016,8,2001,6,Madhya Pradesh,Balaghat,-1,451,825,-1,-1,361,-1,-1,1454,-1,-1,-1,1300,-1,1146,1219,-1
820026,8,2002,6,Madhya Pradesh,Balaghat,-1,-1,675,-1,-1,317,700,-1,1466,-1,-1,-1,-1,-1,1800,1286,-1
820036,8,2003,6,Madhya Pradesh,Balaghat,-1,457,725,-1,-1,-1,-1,-1,1300,-1,-1,-1,1500,-1,1500,1151,-1
820046,8,2004,6,Madhya Pradesh,Balaghat,1200,-1,800,574,-1,500,-1,-1,1500,-1,1452,2499,1400,-1,1698,1537,-1
820056,8,2005,6,Madhya Pradesh,Balaghat,957,-1,850,588,-1,-1,-1,-1,1710,-1,-1,2549,-1,-1,-1,1903,-1
820066,8,2006,6,Madhya Pradesh,Balaghat,-1,547,1217,-1,-1,600,-1,-1,2137,2025,-1,3066,1629,-1,1642,1317,-1
820076,8,2007,6,Madhya Pradesh,Balaghat,1178,-1,1125,786,-1,-1,-1,-1,2388,2386,-1,-1,-1,-1,-1,1289,-1
820086,8,2008,6,Madhya Pradesh,Balaghat,-1,-1,965,900,-1,-1,-1,-1,2900,2990,-1,-1,-1,-1,-1,2029,-1
820096,8,2009,6,Madhya Pradesh,Balaghat,-1,1163,1025,1036,-1,-1,-1,-1,2005,3807,-1,-1,1600,-1,-1,3691,-1
820106,8,2010,6,Madhya Pradesh,Balaghat,-1,1150,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3752,-1
820116,8,2011,6,Madhya Pradesh,Balaghat,-1,1243,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3250,-1
820126,8,2012,6,Madhya Pradesh,Balaghat,-1,1175,-1,-1,-1,700,-1,-1,-1,-1,-1,-1,-1,-1,-1,3648,-1
820136,8,2013,6,Madhya Pradesh,Balaghat,-1,1388,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4000,3643,-1
820146,8,2014,6,Madhya Pradesh,Balaghat,4500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3243,-1
820156,8,2015,6,Madhya Pradesh,Balaghat,-1,-1,-1,-1,-1,1750,-1,-1,-1,-1,-1,-1,-1,-1,-1,3300,-1
820166,8,2016,6,Madhya Pradesh,Balaghat,-1,1450,-1,-1,-1,1000,-1,-1,-1,-1,-1,-1,-1,-1,-1,3800,-1
919906,9,1990,6,Madhya Pradesh,Chhindwara,429,-1,294,244,-1,160,-1,-1,589,862,844,1179,-1,-1,-1,530,886
919916,9,1991,6,Madhya Pradesh,Chhindwara,541,-1,493,361,-1,298,400,-1,680,907,1135,1586,-1,-1,-1,510,1397
919926,9,1992,6,Madhya Pradesh,Chhindwara,572,345,375,274,-1,339,-1,-1,697,895,1067,1210,-1,-1,-1,643,1046
919936,9,1993,6,Madhya Pradesh,Chhindwara,579,349,425,270,-1,250,-1,-1,938,986,963,1269,-1,-1,-1,977,1401
919946,9,1994,6,Madhya Pradesh,Chhindwara,699,421,403,409,-1,376,-1,-1,866,1345,1200,1600,-1,-1,-1,875,2248
919956,9,1995,6,Madhya Pradesh,Chhindwara,854,709,464,382,387,347,464,342,860,1557,1347,2508,1221,-1,1299,828,2010
919966,9,1996,6,Madhya Pradesh,Chhindwara,1005,-1,574,435,-1,435,-1,-1,992,1293,1290,2000,-1,-1,1234,729,1762
919976,9,1997,6,Madhya Pradesh,Chhindwara,996,418,577,488,336,384,559,430,1021,1777,1290,2313,1401,1034,1357,1086,2123
919986,9,1998,6,Madhya Pradesh,Chhindwara,-1,-1,569,478,-1,519,-1,-1,956,1269,1346,2583,-1,-1,-1,906,1950
919996,9,1999,6,Madhya Pradesh,Chhindwara,-1,-1,-1,-1,-1,498,750,-1,-1,-1,1393,2016,-1,-1,-1,1047,1950
920006,9,2000,6,Madhya Pradesh,Chhindwara,-1,488,616,-1,-1,394,-1,-1,-1,-1,1498,-1,-1,-1,-1,903,-1
920016,9,2001,6,Madhya Pradesh,Chhindwara,-1,-1,668,438,-1,401,-1,-1,1354,1264,1307,2700,-1,-1,-1,1249,1590
920026,9,2002,6,Madhya Pradesh,Chhindwara,-1,-1,716,418,-1,507,-1,-1,1223,1417,1423,2602,-1,-1,-1,1038,1990
920036,9,2003,6,Madhya Pradesh,Chhindwara,-1,-1,-1,-1,-1,437,-1,-1,-1,-1,1600,2222,-1,-1,-1,999,2563
920046,9,2004,6,Madhya Pradesh,Chhindwara,-1,-1,634,493,-1,-1,-1,-1,1239,-1,1885,2819,-1,-1,1645,1397,1509
920056,9,2005,6,Madhya Pradesh,Chhindwara,1383,-1,850,570,-1,624,-1,-1,1707,-1,2015,2406,-1,-1,1665,1592,-1
920066,9,2006,6,Madhya Pradesh,Chhindwara,881,556,845,792,581,665,-1,732,2083,2025,1823,3066,1718,1715,1954,1222,2159
920076,9,2007,6,Madhya Pradesh,Chhindwara,962,789,1139,696,693,709,1000,872,2419,2386,2262,4099,2612,1550,2563,1649,2497
920086,9,2008,6,Madhya Pradesh,Chhindwara,1801,895,1166,761,643,748,1821,870,1916,2722,2341,4710,2104,-1,2742,1727,2713
920096,9,2009,6,Madhya Pradesh,Chhindwara,1720,1250,1100,938,851,793,2000,921,1740,3715,2250,3740,2100,2271,2667,3240,2860
920106,9,2010,6,Madhya Pradesh,Chhindwara,1619,-1,1170,-1,-1,881,-1,-1,1740,3740,2430,5437,-1,-1,3800,3174,3066
920116,9,2011,6,Madhya Pradesh,Chhindwara,1653,-1,1311,-1,-1,870,-1,-1,3357,3094,3006,6249,-1,-1,-1,2750,2965
920126,9,2012,6,Madhya Pradesh,Chhindwara,1617,-1,-1,-1,-1,1200,-1,-1,-1,-1,3175,4834,-1,-1,-1,3424,3722
920136,9,2013,6,Madhya Pradesh,Chhindwara,-1,-1,1633,1380,-1,-1,-1,-1,2805,3815,-1,-1,-1,-1,-1,3444,4919
920146,9,2014,6,Madhya Pradesh,Chhindwara,3542,-1,1404,1970,-1,1207,-1,-1,3314,-1,4130,7219,-1,-1,-1,3495,4430
920156,9,2015,6,Madhya Pradesh,Chhindwara,3646,-1,1754,1520,-1,1242,-1,-1,4606,-1,4000,12240,-1,-1,-1,3469,4000
920166,9,2016,6,Madhya Pradesh,Chhindwara,3645,-1,1700,1427,-1,1296,-1,-1,6375,5500,4574,8000,-1,-1,-1,3886,4799
1019906,10,1990,6,Madhya Pradesh,Narsinghpur,444,-1,312,285,-1,-1,-1,-1,557,795,-1,1185,-1,-1,-1,516,-1
1019916,10,1991,6,Madhya Pradesh,Narsinghpur,510,228,408,355,-1,-1,-1,-1,564,861,-1,1350,-1,-1,-1,496,-1
1019926,10,1992,6,Madhya Pradesh,Narsinghpur,577,347,356,297,-1,-1,-1,-1,807,956,-1,1226,-1,-1,-1,645,-1
1019936,10,1993,6,Madhya Pradesh,Narsinghpur,595,359,451,355,-1,-1,-1,-1,945,1093,-1,1370,-1,-1,-1,944,-1
1019946,10,1994,6,Madhya Pradesh,Narsinghpur,673,405,-1,470,-1,-1,-1,-1,-1,1279,-1,-1,-1,-1,-1,882,-1
1019956,10,1995,6,Madhya Pradesh,Narsinghpur,775,646,462,531,387,303,464,342,881,1434,1311,2050,1071,-1,1299,869,1894
1019966,10,1996,6,Madhya Pradesh,Narsinghpur,918,-1,536,570,-1,463,-1,-1,1211,1295,-1,1600,-1,-1,1234,755,-1
1019976,10,1997,6,Madhya Pradesh,Narsinghpur,977,418,529,481,336,407,559,430,1008,1240,1196,1210,1234,1034,1357,1048,2123
1019986,10,1998,6,Madhya Pradesh,Narsinghpur,-1,-1,611,487,-1,-1,-1,-1,1042,1424,-1,1921,-1,-1,-1,1004,-1
1019996,10,1999,6,Madhya Pradesh,Narsinghpur,-1,-1,606,584,-1,-1,-1,-1,1308,-1,-1,2533,-1,-1,-1,773,-1
1020006,10,2000,6,Madhya Pradesh,Narsinghpur,-1,-1,591,589,-1,-1,-1,-1,1537,1296,-1,-1,-1,-1,-1,823,-1
1020016,10,2001,6,Madhya Pradesh,Narsinghpur,-1,-1,665,527,-1,-1,-1,-1,1375,1312,-1,2016,-1,-1,-1,939,-1
1020026,10,2002,6,Madhya Pradesh,Narsinghpur,-1,-1,659,483,-1,-1,-1,-1,1493,1667,-1,-1,-1,-1,-1,884,-1
1020036,10,2003,6,Madhya Pradesh,Narsinghpur,-1,-1,658,550,-1,-1,-1,-1,1212,1500,-1,2298,-1,-1,-1,867,-1
1020046,10,2004,6,Madhya Pradesh,Narsinghpur,881,-1,670,507,-1,-1,-1,-1,1340,-1,-1,2870,-1,-1,-1,1289,-1
1020056,10,2005,6,Madhya Pradesh,Narsinghpur,1308,-1,814,621,-1,-1,-1,-1,1802,-1,-1,2549,1475,-1,1680,1384,-1
1020066,10,2006,6,Madhya Pradesh,Narsinghpur,1206,-1,919,856,-1,-1,-1,-1,2205,2025,-1,3066,-1,-1,1954,1094,-1
1020076,10,2007,6,Madhya Pradesh,Narsinghpur,1653,-1,1100,924,-1,-1,-1,-1,2249,2386,-1,3450,-1,-1,-1,924,-1
1020086,10,2008,6,Madhya Pradesh,Narsinghpur,2061,-1,998,700,-1,-1,-1,-1,1986,2765,-1,3589,-1,-1,-1,1817,-1
1020096,10,2009,6,Madhya Pradesh,Narsinghpur,1671,-1,1183,981,-1,-1,-1,-1,1924,3737,-1,5523,-1,-1,-1,2915,-1
1020106,10,2010,6,Madhya Pradesh,Narsinghpur,1757,-1,1221,1028,-1,-1,-1,-1,2161,3397,-1,5360,-1,-1,-1,2348,-1
1020116,10,2011,6,Madhya Pradesh,Narsinghpur,1907,-1,1317,1000,-1,-1,-1,-1,3454,2883,-1,5083,-1,-1,-1,2215,-1
1020126,10,2012,6,Madhya Pradesh,Narsinghpur,1840,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1020146,10,2014,6,Madhya Pradesh,Narsinghpur,3758,-1,1433,2750,-1,-1,-1,-1,3340,5117,-1,9583,-1,-1,-1,2310,-1
1020156,10,2015,6,Madhya Pradesh,Narsinghpur,3360,-1,-1,2250,-1,-1,-1,-1,-1,7755,-1,6929,-1,-1,-1,2291,-1
1020166,10,2016,6,Madhya Pradesh,Narsinghpur,3488,-1,1475,2582,-1,-1,-1,-1,1550,3771,-1,5880,-1,-1,-1,2863,-1
1119906,11,1990,6,Madhya Pradesh,Seoni,345,200,290,230,-1,194,-1,-1,544,765,829,1178,-1,-1,996,-1,-1
1119916,11,1991,6,Madhya Pradesh,Seoni,464,-1,448,364,-1,-1,-1,-1,563,873,1211,1609,-1,-1,1115,-1,-1
1119926,11,1992,6,Madhya Pradesh,Seoni,506,305,399,253,-1,329,-1,-1,723,850,929,1271,-1,-1,865,-1,-1
1119936,11,1993,6,Madhya Pradesh,Seoni,494,298,416,273,-1,253,-1,-1,913,873,964,1186,-1,-1,1007,-1,-1
1119946,11,1994,6,Madhya Pradesh,Seoni,557,335,402,587,-1,383,-1,-1,757,1148,1087,1628,-1,-1,1137,-1,-1
1119956,11,1995,6,Madhya Pradesh,Seoni,930,500,475,422,387,355,464,342,889,1294,1394,1727,1226,-1,1292,828,1894
1119966,11,1996,6,Madhya Pradesh,Seoni,864,-1,573,407,-1,377,-1,-1,1134,1225,1189,1598,-1,-1,1218,-1,-1
1119976,11,1997,6,Madhya Pradesh,Seoni,899,418,516,422,336,346,559,430,1019,1127,1126,1883,1137,1034,1357,1375,2123
1119986,11,1998,6,Madhya Pradesh,Seoni,-1,443,590,491,-1,385,-1,-1,931,1314,1399,1992,-1,-1,1447,1147,-1
1119996,11,1999,6,Madhya Pradesh,Seoni,-1,474,636,524,-1,475,-1,-1,1091,1282,1084,1732,-1,-1,1287,1195,-1
1120006,11,2000,6,Madhya Pradesh,Seoni,-1,503,605,502,-1,404,-1,-1,1496,1232,1395,1712,-1,-1,1309,978,-1
1120016,11,2001,6,Madhya Pradesh,Seoni,-1,-1,661,395,-1,412,-1,-1,1321,1147,1231,1610,-1,-1,1439,1155,-1
1120026,11,2002,6,Madhya Pradesh,Seoni,-1,-1,611,428,-1,477,-1,-1,1345,1285,1343,1206,-1,-1,1640,1201,-1
1120036,11,2003,6,Madhya Pradesh,Seoni,-1,-1,601,444,-1,466,-1,-1,1228,1554,1338,2811,-1,-1,1711,1040,-1
1120046,11,2004,6,Madhya Pradesh,Seoni,1088,-1,632,434,-1,456,-1,-1,1250,-1,1452,2442,-1,-1,1698,1537,-1
1120056,11,2005,6,Madhya Pradesh,Seoni,1066,-1,713,620,-1,548,-1,-1,1629,-1,1441,2732,-1,-1,1659,1508,-1
1120066,11,2006,6,Madhya Pradesh,Seoni,1198,-1,900,700,-1,626,-1,-1,2112,2025,1655,2645,-1,-1,1548,1302,-1
1120076,11,2007,6,Madhya Pradesh,Seoni,1414,-1,1094,900,-1,514,-1,-1,2357,2386,1962,2767,-1,-1,1519,1783,-1
1120086,11,2008,6,Madhya Pradesh,Seoni,1931,-1,1125,900,-1,635,-1,-1,2250,2990,2063,5000,-1,-1,3067,1858,-1
1120096,11,2009,6,Madhya Pradesh,Seoni,1307,1389,1170,1036,-1,805,-1,-1,1800,3807,2125,-1,-1,-1,3500,4094,-1
1120106,11,2010,6,Madhya Pradesh,Seoni,1500,1000,1200,-1,-1,1000,-1,-1,2000,-1,-1,-1,-1,-1,-1,-1,-1
1120116,11,2011,6,Madhya Pradesh,Seoni,1500,1650,1100,-1,-1,1100,-1,-1,2800,3500,-1,-1,-1,-1,3300,3500,-1
1120126,11,2012,6,Madhya Pradesh,Seoni,-1,1350,1483,-1,-1,1122,-1,-1,3050,4000,-1,-1,-1,-1,3367,3850,-1
1120136,11,2013,6,Madhya Pradesh,Seoni,2180,1609,1631,-1,-1,1411,-1,-1,2886,-1,-1,-1,-1,-1,-1,3319,-1
1120146,11,2014,6,Madhya Pradesh,Seoni,2652,1175,1600,2558,-1,1097,-1,-1,3500,7000,5014,12013,-1,-1,5300,3166,-1
1120156,11,2015,6,Madhya Pradesh,Seoni,2732,-1,-1,-1,-1,1274,-1,-1,3080,-1,6000,-1,-1,-1,3080,3525,-1
1120166,11,2016,6,Madhya Pradesh,Seoni,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5300,-1,-1
1219906,12,1990,6,Madhya Pradesh,Mandla,357,197,285,-1,-1,176,-1,-1,565,672,-1,1117,962,-1,922,-1,-1
1219916,12,1991,6,Madhya Pradesh,Mandla,375,219,359,-1,-1,253,-1,-1,539,820,-1,1383,924,-1,928,-1,-1
1219926,12,1992,6,Madhya Pradesh,Mandla,624,376,363,-1,-1,251,-1,-1,629,731,-1,1093,855,-1,824,-1,-1
1219936,12,1993,6,Madhya Pradesh,Mandla,467,281,407,-1,-1,235,-1,-1,880,878,-1,1078,915,-1,932,-1,-1
1219946,12,1994,6,Madhya Pradesh,Mandla,563,339,398,-1,-1,331,-1,-1,764,1075,-1,1298,1145,-1,1070,-1,-1
1219956,12,1995,6,Madhya Pradesh,Mandla,758,510,418,407,387,321,464,342,822,1225,1311,1900,1043,-1,1030,828,1894
1219966,12,1996,6,Madhya Pradesh,Mandla,799,-1,527,498,-1,420,-1,-1,970,1400,-1,1627,1241,-1,1142,-1,-1
1219976,12,1997,6,Madhya Pradesh,Mandla,917,418,629,424,336,372,559,430,1000,1075,1196,1649,1311,1034,1357,1160,2123
1219986,12,1998,6,Madhya Pradesh,Mandla,-1,420,627,-1,-1,401,-1,-1,990,1213,-1,1885,1528,-1,1358,-1,-1
1219996,12,1999,6,Madhya Pradesh,Mandla,-1,482,679,-1,-1,419,-1,-1,1080,1225,-1,2215,1155,-1,1213,-1,-1
1220006,12,2000,6,Madhya Pradesh,Mandla,-1,428,673,-1,-1,-1,-1,-1,1308,1262,-1,1755,1484,-1,1273,-1,-1
1220016,12,2001,6,Madhya Pradesh,Mandla,-1,328,687,-1,-1,365,-1,-1,1355,1371,-1,1939,1156,-1,1376,-1,-1
1220026,12,2002,6,Madhya Pradesh,Mandla,-1,508,610,-1,-1,575,-1,-1,1450,1556,-1,1935,1471,-1,1750,-1,-1
1220036,12,2003,6,Madhya Pradesh,Mandla,-1,417,590,-1,-1,338,-1,-1,1319,1497,-1,2442,1875,-1,1700,-1,-1
1220046,12,2004,6,Madhya Pradesh,Mandla,-1,-1,700,574,-1,525,-1,-1,1355,-1,1574,3200,-1,-1,-1,1409,1788
1220056,12,2005,6,Madhya Pradesh,Mandla,1005,-1,850,588,-1,550,-1,-1,1707,-1,-1,3200,-1,-1,-1,1486,-1
1220066,12,2006,6,Madhya Pradesh,Mandla,1200,-1,1100,-1,-1,600,-1,-1,2252,2025,-1,3200,-1,-1,1954,1672,-1
1220076,12,2007,6,Madhya Pradesh,Mandla,-1,-1,1100,786,-1,550,-1,-1,2388,2386,-1,3200,-1,-1,-1,1038,-1
1220086,12,2008,6,Madhya Pradesh,Mandla,1000,-1,1100,900,-1,800,-1,-1,2151,4400,-1,3600,-1,-1,-1,1804,-1
1220096,12,2009,6,Madhya Pradesh,Mandla,-1,-1,1236,1036,-1,1200,-1,-1,2005,3807,-1,-1,-1,-1,-1,3088,-1
1220106,12,2010,6,Madhya Pradesh,Mandla,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1220116,12,2011,6,Madhya Pradesh,Mandla,-1,1000,-1,-1,-1,1000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1220126,12,2012,6,Madhya Pradesh,Mandla,-1,-1,1400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1220136,12,2013,6,Madhya Pradesh,Mandla,-1,1500,1500,-1,-1,1202,-1,-1,3500,4500,-1,12750,2500,-1,-1,-1,-1
1220146,12,2014,6,Madhya Pradesh,Mandla,-1,1400,1330,-1,-1,1000,-1,-1,4000,5520,-1,12026,2500,-1,6000,-1,-1
1220156,12,2015,6,Madhya Pradesh,Mandla,-1,1458,1800,-1,-1,1500,-1,-1,4700,10000,-1,10000,2600,-1,-1,-1,-1
1220166,12,2016,6,Madhya Pradesh,Mandla,-1,1402,-1,-1,-1,1500,-1,-1,-1,5000,-1,8000,2600,-1,6000,-1,-1
1319906,13,1990,6,Madhya Pradesh,Sagar,449,-1,340,290,-1,-1,-1,-1,583,669,869,1156,-1,-1,981,-1,-1
1319916,13,1991,6,Madhya Pradesh,Sagar,461,-1,436,381,-1,-1,-1,-1,599,850,1156,1662,-1,-1,1076,-1,-1
1319926,13,1992,6,Madhya Pradesh,Sagar,623,375,420,315,-1,-1,-1,-1,698,1100,958,1334,-1,-1,948,-1,-1
1319936,13,1993,6,Madhya Pradesh,Sagar,650,392,436,350,-1,317,-1,-1,957,1240,1101,1283,-1,-1,1028,-1,-1
1319946,13,1994,6,Madhya Pradesh,Sagar,714,430,478,-1,-1,318,-1,-1,811,-1,1533,1883,-1,-1,1191,-1,-1
1319956,13,1995,6,Madhya Pradesh,Sagar,920,741,472,413,387,638,464,342,898,1434,1274,2003,1289,-1,1351,828,1894
1319966,13,1996,6,Madhya Pradesh,Sagar,1100,-1,628,498,-1,579,-1,-1,1164,1246,887,1440,-1,-1,1247,-1,-1
1319976,13,1997,6,Madhya Pradesh,Sagar,1063,418,497,473,336,400,559,430,1026,1640,1369,1552,1265,1034,1357,1160,2123
1319986,13,1998,6,Madhya Pradesh,Sagar,-1,-1,557,498,-1,-1,-1,-1,1066,-1,1345,2023,-1,-1,1516,-1,-1
1319996,13,1999,6,Madhya Pradesh,Sagar,-1,-1,688,548,-1,-1,-1,-1,1178,1300,1104,2158,-1,-1,1321,-1,-1
1320006,13,2000,6,Madhya Pradesh,Sagar,-1,-1,593,526,-1,596,-1,-1,1577,1238,1291,1919,-1,-1,1380,-1,-1
1320016,13,2001,6,Madhya Pradesh,Sagar,-1,-1,711,511,-1,525,-1,-1,1377,1825,1366,1767,-1,-1,1577,-1,-1
1320026,13,2002,6,Madhya Pradesh,Sagar,-1,-1,648,499,-1,-1,-1,-1,1430,1700,1267,1890,-1,-1,1783,-1,-1
