Key,Dist Code,Year,State Code,State Name,Dist Name,RICE HARVEST PRICE (Rs per Quintal),PADDY HARVEST PRICE (Rs per Quintal),WHEAT HARVEST PRICE (Rs per Quintal),SORGHUM HARVEST PRICE (Rs per Quintal),PEARL MILLET HARVEST PRICE (Rs per Quintal),MAIZE HARVEST PRICE (Rs per Quintal),FINGER MILLET HARVEST PRICE (Rs per Quintal),BARLEY HARVEST PRICE (Rs per Quintal),CHICKPEA HARVEST PRICE (Rs per Quintal),PIGEONPEA HARVEST PRICE (Rs per Quintal),GROUNDNUT HARVEST PRICE (Rs per Quintal),SEASMUM HARVEST PRICE (Rs per Quintal),RAPE AND MUSTARD HARVEST PRICE (Rs per Quintal),CASTOR HARVEST PRICE (Rs per Quintal),LINSEED HARVEST PRICE (Rs per Quintal),SUGARCANE GUR HARVEST PRICE (Rs per Quintal),COTTON KAPAS HARVEST PRICE (Rs per Quintal)
189199812,189,1998,12,Uttar Pradesh,Saharanpur,-1,486,577,-1,-1,587,-1,-1,-1,-1,2838,3578,-1,-1,-1,766,3779
189199912,189,1999,12,Uttar Pradesh,Saharanpur,-1,511,607,-1,-1,608,-1,-1,-1,-1,2113,2917,-1,-1,-1,848,3226
189200012,189,2000,12,Uttar Pradesh,Saharanpur,803,-1,599,-1,470,-1,-1,534,1290,1364,1517,-1,1139,-1,-1,837,5668
189200112,189,2001,12,Uttar Pradesh,Saharanpur,774,-1,601,-1,415,-1,-1,483,1380,1178,1472,-1,973,-1,-1,917,6135
189200212,189,2002,12,Uttar Pradesh,Saharanpur,772,-1,-1,-1,341,-1,-1,-1,-1,-1,1513,-1,-1,-1,-1,-1,-1
189200312,189,2003,12,Uttar Pradesh,Saharanpur,769,-1,-1,-1,428,-1,-1,664,-1,-1,2700,-1,-1,-1,-1,-1,-1
189200412,189,2004,12,Uttar Pradesh,Saharanpur,785,-1,621,-1,-1,491,-1,-1,-1,-1,1268,-1,-1,-1,-1,1009,-1
189200612,189,2006,12,Uttar Pradesh,Saharanpur,-1,706,998,-1,-1,662,-1,-1,-1,-1,2088,-1,-1,-1,-1,1239,-1
189200712,189,2007,12,Uttar Pradesh,Saharanpur,-1,869,-1,-1,-1,103,-1,-1,-1,-1,2091,-1,-1,-1,-1,1343,-1
189200812,189,2008,12,Uttar Pradesh,Saharanpur,-1,1053,-1,-1,-1,849,-1,1034,-1,-1,3050,-1,-1,-1,-1,-1,-1
189200912,189,2009,12,Uttar Pradesh,Saharanpur,-1,1228,-1,-1,-1,983,-1,894,-1,-1,4388,-1,-1,-1,-1,-1,-1
189201012,189,2010,12,Uttar Pradesh,Saharanpur,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
189201112,189,2011,12,Uttar Pradesh,Saharanpur,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
189201212,189,2012,12,Uttar Pradesh,Saharanpur,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
190199012,190,1990,12,Uttar Pradesh,Muzaffarnagar,-1,-1,249,-1,-1,238,-1,-1,815,-1,-1,-1,-1,-1,-1,411,675
190199112,190,1991,12,Uttar Pradesh,Muzaffarnagar,-1,277,332,-1,-1,342,-1,-1,-1,-1,-1,-1,-1,-1,-1,344,1009
190199212,190,1992,12,Uttar Pradesh,Muzaffarnagar,-1,273,333,-1,-1,352,-1,-1,-1,-1,-1,-1,-1,-1,-1,409,1346
190199312,190,1993,12,Uttar Pradesh,Muzaffarnagar,-1,322,372,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,619,1021
190199412,190,1994,12,Uttar Pradesh,Muzaffarnagar,-1,398,375,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,646,1328
190199512,190,1995,12,Uttar Pradesh,Muzaffarnagar,-1,389,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,679,2291
190199612,190,1996,12,Uttar Pradesh,Muzaffarnagar,-1,441,569,-1,-1,545,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
190199712,190,1997,12,Uttar Pradesh,Muzaffarnagar,-1,430,518,-1,-1,525,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3083
190199812,190,1998,12,Uttar Pradesh,Muzaffarnagar,-1,522,582,-1,-1,657,-1,-1,-1,1600,-1,-1,-1,-1,-1,766,2552
190199912,190,1999,12,Uttar Pradesh,Muzaffarnagar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
190200012,190,2000,12,Uttar Pradesh,Muzaffarnagar,943,-1,723,-1,-1,728,-1,654,1521,-1,-1,-1,-1,-1,-1,837,3828
190200112,190,2001,12,Uttar Pradesh,Muzaffarnagar,909,-1,726,-1,-1,664,451,592,1626,-1,-1,-1,-1,-1,-1,917,4143
190200212,190,2002,12,Uttar Pradesh,Muzaffarnagar,907,-1,-1,-1,-1,637,391,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
190200312,190,2003,12,Uttar Pradesh,Muzaffarnagar,903,-1,-1,616,-1,685,-1,664,-1,-1,-1,-1,-1,-1,-1,-1,-1
190200412,190,2004,12,Uttar Pradesh,Muzaffarnagar,922,-1,-1,-1,516,660,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
190200612,190,2006,12,Uttar Pradesh,Muzaffarnagar,-1,888,649,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1339,2739
190200712,190,2007,12,Uttar Pradesh,Muzaffarnagar,-1,1005,1081,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,913,2892
190200812,190,2008,12,Uttar Pradesh,Muzaffarnagar,-1,-1,1062,-1,-1,-1,-1,1034,-1,-1,-1,-1,-1,-1,-1,-1,3483
190200912,190,2009,12,Uttar Pradesh,Muzaffarnagar,-1,1907,1094,-1,-1,-1,-1,894,-1,-1,-1,-1,-1,-1,-1,-1,5211
190201012,190,2010,12,Uttar Pradesh,Muzaffarnagar,-1,-1,1159,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
190201112,190,2011,12,Uttar Pradesh,Muzaffarnagar,-1,1868,1283,-1,-1,-1,-1,1267,-1,-1,-1,-1,2895,-1,-1,2782,-1
190201212,190,2012,12,Uttar Pradesh,Muzaffarnagar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
190201312,190,2013,12,Uttar Pradesh,Muzaffarnagar,-1,-1,1236,-1,-1,-1,-1,1315,4100,-1,-1,-1,-1,-1,-1,2800,-1
190201412,190,2014,12,Uttar Pradesh,Muzaffarnagar,-1,-1,-1,-1,-1,-1,-1,1360,4100,-1,-1,-1,-1,-1,-1,2851,-1
190201612,190,2016,12,Uttar Pradesh,Muzaffarnagar,-1,-1,1595,-1,-1,-1,-1,1550,6055,-1,-1,-1,4758,-1,-1,-1,-1
191199012,191,1990,12,Uttar Pradesh,Meerut,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
191199112,191,1991,12,Uttar Pradesh,Meerut,-1,301,343,-1,-1,313,-1,-1,-1,884,-1,-1,-1,-1,-1,352,1223
191199212,191,1992,12,Uttar Pradesh,Meerut,-1,-1,346,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,352,649
191199312,191,1993,12,Uttar Pradesh,Meerut,-1,341,363,-1,-1,339,-1,-1,-1,988,-1,-1,-1,-1,-1,650,1828
191199412,191,1994,12,Uttar Pradesh,Meerut,-1,350,384,-1,-1,383,-1,-1,-1,1244,-1,-1,-1,-1,-1,650,2090
191199512,191,1995,12,Uttar Pradesh,Meerut,-1,389,521,357,300,457,422,425,1054,1428,1218,1450,1250,-1,1351,674,2578
191199612,191,1996,12,Uttar Pradesh,Meerut,-1,-1,687,-1,-1,-1,-1,-1,-1,1444,-1,-1,-1,-1,-1,-1,-1
191199812,191,1998,12,Uttar Pradesh,Meerut,-1,536,645,-1,-1,611,-1,-1,-1,-1,-1,-1,-1,-1,-1,714,2834
191199912,191,1999,12,Uttar Pradesh,Meerut,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
191200012,191,2000,12,Uttar Pradesh,Meerut,-1,-1,-1,-1,-1,-1,-1,654,-1,-1,-1,-1,-1,-1,-1,781,4250
191200112,191,2001,12,Uttar Pradesh,Meerut,-1,-1,-1,-1,-1,-1,-1,592,-1,-1,-1,-1,-1,-1,-1,855,4601
191200212,191,2002,12,Uttar Pradesh,Meerut,-1,-1,-1,583,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
191200312,191,2003,12,Uttar Pradesh,Meerut,-1,-1,-1,-1,-1,-1,-1,664,-1,-1,-1,-1,-1,-1,-1,-1,-1
191200412,191,2004,12,Uttar Pradesh,Meerut,-1,-1,678,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
191200612,191,2006,12,Uttar Pradesh,Meerut,-1,784,920,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
191200712,191,2007,12,Uttar Pradesh,Meerut,-1,962,1136,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
191200812,191,2008,12,Uttar Pradesh,Meerut,-1,1806,1348,-1,-1,-1,-1,1034,-1,-1,-1,-1,-1,-1,-1,-1,-1
191200912,191,2009,12,Uttar Pradesh,Meerut,-1,1953,1173,-1,-1,-1,-1,894,-1,-1,-1,-1,-1,-1,-1,-1,2740
191201012,191,2010,12,Uttar Pradesh,Meerut,-1,-1,1173,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
191201112,191,2011,12,Uttar Pradesh,Meerut,-1,1465,1293,-1,-1,-1,-1,-1,-1,-1,-1,-1,2732,-1,3150,2737,-1
191201212,191,2012,12,Uttar Pradesh,Meerut,-1,2415,1459,-1,-1,-1,-1,-1,-1,-1,-1,-1,3847,-1,-1,2506,-1
191201312,191,2013,12,Uttar Pradesh,Meerut,-1,-1,1412,-1,-1,-1,-1,1315,4100,-1,-1,-1,-1,-1,-1,2917,-1
191201412,191,2014,12,Uttar Pradesh,Meerut,-1,-1,-1,-1,-1,-1,-1,1350,4000,-1,-1,-1,-1,-1,-1,3007,-1
191201612,191,2016,12,Uttar Pradesh,Meerut,-1,-1,1610,-1,-1,-1,-1,1540,4000,-1,-1,-1,-1,-1,-1,-1,-1
192199012,192,1990,12,Uttar Pradesh,Buland Shahar,-1,-1,237,200,184,203,-1,234,677,-1,-1,-1,-1,-1,-1,397,633
192199112,192,1991,12,Uttar Pradesh,Buland Shahar,-1,-1,-1,-1,-1,308,-1,-1,-1,778,-1,-1,-1,-1,-1,-1,-1
192199212,192,1992,12,Uttar Pradesh,Buland Shahar,-1,256,-1,223,213,261,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1041
192199312,192,1993,12,Uttar Pradesh,Buland Shahar,-1,308,356,251,243,274,-1,369,1034,944,-1,-1,-1,-1,-1,665,667
192199412,192,1994,12,Uttar Pradesh,Buland Shahar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,665,-1
192199512,192,1995,12,Uttar Pradesh,Buland Shahar,-1,325,-1,-1,-1,359,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
192199612,192,1996,12,Uttar Pradesh,Buland Shahar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
192199712,192,1997,12,Uttar Pradesh,Buland Shahar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
192199812,192,1998,12,Uttar Pradesh,Buland Shahar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
192199912,192,1999,12,Uttar Pradesh,Buland Shahar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
192200012,192,2000,12,Uttar Pradesh,Buland Shahar,-1,-1,-1,-1,-1,-1,-1,654,-1,-1,-1,-1,-1,-1,-1,-1,-1
192200112,192,2001,12,Uttar Pradesh,Buland Shahar,-1,-1,-1,-1,-1,-1,-1,592,-1,-1,-1,-1,-1,-1,-1,-1,-1
192200212,192,2002,12,Uttar Pradesh,Buland Shahar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
192200312,192,2003,12,Uttar Pradesh,Buland Shahar,-1,-1,-1,-1,-1,-1,-1,664,-1,-1,-1,-1,-1,-1,-1,-1,-1
192200412,192,2004,12,Uttar Pradesh,Buland Shahar,-1,-1,640,-1,534,570,-1,-1,-1,1563,-1,-1,1794,-1,-1,1259,3381
192200512,192,2005,12,Uttar Pradesh,Buland Shahar,-1,-1,754,-1,-1,-1,-1,-1,-1,-1,-1,-1,1486,-1,-1,1175,3800
192200612,192,2006,12,Uttar Pradesh,Buland Shahar,-1,-1,928,-1,-1,-1,-1,685,-1,2303,-1,-1,1784,-1,-1,-1,-1
192200712,192,2007,12,Uttar Pradesh,Buland Shahar,-1,1875,1038,-1,734,1073,-1,953,-1,2638,-1,-1,2238,-1,-1,1663,3800
192200812,192,2008,12,Uttar Pradesh,Buland Shahar,-1,-1,-1,-1,-1,-1,-1,959,-1,2219,-1,-1,2250,-1,-1,-1,-1
192200912,192,2009,12,Uttar Pradesh,Buland Shahar,-1,1744,1100,-1,929,969,-1,1050,-1,5338,-1,-1,2319,-1,-1,-1,2752
192201012,192,2010,12,Uttar Pradesh,Buland Shahar,-1,-1,1158,-1,-1,-1,-1,1046,-1,5000,-1,-1,2369,-1,-1,-1,-1
192201112,192,2011,12,Uttar Pradesh,Buland Shahar,-1,1706,1250,-1,975,1000,-1,1147,-1,4407,-1,-1,3425,-1,-1,2600,-1
192201212,192,2012,12,Uttar Pradesh,Buland Shahar,-1,1994,1359,-1,1206,1238,-1,1238,-1,4400,-1,-1,3763,-1,-1,3331,-1
192201312,192,2013,12,Uttar Pradesh,Buland Shahar,-1,-1,1315,-1,1175,-1,-1,1214,4700,5202,-1,-1,4990,-1,-1,2679,-1
192201412,192,2014,12,Uttar Pradesh,Buland Shahar,-1,-1,-1,-1,1188,-1,-1,1214,4200,5408,-1,-1,4942,-1,-1,2893,-1
192201612,192,2016,12,Uttar Pradesh,Buland Shahar,-1,-1,1590,-1,-1,-1,-1,1530,4200,-1,-1,-1,4942,-1,-1,-1,-1
193199012,193,1990,12,Uttar Pradesh,Ghaziabad,-1,260,268,173,193,214,219,249,743,817,834,1193,831,452,982,459,668
193199112,193,1991,12,Uttar Pradesh,Ghaziabad,-1,317,335,297,314,343,-1,-1,-1,-1,-1,-1,-1,-1,-1,407,1368
193199212,193,1992,12,Uttar Pradesh,Ghaziabad,-1,277,338,215,246,285,-1,-1,-1,-1,-1,-1,-1,-1,-1,303,2605
193199312,193,1993,12,Uttar Pradesh,Ghaziabad,-1,447,378,360,313,347,-1,-1,-1,-1,-1,-1,-1,-1,-1,694,1033
193199612,193,1996,12,Uttar Pradesh,Ghaziabad,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
193199712,193,1997,12,Uttar Pradesh,Ghaziabad,-1,377,484,357,300,360,422,425,1054,1511,1218,1450,1250,-1,1351,60,1878
193199812,193,1998,12,Uttar Pradesh,Ghaziabad,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
193199912,193,1999,12,Uttar Pradesh,Ghaziabad,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
193200012,193,2000,12,Uttar Pradesh,Ghaziabad,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
193200112,193,2001,12,Uttar Pradesh,Ghaziabad,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
193200212,193,2002,12,Uttar Pradesh,Ghaziabad,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
193200312,193,2003,12,Uttar Pradesh,Ghaziabad,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
193200412,193,2004,12,Uttar Pradesh,Ghaziabad,-1,-1,665,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
193200512,193,2005,12,Uttar Pradesh,Ghaziabad,-1,-1,799,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
193200612,193,2006,12,Uttar Pradesh,Ghaziabad,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
193200712,193,2007,12,Uttar Pradesh,Ghaziabad,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
193200812,193,2008,12,Uttar Pradesh,Ghaziabad,-1,818,983,667,632,631,-1,1034,2089,3215,2545,5227,2170,1435,2918,-1,3011
193200912,193,2009,12,Uttar Pradesh,Ghaziabad,-1,941,1021,849,769,878,-1,894,2035,4094,2958,5369,2049,2388,-1,-1,7394
193201012,193,2010,12,Uttar Pradesh,Ghaziabad,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
193201112,193,2011,12,Uttar Pradesh,Ghaziabad,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
193201212,193,2012,12,Uttar Pradesh,Ghaziabad,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
194199012,194,1990,12,Uttar Pradesh,Aligarh,-1,-1,249,-1,-1,-1,-1,237,630,892,-1,-1,713,-1,-1,-1,-1
194199112,194,1991,12,Uttar Pradesh,Aligarh,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
194199212,194,1992,12,Uttar Pradesh,Aligarh,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
194199312,194,1993,12,Uttar Pradesh,Aligarh,-1,361,-1,-1,-1,278,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,850
194199412,194,1994,12,Uttar Pradesh,Aligarh,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
194199512,194,1995,12,Uttar Pradesh,Aligarh,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
194199612,194,1996,12,Uttar Pradesh,Aligarh,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
194199712,194,1997,12,Uttar Pradesh,Aligarh,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
194199812,194,1998,12,Uttar Pradesh,Aligarh,-1,423,-1,-1,374,487,-1,-1,-1,-1,-1,-1,-1,-1,-1,817,1661
194199912,194,1999,12,Uttar Pradesh,Aligarh,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
194200012,194,2000,12,Uttar Pradesh,Aligarh,-1,-1,-1,-1,-1,-1,-1,654,-1,-1,-1,-1,-1,-1,-1,-1,2491
194200112,194,2001,12,Uttar Pradesh,Aligarh,-1,-1,-1,-1,-1,-1,-1,592,-1,-1,-1,-1,-1,-1,-1,-1,2697
194200212,194,2002,12,Uttar Pradesh,Aligarh,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
194200312,194,2003,12,Uttar Pradesh,Aligarh,-1,-1,-1,-1,-1,-1,-1,664,-1,-1,-1,-1,-1,-1,-1,-1,-1
194200412,194,2004,12,Uttar Pradesh,Aligarh,-1,-1,679,-1,434,573,-1,-1,-1,-1,-1,-1,1402,-1,-1,-1,1922
194200512,194,2005,12,Uttar Pradesh,Aligarh,-1,-1,735,-1,-1,-1,-1,-1,-1,-1,-1,-1,1399,-1,-1,-1,1530
194200612,194,2006,12,Uttar Pradesh,Aligarh,-1,953,706,-1,549,589,-1,908,-1,-1,-1,-1,-1,-1,1747,-1,1784
194200712,194,2007,12,Uttar Pradesh,Aligarh,-1,1960,-1,-1,553,529,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1530
194200812,194,2008,12,Uttar Pradesh,Aligarh,-1,848,986,-1,603,696,-1,791,-1,2634,-1,-1,1895,-1,-1,-1,2956
194200912,194,2009,12,Uttar Pradesh,Aligarh,-1,845,1046,-1,837,-1,-1,858,-1,-1,-1,-1,2192,-1,-1,-1,2988
194201012,194,2010,12,Uttar Pradesh,Aligarh,-1,2063,1097,-1,737,957,-1,1050,-1,-1,-1,-1,2219,-1,-1,-1,3719
194201112,194,2011,12,Uttar Pradesh,Aligarh,-1,1725,1145,-1,843,913,-1,1201,-1,-1,-1,-1,3246,-1,-1,-1,4236
194201212,194,2012,12,Uttar Pradesh,Aligarh,-1,2138,1100,-1,1016,790,-1,1034,-1,1577,-1,-1,2277,-1,-1,-1,1578
194201312,194,2013,12,Uttar Pradesh,Aligarh,-1,-1,1317,-1,1036,1201,-1,1355,4590,-1,-1,-1,4252,-1,-1,-1,4457
194201412,194,2014,12,Uttar Pradesh,Aligarh,-1,-1,-1,-1,1099,1200,-1,1389,4247,-1,-1,-1,4959,-1,-1,-1,4567
194201612,194,2016,12,Uttar Pradesh,Aligarh,-1,-1,1538,-1,-1,-1,-1,1545,-1,-1,-1,-1,4958,-1,-1,-1,-1
195199012,195,1990,12,Uttar Pradesh,Mathura,-1,-1,275,187,171,195,-1,280,646,-1,-1,894,891,-1,-1,447,743
195199112,195,1991,12,Uttar Pradesh,Mathura,-1,264,331,360,337,287,-1,264,636,887,-1,866,1366,-1,-1,395,1045
195199212,195,1992,12,Uttar Pradesh,Mathura,-1,306,317,217,204,296,-1,244,724,826,-1,1119,862,-1,-1,394,1022
195199312,195,1993,12,Uttar Pradesh,Mathura,-1,-1,385,248,244,275,-1,340,938,1017,-1,1205,978,-1,-1,467,808
195199412,195,1994,12,Uttar Pradesh,Mathura,-1,-1,-1,329,324,347,-1,-1,-1,-1,-1,1456,1188,-1,-1,661,1113
195199512,195,1995,12,Uttar Pradesh,Mathura,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,747,-1
195199612,195,1996,12,Uttar Pradesh,Mathura,-1,-1,590,-1,-1,-1,-1,523,1171,1311,-1,-1,1106,-1,-1,-1,-1
195199712,195,1997,12,Uttar Pradesh,Mathura,-1,434,497,378,311,414,-1,439,1135,1170,-1,1446,1323,-1,-1,80,1210
195199812,195,1998,12,Uttar Pradesh,Mathura,-1,438,546,432,368,460,-1,463,1041,1881,-1,2191,1366,-1,-1,885,1622
195199912,195,1999,12,Uttar Pradesh,Mathura,-1,487,589,506,492,631,-1,537,1302,1427,-1,1931,1086,-1,-1,1124,1690
195200012,195,2000,12,Uttar Pradesh,Mathura,-1,-1,-1,-1,-1,-1,-1,654,-1,-1,-1,-1,1159,-1,-1,968,2433
195200112,195,2001,12,Uttar Pradesh,Mathura,-1,-1,-1,-1,-1,-1,-1,592,-1,-1,-1,-1,990,-1,-1,1059,2633
195200212,195,2002,12,Uttar Pradesh,Mathura,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
195200312,195,2003,12,Uttar Pradesh,Mathura,-1,-1,-1,-1,-1,-1,-1,664,-1,-1,-1,-1,-1,-1,-1,-1,-1
195200412,195,2004,12,Uttar Pradesh,Mathura,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
195200612,195,2006,12,Uttar Pradesh,Mathura,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
195200712,195,2007,12,Uttar Pradesh,Mathura,-1,1317,-1,-1,570,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
195200812,195,2008,12,Uttar Pradesh,Mathura,-1,1263,1069,-1,624,-1,-1,900,-1,-1,-1,-1,2241,-1,-1,-1,2987
195200912,195,2009,12,Uttar Pradesh,Mathura,-1,-1,-1,-1,-1,-1,-1,894,-1,-1,-1,-1,-1,-1,-1,-1,-1
195201012,195,2010,12,Uttar Pradesh,Mathura,-1,-1,-1,-1,-1,-1,-1,1088,-1,-1,-1,-1,2113,-1,-1,-1,-1
195201112,195,2011,12,Uttar Pradesh,Mathura,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
195201212,195,2012,12,Uttar Pradesh,Mathura,-1,1359,1373,-1,970,-1,-1,1141,-1,-1,-1,-1,3153,-1,-1,-1,-1
195201312,195,2013,12,Uttar Pradesh,Mathura,-1,-1,-1,-1,-1,-1,-1,1155,4800,-1,-1,-1,4652,-1,-1,-1,-1
195201412,195,2014,12,Uttar Pradesh,Mathura,-1,-1,-1,-1,-1,-1,-1,-1,4200,-1,-1,-1,4712,-1,-1,-1,-1
195201512,195,2015,12,Uttar Pradesh,Mathura,-1,-1,1499,-1,-1,-1,-1,1432,-1,-1,-1,-1,-1,-1,-1,-1,-1
195201612,195,2016,12,Uttar Pradesh,Mathura,-1,-1,-1,-1,-1,-1,-1,1520,4200,-1,-1,-1,4712,-1,-1,-1,-1
196199012,196,1990,12,Uttar Pradesh,Agra,-1,-1,292,-1,172,-1,-1,291,646,799,-1,834,545,-1,-1,431,-1
196199112,196,1991,12,Uttar Pradesh,Agra,-1,-1,360,-1,322,-1,-1,312,624,871,-1,886,1561,-1,-1,412,1369
196199212,196,1992,12,Uttar Pradesh,Agra,-1,-1,325,-1,223,-1,-1,267,714,824,-1,1864,834,-1,-1,503,951
196199312,196,1993,12,Uttar Pradesh,Agra,-1,-1,451,-1,276,-1,-1,406,964,951,-1,1229,939,-1,-1,631,903
196199412,196,1994,12,Uttar Pradesh,Agra,-1,-1,394,-1,365,-1,-1,374,844,1219,-1,1683,1132,-1,-1,743,1609
196199512,196,1995,12,Uttar Pradesh,Agra,-1,-1,394,-1,385,-1,-1,334,759,-1,-1,1353,1048,-1,-1,651,1791
196199612,196,1996,12,Uttar Pradesh,Agra,-1,-1,597,-1,385,-1,-1,-1,-1,1285,-1,1447,1158,-1,-1,-1,-1
196199712,196,1997,12,Uttar Pradesh,Agra,-1,-1,494,-1,288,-1,-1,452,1087,1140,-1,1635,1327,-1,-1,159,1365
196199812,196,1998,12,Uttar Pradesh,Agra,-1,-1,552,-1,383,-1,-1,463,1038,1488,-1,2647,1342,-1,-1,900,1665
196199912,196,1999,12,Uttar Pradesh,Agra,-1,-1,604,-1,495,-1,-1,559,1250,1490,-1,1928,1091,-1,-1,878,1610
196200012,196,2000,12,Uttar Pradesh,Agra,-1,-1,759,-1,530,-1,-1,573,1034,1540,-1,1682,1139,1427,1433,851,2497
196200112,196,2001,12,Uttar Pradesh,Agra,-1,-1,762,-1,468,-1,-1,519,1106,1330,-1,1635,973,-1,1375,931,2703
196200212,196,2002,12,Uttar Pradesh,Agra,-1,-1,-1,583,385,-1,-1,-1,-1,-1,-1,1657,-1,-1,1461,-1,-1
196200312,196,2003,12,Uttar Pradesh,Agra,-1,-1,-1,-1,483,-1,-1,664,-1,-1,-1,2031,-1,-1,1656,-1,-1
196200412,196,2004,12,Uttar Pradesh,Agra,-1,-1,662,-1,449,-1,-1,-1,1445,1675,-1,3233,1511,-1,-1,-1,1601
