Key,Dist Code,Year,State Code,State Name,Dist Name,NITROGEN CONSUMPTION (tons),NITROGEN SHARE IN NPK (Percent),NITROGEN PER HA OF NCA (Kg per ha),NITROGEN PER HA OF GCA (Kg per ha),PHOSPHATE CONSUMPTION (tons),PHOSPHATE SHARE IN NPK (Percent),PHOSPHATE PER HA OF NCA (Kg per ha),PHOSPHATE PER HA OF GCA (Kg per ha),POTASH CONSUMPTION (tons),POTASH SHARE IN NPK (Percent),POTASH PER HA OF NCA (Kg per ha),POTASH PER HA OF GCA (Kg per ha),TOTAL CONSUMPTION (tons),TOTAL PER HA OF NCA (Kg per ha),TOTAL PER HA OF GCA (Kg per ha)
2220016,22,2001,6,Madhya Pradesh,Gwalior,16446,68.5,79.45,62.2,7351,30.6,35.51,27.8,218,0.9,1.05,0.82,24015,116.01,90.82
2220026,22,2002,6,Madhya Pradesh,Gwalior,9732,64.5,56.97,49.9,5168,34.2,30.25,26.5,196,1.3,1.15,1,15096,88.36,77.4
2220036,22,2003,6,Madhya Pradesh,Gwalior,15582,64.5,75.55,60.75,8048,33.3,39.02,31.38,532,2.2,2.58,2.07,24162,117.15,94.2
2220046,22,2004,6,Madhya Pradesh,Gwalior,16732,65.2,78.84,63.05,8530,33.2,40.19,32.14,414,1.6,1.95,1.56,25676,120.98,96.76
2220056,22,2005,6,Madhya Pradesh,Gwalior,17501,67.1,83.81,70.8,7577,29.1,36.29,30.65,999,3.8,4.78,4.04,26077,124.88,105.49
2220066,22,2006,6,Madhya Pradesh,Gwalior,19111,65.1,97.64,75.9,9541,32.5,48.75,37.89,703,2.4,3.59,2.79,29355,149.98,116.59
2220076,22,2007,6,Madhya Pradesh,Gwalior,19200,69.1,111.87,88.37,8023,28.9,46.75,36.92,559,2,3.26,2.57,27782,161.87,127.86
2220086,22,2008,6,Madhya Pradesh,Gwalior,29172,65,144.63,113.05,14819,33,73.47,57.43,899,2,4.46,3.48,44890,222.56,173.96
2220096,22,2009,6,Madhya Pradesh,Gwalior,28963,59.9,141.6,112.33,16515,34.2,80.74,64.05,2853,5.9,13.95,11.07,48331,236.29,187.45
2220106,22,2010,6,Madhya Pradesh,Gwalior,29645,61.3,144.05,114.19,18259,37.8,88.73,70.34,435,0.9,2.11,1.68,48339,234.89,186.21
2220116,22,2011,6,Madhya Pradesh,Gwalior,34484,67.1,166.31,129.98,16425,31.9,79.21,61.91,505,1,2.44,1.9,51414,247.96,193.79
2220126,22,2012,6,Madhya Pradesh,Gwalior,34754,66,165.62,118.35,17453,33.1,83.17,59.43,452,0.9,2.15,1.54,52659,250.95,179.33
2220136,22,2013,6,Madhya Pradesh,Gwalior,35106,73.6,166.1,119.49,12265,25.7,58.03,41.75,295,0.6,1.4,1,47666,225.52,162.24
2220146,22,2014,6,Madhya Pradesh,Gwalior,33372,73.9,157.19,117.74,11539,25.6,54.35,40.71,236,0.5,1.11,0.83,45147,212.65,159.29
2220156,22,2015,6,Madhya Pradesh,Gwalior,29113,76.1,140.23,104.14,8785,23,42.31,31.43,343,0.9,1.65,1.23,38241,184.2,136.79
2220166,22,2016,6,Madhya Pradesh,Gwalior,29640,72.3,143.91,107.26,10900,26.6,52.92,39.44,466,1.1,2.26,1.69,41006,199.09,148.39
2220176,22,2017,6,Madhya Pradesh,Gwalior,27042,67.4,139.54,104.35,12605,31.4,65.04,48.64,467,1.2,2.41,1.8,40113,206.99,154.79
2319906,23,1990,6,Madhya Pradesh,Shivpuri,3914,52.9,9.86,8.4,3271,44.3,8.24,7.02,207,2.8,0.52,0.44,7392,18.62,15.87
2319916,23,1991,6,Madhya Pradesh,Shivpuri,4325,54.4,11.03,9.5,3366,42.4,8.59,7.39,256,3.2,0.65,0.56,7947,20.27,17.45
2319926,23,1992,6,Madhya Pradesh,Shivpuri,4516,53.3,11.14,9.46,3911,46.1,9.65,8.19,48,0.6,0.12,0.1,8475,20.91,17.74
2319936,23,1993,6,Madhya Pradesh,Shivpuri,4341,51.3,10.61,8.79,4015,47.4,9.81,8.13,109,1.3,0.27,0.22,8465,20.68,17.13
2319946,23,1994,6,Madhya Pradesh,Shivpuri,5458,58.1,13.63,11.28,3829,40.8,9.56,7.91,103,1.1,0.26,0.21,9390,23.45,19.41
2319956,23,1995,6,Madhya Pradesh,Shivpuri,5458,58.1,13.37,10.91,3829,40.8,9.38,7.66,103,1.1,0.25,0.21,9390,23,18.77
2319966,23,1996,6,Madhya Pradesh,Shivpuri,5458,58.1,13.16,10.58,3829,40.8,9.23,7.42,103,1.1,0.25,0.2,9390,22.63,18.2
2319976,23,1997,6,Madhya Pradesh,Shivpuri,7719,57.6,18.27,14.38,5588,41.7,13.22,10.41,90,0.7,0.21,0.17,13397,31.7,24.96
2319986,23,1998,6,Madhya Pradesh,Shivpuri,7157,56.3,17.31,13.44,5493,43.2,13.28,10.32,56,0.4,0.14,0.11,12706,30.73,23.87
2319996,23,1999,6,Madhya Pradesh,Shivpuri,7129,48.9,16.89,13.16,7082,48.6,16.78,13.07,364,2.5,0.86,0.67,14575,34.53,26.9
2320006,23,2000,6,Madhya Pradesh,Shivpuri,6567,48.5,16.35,12.87,6675,49.3,16.62,13.08,300,2.2,0.75,0.59,13542,33.72,26.53
2320016,23,2001,6,Madhya Pradesh,Shivpuri,7074,49.2,17.73,13.75,7046,49,17.66,13.7,253,1.8,0.63,0.49,14373,36.01,27.94
2320026,23,2002,6,Madhya Pradesh,Shivpuri,3937,46.3,13.18,10.97,4421,52,14.8,12.31,152,1.8,0.51,0.42,8510,28.48,23.7
2320036,23,2003,6,Madhya Pradesh,Shivpuri,10059,53.9,25.1,19.22,8294,44.4,20.7,15.85,313,1.7,0.78,0.6,18666,46.58,35.67
2320046,23,2004,6,Madhya Pradesh,Shivpuri,9981,54.6,24.37,18.15,7925,43.3,19.35,14.41,385,2.1,0.94,0.7,18291,44.66,33.26
2320056,23,2005,6,Madhya Pradesh,Shivpuri,9696,52.8,23.89,17.79,8036,43.7,19.8,14.75,641,3.5,1.58,1.18,18373,45.27,33.72
2320066,23,2006,6,Madhya Pradesh,Shivpuri,10094,55.6,25.62,20.24,7729,42.5,19.62,15.49,344,1.9,0.87,0.69,18167,46.12,36.42
2320076,23,2007,6,Madhya Pradesh,Shivpuri,10457,53.9,27.12,21.52,8303,42.8,21.53,17.08,646,3.3,1.68,1.33,19406,50.32,39.93
2320086,23,2008,6,Madhya Pradesh,Shivpuri,15808,54.7,38.27,29.01,12705,43.9,30.76,23.31,410,1.4,0.99,0.75,28923,70.02,53.07
2320096,23,2009,6,Madhya Pradesh,Shivpuri,16257,52.9,38.86,27.99,13681,44.5,32.7,23.55,810,2.6,1.94,1.39,30748,73.5,52.93
2320106,23,2010,6,Madhya Pradesh,Shivpuri,17033,51.4,40.4,28.68,15227,45.9,36.11,25.64,893,2.7,2.12,1.5,33153,78.62,55.83
2320116,23,2011,6,Madhya Pradesh,Shivpuri,18304,53.3,41.09,26.95,15671,45.6,35.18,23.08,378,1.1,0.85,0.56,34353,77.12,50.59
2320126,23,2012,6,Madhya Pradesh,Shivpuri,19251,53.7,42.69,27.83,16355,45.6,36.27,23.65,270,0.8,0.6,0.39,35876,79.56,51.87
2320136,23,2013,6,Madhya Pradesh,Shivpuri,20816,58.2,45.45,29.16,14296,40,31.21,20.03,662,1.9,1.45,0.93,35774,78.1,50.12
2320146,23,2014,6,Madhya Pradesh,Shivpuri,20198,58.7,44.2,28.34,14004,40.7,30.64,19.65,207,0.6,0.45,0.29,34409,75.29,48.28
2320156,23,2015,6,Madhya Pradesh,Shivpuri,18939,57.7,42.4,28.47,13508,41.2,30.24,20.3,370,1.1,0.83,0.56,32817,73.47,49.32
2320166,23,2016,6,Madhya Pradesh,Shivpuri,19338,63.4,43.08,27.98,10580,34.7,23.57,15.31,579,1.9,1.29,0.84,30496,67.94,44.13
2320176,23,2017,6,Madhya Pradesh,Shivpuri,19578,59.3,42.34,25.25,13081,39.6,28.29,16.87,371,1.1,0.8,0.48,33029,71.42,42.6
2419906,24,1990,6,Madhya Pradesh,Guna,4554,60.6,7.3,6.68,2915,38.8,4.68,4.27,51,0.7,0.08,0.07,7520,12.06,11.02
2419916,24,1991,6,Madhya Pradesh,Guna,5004,54.1,8.06,7.49,4179,45.1,6.73,6.25,75,0.8,0.12,0.11,9258,14.92,13.85
2419926,24,1992,6,Madhya Pradesh,Guna,5155,58.2,8.21,7.42,3676,41.5,5.86,5.29,23,0.3,0.04,0.03,8854,14.1,12.74
2419936,24,1993,6,Madhya Pradesh,Guna,5223,54.4,8.3,7.31,4241,44.2,6.74,5.93,141,1.5,0.22,0.2,9605,15.27,13.44
2419946,24,1994,6,Madhya Pradesh,Guna,4827,56.4,7.77,6.85,3671,42.9,5.91,5.21,66,0.8,0.11,0.09,8564,13.78,12.15
2419956,24,1995,6,Madhya Pradesh,Guna,4827,56.4,7.7,6.68,3671,42.9,5.85,5.08,66,0.8,0.11,0.09,8564,13.65,11.86
2419966,24,1996,6,Madhya Pradesh,Guna,4827,56.4,7.68,6.58,3671,42.9,5.84,5,66,0.8,0.1,0.09,8564,13.62,11.67
2419976,24,1997,6,Madhya Pradesh,Guna,10554,58.3,16.7,14.21,7401,40.9,11.71,9.97,159,0.9,0.25,0.21,18114,28.66,24.4
2419986,24,1998,6,Madhya Pradesh,Guna,9427,55.5,14.88,12.64,7503,44.2,11.84,10.06,51,0.3,0.08,0.07,16981,26.8,22.77
2419996,24,1999,6,Madhya Pradesh,Guna,8739,53.9,13.74,11.73,7218,44.5,11.34,9.69,246,1.5,0.39,0.33,16203,25.47,21.76
2420006,24,2000,6,Madhya Pradesh,Guna,9697,49.7,15.38,13.06,9418,48.3,14.94,12.69,391,2,0.62,0.53,19506,30.94,26.28
2420016,24,2001,6,Madhya Pradesh,Guna,10502,47,16.63,13.86,11348,50.8,17.97,14.98,509,2.3,0.81,0.67,22359,35.41,29.51
2420026,24,2002,6,Madhya Pradesh,Guna,4838,34.6,8.43,7.32,8720,62.4,15.2,13.19,426,3,0.74,0.64,13984,24.37,21.16
2420036,24,2003,6,Madhya Pradesh,Guna,8702,48.5,26.97,21.18,8776,48.9,27.2,21.36,465,2.6,1.44,1.13,17943,55.6,43.67
2420046,24,2004,6,Madhya Pradesh,Guna,11152,56,33.95,25.45,8154,41,24.82,18.6,603,3,1.84,1.38,19909,60.61,45.43
2420056,24,2005,6,Madhya Pradesh,Guna,10518,61.8,32.01,24.58,5906,34.7,17.97,13.8,602,3.5,1.83,1.41,17026,51.82,39.79
2420066,24,2006,6,Madhya Pradesh,Guna,12050,63.3,38.32,28.26,6764,35.5,21.51,15.86,225,1.2,0.72,0.53,19039,60.55,44.65
2420076,24,2007,6,Madhya Pradesh,Guna,10176,61.5,31.23,22.91,6028,36.4,18.5,13.57,351,2.1,1.08,0.79,16555,50.81,37.27
2420086,24,2008,6,Madhya Pradesh,Guna,11394,58.9,34.72,24.89,7764,40.2,23.66,16.96,172,0.9,0.52,0.38,19330,58.9,42.23
2420096,24,2009,6,Madhya Pradesh,Guna,10175,55.7,31.08,22.18,7860,43,24.01,17.14,230,1.3,0.7,0.5,18265,55.79,39.82
2420106,24,2010,6,Madhya Pradesh,Guna,13715,55.1,40.99,27.27,10947,44,32.72,21.76,208,0.8,0.62,0.41,24870,74.33,49.45
2420116,24,2011,6,Madhya Pradesh,Guna,13452,58.8,40.27,27.84,9231,40.3,27.63,19.11,204,0.9,0.61,0.42,22887,68.51,47.37
2420126,24,2012,6,Madhya Pradesh,Guna,13587,54.8,40.33,26.74,11142,44.9,33.07,21.93,64,0.3,0.19,0.13,24793,73.59,48.8
2420136,24,2013,6,Madhya Pradesh,Guna,17679,62.7,52.15,33.71,10416,37,30.72,19.86,92,0.3,0.27,0.18,28187,83.14,53.74
2420146,24,2014,6,Madhya Pradesh,Guna,19384,64.5,57.05,36.54,10595,35.3,31.18,19.97,53,0.2,0.16,0.1,30032,88.38,56.61
2420156,24,2015,6,Madhya Pradesh,Guna,21240,65.6,62.67,38.07,10919,33.7,32.22,19.57,217,0.7,0.64,0.39,32376,95.53,58.03
2420166,24,2016,6,Madhya Pradesh,Guna,19265,66.4,56.84,33.51,9648,33.3,28.47,16.78,79,0.3,0.23,0.14,28992,85.54,50.42
2420176,24,2017,6,Madhya Pradesh,Guna,18527,61.7,54.25,28.84,11391,38,33.35,17.73,94,0.3,0.28,0.15,30011,87.87,46.72
2519906,25,1990,6,Madhya Pradesh,Datia,3968,67.7,29.75,27.25,1784,30.4,13.37,12.25,112,1.9,0.84,0.77,5864,43.96,40.27
2519916,25,1991,6,Madhya Pradesh,Datia,3150,64.5,24.73,23.81,1636,33.5,12.84,12.37,97,2,0.76,0.73,4883,38.33,36.91
2519926,25,1992,6,Madhya Pradesh,Datia,3652,74.5,27.52,25.96,1238,25.2,9.33,8.8,13,0.3,0.1,0.09,4903,36.95,34.85
2519936,25,1993,6,Madhya Pradesh,Datia,4114,66.6,30.96,28.97,2001,32.4,15.06,14.09,64,1,0.48,0.45,6179,46.49,43.51
2519946,25,1994,6,Madhya Pradesh,Datia,2974,66.5,23.54,22.16,1401,31.3,11.09,10.44,97,2.2,0.77,0.72,4472,35.4,33.32
2519956,25,1995,6,Madhya Pradesh,Datia,2974,66.5,22.95,21.29,1401,31.3,10.81,10.03,97,2.2,0.75,0.69,4472,34.51,32.02
2519966,25,1996,6,Madhya Pradesh,Datia,2974,66.5,22.57,20.23,1401,31.3,10.63,9.53,97,2.2,0.74,0.66,4472,33.94,30.42
2519976,25,1997,6,Madhya Pradesh,Datia,5746,70.5,43.54,38.43,2303,28.3,17.45,15.4,102,1.3,0.77,0.68,8151,61.77,54.51
2519986,25,1998,6,Madhya Pradesh,Datia,5958,65.5,31.26,28.49,3075,33.8,16.13,14.7,62,0.7,0.33,0.3,9095,47.72,43.48
2519996,25,1999,6,Madhya Pradesh,Datia,5872,65.2,30.75,28.59,2923,32.5,15.31,14.23,208,2.3,1.09,1.01,9003,47.14,43.84
2520006,25,2000,6,Madhya Pradesh,Datia,6011,65.7,33.24,30.07,2963,32.4,16.39,14.82,171,1.9,0.95,0.86,9145,50.58,45.75
2520016,25,2001,6,Madhya Pradesh,Datia,5859,63,30,26.73,3290,35.4,16.85,15.01,147,1.6,0.75,0.67,9296,47.61,42.41
2520026,25,2002,6,Madhya Pradesh,Datia,5665,65.2,30.07,26.85,2879,33.1,15.28,13.65,150,1.7,0.8,0.71,8694,46.15,41.21
2520036,25,2003,6,Madhya Pradesh,Datia,7382,65.7,37.03,31.12,3641,32.4,18.27,15.35,220,2,1.1,0.93,11243,56.4,47.39
2520046,25,2004,6,Madhya Pradesh,Datia,7466,66.4,37.08,31.94,3616,32.2,17.96,15.47,155,1.4,0.77,0.66,11237,55.81,48.07
2520056,25,2005,6,Madhya Pradesh,Datia,7900,74.2,40.05,34.58,2407,22.6,12.2,10.54,346,3.2,1.75,1.51,10653,54.01,46.63
2520066,25,2006,6,Madhya Pradesh,Datia,9501,72.5,50.89,39.86,3475,26.5,18.61,14.58,123,0.9,0.66,0.52,13099,70.16,54.95
2520076,25,2007,6,Madhya Pradesh,Datia,11543,69.5,67.23,49.52,4788,28.8,27.89,20.54,269,1.6,1.57,1.15,16600,96.69,71.22
2520086,25,2008,6,Madhya Pradesh,Datia,13739,65.1,70.11,59.61,7302,34.6,37.26,31.68,70,0.3,0.36,0.3,21111,107.73,91.59
2520096,25,2009,6,Madhya Pradesh,Datia,13505,62.9,66.76,51.18,7278,33.9,35.98,27.58,681,3.2,3.37,2.58,21464,106.11,81.35
2520106,25,2010,6,Madhya Pradesh,Datia,13904,60.1,68.18,51.38,9041,39.1,44.33,33.41,197,0.9,0.97,0.73,23142,113.47,85.52
2520116,25,2011,6,Madhya Pradesh,Datia,15505,64.6,74.06,59.11,8269,34.5,39.49,31.52,222,0.9,1.06,0.85,23996,114.61,91.48
2520126,25,2012,6,Madhya Pradesh,Datia,16431,65.8,77.34,62.21,8058,32.3,37.93,30.51,496,2,2.33,1.88,24985,117.6,94.6
2520136,25,2013,6,Madhya Pradesh,Datia,14175,78.4,67,52.79,3742,20.7,17.69,13.94,167,0.9,0.79,0.62,18084,85.48,67.35
2520146,25,2014,6,Madhya Pradesh,Datia,17008,75.9,82.27,62.64,5375,24,26,19.8,17,0.1,0.08,0.06,22400,108.35,82.5
2520156,25,2015,6,Madhya Pradesh,Datia,24870,89.9,119.7,88.44,2712,9.8,13.05,9.64,80,0.3,0.39,0.28,27662,133.14,98.36
2520166,25,2016,6,Madhya Pradesh,Datia,15543,79.6,74.64,53.6,3834,19.6,18.41,13.22,161,0.8,0.77,0.56,19538,93.82,67.38
2520176,25,2017,6,Madhya Pradesh,Datia,21273,72.6,101.23,65.6,7790,26.6,37.07,24.02,249,0.8,1.18,0.77,29312,139.49,90.39
2619906,26,1990,6,Madhya Pradesh,Morena,27485,76.5,65.85,58.29,7473,20.8,17.9,15.85,984,2.7,2.36,2.09,35942,86.11,76.23
2619916,26,1991,6,Madhya Pradesh,Morena,26823,78.1,64.85,58.22,6652,19.4,16.08,14.44,883,2.6,2.13,1.92,34358,83.07,74.58
2619926,26,1992,6,Madhya Pradesh,Morena,28996,86,68.39,61.63,4525,13.4,10.67,9.62,185,0.5,0.44,0.39,33706,79.5,71.64
2619936,26,1993,6,Madhya Pradesh,Morena,29955,75.3,70.22,62.16,9367,23.6,21.96,19.44,448,1.1,1.05,0.93,39770,93.23,82.53
2619946,26,1994,6,Madhya Pradesh,Morena,22445,76.6,53.42,47.04,6578,22.5,15.65,13.79,262,0.9,0.62,0.55,29285,69.69,61.38
2619956,26,1995,6,Madhya Pradesh,Morena,22445,76.6,53.14,46.98,6578,22.5,15.57,13.77,262,0.9,0.62,0.55,29285,69.34,61.3
2619966,26,1996,6,Madhya Pradesh,Morena,22445,76.6,54.07,46.37,6578,22.5,15.85,13.59,262,0.9,0.63,0.54,29285,70.55,60.51
2619976,26,1997,6,Madhya Pradesh,Morena,36454,73.6,87.51,72.31,12593,25.4,30.23,24.98,477,1,1.15,0.95,49524,118.89,98.23
2619986,26,1998,6,Madhya Pradesh,Morena,17658,74.1,66.42,55.14,6025,25.3,22.66,18.81,155,0.7,0.58,0.48,23838,89.67,74.43
2619996,26,1999,6,Madhya Pradesh,Morena,17572,70.1,66.11,55.81,6868,27.4,25.84,21.81,613,2.4,2.31,1.95,25053,94.25,79.57
2620006,26,2000,6,Madhya Pradesh,Morena,14859,72.4,57.69,47.2,5334,26,20.71,16.94,342,1.7,1.33,1.09,20535,79.73,65.23
2620016,26,2001,6,Madhya Pradesh,Morena,13162,70.8,50.27,41.15,5273,28.3,20.14,16.48,167,0.9,0.64,0.52,18602,71.04,58.15
2620026,26,2002,6,Madhya Pradesh,Morena,9929,69.2,40.33,33.3,4188,29.2,17.01,14.05,235,1.6,0.95,0.79,14352,58.29,48.14
2620036,26,2003,6,Madhya Pradesh,Morena,20422,71.2,77.38,62.56,7462,26,28.27,22.86,799,2.8,3.03,2.45,28683,108.68,87.86
2620046,26,2004,6,Madhya Pradesh,Morena,23059,73.5,86.01,69.14,7812,24.9,29.14,23.42,494,1.6,1.84,1.48,31365,116.99,94.05
2620056,26,2005,6,Madhya Pradesh,Morena,21228,78,80.85,63.9,5526,20.3,21.05,16.63,466,1.7,1.77,1.4,27220,103.67,81.94
2620066,26,2006,6,Madhya Pradesh,Morena,21629,73.1,82.35,64.12,7496,25.3,28.54,22.22,468,1.6,1.78,1.39,29593,112.67,87.73
2620076,26,2007,6,Madhya Pradesh,Morena,25497,71.8,99.39,75.9,9060,25.5,35.32,26.97,976,2.7,3.8,2.91,35533,138.51,105.78
2620086,26,2008,6,Madhya Pradesh,Morena,27244,67,102.06,78.64,12390,30.5,46.41,35.76,1000,2.5,3.75,2.89,40634,152.22,117.29
2620096,26,2009,6,Madhya Pradesh,Morena,28136,67.8,104.92,79.74,11993,28.9,44.72,33.99,1350,3.3,5.03,3.83,41479,154.67,117.55
2620106,26,2010,6,Madhya Pradesh,Morena,27863,66.3,103.03,75.2,13960,33.2,51.62,37.67,183,0.4,0.68,0.49,42006,155.33,113.36
2620116,26,2011,6,Madhya Pradesh,Morena,29402,70,108.48,78.32,12486,29.7,46.07,33.26,132,0.3,0.49,0.35,42020,155.04,111.93
2620126,26,2012,6,Madhya Pradesh,Morena,27832,68.4,102.77,74.61,12658,31.1,46.74,33.93,215,0.5,0.79,0.58,40705,150.3,109.12
2620136,26,2013,6,Madhya Pradesh,Morena,29794,79.1,109.67,75.15,7610,20.2,28.01,19.2,248,0.7,0.91,0.63,37652,138.59,94.98
2620146,26,2014,6,Madhya Pradesh,Morena,30510,76.7,112.44,76.63,9005,22.6,33.19,22.62,273,0.7,1.01,0.69,39788,146.64,99.93
2620156,26,2015,6,Madhya Pradesh,Morena,34384,78.6,127.08,86.52,9096,20.8,33.62,22.89,238,0.5,0.88,0.6,43718,161.58,110
2620166,26,2016,6,Madhya Pradesh,Morena,34711,78.5,128.36,87.47,9277,21,34.3,23.38,236,0.5,0.87,0.59,44224,163.53,111.45
2620176,26,2017,6,Madhya Pradesh,Morena,34714,73.3,128.64,81.95,12158,25.7,45.06,28.7,494,1,1.83,1.17,47367,175.53,111.82
2719906,27,1990,6,Madhya Pradesh,Bhind,11248,71.9,33.45,31.25,4044,25.9,12.02,11.24,344,2.2,1.02,0.96,15636,46.49,43.45
2719916,27,1991,6,Madhya Pradesh,Bhind,10856,70.6,32.56,30.55,4127,26.8,12.38,11.61,390,2.5,1.17,1.1,15373,46.11,43.26
2719926,27,1992,6,Madhya Pradesh,Bhind,16688,86.4,49.61,45.73,2480,12.8,7.37,6.8,150,0.8,0.45,0.41,19318,57.43,52.94
2719936,27,1993,6,Madhya Pradesh,Bhind,13851,74.1,41.16,38.01,4655,24.9,13.83,12.77,186,1,0.55,0.51,18692,55.55,51.3
2719946,27,1994,6,Madhya Pradesh,Bhind,14189,76.6,46.04,43.03,4076,22,13.23,12.36,253,1.4,0.82,0.77,18518,60.08,56.15
2719956,27,1995,6,Madhya Pradesh,Bhind,14189,76.6,42.68,39.75,4076,22,12.26,11.42,253,1.4,0.76,0.71,18518,55.7,51.87
2719966,27,1996,6,Madhya Pradesh,Bhind,14189,76.6,42.23,39.3,4076,22,12.13,11.29,253,1.4,0.75,0.7,18518,55.11,51.3
2719976,27,1997,6,Madhya Pradesh,Bhind,19078,73.4,56.98,53.28,6585,25.4,19.67,18.39,312,1.2,0.93,0.87,25975,77.59,72.54
2719986,27,1998,6,Madhya Pradesh,Bhind,20258,74.7,60.05,55.24,6655,24.5,19.73,18.15,222,0.8,0.66,0.61,27135,80.44,73.99
2719996,27,1999,6,Madhya Pradesh,Bhind,15348,65.2,45.51,42.15,7799,33.1,23.12,21.42,398,1.7,1.18,1.09,23545,69.81,64.66
2720006,27,2000,6,Madhya Pradesh,Bhind,12073,62.9,40.77,37.43,6790,35.4,22.93,21.05,328,1.7,1.11,1.02,19191,64.81,59.5
2720016,27,2001,6,Madhya Pradesh,Bhind,12395,63.9,37.65,34.27,6777,34.9,20.59,18.74,227,1.2,0.69,0.63,19399,58.93,53.64
2720026,27,2002,6,Madhya Pradesh,Bhind,9667,59.4,30.76,28.4,6306,38.7,20.07,18.53,315,1.9,1,0.93,16288,51.83,47.85
2720036,27,2003,6,Madhya Pradesh,Bhind,16308,62.7,49.72,45.87,9037,34.7,27.55,25.42,664,2.6,2.02,1.87,26009,79.3,73.16
2720046,27,2004,6,Madhya Pradesh,Bhind,16905,64,51.34,47.5,9034,34.2,27.43,25.38,469,1.8,1.42,1.32,26408,80.2,74.2
2720056,27,2005,6,Madhya Pradesh,Bhind,16762,68.9,50.81,46.7,6319,26,19.16,17.61,1242,5.1,3.77,3.46,24323,73.73,67.77
2720066,27,2006,6,Madhya Pradesh,Bhind,16351,67.4,50.97,47.43,7585,31.2,23.64,22,341,1.4,1.06,0.99,24277,75.68,70.42
2720076,27,2007,6,Madhya Pradesh,Bhind,18442,68.2,60.32,54.32,7806,28.9,25.53,22.99,780,2.9,2.55,2.3,27028,88.41,79.62
2720086,27,2008,6,Madhya Pradesh,Bhind,21146,62.3,63.63,57.59,12396,36.5,37.3,33.76,378,1.1,1.14,1.03,33920,102.07,92.38
2720096,27,2009,6,Madhya Pradesh,Bhind,19844,58.3,59.28,53.7,13516,39.7,40.38,36.58,658,1.9,1.97,1.78,34018,101.62,92.06
2720106,27,2010,6,Madhya Pradesh,Bhind,19145,57.5,56.92,50.81,14005,42.1,41.64,37.17,129,0.4,0.38,0.34,33279,98.94,88.32
2720116,27,2011,6,Madhya Pradesh,Bhind,20959,67.5,62.55,56.15,9781,31.5,29.19,26.2,297,1,0.89,0.8,31037,92.63,83.15
2720126,27,2012,6,Madhya Pradesh,Bhind,20731,60.2,60.88,54.35,13610,39.5,39.97,35.68,107,0.3,0.31,0.28,34448,101.16,90.31
2720136,27,2013,6,Madhya Pradesh,Bhind,23687,68.9,69.4,61.88,10515,30.6,30.81,27.47,160,0.5,0.47,0.42,34362,100.67,89.76
2720146,27,2014,6,Madhya Pradesh,Bhind,23267,71.2,68.19,58.9,9330,28.6,27.34,23.62,64,0.2,0.19,0.16,32661,95.72,82.68
2720156,27,2015,6,Madhya Pradesh,Bhind,26896,73.2,79.62,65.95,9759,26.6,28.89,23.93,79,0.2,0.23,0.19,36734,108.74,90.07
2720166,27,2016,6,Madhya Pradesh,Bhind,28122,72,82.86,68.42,10765,27.6,31.72,26.19,181,0.5,0.53,0.44,39068,115.11,95.06
2720176,27,2017,6,Madhya Pradesh,Bhind,28195,66,83.62,69.4,14286,33.4,42.37,35.17,258,0.6,0.77,0.64,42739,126.75,105.2
2819906,28,1990,6,Madhya Pradesh,Indore,19548,54.4,74.93,49.35,15403,42.8,59.04,38.89,998,2.8,3.83,2.52,35949,137.79,90.76
2819916,28,1991,6,Madhya Pradesh,Indore,19555,54.6,75.53,53.52,15218,42.5,58.78,41.65,1028,2.9,3.97,2.81,35801,138.28,97.98
2819926,28,1992,6,Madhya Pradesh,Indore,11905,56.2,45.93,32.3,8618,40.7,33.25,23.38,665,3.1,2.57,1.8,21188,81.74,57.48
2819936,28,1993,6,Madhya Pradesh,Indore,17035,56.6,66.03,40.46,11266,37.4,43.67,26.76,1816,6,7.04,4.31,30117,116.73,71.54
2819946,28,1994,6,Madhya Pradesh,Indore,16322,59.7,63.15,31.16,9931,36.3,38.42,18.96,1084,4,4.19,2.07,27337,105.77,52.18
2819956,28,1995,6,Madhya Pradesh,Indore,16322,59.7,63.15,38.97,9931,36.3,38.43,23.71,1084,4,4.19,2.59,27337,105.77,65.27
2819966,28,1996,6,Madhya Pradesh,Indore,16322,59.7,63.03,36.84,9931,36.3,38.35,22.42,1084,4,4.19,2.45,27337,105.57,61.71
2819976,28,1997,6,Madhya Pradesh,Indore,24257,54.2,94.17,54.16,17492,39.1,67.91,39.05,3029,6.8,11.76,6.76,44778,173.84,99.98
2819986,28,1998,6,Madhya Pradesh,Indore,24888,55.4,96.8,55.48,17653,39.3,68.66,39.35,2412,5.4,9.38,5.38,44953,174.85,100.22
2819996,28,1999,6,Madhya Pradesh,Indore,22807,54.7,89.54,50.14,15480,37.1,60.77,34.03,3390,8.1,13.31,7.45,41677,163.62,91.62
2820006,28,2000,6,Madhya Pradesh,Indore,9539,52.3,38.49,28.73,7118,39,28.72,21.44,1513,8.3,6.1,4.56,18240,73.6,54.94
2820016,28,2001,6,Madhya Pradesh,Indore,10551,51.2,42.14,26.32,8390,40.7,33.51,20.93,1683,8.2,6.72,4.2,20624,82.36,51.45
2820026,28,2002,6,Madhya Pradesh,Indore,12841,49.3,49.87,34.61,10667,40.9,41.43,28.75,2550,9.8,9.9,6.87,26058,101.2,70.24
