Key,Dist Code,Year,State Code,State Name,Dist Name,TOTAL AREA (1000 ha),FOREST AREA (1000 ha),BARREN AND UNCULTIVABLE LAND AREA (1000 ha),LAND PUT TO NONAGRICULTURAL USE AREA (1000 ha),CULTIVABLE WASTE LAND AREA (1000 ha),PERMANENT PASTURES AREA (1000 ha),OTHER FALLOW AREA (1000 ha),CURRENT FALLOW AREA (1000 ha),NET CROPPED AREA (1000 ha),GROSS CROPPED AREA (1000 ha),CROPING INTENSITY (Percent)
217199812,217,1998,12,Uttar Pradesh,Mirzpur,451.86,136.13,9.63,42.87,15.09,0.92,15.32,9.63,215.33,314.02,145.8
217199912,217,1999,12,Uttar Pradesh,Mirzpur,451.86,114.28,9.64,42.88,15.09,0.92,15.37,9.14,217.85,313.92,144.1
217200012,217,2000,12,Uttar Pradesh,Mirzpur,451.86,107.92,9.04,43.94,14.93,0.92,15.27,8.93,217.72,315.14,144.7
217200112,217,2001,12,Uttar Pradesh,Mirzpur,451.86,107.92,9.81,44.58,14.51,0.71,8.26,13.27,219.39,319.85,145.8
217200212,217,2002,12,Uttar Pradesh,Mirzpur,451.86,107.92,9.77,44.58,14.76,0.87,8.78,25,207.88,286.08,137.6
217200312,217,2003,12,Uttar Pradesh,Mirzpur,452.51,109.74,9.49,45.98,14.84,0.79,8.64,33.89,199.44,308.01,154.4
217200412,217,2004,12,Uttar Pradesh,Mirzpur,452.51,109.74,9.16,46.01,15.6,0.51,8.31,33.21,200.33,274.69,137.1
217200512,217,2005,12,Uttar Pradesh,Mirzpur,452.51,109.24,9.14,47.53,14.56,0.51,8.31,32.96,200.62,273.79,136.5
217200612,217,2006,12,Uttar Pradesh,Mirzpur,452.51,109.24,9.17,48.39,14.54,0.51,8.97,41.31,190.73,281.98,147.8
217200712,217,2007,12,Uttar Pradesh,Mirzpur,452.51,109.24,9.18,48.97,13.86,0.51,10.05,39.67,191.38,272.83,142.6
217200812,217,2008,12,Uttar Pradesh,Mirzpur,452.51,109.24,9.17,49.59,13.69,0.51,10.2,30.83,200.19,274.34,137
217200912,217,2009,12,Uttar Pradesh,Mirzpur,452.51,109.24,8.67,50.1,13.49,0.51,10.49,40.14,191.24,240.82,125.9
217201012,217,2010,12,Uttar Pradesh,Mirzpur,452.51,109.24,8.17,50.61,13.49,0.51,10.49,36.32,195.04,256.89,131.7
217201112,217,2011,12,Uttar Pradesh,Mirzpur,452.51,109.24,8.24,51.76,10.54,0.51,11,34.79,197.27,261.93,132.8
217201212,217,2012,12,Uttar Pradesh,Mirzpur,452.51,109.24,8.08,56.74,13.39,0.51,10.48,35.05,190.77,254.92,133.6
217201312,217,2013,12,Uttar Pradesh,Mirzpur,452.51,109.24,8.17,56.92,11.36,0.51,11.08,45.98,190.91,249.21,130.5
217201412,217,2014,12,Uttar Pradesh,Mirzpur,452.51,109.38,8.17,57,10.02,0.5,11.25,30.64,210.53,298.06,141.6
217201512,217,2015,12,Uttar Pradesh,Mirzpur,452.51,109.33,8.16,57.5,10.52,0.49,13.75,28.31,208.94,300.73,143.9
217201612,217,2016,12,Uttar Pradesh,Mirzpur,452.51,109.33,8.16,57.8,9.93,0.49,13.18,29.31,208.87,334.65,160.2
218199012,218,1990,12,Uttar Pradesh,Jaunpur,400.27,0.1,7.62,42.63,8.15,1.55,19.1,27.2,287.88,455.39,158.2
218199112,218,1991,12,Uttar Pradesh,Jaunpur,400.27,0.11,7.43,43.07,8.11,1.46,18.73,29.01,286.74,451.91,157.6
218199212,218,1992,12,Uttar Pradesh,Jaunpur,399.71,0,7.49,43.66,8.61,1.5,18.17,27.09,287.81,449.7,156.2
218199312,218,1993,12,Uttar Pradesh,Jaunpur,399.71,0,7.45,43.76,8.51,1.49,18.09,26.87,288.16,427.23,148.3
218199412,218,1994,12,Uttar Pradesh,Jaunpur,399.71,0,7.39,43.85,8.37,1.49,18.02,24.47,290.7,434.26,149.4
218199512,218,1995,12,Uttar Pradesh,Jaunpur,399.71,0,7.43,44.7,8.04,1.41,18.84,49.46,262.89,404.7,153.9
218199612,218,1996,12,Uttar Pradesh,Jaunpur,399.71,0.05,7.36,43.97,8.15,1.48,16.82,24.57,291.99,408.69,140
218199712,218,1997,12,Uttar Pradesh,Jaunpur,399.71,0.06,7.15,44.08,8.21,6.86,17.34,41.37,291.99,442.84,151.7
218199812,218,1998,12,Uttar Pradesh,Jaunpur,399.71,0.06,7.1,44.12,8.15,1.5,16.88,24.78,291.72,448.53,153.8
218199912,218,1999,12,Uttar Pradesh,Jaunpur,399.71,0.06,7.08,44.18,8.05,1.49,17.04,25.26,291.16,449.57,154.4
218200012,218,2000,12,Uttar Pradesh,Jaunpur,399.71,0.06,7.07,44.22,8.09,1.5,16.83,25.21,291.3,446.09,153.1
218200112,218,2001,12,Uttar Pradesh,Jaunpur,399.71,0.06,7.04,44.25,7.31,1.5,14.54,22.04,297.91,450.6,151.3
218200212,218,2002,12,Uttar Pradesh,Jaunpur,399.71,0.06,7.24,45.26,7.8,1.41,21.97,34.64,276.34,427.99,154.9
218200312,218,2003,12,Uttar Pradesh,Jaunpur,399.71,0.06,7.09,45.31,7.5,1.44,21.12,37.7,274.66,441.98,160.9
218200412,218,2004,12,Uttar Pradesh,Jaunpur,399.71,0.06,7.06,45.34,7.98,1.37,20.95,33.04,279.07,443.4,158.9
218200512,218,2005,12,Uttar Pradesh,Jaunpur,399.71,0.06,6.98,45.42,7.99,1.36,20.54,33.68,278.88,452.53,162.3
218200612,218,2006,12,Uttar Pradesh,Jaunpur,399.71,0.06,6.97,45.45,7.99,1.36,20.51,33.48,279.09,454.94,163
218200712,218,2007,12,Uttar Pradesh,Jaunpur,399.71,0.06,6.94,45.51,7.96,1.34,20.5,33.52,279.05,464.32,166.4
218200812,218,2008,12,Uttar Pradesh,Jaunpur,399.71,0.06,6.93,45.63,7.93,1.34,20.29,34.41,278.38,469.2,168.5
218200912,218,2009,12,Uttar Pradesh,Jaunpur,399.71,0.1,6.91,45.94,7.59,1.34,20.2,34.37,278.53,461.3,165.6
218201012,218,2010,12,Uttar Pradesh,Jaunpur,399.71,0.06,6.81,46.09,7.87,1.34,20.13,34.23,278.54,470.18,168.8
218201112,218,2011,12,Uttar Pradesh,Jaunpur,399.71,0,6.9,47.87,7.85,1.34,18.61,33.84,278.66,470.76,168.9
218201212,218,2012,12,Uttar Pradesh,Jaunpur,399.71,0.26,6.74,47.05,7.81,1.34,20.11,33.04,278.78,470.81,168.9
218201312,218,2013,12,Uttar Pradesh,Jaunpur,399.71,0.26,6.87,47.9,7.81,1.34,19.01,32.9,278.95,471.03,168.9
218201412,218,2014,12,Uttar Pradesh,Jaunpur,399.71,0.26,6.86,47.91,7.79,1.34,21.04,32.66,277.19,468.85,169.1
218201512,218,2015,12,Uttar Pradesh,Jaunpur,399.71,0.43,6.84,50.05,8.78,1.33,23.87,26.41,276.38,469.68,169.9
218201612,218,2016,12,Uttar Pradesh,Jaunpur,399.71,0.43,6.84,50.38,8.78,1.33,23.67,26.46,276.23,499.47,180.8
219199012,219,1990,12,Uttar Pradesh,Ghazipur,333.21,0,6.8,35.55,5.01,1.06,5.69,13.59,262.53,391.25,149
219199112,219,1991,12,Uttar Pradesh,Ghazipur,333.21,0,6.92,35.7,4.95,1.06,5.33,13.98,262.1,388.74,148.3
219199212,219,1992,12,Uttar Pradesh,Ghazipur,333.21,0,6.09,37.42,4.6,1.06,5.47,11.84,263.33,389.28,147.8
219199312,219,1993,12,Uttar Pradesh,Ghazipur,333.21,0,6.14,38.03,4.62,1.07,5.26,10.83,263.33,386.28,146.7
219199412,219,1994,12,Uttar Pradesh,Ghazipur,333.21,0,6.14,38.21,4.82,1.04,5.34,10.49,263.43,386.96,146.9
219199512,219,1995,12,Uttar Pradesh,Ghazipur,333.21,0,6.35,38.21,4.46,1,4.8,11.59,263.09,390.72,148.5
219199612,219,1996,12,Uttar Pradesh,Ghazipur,333.21,0,5.87,37.97,4.29,0.96,4.88,11.08,264.48,400.74,151.5
219199712,219,1997,12,Uttar Pradesh,Ghazipur,333.21,0,4.88,39.38,4.28,4.59,5.42,17.07,263.01,396.69,150.8
219199812,219,1998,12,Uttar Pradesh,Ghazipur,333.21,0,4.88,39.42,4.32,0.9,4.91,11.98,263.22,401.4,152.5
219199912,219,1999,12,Uttar Pradesh,Ghazipur,333.21,0,4.87,39.44,4.32,0.9,4.89,11.95,263.27,404.66,153.7
219200012,219,2000,12,Uttar Pradesh,Ghazipur,333.21,0,4.77,39.46,4.34,0.9,4.96,11.81,263.38,404.25,153.5
219200112,219,2001,12,Uttar Pradesh,Ghazipur,333.21,0,4.8,44.16,3.61,0.84,4.96,14.22,257.1,414.87,161.4
219200212,219,2002,12,Uttar Pradesh,Ghazipur,333.21,0,4,43.54,3.66,0.82,4.8,16.45,256.47,410.82,160.2
219200312,219,2003,12,Uttar Pradesh,Ghazipur,333.21,4.25,3.51,43.55,3.7,0.87,3.55,14.58,254.79,414.58,162.7
219200412,219,2004,12,Uttar Pradesh,Ghazipur,333.22,4.32,3.06,45.53,3.83,0.81,3.48,15.64,253.21,412.68,163
219200512,219,2005,12,Uttar Pradesh,Ghazipur,333.21,0.12,3,48.55,3.64,0.81,3.74,15.7,254.26,415.08,163.2
219200612,219,2006,12,Uttar Pradesh,Ghazipur,333.21,0.12,3.04,48.66,3.6,0.82,3.62,15.67,254.31,415.44,163.4
219200712,219,2007,12,Uttar Pradesh,Ghazipur,333.21,0.12,3.02,48.67,3.54,0.8,3.64,15.34,254.71,411.73,161.6
219200812,219,2008,12,Uttar Pradesh,Ghazipur,333.21,0.12,3.01,48.8,3.56,0.81,3.45,15.56,254.51,412.12,161.9
219200912,219,2009,12,Uttar Pradesh,Ghazipur,333.21,0.12,2.98,49.12,3.54,0.81,3.2,15.74,254.3,406.87,160
219201012,219,2010,12,Uttar Pradesh,Ghazipur,333.21,0.12,2.79,49.54,3.44,0.81,3.12,16.33,253.68,409.99,161.6
219201112,219,2011,12,Uttar Pradesh,Ghazipur,333.21,0.12,2.32,49.66,3.28,0.8,3.19,16.54,253.85,409.18,161.2
219201212,219,2012,12,Uttar Pradesh,Ghazipur,333.21,0.12,2.76,49.9,3.41,0.81,3.11,15.76,254,409.18,161.1
219201312,219,2013,12,Uttar Pradesh,Ghazipur,333.21,0.12,2.99,50.03,3.14,0.81,3.65,15.23,254.01,405.06,159.5
219201412,219,2014,12,Uttar Pradesh,Ghazipur,333.21,0.12,2.99,50.05,3.11,0.63,3.6,13.59,255.72,420.18,164.3
219201512,219,2015,12,Uttar Pradesh,Ghazipur,333.21,0.12,2.96,50.75,3.09,0.62,2.83,9.69,259.78,410.11,157.9
219201612,219,2016,12,Uttar Pradesh,Ghazipur,333.21,0.11,2.95,50.98,3.09,0.63,4.86,8.35,258.88,442.29,170.8
220199012,220,1990,12,Uttar Pradesh,Ballia,298.58,0,13.99,35.74,2.09,0.21,7.48,12.72,221.42,339.44,153.3
220199112,220,1991,12,Uttar Pradesh,Ballia,298.58,0,13.28,36.86,2.01,0.15,6.59,13.22,221.11,339.8,153.7
220199212,220,1992,12,Uttar Pradesh,Ballia,299.27,0,13.73,35.09,2.11,0.13,7.2,15.15,220.75,339.42,153.8
220199312,220,1993,12,Uttar Pradesh,Ballia,299.27,0,13.74,35.33,2.53,0.59,6.94,15.24,220.22,341.27,155
220199412,220,1994,12,Uttar Pradesh,Ballia,299.27,0,14.94,35.09,1.99,0.62,6.52,13.32,221.68,344.87,155.6
220199512,220,1995,12,Uttar Pradesh,Ballia,299.27,0,11.72,39.19,1.77,0.59,6.37,14.91,219.76,352.04,160.2
220199612,220,1996,12,Uttar Pradesh,Ballia,299.27,0,13.33,37.81,1.71,0.15,7.2,19.55,214,339.03,158.4
220199712,220,1997,12,Uttar Pradesh,Ballia,299.27,0,12.91,37.04,1.67,5.62,7.48,20.87,221.17,344.03,155.6
220199812,220,1998,12,Uttar Pradesh,Ballia,299.27,0,12,37.27,1.24,0.13,7.49,12.86,222.7,346.34,155.5
220199912,220,1999,12,Uttar Pradesh,Ballia,299.27,0,11.93,39.87,1.24,0.13,6.69,14.01,219.86,344.02,156.5
220200012,220,2000,12,Uttar Pradesh,Ballia,299.27,0,11.8,40.84,1.22,0.13,5.78,14.21,219.63,348.56,158.7
220200112,220,2001,12,Uttar Pradesh,Ballia,299.27,0,11.23,42.99,1.25,0.09,4.76,17.66,215.49,346.08,160.6
220200212,220,2002,12,Uttar Pradesh,Ballia,299.27,0,10.74,42.64,1.57,0.1,4.97,15.15,217.84,348.01,159.8
220200312,220,2003,12,Uttar Pradesh,Ballia,299.27,0,9.79,43.36,1.52,0.09,4.4,15.07,218.74,356.34,162.9
220200412,220,2004,12,Uttar Pradesh,Ballia,299.27,0,9.2,44.14,1.59,0.14,4.55,11.14,222.54,360.75,162.1
220200512,220,2005,12,Uttar Pradesh,Ballia,299.27,0,8.9,44.21,1.46,0.14,4.51,11.85,222.07,348.19,156.8
220200612,220,2006,12,Uttar Pradesh,Ballia,299.27,0,8.92,44.36,1.5,0.14,4.33,12.78,221.17,351.68,159
220200712,220,2007,12,Uttar Pradesh,Ballia,299.27,0.03,9.04,44.39,1.52,0.14,4.48,10.25,223.7,354.57,158.5
220200812,220,2008,12,Uttar Pradesh,Ballia,299.27,0.03,9.04,44.66,1.41,0.16,4.5,16.37,217.44,326.05,149.9
220200912,220,2009,12,Uttar Pradesh,Ballia,299.27,0.03,9.33,45.01,1.42,0.11,4.41,11.98,221.99,344.79,155.3
220201012,220,2010,12,Uttar Pradesh,Ballia,299.27,0.03,9.31,45.57,1.34,0.11,4.07,13.38,220.53,349.5,158.5
220201112,220,2011,12,Uttar Pradesh,Ballia,299.27,0.07,6.67,45.82,1.31,0.11,4.53,15.71,220.15,349.49,158.8
220201212,220,2012,12,Uttar Pradesh,Ballia,299.27,0.07,9.22,47.1,1.33,0.11,4.07,12.92,219.6,348.34,158.6
220201312,220,2013,12,Uttar Pradesh,Ballia,299.27,0.08,9.49,47.12,1.2,0.1,3.23,16.33,216.98,341.38,157.3
220201412,220,2014,12,Uttar Pradesh,Ballia,299.27,0.08,9.35,47.15,1.19,0.1,4.91,18.33,213.64,340.66,159.5
220201512,220,2015,12,Uttar Pradesh,Ballia,299.27,0.08,4.35,47.15,1.18,0.09,13.89,22.19,208.86,354.57,169.8
220201612,220,2016,12,Uttar Pradesh,Ballia,299.27,0.08,4.35,47.59,1.15,0.09,4.81,19.84,216.86,354.6,163.5
221199012,221,1990,12,Uttar Pradesh,Gorakhpur,353.19,22.19,4.01,39.07,3.75,0.2,10.36,7.82,261.93,372.22,142.1
221199112,221,1991,12,Uttar Pradesh,Gorakhpur,353.33,22.19,4.01,41.18,3.96,0.26,10.03,7.66,260.29,410.72,157.8
221199212,221,1992,12,Uttar Pradesh,Gorakhpur,353.33,22.27,4.03,39.9,3.98,0.27,9.62,5.47,264.02,400.66,151.8
221199312,221,1993,12,Uttar Pradesh,Gorakhpur,353.33,22.27,4.08,39.97,3.94,0.27,9.01,6.22,263.88,397.54,150.7
221199412,221,1994,12,Uttar Pradesh,Gorakhpur,342.93,10.2,4.04,39.95,3.82,0.27,9.59,5.6,265.74,389.58,146.6
221199512,221,1995,12,Uttar Pradesh,Gorakhpur,342.93,10.2,4.11,40.24,4.62,0.26,9.08,6.8,263.99,402.17,152.3
221199612,221,1996,12,Uttar Pradesh,Gorakhpur,338.44,5.68,4.41,40.72,4.83,0.24,10.54,5.5,262.63,400.67,152.6
221199712,221,1997,12,Uttar Pradesh,Gorakhpur,336.22,3.47,4.31,41.03,4.74,4.26,10.55,15.92,262.51,392.35,149.5
221199812,221,1998,12,Uttar Pradesh,Gorakhpur,336.22,2.93,4.31,41.5,4.49,0.21,10.28,5.18,262.88,377.09,143.4
221199912,221,1999,12,Uttar Pradesh,Gorakhpur,336.22,5.91,4.26,41.43,4.08,0.18,10.28,8.48,260.44,387.45,148.8
221200012,221,2000,12,Uttar Pradesh,Gorakhpur,335.22,5.75,4.05,41.85,3.46,0.17,9.38,7.96,261.08,381.3,146
221200112,221,2001,12,Uttar Pradesh,Gorakhpur,335.22,5.75,4.32,42,3.49,0.21,9.02,12.8,254.77,391.2,153.6
221200212,221,2002,12,Uttar Pradesh,Gorakhpur,335.22,5.75,4.18,42.52,3.47,0.22,8.14,14.97,252.93,386.51,152.8
221200312,221,2003,12,Uttar Pradesh,Gorakhpur,335.23,5.91,4.58,43.21,3.56,0.27,7.62,15.24,251.76,387.37,153.9
221200412,221,2004,12,Uttar Pradesh,Gorakhpur,335.16,5.75,4.25,43.56,2.68,0.25,7.43,15.32,252.91,379.07,149.9
221200512,221,2005,12,Uttar Pradesh,Gorakhpur,335.16,5.75,4.12,43.97,2.51,0.23,7.36,15.83,252.38,384.09,152.2
221200612,221,2006,12,Uttar Pradesh,Gorakhpur,335.16,6.03,4.01,44.69,2.38,0.2,6.45,18.02,250.5,381.67,152.4
221200712,221,2007,12,Uttar Pradesh,Gorakhpur,335.32,6.03,4.04,45.88,2.26,0.21,6.57,18.7,248.72,383.12,154
221200812,221,2008,12,Uttar Pradesh,Gorakhpur,335.22,5.75,4.06,46.09,2.28,0.2,6.61,19.94,247.54,378.33,152.8
221200912,221,2009,12,Uttar Pradesh,Gorakhpur,335.22,5.75,4.22,46.51,2.23,0.26,6.52,17.84,249.1,381.97,153.3
221201012,221,2010,12,Uttar Pradesh,Gorakhpur,335.22,5.75,4.05,46.62,2.18,0.27,6.4,23.36,243.88,377.74,154.9
221201112,221,2011,12,Uttar Pradesh,Gorakhpur,335.22,5.75,3.56,46.96,2.22,0.22,7.99,20.73,245.01,379.57,154.9
221201212,221,2012,12,Uttar Pradesh,Gorakhpur,335.22,5.97,4.01,44.91,2.16,0.27,6.4,22.55,246.29,378.78,153.8
221201312,221,2013,12,Uttar Pradesh,Gorakhpur,335.22,5.97,4.39,46.98,5.13,0.23,7.9,15.93,245.97,378.74,154
221201412,221,2014,12,Uttar Pradesh,Gorakhpur,335.22,5.84,4.39,47.02,5.29,0.21,7.58,19.4,242.68,376.37,155.1
221201512,221,2015,12,Uttar Pradesh,Gorakhpur,335.22,5.84,4.39,48.82,5.28,0.19,11.51,18.32,238.09,402.13,168.9
221201612,221,2016,12,Uttar Pradesh,Gorakhpur,335.22,5.84,4.3,49.29,5.21,0.21,11.41,18.17,238.04,402.09,168.9
222199012,222,1990,12,Uttar Pradesh,Deoria,536.72,0.42,12.27,64.68,6.23,0.33,9.42,9.65,426.53,663.68,155.6
222199112,222,1991,12,Uttar Pradesh,Deoria,536.62,0.38,12.26,66.72,6.38,0.37,9.79,11.78,421.94,660.63,156.6
222199212,222,1992,12,Uttar Pradesh,Deoria,536.8,0.56,12.48,66.88,6.36,0.35,14.7,9.55,417.82,644.27,154.2
222199312,222,1993,12,Uttar Pradesh,Deoria,536.8,0.56,12.54,66.69,6.67,0.61,8.73,16.35,415.68,645.11,155.2
222199412,222,1994,12,Uttar Pradesh,Deoria,544.67,2.88,12.67,73.36,6.25,0.56,8.4,12.26,419.23,642.07,153.2
222199512,222,1995,12,Uttar Pradesh,Deoria,544.67,2.88,12.16,73.49,5.73,0.26,6.93,8.53,426.83,642.65,150.6
222199612,222,1996,12,Uttar Pradesh,Deoria,252.39,0.26,5.04,26.61,2.31,0.07,3.65,4.25,206.6,315.29,152.6
222199712,222,1997,12,Uttar Pradesh,Deoria,252.37,0.26,3.61,26.52,2.36,3.81,3.95,10.78,205.02,312.13,152.2
222199812,222,1998,12,Uttar Pradesh,Deoria,252.37,0.26,3.69,26.88,2.36,0.07,3.85,7.17,204.18,317.76,155.6
222199912,222,1999,12,Uttar Pradesh,Deoria,248.09,0.26,3.5,26.71,2.2,0.09,3.72,7.52,199.94,315.8,157.9
222200012,222,2000,12,Uttar Pradesh,Deoria,248.94,0.26,3.49,27.63,2.07,0.08,3.79,7.31,200.21,315.31,157.5
222200112,222,2001,12,Uttar Pradesh,Deoria,248.94,0.26,3.37,27.65,1.92,0.08,3.87,9.33,198.52,318.07,160.2
222200212,222,2002,12,Uttar Pradesh,Deoria,248.94,0.26,3.3,28.61,1.96,0.09,3.05,9.14,198.62,319.93,161.1
222200312,222,2003,12,Uttar Pradesh,Deoria,249.12,0.26,2.85,29.66,1.87,0.26,2.91,10.15,197.78,326.19,164.9
222200412,222,2004,12,Uttar Pradesh,Deoria,249.37,0.26,2.1,31.61,1.69,0.08,2.39,9.18,198.55,321.93,162.1
222200512,222,2005,12,Uttar Pradesh,Deoria,249.38,0.26,2.07,31.67,1.72,0.07,2.5,9.62,197.9,319.24,161.3
222200612,222,2006,12,Uttar Pradesh,Deoria,249.38,0.26,1.61,31.98,1.85,0.08,2.56,12.35,195.36,319.14,163.4
222200712,222,2007,12,Uttar Pradesh,Deoria,249.38,0.26,1.65,32.04,1.89,0.08,2.5,17.47,190.25,309.64,162.8
222200812,222,2008,12,Uttar Pradesh,Deoria,249.38,0.26,1.62,32.18,1.92,0.08,2.41,19.58,188.15,313.77,166.8
222200912,222,2009,12,Uttar Pradesh,Deoria,249.38,0.26,1.74,32.22,1.82,0.08,2.41,12.07,195.63,314.5,160.8
222201012,222,2010,12,Uttar Pradesh,Deoria,249.38,0.26,1.76,32.37,1.85,0.09,2.31,9.5,198.17,313.04,158
222201112,222,2011,12,Uttar Pradesh,Deoria,249.38,0.26,1.67,32.44,1.9,0.09,2.28,9.64,197.85,321.74,162.6
222201212,222,2012,12,Uttar Pradesh,Deoria,249.38,0.26,1.75,33.34,1.83,0.09,2.31,9.17,197.61,319.54,161.7
222201312,222,2013,12,Uttar Pradesh,Deoria,249.38,0.26,1.71,33.4,1.85,0.09,2.07,9.47,197.3,325.27,164.9
222201412,222,2014,12,Uttar Pradesh,Deoria,249.38,0.26,1.71,33.45,1.89,0.07,2.32,9.87,196.43,322.06,164
222201512,222,2015,12,Uttar Pradesh,Deoria,249.38,0.26,1.7,34.4,1.88,0.07,3.87,6.82,196.53,329.25,167.5
222201612,222,2016,12,Uttar Pradesh,Deoria,249.38,0.26,1.65,34.53,1.85,0.07,3.82,7.32,196.53,329.26,167.5
223199012,223,1990,12,Uttar Pradesh,Basti,426.78,2.97,5.11,52.67,8.3,0.69,9.91,12.91,324.6,505.92,155.9
223199112,223,1991,12,Uttar Pradesh,Basti,426.78,3.67,5,53.81,8.21,0.67,9.15,11.61,326.74,485.05,148.5
223199212,223,1992,12,Uttar Pradesh,Basti,426.78,3.67,5.42,53.96,8.52,0.68,9.32,10.55,326.5,497.94,152.5
223199312,223,1993,12,Uttar Pradesh,Basti,426.78,3.39,5.65,53.73,9.31,0.67,9.55,9.43,327.1,495.85,151.6
223199412,223,1994,12,Uttar Pradesh,Basti,426.86,3.39,5.62,53.72,9.4,0.68,9.76,11.15,325.11,481.51,148.1
223199512,223,1995,12,Uttar Pradesh,Basti,426.88,3.39,6.18,54.05,8.64,0.67,9.64,13.37,322.83,491.31,152.2
223199612,223,1996,12,Uttar Pradesh,Basti,426.96,3.47,7.24,55.49,7.26,0.67,7.79,9.31,327.55,492.38,150.3
223199712,223,1997,12,Uttar Pradesh,Basti,276.37,4.09,3.66,36.86,5.73,7.21,5.26,12.09,206.73,296.49,143.4
223199812,223,1998,12,Uttar Pradesh,Basti,276.37,4.09,3.66,36.87,5.74,0.6,5.22,6.74,206.77,292.3,141.4
223199912,223,1999,12,Uttar Pradesh,Basti,276.37,4.09,3.67,36.86,5.51,0.62,4.92,6.17,207.9,292.34,140.6
223200012,223,2000,12,Uttar Pradesh,Basti,276.37,4.09,3.67,36.87,5.47,0.54,4.94,6.02,208.03,292.09,140.4
223200112,223,2001,12,Uttar Pradesh,Basti,276.45,4.09,3.78,36.87,5.12,0.55,4.82,6.68,207.48,305.54,147.3
223200212,223,2002,12,Uttar Pradesh,Basti,276.46,4.09,3.99,37.6,4.86,0.56,4.42,6.48,207.45,303.51,146.3
223200312,223,2003,12,Uttar Pradesh,Basti,276.45,4.09,4,37.63,4.83,0.56,4.11,6.38,207.83,303.54,146
223200412,223,2004,12,Uttar Pradesh,Basti,277.04,4.09,3.99,37.64,4.55,0.5,4.29,5.68,209.64,305.48,145.7
223200512,223,2005,12,Uttar Pradesh,Basti,277.04,4.09,3.99,37.65,4.54,0.5,4.29,5.76,209.55,298.81,142.6
223200612,223,2006,12,Uttar Pradesh,Basti,277.04,4.09,4.01,38.31,4.45,0.5,3.81,5.49,209.73,300.88,143.5
223200712,223,2007,12,Uttar Pradesh,Basti,277.04,4.09,3.99,38.82,4.41,0.52,3.84,5.62,209.11,293.03,140.1
223200812,223,2008,12,Uttar Pradesh,Basti,277.04,4.11,3.99,38.94,4.4,0.52,3.7,5.59,209.15,292.93,140.1
223200912,223,2009,12,Uttar Pradesh,Basti,277.04,4.09,3.99,39.01,4.36,0.52,3.64,5.69,209.1,286.54,137
223201012,223,2010,12,Uttar Pradesh,Basti,277.04,4.36,3.93,39.38,4.39,0.52,3.43,5.79,209.02,286.52,137.1
223201112,223,2011,12,Uttar Pradesh,Basti,277.04,4.36,3.81,40.27,4.07,0.52,3.12,5.58,208.96,287.09,137.4
223201212,223,2012,12,Uttar Pradesh,Basti,277.04,4.36,3.89,40.76,4.36,0.52,3.42,5.59,207.99,288.88,138.9
223201312,223,2013,12,Uttar Pradesh,Basti,277.04,4.36,3.91,40.86,4.12,0.52,2.83,5.63,209.1,287.1,137.3
223201412,223,2014,12,Uttar Pradesh,Basti,277.04,4.37,3.78,40.88,4.18,0.52,2.46,4.34,210.75,279.37,132.6
223201512,223,2015,12,Uttar Pradesh,Basti,277.04,4.37,3.78,41.68,4.17,0.52,9.41,8.78,198.6,309.67,155.9
223201612,223,2016,12,Uttar Pradesh,Basti,277.04,4.37,3.61,41.95,4.14,0.52,8.33,9.88,198.55,339.26,170.9
224199012,224,1990,12,Uttar Pradesh,Azamgarh,421.99,0.07,9.3,48.3,8.48,1.77,13.71,26.38,306.3,492.99,161
224199112,224,1991,12,Uttar Pradesh,Azamgarh,421.99,0.1,8.84,48.01,8.15,1.65,12.36,24.16,310.84,501.8,161.4
224199212,224,1992,12,Uttar Pradesh,Azamgarh,421.99,0.1,8.47,49.24,7.9,1.59,11.73,26.09,309.42,500.95,161.9
224199312,224,1993,12,Uttar Pradesh,Azamgarh,421.99,0.1,8.37,49.66,7.1,1.28,11.74,28.58,307.25,475.22,154.7
224199412,224,1994,12,Uttar Pradesh,Azamgarh,423.99,0.1,8.13,49.9,6.47,1.23,11.27,29,308.26,497.11,161.3
224199512,224,1995,12,Uttar Pradesh,Azamgarh,423.99,0.1,7.53,50.48,6.45,1.18,11.46,29.23,308.23,489.61,158.8
224199612,224,1996,12,Uttar Pradesh,Azamgarh,423.99,0.1,7.37,51.08,6.22,1.28,11.28,28.38,309.28,496.7,160.6
224199712,224,1997,12,Uttar Pradesh,Azamgarh,423.99,0.1,6.99,51.95,6.3,9.88,11.54,40.66,308.1,501.82,162.9
224199812,224,1998,12,Uttar Pradesh,Azamgarh,423.99,0.1,7.02,52.19,6.36,1.36,11.09,32.47,304.84,497.69,163.3
224199912,224,1999,12,Uttar Pradesh,Azamgarh,423.99,0.1,7.01,53.49,6.57,1.32,10.25,29.13,307.77,503.22,163.5
224200012,224,2000,12,Uttar Pradesh,Azamgarh,423.99,0.11,7.15,53.52,6.14,1.35,10,33.13,303.34,505.76,166.7
224200112,224,2001,12,Uttar Pradesh,Azamgarh,423.99,0.11,7.21,56.17,6.33,1.43,10.12,36.19,298.18,504.02,169
224200212,224,2002,12,Uttar Pradesh,Azamgarh,423.99,0.11,6.9,56.64,6.05,1.48,10.89,36.74,298.86,473.16,158.3
224200312,224,2003,12,Uttar Pradesh,Azamgarh,424.06,0.11,6.19,57.8,5.84,1.4,10.5,35.74,300.27,503.77,167.8
