Key,Dist Code,Year,State Code,State Name,Dist Name,TOTAL AREA (1000 ha),FOREST AREA (1000 ha),BARREN AND UNCULTIVABLE LAND AREA (1000 ha),LAND PUT TO NONAGRICULTURAL USE AREA (1000 ha),CULTIVABLE WASTE LAND AREA (1000 ha),PERMANENT PASTURES AREA (1000 ha),OTHER FALLOW AREA (1000 ha),CURRENT FALLOW AREA (1000 ha),NET CROPPED AREA (1000 ha),GROSS CROPPED AREA (1000 ha),CROPING INTENSITY (Percent)
810199513,810,1995,13,West Bengal,Hooghly,312.22,0.65,0.84,76.97,3.15,0.03,0.27,0.3,227.84,491.76,215.8
810199613,810,1996,13,West Bengal,Hooghly,312.22,0.65,0.76,81.84,3.1,0.02,0.25,0.27,223.22,-1,-1
810199713,810,1997,13,West Bengal,Hooghly,312.22,0.65,0.3,78.97,1.98,0.02,0.1,0.14,227.94,495.95,217.6
810199813,810,1998,13,West Bengal,Hooghly,312.22,0.65,0.18,83.99,2.06,0.03,0.11,0.18,222.63,489.73,220
810199913,810,1999,13,West Bengal,Hooghly,312.22,0.65,0.19,81.09,1.25,0.05,1,0.2,225.71,495.86,219.7
810200013,810,2000,13,West Bengal,Hooghly,312.22,0.65,0.24,74.6,2.61,0.03,0.49,0.77,230.55,396.39,171.9
810200113,810,2001,13,West Bengal,Hooghly,312.22,0.65,0.23,78.12,1.52,0.03,0.29,3.59,225.91,518.92,229.7
810200213,810,2002,13,West Bengal,Hooghly,312.22,0.65,0.13,82.68,1.37,0.01,0.91,0.92,223.96,517.59,231.1
810200313,810,2003,13,West Bengal,Hooghly,312.22,0.53,0.97,80.54,1.62,0.11,0.14,0.84,225.17,524.15,232.8
810200413,810,2004,13,West Bengal,Hooghly,312.22,0.53,0.61,84.65,1.83,0.07,0.55,1.08,219.73,520.66,237
810200513,810,2005,13,West Bengal,Hooghly,312.22,0.53,0.08,88.39,1.14,0.06,0.44,0.83,218.82,528.67,241.6
810200613,810,2006,13,West Bengal,Hooghly,313.38,0.53,0,88.8,1.49,0.1,0.15,0.02,220.52,535.78,243
810200713,810,2007,13,West Bengal,Hooghly,313.38,0.53,0.11,89.12,1.33,0.05,0.1,0.34,219.91,540.59,245.8
810200813,810,2008,13,West Bengal,Hooghly,313.38,0.53,0.25,92.94,2,0.12,0.45,0.6,214.64,554.6,258.4
810200913,810,2009,13,West Bengal,Hooghly,313.38,0.53,0.23,94.33,1.57,0.09,0.46,0.38,214.25,540.04,252.1
810201013,810,2010,13,West Bengal,Hooghly,313.38,0.53,0.09,96.53,1.52,0.01,0.12,0.59,212.41,542.69,255.5
810201113,810,2011,13,West Bengal,Hooghly,313.38,0.53,0.17,96.61,1.47,0.03,0.52,0.71,211.27,520.74,246.5
810201213,810,2012,13,West Bengal,Hooghly,313.38,0.53,0.13,96.99,0.93,0.02,0.42,0.67,212.09,527.63,248.8
810201313,810,2013,13,West Bengal,Hooghly,313.38,0.53,0.06,97.14,0.79,0,0.29,0.68,212.58,539.37,253.7
810201413,810,2014,13,West Bengal,Hooghly,313.38,0.53,0.05,97.85,0.73,0.02,0.13,0.76,211.97,543.24,256.3
810201513,810,2015,13,West Bengal,Hooghly,313.38,0.53,0.05,98.55,0.58,0.05,0,0.75,211.5,546.82,258.5
810201613,810,2016,13,West Bengal,Hooghly,313.38,0.29,0.04,99.3,0.46,0.06,0,0.74,210.85,512.64,243.1
810201713,810,2017,13,West Bengal,Hooghly,313.38,0.29,0.03,99.4,0.44,0.05,0,0.52,210.89,522.26,247.7
811199013,811,1990,13,West Bengal,Howrah,-1,-1,-1,-1,-1,-1,-1,-1,84.81,172.5,203.4
811199113,811,1991,13,West Bengal,Howrah,-1,-1,-1,-1,-1,-1,-1,-1,-1,171.2,-1
811199213,811,1992,13,West Bengal,Howrah,-1,-1,-1,-1,-1,-1,-1,-1,-1,169.3,-1
811199313,811,1993,13,West Bengal,Howrah,-1,-1,-1,-1,-1,-1,-1,-1,-1,160.2,-1
811199413,811,1994,13,West Bengal,Howrah,136,0,0.14,43.85,1,0,1.09,10,78.5,-1,-1
811199513,811,1995,13,West Bengal,Howrah,136.02,0,0.03,38.01,0.24,0,0.4,10.21,85.6,157.37,183.8
811199613,811,1996,13,West Bengal,Howrah,136.02,0,0.01,42.75,0.08,0,0.94,13.8,77.4,-1,-1
811199713,811,1997,13,West Bengal,Howrah,136.02,0,0.21,43.61,0.11,0,0.58,14.83,75.5,176.41,233.6
811199813,811,1998,13,West Bengal,Howrah,136.02,0,0.18,43.62,0.2,0,0.76,9.49,80.75,170.86,211.6
811199913,811,1999,13,West Bengal,Howrah,136.02,0,0.07,42.12,0.27,0.12,0.67,3.85,88.09,181.66,206.2
811200013,811,2000,13,West Bengal,Howrah,136.02,0,0.07,41.91,0.26,0.09,0.64,4.91,87.04,165.34,189.9
811200113,811,2001,13,West Bengal,Howrah,136.01,0,0.11,45.41,0.22,0.04,0.39,8.02,80.14,167.41,208.9
811200213,811,2002,13,West Bengal,Howrah,138.68,0,0.24,46.27,0.14,0.49,0.55,6.48,83.13,176.5,212.3
811200313,811,2003,13,West Bengal,Howrah,138.68,0,0.75,43.77,0.14,0.14,1.11,4.92,87.11,190.24,218.4
811200413,811,2004,13,West Bengal,Howrah,138.68,0,0.19,46.87,0.15,0.03,1.01,4.59,84.9,182.79,215.3
811200513,811,2005,13,West Bengal,Howrah,138.68,0,0.01,49.89,0.08,0,0.8,4.27,81.65,170.99,209.4
811200613,811,2006,13,West Bengal,Howrah,138.68,0,0.12,49.67,0.06,0.02,0.23,5.31,82.19,164.02,199.6
811200713,811,2007,13,West Bengal,Howrah,138.68,0,1.01,0,0.21,0,0.24,4.06,80.73,162.86,201.7
811200813,811,2008,13,West Bengal,Howrah,138.68,0,0,53.14,0.09,0.09,0.18,4.18,79.66,158.2,198.6
811200913,811,2009,13,West Bengal,Howrah,138.68,0,0,52.03,0.09,0.08,0.18,4.7,80.22,156.53,195.1
811201013,811,2010,13,West Bengal,Howrah,138.68,0,0,53.12,0.05,0,0.15,4.48,79.41,160.34,201.9
811201113,811,2011,13,West Bengal,Howrah,138.68,0,0,50.12,0.05,0,0.15,4.4,82.79,156.82,189.4
811201213,811,2012,13,West Bengal,Howrah,138.68,0,0,50.62,0.06,0,0.14,4.04,82.82,157.31,189.9
811201313,811,2013,13,West Bengal,Howrah,138.68,0,0,50.77,0.04,0,0.12,3.51,83.2,155.31,186.7
811201413,811,2014,13,West Bengal,Howrah,138.68,0,0,50.74,0.06,0,0.14,3.45,82.98,167.03,201.3
811201513,811,2015,13,West Bengal,Howrah,138.68,0,0,50.7,0.07,0,0.14,3.42,82.76,169.8,205.2
811201613,811,2016,13,West Bengal,Howrah,138.68,0,0,51.13,0.08,0,0.15,3.38,82.44,165.51,200.8
811201713,811,2017,13,West Bengal,Howrah,138.68,0,0,52.2,0.08,0,0.2,2.64,82.22,162.1,197.2
812199013,812,1990,13,West Bengal,Jalpaiguri,-1,-1,-1,-1,-1,-1,-1,-1,341.33,465.6,136.4
812199113,812,1991,13,West Bengal,Jalpaiguri,-1,-1,-1,-1,-1,-1,-1,-1,-1,458.2,-1
812199213,812,1992,13,West Bengal,Jalpaiguri,-1,-1,-1,-1,-1,-1,-1,-1,-1,464.8,-1
812199313,812,1993,13,West Bengal,Jalpaiguri,-1,-1,-1,-1,-1,-1,-1,-1,-1,407.5,-1
812199413,812,1994,13,West Bengal,Jalpaiguri,618.1,174,8.01,100.56,0.3,0.23,0.45,4,321.5,-1,-1
812199513,812,1995,13,West Bengal,Jalpaiguri,622.7,179,8.01,100.59,0.31,0.23,0.45,4,321.51,461.9,143.7
812199613,812,1996,13,West Bengal,Jalpaiguri,622.7,179,7.98,97.96,0.31,0.21,0.41,4,324.13,-1,-1
812199713,812,1997,13,West Bengal,Jalpaiguri,622.7,179,6.67,99.95,0.32,0.18,0.39,4.01,322.83,485.45,150.4
812199813,812,1998,13,West Bengal,Jalpaiguri,622.7,179,5.24,101.5,0.33,0.18,0.39,3.19,322.93,493.99,153
812199913,812,1999,13,West Bengal,Jalpaiguri,622.7,179,3.96,93.57,0.47,0.1,0.29,3.85,333.16,510.92,153.4
812200013,812,2000,13,West Bengal,Jalpaiguri,622.7,179,3.32,93.66,0.24,0.01,0.25,3.2,336.51,560.74,166.6
812200113,812,2001,13,West Bengal,Jalpaiguri,622.7,179,4.8,62.17,1.4,0,0.27,3.57,366.92,552.96,150.7
812200213,812,2002,13,West Bengal,Jalpaiguri,622.7,179,5.01,82.6,0.98,0.01,0.28,17.94,329.85,577.64,175.1
812200313,812,2003,13,West Bengal,Jalpaiguri,622.7,179,2.42,76.45,0.78,0,0.08,21.46,337.46,549.57,162.9
812200413,812,2004,13,West Bengal,Jalpaiguri,622.7,179,2.58,78.08,0.07,0,0.04,18.39,340,563.76,165.8
812200513,812,2005,13,West Bengal,Jalpaiguri,622.7,179,3.23,82.54,0.97,0,0.72,14.33,336.64,561.8,166.9
812200613,812,2006,13,West Bengal,Jalpaiguri,622.7,179,3.26,83.52,0.06,0,0.04,16.05,335.73,550.46,164
812200713,812,2007,13,West Bengal,Jalpaiguri,622.7,179,3.36,0,0.06,0,0.06,14.81,334.65,564.37,168.6
812200813,812,2008,13,West Bengal,Jalpaiguri,622.7,179,3.3,87.38,0.09,0,0.07,12.09,335.69,550.7,164
812200913,812,2009,13,West Bengal,Jalpaiguri,622.7,179,3.09,87.94,0.1,0,0.08,11.44,335.77,545.65,162.5
812201013,812,2010,13,West Bengal,Jalpaiguri,622.7,179,2.99,90.67,0.1,0,0.1,10.72,334.13,550.05,164.6
812201113,812,2011,13,West Bengal,Jalpaiguri,622.7,179,3.13,90.72,0.12,0,0.13,9.58,335,545,162.7
812201213,812,2012,13,West Bengal,Jalpaiguri,622.7,179,2.69,91.12,0.08,0,0.12,9.53,335.51,549.33,163.7
812201313,812,2013,13,West Bengal,Jalpaiguri,622.7,179,2.39,91.32,0.07,0,0.11,9.01,336.02,567.62,168.9
812201413,812,2014,13,West Bengal,Jalpaiguri,622.7,179,1.81,91.82,0.23,0,0.22,8.47,336.72,555.98,165.1
812201513,812,2015,13,West Bengal,Jalpaiguri,622.7,179,1.24,92.46,0.4,0,0.04,8.42,337.05,567.26,168.3
812201613,812,2016,13,West Bengal,Jalpaiguri,339.5,64.39,0.44,64.71,0.2,0,0,3.82,203.7,360.03,176.7
812201713,812,2017,13,West Bengal,Jalpaiguri,339.5,64.39,0.5,65.21,0.02,0.01,0,2.8,203.77,334.42,164.1
813199013,813,1990,13,West Bengal,Darjeeling,-1,-1,-1,-1,-1,-1,-1,-1,137.56,172.4,125.3
813199113,813,1991,13,West Bengal,Darjeeling,-1,-1,-1,-1,-1,-1,-1,-1,-1,161.5,-1
813199213,813,1992,13,West Bengal,Darjeeling,-1,-1,-1,-1,-1,-1,-1,-1,-1,152.6,-1
813199313,813,1993,13,West Bengal,Darjeeling,-1,-1,-1,-1,-1,-1,-1,-1,-1,155.6,-1
813199413,813,1994,13,West Bengal,Darjeeling,325.5,124.6,6.54,32.34,1.9,1.37,3.62,9.8,143.4,-1,-1
813199513,813,1995,13,West Bengal,Darjeeling,325.47,124.57,4.7,31.54,1.83,1.39,4.2,9.77,145.83,173.81,119.2
813199613,813,1996,13,West Bengal,Darjeeling,325.47,124.57,4.9,32.75,2.03,1.64,4.41,8.59,144.7,-1,-1
813199713,813,1997,13,West Bengal,Darjeeling,325.47,124.57,4.89,32.85,2.04,1.64,4.27,8.63,144.71,178.46,123.3
813199813,813,1998,13,West Bengal,Darjeeling,325.47,124.57,5.26,35.42,2.2,1.64,4.17,8.68,141.67,178.13,125.7
813199913,813,1999,13,West Bengal,Darjeeling,325.47,124.57,4.83,27.95,1.86,1.25,5.94,8.63,147.99,173.67,117.4
813200013,813,2000,13,West Bengal,Darjeeling,325.47,124.57,4.68,41.17,1.68,1.17,4.01,8.8,136.88,186.34,136.1
813200113,813,2001,13,West Bengal,Darjeeling,325.47,124.57,5.12,28.72,1.75,1.2,4.44,9.48,146.45,175.45,119.8
813200213,813,2002,13,West Bengal,Darjeeling,325.47,124.58,4.99,27.45,1.67,1.01,4.62,14.91,143.11,176.71,123.5
813200313,813,2003,13,West Bengal,Darjeeling,325.47,124.58,4.93,33.79,1.38,0.91,3.8,11.15,143,176.24,123.2
813200413,813,2004,13,West Bengal,Darjeeling,325.47,124.58,2.65,32.78,1.4,0.87,3.49,13.99,143.86,176.2,122.5
813200513,813,2005,13,West Bengal,Darjeeling,325.47,124.58,2.61,35.11,1.55,0.78,3.12,13.86,141.77,239.77,169.1
813200613,813,2006,13,West Bengal,Darjeeling,325.47,124.58,2.49,34.63,1.47,0.76,3.76,13.34,142.36,192.46,135.2
813200713,813,2007,13,West Bengal,Darjeeling,325.47,124.58,2.38,37.22,1.8,0.83,3.82,12.15,140.7,195.83,139.2
813200813,813,2008,13,West Bengal,Darjeeling,325.47,124.58,2.48,39.88,1.67,0.87,3.75,17.53,132.51,194.12,146.5
813200913,813,2009,13,West Bengal,Darjeeling,325.47,124.58,2.14,40.17,1.56,1.13,3.65,17.67,132.27,194.46,147
813201013,813,2010,13,West Bengal,Darjeeling,325.47,124.58,2.47,40.53,1.49,0.83,3.22,16.44,133.58,194.93,145.9
813201113,813,2011,13,West Bengal,Darjeeling,325.47,124.58,2.58,38.62,1.31,0.57,3.18,17.36,134.65,192.76,143.2
813201213,813,2012,13,West Bengal,Darjeeling,325.47,124.58,2.33,39.21,1.12,0.5,2.93,16.55,135.47,195.03,144
813201313,813,2013,13,West Bengal,Darjeeling,325.47,124.58,2.3,39.39,1.06,0.48,2.76,15.26,136.69,197.22,144.3
813201413,813,2014,13,West Bengal,Darjeeling,325.47,124.58,2.42,40.22,1.23,0.5,2.63,15.14,135.66,197.25,145.4
813201513,813,2015,13,West Bengal,Darjeeling,325.47,124.58,2.53,41.04,1.31,0.51,2.52,14.9,134.85,199.28,147.8
813201613,813,2016,13,West Bengal,Darjeeling,325.47,124.58,2.62,41.64,1.37,0.51,2.34,12.06,137.45,202.25,147.1
813201713,813,2017,13,West Bengal,Darjeeling,220.11,67.66,0.74,25.55,0.5,0.05,0.77,8.01,115.27,153.4,133.1
814199013,814,1990,13,West Bengal,Malda,-1,-1,-1,-1,-1,-1,-1,-1,254.55,489.1,192.1
814199113,814,1991,13,West Bengal,Malda,-1,-1,-1,-1,-1,-1,-1,-1,-1,479.6,-1
814199213,814,1992,13,West Bengal,Malda,-1,-1,-1,-1,-1,-1,-1,-1,-1,458.8,-1
814199313,814,1993,13,West Bengal,Malda,-1,-1,-1,-1,-1,-1,-1,-1,-1,435.1,-1
814199413,814,1994,13,West Bengal,Malda,371,1.7,0,63.42,0.1,0,0.29,15,286.1,-1,-1
814199513,814,1995,13,West Bengal,Malda,371.05,1.68,0,63.65,0.2,0,0.4,17.63,283.52,461.19,162.7
814199613,814,1996,13,West Bengal,Malda,371.05,1.68,0.01,65.06,0.12,0,0.28,15.99,284.8,-1,-1
814199713,814,1997,13,West Bengal,Malda,371.05,1.68,0,65.1,0.09,0,0.26,14.41,286.59,439.32,153.3
814199813,814,1998,13,West Bengal,Malda,371.05,1.68,0,65.08,0.1,0,0.26,14.33,286.57,437.29,152.6
814199913,814,1999,13,West Bengal,Malda,371.05,1.68,0,65.12,0.1,0,0.26,19.58,281.28,440.13,156.5
814200013,814,2000,13,West Bengal,Malda,371.05,1.68,0,84.82,0.1,0,0.26,58.2,222.91,459.56,206.2
814200113,814,2001,13,West Bengal,Malda,371.05,1.68,0.01,84.76,0.09,0,0.3,58.11,223.11,444.39,199.2
814200213,814,2002,13,West Bengal,Malda,371.05,1.68,0,84.64,0.1,0,0.3,52.8,228.49,445.69,195.1
814200313,814,2003,13,West Bengal,Malda,371.05,1.68,0,84.06,0.09,0,0.3,49.65,232.26,449.41,193.5
814200413,814,2004,13,West Bengal,Malda,370.86,1.68,0,83.58,0.1,0,0.31,54.61,227.6,456.66,200.6
814200513,814,2005,13,West Bengal,Malda,370.86,1.68,0,86.72,0.1,0,0.68,57.46,221.54,439.82,198.5
814200613,814,2006,13,West Bengal,Malda,370.86,1.68,0,84.42,0.09,0,0.3,70.08,211.4,396.83,187.7
814200713,814,2007,13,West Bengal,Malda,370.86,1.68,0,0,0.09,0,0.33,65.63,210.32,391.13,186
814200813,814,2008,13,West Bengal,Malda,370.86,1.68,0,88.25,0.1,0,0.31,63.62,212.46,450.7,212.1
814200913,814,2009,13,West Bengal,Malda,370.86,1.68,0,88.62,0.09,0,0.33,60.71,216,443.09,205.1
814201013,814,2010,13,West Bengal,Malda,370.86,1.68,0,90.11,0.1,0,0.29,57.45,217.98,425.45,195.2
814201113,814,2011,13,West Bengal,Malda,370.86,1.68,0,75.28,0.08,0,0.3,59.52,231.07,438.77,189.9
814201213,814,2012,13,West Bengal,Malda,370.86,1.68,0,80.82,0.09,0,0.3,53.96,231.08,457.41,197.9
814201313,814,2013,13,West Bengal,Malda,370.86,1.68,0,81.25,0.09,0,0.27,52.42,232.16,448.48,193.2
814201413,814,2014,13,West Bengal,Malda,370.86,1.68,0,81.77,0.09,0,0.2,49.95,234.32,453.71,193.6
814201513,814,2015,13,West Bengal,Malda,370.86,1.68,0,82.28,0.08,0,0.24,46.97,236.9,469.8,198.3
814201613,814,2016,13,West Bengal,Malda,370.86,1.68,-1,83.56,0.06,-1,0.33,45.9,236.66,465.55,196.7
814201713,814,2017,13,West Bengal,Malda,370.86,1.68,0,84.84,0.09,0,0.06,48.8,233.68,470.66,201.4
816199013,816,1990,13,West Bengal,Cooch Behar,-1,-1,-1,-1,-1,-1,-1,-1,247.49,454.9,183.8
816199113,816,1991,13,West Bengal,Cooch Behar,-1,-1,-1,-1,-1,-1,-1,-1,-1,487.3,-1
816199213,816,1992,13,West Bengal,Cooch Behar,-1,-1,-1,-1,-1,-1,-1,-1,-1,469.7,-1
816199313,816,1993,13,West Bengal,Cooch Behar,-1,-1,-1,-1,-1,-1,-1,-1,-1,460.7,-1
816199413,816,1994,13,West Bengal,Cooch Behar,341.5,8.8,0.55,67.79,2.5,0.04,0.32,3.4,248.9,-1,-1
816199513,816,1995,13,West Bengal,Cooch Behar,341.5,8.78,0.34,60.05,2.07,0.01,0.32,2.88,259.01,494.56,190.9
816199613,816,1996,13,West Bengal,Cooch Behar,341.5,8.78,0.36,71.66,2.07,0.01,0.34,2.9,246.7,-1,-1
816199713,816,1997,13,West Bengal,Cooch Behar,331.82,5.73,0.39,65.06,0.84,0.01,0.44,2.7,249.09,502.41,201.7
816199813,816,1998,13,West Bengal,Cooch Behar,331.82,5.73,0.49,64.83,0.84,0.01,0.37,3.87,248.07,497.58,200.6
816199913,816,1999,13,West Bengal,Cooch Behar,331.82,5.73,0.49,65.07,0.78,0.04,0.52,4.3,246.12,498.57,202.6
816200013,816,2000,13,West Bengal,Cooch Behar,331.38,3.15,0.28,50.33,0.75,0.03,0.19,5.64,264.92,508.44,191.9
816200113,816,2001,13,West Bengal,Cooch Behar,331.38,3.15,0.46,46.73,0.4,0.02,0.59,3.55,270.03,496.7,183.9
816200213,816,2002,13,West Bengal,Cooch Behar,331.38,3.77,0.49,59.1,0.95,0.25,0.34,4.21,253.54,474.91,187.3
816200313,816,2003,13,West Bengal,Cooch Behar,331.38,4.26,1.1,56.66,1.41,0.48,0.24,1.26,257,484.21,188.4
816200413,816,2004,13,West Bengal,Cooch Behar,331.57,4.26,1.54,60.79,0.19,0.02,0.35,2.2,254.16,494.28,194.5
816200513,816,2005,13,West Bengal,Cooch Behar,331.57,4.26,2.35,64.94,1.77,0.01,0.67,3.17,246.94,512.38,207.5
816200613,816,2006,13,West Bengal,Cooch Behar,331.57,4.26,1.35,66.19,0.83,0.14,0.89,0.89,248.27,486.87,196.1
816200713,816,2007,13,West Bengal,Cooch Behar,331.57,4.26,2.3,66.63,0.96,0.08,0.04,1.45,248.14,547.11,220.5
816200813,816,2008,13,West Bengal,Cooch Behar,331.57,4.26,1.1,67.85,0.04,0.01,0.01,0.5,251.96,551.9,219
816200913,816,2009,13,West Bengal,Cooch Behar,331.57,4.26,0.85,68.08,0.12,0.04,0.04,1.2,251.36,520.74,207.2
816201013,816,2010,13,West Bengal,Cooch Behar,331.57,4.26,0.26,69.43,0.29,0.01,0.06,0.86,250.61,511.55,204.1
816201113,816,2011,13,West Bengal,Cooch Behar,331.57,4.26,0.21,62.17,2.09,0,0.07,0.84,254.18,513.48,202
816201213,816,2012,13,West Bengal,Cooch Behar,331.57,4.26,0.12,64.8,1.33,0,0.05,0.85,252.57,514.63,203.8
816201313,816,2013,13,West Bengal,Cooch Behar,331.57,4.26,0.1,65.23,1.22,0.01,0.04,0.83,253.26,516.69,204
816201413,816,2014,13,West Bengal,Cooch Behar,331.57,4.26,0,64.72,0.72,0.01,0,0.82,254.54,533.66,209.7
816201513,816,2015,13,West Bengal,Cooch Behar,331.57,4.26,0,64.12,0.21,0.01,0,0.8,255.74,519.68,203.2
816201613,816,2016,13,West Bengal,Cooch Behar,331.57,4.26,-1,64.14,0.18,0.01,-1,0.8,256.13,509.46,198.9
816201713,816,2017,13,West Bengal,Cooch Behar,331.57,4.26,0,63.8,0.18,0,0,0.9,256.93,539.3,209.9
817199013,817,1990,13,West Bengal,Purulia,-1,-1,-1,-1,-1,-1,-1,-1,336.89,357.7,106.2
817199113,817,1991,13,West Bengal,Purulia,-1,-1,-1,-1,-1,-1,-1,-1,-1,364.4,-1
817199213,817,1992,13,West Bengal,Purulia,-1,-1,-1,-1,-1,-1,-1,-1,-1,361.3,-1
817199313,817,1993,13,West Bengal,Purulia,-1,-1,-1,-1,-1,-1,-1,-1,-1,367.5,-1
817199413,817,1994,13,West Bengal,Purulia,614,85.8,8.78,93.97,12.5,0,4.43,78.5,329,-1,-1
817199513,817,1995,13,West Bengal,Purulia,623.41,87.6,7.96,85.27,10.11,0.32,4.35,87.9,337.99,369.53,109.3
817199613,817,1996,13,West Bengal,Purulia,623.41,87.6,5.91,88.4,6.64,0.71,5.4,75.2,350.28,-1,-1
817199713,817,1997,13,West Bengal,Purulia,623.41,87.6,2.09,88.69,6.62,0.09,5.15,76.89,353.32,386.13,109.3
817199813,817,1998,13,West Bengal,Purulia,623.41,87.6,4.16,89.27,7.09,1.13,7.93,81.39,343.84,350.02,101.8
817199913,817,1999,13,West Bengal,Purulia,623.41,87.6,5.07,92.2,6.26,0.14,8.69,86.43,328.13,361.24,110.1
817200013,817,2000,13,West Bengal,Purulia,623.29,87.6,7.18,83.41,6.38,0.24,7.32,113.23,311.69,325.42,104.4
817200113,817,2001,13,West Bengal,Purulia,623.29,87.6,3.01,89.14,5.82,0.33,5.03,93.51,335.83,356.24,106.1
817200213,817,2002,13,West Bengal,Purulia,624.11,87.17,4.94,91.64,8.55,0.9,4.93,167.79,256.94,285.37,111.1
817200313,817,2003,13,West Bengal,Purulia,625.48,75.05,4.31,84.75,6.36,0.65,3.69,110.71,339.14,357.1,105.3
817200413,817,2004,13,West Bengal,Purulia,625.48,75.05,5.04,100.87,8.49,0.54,4.24,99.25,331.79,354.62,106.9
817200513,817,2005,13,West Bengal,Purulia,625.65,75.05,3.98,103.47,9.1,0.87,4.03,118.7,308.64,329.64,106.8
817200613,817,2006,13,West Bengal,Purulia,625.65,75.05,6.3,99.9,8.94,1.03,4.73,115.53,310.24,358.89,115.7
817200713,817,2007,13,West Bengal,Purulia,625.65,75.05,4.19,100.23,7.32,2.55,5.23,114.96,312.92,385.16,123.1
817200813,817,2008,13,West Bengal,Purulia,625.65,75.05,4.32,104.33,7.9,3.1,5.82,105.53,317.09,373.9,117.9
817200913,817,2009,13,West Bengal,Purulia,625.65,75.05,5.31,104.48,8.23,2.56,4.72,102.7,319.41,334.72,104.8
817201013,817,2010,13,West Bengal,Purulia,625.65,75.05,3.2,105.72,7.6,1.81,4.22,209.4,216.13,217.59,100.7
817201113,817,2011,13,West Bengal,Purulia,625.65,75.05,2.01,109.06,7.73,0.8,4.7,128.54,295.4,336.36,113.9
817201213,817,2012,13,West Bengal,Purulia,625.65,75.05,1.56,109.97,6.66,0.66,4.11,126.36,298.6,355.83,119.2
817201313,817,2013,13,West Bengal,Purulia,625.65,75.05,1.25,113.44,3.47,0.43,2.82,116.53,309.14,376.46,121.8
817201413,817,2014,13,West Bengal,Purulia,625.65,75.05,1.38,112.51,4.24,0.66,3.55,115.45,308.81,351.42,113.8
817201513,817,2015,13,West Bengal,Purulia,625.65,75.05,1.49,111.59,4.93,0.74,3.98,114.21,309.16,342.49,110.8
817201613,817,2016,13,West Bengal,Purulia,625.65,75.05,1.48,112.13,5.05,0.78,4.07,113.11,309.25,355.5,115
817201713,817,2017,13,West Bengal,Purulia,625.65,75.05,1.1,109.54,5.11,0.73,3.08,112.84,313.61,367.51,117.2
819199813,819,1998,13,West Bengal,Uttar Dinajpur,312.28,0.58,0.29,42.06,1.11,0.03,0.2,7.71,257.35,467.24,181.6
819199913,819,1999,13,West Bengal,Uttar Dinajpur,312.28,0.58,0.13,40.7,0.51,0.16,0.02,6.08,260.54,486.43,186.7
819200013,819,2000,13,West Bengal,Uttar Dinajpur,312.47,0.58,0.12,30.89,0.14,0.07,0.01,4.76,273.41,501.04,183.3
819200113,819,2001,13,West Bengal,Uttar Dinajpur,312.47,0.58,0.17,29.57,1.07,0,0,5.2,272.51,512.1,187.9
819200213,819,2002,13,West Bengal,Uttar Dinajpur,312.47,0.58,0.03,29.72,0.41,0.37,0.28,3.26,275.21,513.78,186.7
819200313,819,2003,13,West Bengal,Uttar Dinajpur,312.47,0.58,0.22,30.56,0.13,0.09,0.62,4.47,272.58,532.93,195.5
819200413,819,2004,13,West Bengal,Uttar Dinajpur,312.47,0.58,0.11,32.07,0.24,0.02,0.19,6.48,269.6,501.96,186.2
819200513,819,2005,13,West Bengal,Uttar Dinajpur,221.91,0.93,0.03,29.54,0.01,0.02,0.17,2.67,187.95,299.87,159.5
819200613,819,2006,13,West Bengal,Uttar Dinajpur,312.47,0.58,0.49,30.86,0.25,0.01,0.04,0.33,277.6,470.49,169.5
819200713,819,2007,13,West Bengal,Uttar Dinajpur,312.47,0.58,0.38,31.79,0.06,0.12,0.05,0.3,276.8,496.68,179.4
819200813,819,2008,13,West Bengal,Uttar Dinajpur,312.47,0.58,0.19,32.56,0.07,0.02,0.04,0.2,276.99,508.2,183.5
819200913,819,2009,13,West Bengal,Uttar Dinajpur,312.47,0.58,0.06,32.67,0.09,0.03,0.05,1.39,275.51,488.59,177.3
819201013,819,2010,13,West Bengal,Uttar Dinajpur,312.47,0.58,0.27,33.43,0.13,0.13,0.16,1.5,274.77,479.85,174.6
819201113,819,2011,13,West Bengal,Uttar Dinajpur,312.47,0.58,0.1,31.12,0.08,0.06,0.14,0.2,276.46,470.96,170.4
819201213,819,2012,13,West Bengal,Uttar Dinajpur,312.47,0.58,0.05,31.3,0.05,0.04,0.1,0.14,276.73,484.11,174.9
819201313,819,2013,13,West Bengal,Uttar Dinajpur,312.47,0.58,0.07,31.46,0.01,0.03,0.06,0.26,276.79,498.55,180.1
819201413,819,2014,13,West Bengal,Uttar Dinajpur,312.47,0.58,0.04,33.1,0.09,0,0.07,0.25,275.66,496.26,180
819201513,819,2015,13,West Bengal,Uttar Dinajpur,312.47,0.58,0.03,34.74,0.17,0,0.03,0.24,274.47,528.62,192.6
819201613,819,2016,13,West Bengal,Uttar Dinajpur,312.47,0.58,0.02,35.24,0.18,-1,0.02,0.32,274.38,508.16,185.2
819201713,819,2017,13,West Bengal,Uttar Dinajpur,312.47,0.58,0.03,35.74,0.17,0,0.01,0.2,273.84,527.71,192.7
820199813,820,1998,13,West Bengal,Dakshin Dinajpur,221.91,0.85,0.18,27.21,0.11,0.01,0.24,2.63,189.81,290.4,153
