Key,Dist Code,Year,State Code,State Name,Dist Name,JANUARY POTENTIAL (Millimeters),FEBRUARY POTENTIAL (Millimeters),MARCH POTENTIAL (Millimeters),APRIL POTENTIAL (Millimeters),MAY POTENTIAL (Millimeters),JUNE POTENTIAL (Millimeters),JULY POTENTIAL (Millimeters),AUGUST POTENTIAL (Millimeters),SEPTEMBER POTENTIAL (Millimeters),OCTOBER POTENTIAL (Millimeters),NOVEMBER POTENTIAL (Millimeters),DECEMBER POTENTIAL (Millimeters)
17219989,172,1998,9,Punjab,Ferozpur,45.98,67.58,104.65,154.76,206.39,207.05,165.47,151.17,132.83,101.95,57.85,40.98
17219999,172,1999,9,Punjab,Ferozpur,44.95,67.41,113.19,158.6,205.63,206.17,171,150.69,137.36,104.37,64.77,44.15
17220009,172,2000,9,Punjab,Ferozpur,48.62,64.04,108.88,158.72,215.67,208.23,166.22,149.81,134.17,106.54,62.44,44.59
17220019,172,2001,9,Punjab,Ferozpur,45.67,66.67,109.4,149.62,207.64,194.25,161.09,152.41,133.32,104,60.58,42.59
17220029,172,2002,9,Punjab,Ferozpur,46.69,65.73,113.88,155.72,212.94,206.06,172.56,152.49,129.17,103.03,59.69,42.42
17220039,172,2003,9,Punjab,Ferozpur,44.13,66.02,109.85,153.62,196.95,205.53,162.24,146.98,131.72,99.73,57.87,42
17220049,172,2004,9,Punjab,Ferozpur,46.07,70.27,117.9,156.67,203.82,196.71,170.13,147.59,137.45,99.89,59.64,45.11
17220059,172,2005,9,Punjab,Ferozpur,44.05,60.98,107.4,150.36,196.88,209.94,161.76,153.18,135.69,101.79,60.31,39.57
17220069,172,2006,9,Punjab,Ferozpur,46.72,70.05,110.68,153.97,210.41,199.44,168.5,148.89,132.44,103.78,61.21,42.17
17220079,172,2007,9,Punjab,Ferozpur,45.81,65.03,109.12,156.1,199.2,205.53,162.98,151.09,132.89,101.37,60.03,40.8
17220089,172,2008,9,Punjab,Ferozpur,42.81,63.45,112.34,156.41,196.97,199.02,164.16,146.31,131.79,106.58,61.4,44.56
17220099,172,2009,9,Punjab,Ferozpur,47.91,67.93,111.35,155.75,204.9,208.54,166.56,152.55,133.91,103.23,58.14,41.32
17220109,172,2010,9,Punjab,Ferozpur,45.23,67.68,117.25,162.92,211.37,202.3,167.47,147.63,130.31,102.86,59.06,39.39
17220119,172,2011,9,Punjab,Ferozpur,43.3,63.01,108.31,145.03,207.44,207.21,164.92,149,131.43,102.4,61.67,41.22
17220129,172,2012,9,Punjab,Ferozpur,42.95,61.8,109.01,147.93,200.22,211.31,175.6,149.46,130.92,97.35,57.26,41.7
17220139,172,2013,9,Punjab,Ferozpur,43.85,67.32,104.6,147.9,207.61,210,167.64,147.31,133.92,104.07,57.68,41.42
17220149,172,2014,9,Punjab,Ferozpur,43.45,60.93,105.94,147.39,198.12,212.84,171.52,153.56,132.92,105.07,60.21,38.75
17220159,172,2015,9,Punjab,Ferozpur,43.48,64.63,104.8,153.28,198.88,201.38,164.12,147.97,134.28,104.12,60.74,40.96
17319589,173,1958,9,Punjab,Faridkot,49.63,67.72,117.01,162.9,208.87,220.95,176.47,154.58,136.34,103.76,65.42,47.7
17319599,173,1959,9,Punjab,Faridkot,48.25,69.78,123.28,160.02,216.49,226.34,174.17,154.09,140.13,113.55,68.93,49.78
17319609,173,1960,9,Punjab,Faridkot,48.02,75.21,114.51,157.39,213.37,226.59,176.74,155.87,142.14,110.26,69.43,48.17
17319619,173,1961,9,Punjab,Faridkot,49.53,64.15,112.64,151.54,203.58,218.86,172.81,150.71,139.69,105.58,60.58,42.18
17319629,173,1962,9,Punjab,Faridkot,46.72,68.26,110.24,155.42,205.67,220.1,175.72,155.26,132.82,107.33,67.01,47.22
17319639,173,1963,9,Punjab,Faridkot,49.14,73.84,119.08,159.61,206.37,222.72,187.26,155.98,139.23,112.07,69.04,49.49
17319649,173,1964,9,Punjab,Faridkot,49.96,69.19,125.64,168.41,215.13,226.24,172.44,156.63,138.42,109.44,69.41,50.9
17319659,173,1965,9,Punjab,Faridkot,56.28,74.42,121.78,159.37,204.91,233.56,177.01,154.62,141.87,115.43,74.13,50.44
17319669,173,1966,9,Punjab,Faridkot,54.33,78.74,124.83,169.41,220.35,225.53,177.31,156.38,140.72,112.24,68.08,51.74
17319679,173,1967,9,Punjab,Faridkot,46.82,74.09,109.56,150.8,202.72,222.23,176.18,149.97,135.8,105.49,62.8,47.5
17319689,173,1968,9,Punjab,Faridkot,44.87,63.88,110.9,152.65,200.04,225.63,173.44,152.45,144.08,105.12,67.62,47.57
17319699,173,1969,9,Punjab,Faridkot,49.67,67.87,124.58,156.03,195.84,216.02,176.56,154.3,138.02,111.19,68.42,47.7
17319709,173,1970,9,Punjab,Faridkot,49.32,65.19,109.66,156.47,210.8,211.64,176.8,151.81,136.14,107.43,63.76,46.22
17319719,173,1971,9,Punjab,Faridkot,45.62,68.17,111.09,157.21,201.44,210.44,166.11,150.61,134.77,103.22,63.96,53.01
17319729,173,1972,9,Punjab,Faridkot,49.3,63.64,112.81,149.27,208.53,217.58,175.06,150.56,134.71,103.42,63.45,50.34
17319739,173,1973,9,Punjab,Faridkot,49.55,69.27,112.41,165.35,210.08,221.2,171.29,151.99,140.37,105.27,65.1,46.81
17319749,173,1974,9,Punjab,Faridkot,49.8,67.82,121.62,166.88,209.36,211.31,174.31,155.75,142.59,108.57,66.65,48.22
17319759,173,1975,9,Punjab,Faridkot,49.12,66.26,117.16,158.28,212.23,215.21,166.5,151.8,134.97,106.35,62.84,46.84
17319769,173,1976,9,Punjab,Faridkot,48.89,68.57,109.64,153.14,207.82,205.8,175.31,146.64,137.51,106.16,63.87,45.72
17319779,173,1977,9,Punjab,Faridkot,49.98,67.13,117.18,148.94,189.29,200.6,167.58,149.76,132.94,105.39,64.28,45.59
17319789,173,1978,9,Punjab,Faridkot,45.24,63.05,105.82,152.92,215.25,217.48,164.03,150.28,135.1,105.15,64.91,44.77
17319799,173,1979,9,Punjab,Faridkot,48.95,66.29,107.86,155.35,200.59,212.93,177.12,156.22,135.26,106.23,61.47,45.89
17319809,173,1980,9,Punjab,Faridkot,48.12,70.94,108.09,159.48,209.62,219.55,170.39,151.43,136.51,108.06,63.26,45.1
17319819,173,1981,9,Punjab,Faridkot,46.25,69.51,109.12,161.11,209.66,213.74,163.94,151.86,139.5,103.22,59.22,42.63
17319829,173,1982,9,Punjab,Faridkot,47.35,62.04,101.76,147.47,187.68,214.15,179.85,149.82,138.95,109.86,64.7,48.18
17319839,173,1983,9,Punjab,Faridkot,46.41,64.8,112.25,143.61,191.72,206.09,169.86,149.41,137.58,105.12,63.55,44.96
17319849,173,1984,9,Punjab,Faridkot,45.06,66.42,117.44,151.74,213.69,221.75,165.68,151.4,131.87,104.09,63.28,45.25
17319859,173,1985,9,Punjab,Faridkot,46.68,69.42,118.34,153.71,210.75,210.61,170.15,155.33,140.39,104.62,62.39,48.06
17319869,173,1986,9,Punjab,Faridkot,44.86,66.5,108.41,154.27,201.55,217.23,167.75,150.55,137.35,105.67,64.66,43.9
17319879,173,1987,9,Punjab,Faridkot,46.97,68.74,112.44,161.67,189.45,209.69,179.29,158.95,143.18,108.31,64.9,43.22
17319889,173,1988,9,Punjab,Faridkot,49.36,69.8,113.37,159.69,212.31,213.93,168.67,149.13,137.06,105.74,61.44,44.84
17319899,173,1989,9,Punjab,Faridkot,46.7,65.6,111.03,152.61,205.3,206.47,172.22,148.56,136.78,104.54,63.44,42.08
17319909,173,1990,9,Punjab,Faridkot,51.95,67.29,108.05,157.11,213.93,210.97,167.31,148.91,136.71,101.32,64.58,46.03
17319919,173,1991,9,Punjab,Faridkot,45.03,65.4,107.97,150.81,199.14,209.07,181.33,153.74,138.83,103.86,60.89,43.73
17319929,173,1992,9,Punjab,Faridkot,47.24,65.03,110.92,152.27,210.47,213.29,169.16,149.69,133.84,103.58,59.54,44.51
17319939,173,1993,9,Punjab,Faridkot,47.71,69.64,110.03,157.17,212.95,211.84,169.23,159.98,137.93,106.46,69.77,47.6
17319949,173,1994,9,Punjab,Faridkot,49.36,69.89,121.26,156.28,211.97,217.33,169.6,151.27,135.83,108.04,65.45,48.04
17319959,173,1995,9,Punjab,Faridkot,51.09,71.89,115.91,161.72,219.74,232.23,177.99,151.26,140.73,116.45,73.64,52.88
17319969,173,1996,9,Punjab,Faridkot,52.21,74.02,124.78,169.2,212.97,213.62,173.77,152.66,142.96,104.03,61.97,43.81
17319979,173,1997,9,Punjab,Faridkot,45.18,67.42,109.13,146.9,192.61,195.74,171.02,149.17,134.95,98.41,57.54,40.98
17319989,173,1998,9,Punjab,Faridkot,46.8,68.76,108.12,157.65,208.59,208.33,169.29,152.71,135.69,103.43,59.75,42.73
17319999,173,1999,9,Punjab,Faridkot,46.16,68.59,116.56,161.53,206.72,208.25,175.31,152.67,140.24,107.21,67.13,45.77
17320009,173,2000,9,Punjab,Faridkot,49.88,65.57,112.45,162.52,219.79,211.34,170.56,151.99,136.89,108.46,65.08,46.77
17320019,173,2001,9,Punjab,Faridkot,47.1,68.32,112.46,151.99,207.86,196.59,165.2,154.32,136.07,105.93,62.51,43.78
17320029,173,2002,9,Punjab,Faridkot,47.46,67.43,117.42,158.11,213.68,208.89,178.55,154.27,131.88,105.2,61.7,44.08
17320039,173,2003,9,Punjab,Faridkot,45.45,67.5,113.28,156.55,200.08,208.58,166.19,148.35,134.56,101.22,59.94,43.49
17320049,173,2004,9,Punjab,Faridkot,46.99,71.9,120.73,159.97,207.39,199.01,175.39,149.48,140.27,101.32,61.81,46.44
17320059,173,2005,9,Punjab,Faridkot,44.93,63.12,111.53,153.35,198.14,211.36,166.13,155.43,138.38,104.29,62.74,40.9
17320069,173,2006,9,Punjab,Faridkot,47.71,71.89,113.84,157.56,212.19,201.27,173.36,151.19,135.2,106.1,63.63,43.65
17320079,173,2007,9,Punjab,Faridkot,46.85,66.79,112.4,159.44,200.92,206.93,168.11,153.05,135.42,103.07,62.69,42.15
17320089,173,2008,9,Punjab,Faridkot,43.8,65.13,115.86,158.18,198.69,199.83,168.58,148.09,134.85,108.79,63.82,46.09
17320099,173,2009,9,Punjab,Faridkot,48.59,69.44,114.64,159.04,207.41,209.82,170.98,154.73,136.82,104.97,60.32,42.58
17320109,173,2010,9,Punjab,Faridkot,46.26,69.13,120.36,165.88,212.69,204.18,171.2,148.92,132.62,104.61,61.03,40.95
17320119,173,2011,9,Punjab,Faridkot,44.12,64.76,110.8,147.23,208.93,208.27,168.69,150.72,133.82,104.17,63.95,42.76
17320129,173,2012,9,Punjab,Faridkot,43.66,63.03,112.11,151.31,201.7,215.08,179.91,150.67,133.41,98.87,59.23,43.09
17320139,173,2013,9,Punjab,Faridkot,44.72,68.92,108.03,150.9,208.66,212.34,171.29,148.73,136.81,105.56,59.62,43.08
17320149,173,2014,9,Punjab,Faridkot,44.3,62.49,109.11,149.87,198.63,214.19,175.38,155.43,135.49,106.5,62.14,40.22
17320159,173,2015,9,Punjab,Faridkot,44.38,66.47,107.93,156.54,200.42,203.16,168.01,149.11,137.36,105.98,62.44,42.38
17419589,174,1958,9,Punjab,Bhatinda,51.63,69.71,121.56,166.32,214.76,225.48,173.8,152.93,136.46,104.33,66.53,49.74
17419599,174,1959,9,Punjab,Bhatinda,50.96,72.75,128.05,163.4,222.25,229.07,173.61,152.67,139.85,113.15,70.08,52.03
17419609,174,1960,9,Punjab,Bhatinda,50.07,77.64,118.59,160.63,218.93,231.08,174.1,154.25,142.67,110.81,70.75,50.67
17419619,174,1961,9,Punjab,Bhatinda,51.73,66.93,117.12,156.17,210.43,222.95,171.72,149.43,139.68,106.67,62.01,43.86
17419629,174,1962,9,Punjab,Bhatinda,49.18,70.9,114.15,158.42,210.95,225.98,174.82,154.41,133.18,107.08,68.22,48.56
17419639,174,1963,9,Punjab,Bhatinda,51.02,75.92,123.17,161.73,211.08,226.8,185.88,154.51,138.99,112.67,70.89,51.24
17419649,174,1964,9,Punjab,Bhatinda,52.41,71.72,130.33,172.57,221.63,227.88,170.6,155.74,137.39,111.06,70.53,53.4
17419659,174,1965,9,Punjab,Bhatinda,59.05,76.81,125.92,164.03,209.99,242.55,176.79,154.41,142.27,116.28,75.58,52.26
17419669,174,1966,9,Punjab,Bhatinda,56.57,81.61,129.68,173.16,228.81,227.01,176.26,155.79,141.58,113.5,68.47,53.91
17419679,174,1967,9,Punjab,Bhatinda,48.87,76.39,113.18,153.25,207.15,225.32,174.19,148.58,135.34,106.44,63.76,49.21
17419689,174,1968,9,Punjab,Bhatinda,46.96,66.09,114.45,154.64,205.07,228.42,171.91,152.12,144.72,106.15,67.91,49.39
17419699,174,1969,9,Punjab,Bhatinda,51.68,70.39,127.61,159,200.58,219.71,174.4,153.15,138.42,112.1,68.96,48.35
17419709,174,1970,9,Punjab,Bhatinda,50.66,66.47,113.04,159.84,216.3,212.62,176.44,150.24,135.89,107.41,64.66,47.62
17419719,174,1971,9,Punjab,Bhatinda,46.76,70.06,113.74,159.5,204.52,211.62,163.9,149.33,134.48,104.1,65.32,54.44
17419729,174,1972,9,Punjab,Bhatinda,50.74,65.2,115.59,150.5,211.01,220.87,174.37,150.15,134.35,104.19,64.88,52.6
17419739,174,1973,9,Punjab,Bhatinda,51.39,70.46,115.87,166.74,213.5,221.3,169.47,150.13,139.8,105.22,65.39,48.09
17419749,174,1974,9,Punjab,Bhatinda,51.6,69.14,124.15,169.13,212.65,211.6,172.77,154.5,142.51,109.14,67.58,49.56
17419759,174,1975,9,Punjab,Bhatinda,50.44,67.56,119.77,159.81,217.68,216.3,164.98,151.02,134.95,107.34,63.79,49.1
17419769,174,1976,9,Punjab,Bhatinda,51.87,70.78,113.14,156.18,214.92,209.01,174.55,146.76,137.86,107.63,65.48,47.34
17419779,174,1977,9,Punjab,Bhatinda,51.15,68.77,120.2,151.7,194.49,201.74,164.72,148.97,132.98,106,65.04,47.47
17419789,174,1978,9,Punjab,Bhatinda,47.66,64.84,110.31,155.74,222.59,218.46,164.44,149.11,135.28,107.1,67.83,47.09
17419799,174,1979,9,Punjab,Bhatinda,51.68,69.34,115.04,158.42,205.78,215.62,174,157.13,136.67,108.13,63.5,48.12
17419809,174,1980,9,Punjab,Bhatinda,50.81,74.97,113.76,164.92,216.48,221.83,168.42,150.61,137.72,110.47,65.22,48.03
17419819,174,1981,9,Punjab,Bhatinda,48.79,73,114.94,165.79,215.74,216.3,164.31,151.87,140.15,105.54,61.58,44.95
17419829,174,1982,9,Punjab,Bhatinda,49.77,64.98,107.16,151.57,192.55,216.7,178.33,148.83,140.21,111.37,66.64,50.61
17419839,174,1983,9,Punjab,Bhatinda,48.6,67.66,117.4,148.95,197.43,209.23,169.72,149.26,137.45,106.53,65.6,47.04
17419849,174,1984,9,Punjab,Bhatinda,46.98,68.82,122.44,155.81,219.78,223.02,165.48,150.92,132.4,105.71,65.31,48.28
17419859,174,1985,9,Punjab,Bhatinda,48.6,72.01,122.76,158.13,217.23,212.42,168.27,154.77,141.15,106.84,64.94,51.51
17419869,174,1986,9,Punjab,Bhatinda,47.35,69.18,112.72,158.41,208.8,219.9,166.45,150.06,138.6,107.42,67.57,46.25
17419879,174,1987,9,Punjab,Bhatinda,49.33,71.57,118.29,167.34,196.88,212.38,179.86,158.14,143.34,110.63,67.26,45.75
17419889,174,1988,9,Punjab,Bhatinda,51.99,72.73,118.96,164.96,219.37,213.67,166.63,148.86,137.74,107.53,63.3,47.31
17419899,174,1989,9,Punjab,Bhatinda,49.46,68.08,115.66,157.27,211.49,208.5,171.51,149.04,136.86,105.77,65.76,43.8
17419909,174,1990,9,Punjab,Bhatinda,54.93,69.74,112.82,162.34,219.38,214.98,165.86,148.94,136.45,102.52,66.34,47.88
17419919,174,1991,9,Punjab,Bhatinda,46.95,66.82,112.17,155.28,203.72,211.19,178.23,152.93,139.14,105.59,62.55,45.87
17419929,174,1992,9,Punjab,Bhatinda,49.34,66.97,114.68,155.19,216.96,215.8,167.67,148.3,133.7,104.29,61.77,46.91
17419939,174,1993,9,Punjab,Bhatinda,50.34,72.35,114.13,160.17,217.07,213.19,167,159.35,138.05,108.08,71.87,49.69
17419949,174,1994,9,Punjab,Bhatinda,51.7,72.64,126.24,159.38,217.18,217.44,167.66,150.12,136.24,108.97,67.19,50.26
17419959,174,1995,9,Punjab,Bhatinda,52.93,73.72,119.51,164.3,224.36,234.85,175.86,149.7,140.49,117.22,75.3,54.61
17419969,174,1996,9,Punjab,Bhatinda,54.26,75.68,128.15,171.59,216.53,213.68,171.32,150.42,141.92,104.87,64.05,45.93
17419979,174,1997,9,Punjab,Bhatinda,47.66,69.74,113.01,150.46,196.47,196.6,168.86,148.61,134.08,98.94,58.53,42.33
17419989,174,1998,9,Punjab,Bhatinda,48.56,69.99,111.92,159.77,213.39,210.01,167.02,151.28,135.58,103.79,61.14,44.61
17419999,174,1999,9,Punjab,Bhatinda,48.42,70.45,120.23,163.77,208.61,209.21,172.21,152.28,139.66,108.88,68.82,47.34
17420009,174,2000,9,Punjab,Bhatinda,52.39,66.85,116.04,165.77,225.1,212.92,169.1,151.66,136.95,109.51,67.26,49.46
17420019,174,2001,9,Punjab,Bhatinda,49.46,70.31,115.83,154.44,209.44,197.32,163.99,153.93,136.45,106.86,63.97,45.37
17420029,174,2002,9,Punjab,Bhatinda,49.48,69.35,120.79,160.03,216.53,210.93,178.45,153.73,131.71,106.29,63.25,46.12
17420039,174,2003,9,Punjab,Bhatinda,48.03,68.99,116.75,159.06,206.09,210.93,163.52,147.12,134.64,101.78,61.64,45.17
17420049,174,2004,9,Punjab,Bhatinda,48.75,73.44,123.76,162.79,213.32,200.43,174.66,148.99,140.27,101.72,63.66,48.11
17420059,174,2005,9,Punjab,Bhatinda,46.98,65.9,116.07,156.44,201.25,212.46,165.15,155.6,138.42,105.96,64.93,42.63
17420069,174,2006,9,Punjab,Bhatinda,50.5,74.39,116.69,160.8,215.51,202.45,172.09,151.39,135.11,107.62,65.61,45.64
17420079,174,2007,9,Punjab,Bhatinda,49.2,68.59,116.16,162.97,204.33,208.49,168.31,152.71,135.26,104.4,65,43.96
17420089,174,2008,9,Punjab,Bhatinda,46.25,66.83,119.73,159.19,201.76,199.23,167.49,147.6,135.29,110.18,65.97,48.06
17420099,174,2009,9,Punjab,Bhatinda,50.5,71.56,118.51,162.87,212.64,212.46,170.14,154.61,136.62,105.87,62.17,44.08
17420109,174,2010,9,Punjab,Bhatinda,48.52,70.95,123.81,168.87,216.58,206.25,170.2,148.12,132.17,105.4,62.44,42.71
17420119,174,2011,9,Punjab,Bhatinda,46.02,66.8,113.41,148.41,211.81,208.27,167.45,150.47,133.66,104.75,65.53,44.44
17420129,174,2012,9,Punjab,Bhatinda,45.41,64.68,115.41,153.87,205.93,220.33,178.18,149.08,133.27,99.57,60.52,44.88
17420139,174,2013,9,Punjab,Bhatinda,46.77,71.07,112.28,153.85,212.21,213.83,168.43,147.64,136.87,106.03,61.27,45.12
17420149,174,2014,9,Punjab,Bhatinda,46.22,64.18,112.6,152.12,201.16,215.18,173.34,154.67,135.34,106.71,63.61,42.16
17420159,174,2015,9,Punjab,Bhatinda,46.39,69.01,111.35,158.98,204.37,204.47,166.4,147.85,137.72,106.77,63.54,44.16
17519589,175,1958,9,Punjab,Sangrur,51.69,69.52,122.82,169.17,211.23,219.69,161.35,140.85,129.28,103.24,67.85,49.42
17519599,175,1959,9,Punjab,Sangrur,50.58,72.35,127.33,165.63,217.18,218.04,161.14,140.65,131.65,110.66,69.83,51.45
17519609,175,1960,9,Punjab,Sangrur,49.5,77.75,116.86,163.9,218.02,220.02,161.74,142.17,134.43,108.51,71.27,49.94
17519619,175,1961,9,Punjab,Sangrur,51.3,67.6,117.54,157.89,205.57,214.44,160.77,138.29,131.83,105.3,62.52,43.64
17519629,175,1962,9,Punjab,Sangrur,49.23,69.61,112.52,156.93,207,215.67,163.45,143.1,127.76,105.2,70.94,48.06
17519639,175,1963,9,Punjab,Sangrur,50.34,74.46,122.07,160.77,208.54,213.62,170.71,140.13,131,110.05,71.33,50.68
17519649,175,1964,9,Punjab,Sangrur,51.27,69.51,126.57,173.84,214.91,220.18,158.97,143.72,129.68,107.94,70.18,52.68
17519659,175,1965,9,Punjab,Sangrur,58.31,74.28,122.36,162.77,205.46,228.53,163.31,142.1,133.34,110.43,73.06,50.53
17519669,175,1966,9,Punjab,Sangrur,54.66,78.94,124.53,171.17,220.67,210.93,163.65,143.29,132.78,108.91,67.2,52.82
17519679,175,1967,9,Punjab,Sangrur,48.72,75.49,111.5,154.83,200.77,214.97,161.81,137.28,128.8,104.05,62.7,48.3
17519689,175,1968,9,Punjab,Sangrur,47.03,65.64,113.64,154.64,201.73,216.69,159.82,140.38,137.49,103.41,69.59,49.91
17519699,175,1969,9,Punjab,Sangrur,51.69,69.8,126.9,158.73,195.87,209.42,163.35,142.02,130.87,109.34,69.19,48.11
17519709,175,1970,9,Punjab,Sangrur,50.7,65.19,111.59,160.05,211.39,201.36,164.45,139.26,129.95,105.69,66.4,48.9
17519719,175,1971,9,Punjab,Sangrur,47.21,70.06,114.76,158.39,197.72,200.53,154.15,137.53,128.15,102.77,66.48,54.26
17519729,175,1972,9,Punjab,Sangrur,50.43,65.27,116.01,150.44,208.91,212.07,162.82,139.24,127.44,102.34,64.98,51.66
17519739,175,1973,9,Punjab,Sangrur,51.27,69.15,114.76,168.67,205.05,207,158.29,138.99,132.71,103.21,66.08,47.6
17519749,175,1974,9,Punjab,Sangrur,51.34,67.98,121.46,169.98,206.32,198.92,159.96,142.06,134.2,107.45,68.16,48.1
17519759,175,1975,9,Punjab,Sangrur,48.77,66.42,117.66,159.02,211.54,204.97,154.07,138.84,128.06,106.44,65.43,49.27
17519769,175,1976,9,Punjab,Sangrur,50.83,70.08,111.21,155.88,209.29,196.84,161.37,135.68,132.04,106.73,67.18,47.84
17519779,175,1977,9,Punjab,Sangrur,51.38,68.21,119.51,151.62,190.55,192.3,154.59,138.15,126.59,103.06,64.21,46.93
17519789,175,1978,9,Punjab,Sangrur,47.27,63.5,107.94,156.04,218.99,207.03,155.71,137.78,128.67,106.54,69.49,46.1
17519799,175,1979,9,Punjab,Sangrur,51.44,67.51,113.69,157.17,201.64,205.54,161.56,145.75,129.47,106.37,65.51,48.21
17519809,175,1980,9,Punjab,Sangrur,51.28,75.35,113.7,168.96,215.42,212.74,157.97,139.57,131.17,107.44,66.03,48.61
17519819,175,1981,9,Punjab,Sangrur,48.64,72.85,113.3,166.54,208.05,207.08,154.93,141.05,133.09,105.09,63.11,44.95
17519829,175,1982,9,Punjab,Sangrur,50.21,64.67,107.65,149.85,186.53,206.01,166.59,138.4,133.55,107.77,67.94,52.03
17519839,175,1983,9,Punjab,Sangrur,48.45,68.06,117.12,147.99,189.49,199.83,158.67,139.38,130.77,105.41,66.81,47.1
17519849,175,1984,9,Punjab,Sangrur,47.44,69.45,122.72,155.18,219.76,211.7,153.81,140.2,126.21,105.68,65.96,49.78
17519859,175,1985,9,Punjab,Sangrur,48.48,71.87,122.55,159.33,213.83,206.81,157.33,142.43,132.75,105.1,65.89,51.65
17519869,175,1986,9,Punjab,Sangrur,47.98,68.9,112.63,157.79,199.98,208.89,155.67,140.4,132.64,103.72,68.25,46.6
17519879,175,1987,9,Punjab,Sangrur,48.9,70.28,117,168.61,191.9,207.72,167.18,144.28,135.45,108.07,67.51,45.02
17519889,175,1988,9,Punjab,Sangrur,52.52,72,117.61,164.86,218.21,203.28,156.27,137.6,130.84,106.34,63.39,46.7
17519899,175,1989,9,Punjab,Sangrur,48.89,67.56,114.21,160.01,208.54,197.69,159.66,137.07,130.48,104.83,66.91,43.34
17519909,175,1990,9,Punjab,Sangrur,56.2,68.38,110.44,163.43,209.03,206.36,155.77,137.38,129.31,100.44,65.23,46.79
17519919,175,1991,9,Punjab,Sangrur,46.2,65.68,110.28,155.38,200.68,202.39,166.41,139.28,131.04,102.63,62.48,44.35
17519929,175,1992,9,Punjab,Sangrur,49.02,66.03,113.53,154.96,208.97,204.18,155.64,136.99,128.23,101.45,61.18,45.52
17519939,175,1993,9,Punjab,Sangrur,49.76,70.82,112.21,159.61,210.69,203.04,156.3,146.46,128.96,104.14,71.09,48.07
17519949,175,1994,9,Punjab,Sangrur,50.9,70.15,125.1,156.23,209.36,207.84,157.45,139.24,130.68,106.57,66.24,49.14
17519959,175,1995,9,Punjab,Sangrur,50.2,71.36,117.83,162.12,217.97,222.07,163.63,136.96,132.54,112.28,73.87,53.67
17519969,175,1996,9,Punjab,Sangrur,53.59,74.13,126.44,169.85,209.6,205.49,160.69,138.81,133.26,102.55,63.37,46.14
17519979,175,1997,9,Punjab,Sangrur,47.2,69.26,110.91,151.04,189.37,188.65,158.47,138.09,127.81,96.14,58.36,40.7
17519989,175,1998,9,Punjab,Sangrur,47.33,68.01,109.17,158.04,206.14,202.49,157.37,139.9,128.2,101.4,61.63,42.64
17519999,175,1999,9,Punjab,Sangrur,47.04,70.09,118.39,161.1,199.08,197.79,159.6,140.14,131.32,104.07,68.12,44.81
17520009,175,2000,9,Punjab,Sangrur,51.13,63.83,112.21,161.97,213.7,198.69,156.55,139.7,130.06,106.34,66.48,48.05
17520019,175,2001,9,Punjab,Sangrur,49.07,70.01,113.65,153.01,203.22,186.02,154.77,142.63,130.51,102.7,63.42,44.62
17520029,175,2002,9,Punjab,Sangrur,48.81,67.1,117.24,158.35,207.91,197.34,165.48,141.65,124.18,102.19,63.35,44.91
17520039,175,2003,9,Punjab,Sangrur,46.87,67.38,114.3,155.23,198.64,199.83,153.37,137.15,127.58,99.25,61.15,43.5
17520049,175,2004,9,Punjab,Sangrur,47.63,71.28,122.59,158.29,204.43,190.23,162.52,138.33,132.57,97.9,62.53,47.03
17520059,175,2005,9,Punjab,Sangrur,46.73,65.72,111.75,153.97,192.68,201.7,154.64,143.93,130.98,101.76,64.71,42.29
17520069,175,2006,9,Punjab,Sangrur,51.14,72.58,112.47,156.28,206.58,191.58,159.76,140.33,128.73,104.17,64.7,45.12
17520079,175,2007,9,Punjab,Sangrur,49.63,66.51,113.76,161.78,196.51,200.7,157.91,141.36,128.7,102.91,62.78,43.73
17520089,175,2008,9,Punjab,Sangrur,46.84,65.41,116.69,156.55,192.36,188.11,157.27,137.15,127.78,105.72,64.27,46.64
17520099,175,2009,9,Punjab,Sangrur,50.3,70.34,114.97,162.11,203.64,206.06,159.02,142.64,128.76,103.42,62.03,42.89
17520109,175,2010,9,Punjab,Sangrur,46.46,69.39,121.45,166.52,209.99,196.42,159.22,137.57,125.47,102.39,61.22,40.75
17520119,175,2011,9,Punjab,Sangrur,45.07,64.54,112.49,143.45,201.88,196.68,156.88,139.38,128.14,101.61,63.83,42.64
17520129,175,2012,9,Punjab,Sangrur,45.18,64.57,113.09,148.73,200.03,211.87,166.06,138.13,127.63,97.57,59.03,43.99
17520139,175,2013,9,Punjab,Sangrur,45.66,67.53,111.04,152.48,205.18,199.81,157.29,137.15,129.26,102.08,61.36,43.98
17520149,175,2014,9,Punjab,Sangrur,45.41,61.84,108.58,151.2,192.53,204.16,161.55,142.7,129.05,102.84,63.66,41.84
17520159,175,2015,9,Punjab,Sangrur,45.9,67.65,109.54,152.96,196.16,193.36,155.42,137.88,130.99,103.3,63.35,43.51
17619589,176,1958,9,Punjab,Patiala,50.9,68.35,121.58,168.39,209.15,213.31,152.9,133.1,125.64,101.56,66.97,48.58
17619599,176,1959,9,Punjab,Patiala,49.73,70.55,126.58,166.3,215.83,210.43,152.18,133.44,127.65,108.85,68.51,50.73
17619609,176,1960,9,Punjab,Patiala,48.8,77.14,115.23,164.45,218.7,212.57,153.28,134.41,130.39,107.67,70.49,49.44
