Key,State code,State name,District code,District name, Year, Purpose,Co-operative Number,Co-operative Capacity Mton,Public Number,Public Capacity Mton,Private Number,Private Capacity Mton,Total Number,Total Capacity Mton,
635200918,18,Himachal Pradesh,635,Shimla,2009,Fruit & Vegetables Apples,.,.,1,1300,.,.,1,1300,
635200918,18,Himachal Pradesh,635,Shimla,2009,"Multipurpose Potatoes, Fruits",.,.,.,.,1,330,1,330,
637200918,18,Himachal Pradesh,637,Una,2009,Fish,1,78,.,.,.,.,1,78,
637200918,18,Himachal Pradesh,637,Una,2009,Potato,.,.,.,.,1,2500,1,2500,
637200918,18,Himachal Pradesh,637,Una,2009,Potatoes,.,.,.,.,4,5048,4,5048,
651200919,19,Kerala,651,Alleppey,2009,Marine Product,.,.,.,.,7,4265,7,4265,
651200919,19,Kerala,651,Alleppy,2009,Marine Product,.,.,.,.,37,9314,37,9314,
651200919,19,Kerala,651,Alleppy,2009,Milk Products,1,50,.,.,.,.,1,50,
652200919,19,Kerala,652,Kannur,2009,Milk Products,1,30,.,.,.,.,1,30,
653200919,19,Kerala,653,Ernakulam,2009,Ice-Cream,.,.,.,.,1,10,1,10,
653200919,19,Kerala,653,Ernakulam,2009,Marine Product,.,.,2,1025,84,17230,86,18255,
653200919,19,Kerala,653,Ernakulam,2009,Meat,.,.,1,125,.,.,1,125,
653200919,19,Kerala,653,Ernakulam,2009,Meat Products,.,.,.,.,1,100,1,100,
653200919,19,Kerala,653,Ernakulam,2009,"Meat,Fish",.,.,.,.,1,70,1,70,
653200919,19,Kerala,653,Ernakulam,2009,Milk Products,2,850,.,.,.,.,2,850,
653200919,19,Kerala,653,Ernakulam,2009,Multipurpose,.,.,.,.,2,4850,2,4850,
654200919,19,Kerala,654,Idukki,2009,Multipurpose,.,.,1,50,.,.,1,50,
655200919,19,Kerala,655,Kottayam,2009,Marine Product,.,.,1,20,.,.,1,20,
656200919,19,Kerala,656,Calicut,2009,Marine Product,.,.,.,.,3,1069,3,1069,
658200919,19,Kerala,658,Palakkad,2009,Milk Products,1,50,.,.,.,.,1,50,
658200919,19,Kerala,658,Palakkad,2009,Multipurpose,.,.,.,.,1,3000,1,3000,
658200919,19,Kerala,658,Palghat,2009,Multipurpose,.,.,1,50,.,.,1,50,
659200919,19,Kerala,659,Kollam,2009,Marine Product,.,.,.,.,20,4050,20,4050,
660200919,19,Kerala,660,Trichur,2009,Marine Product,.,.,2,95,1,150,3,245,
660200919,19,Kerala,660,Trichur,2009,Milk Products,1,100,.,.,.,.,1,100,
661200919,19,Kerala,661,Trivandrum,2009,Marine Product,.,.,1,75,3,520,4,595,
661200919,19,Kerala,661,Trivandrum,2009,Multipurpose,.,.,1,150,.,.,1,150,
,,,,,,,,,,,,,,,
