Key,Dist Code,Year,State Code,State Name,Dist Name,JANUARY ACTUAL (Millimeters),FEBRUARY ACTUAL (Millimeters),MARCH ACTUAL (Millimeters),APRIL ACTUAL (Millimeters),MAY ACTUAL (Millimeters),JUNE ACTUAL (Millimeters),JULY ACTUAL (Millimeters),AUGUST ACTUAL (Millimeters),SEPTEMBER ACTUAL (Millimeters),OCTOBER ACTUAL (Millimeters),NOVEMBER ACTUAL (Millimeters),DECEMBER ACTUAL (Millimeters)
100319753,1003,1975,3,Gujarat,Narmada,9.31,6.11,4.37,3.29,2.7,136.82,123.09,114.21,121.1,136.71,63.45,44.26
100319763,1003,1976,3,Gujarat,Narmada,42.92,25.21,12.89,7.97,5.56,172.64,125.07,115.71,122.33,84.01,65.51,33.49
100319773,1003,1977,3,Gujarat,Narmada,26.75,12.54,11.88,6.34,19.27,141.12,123.22,115.59,122.95,81.71,51.71,30.16
100319783,1003,1978,3,Gujarat,Narmada,21.23,11.52,8.25,7.08,4.59,161.08,122.68,116.55,109.85,96.76,61.99,37.09
100319793,1003,1979,3,Gujarat,Narmada,16.68,9.57,6.59,4.55,4.84,93.16,125.65,115.09,121.3,91.62,79.2,38.26
100319803,1003,1980,3,Gujarat,Narmada,24.74,12.69,8.22,5.45,4.32,161.62,126.15,114.4,92.73,73.87,34.47,28.93
100319813,1003,1981,3,Gujarat,Narmada,10.7,6.33,5.14,3.59,2.91,175.35,127.08,116.34,120.72,115.01,62.27,44.2
100319823,1003,1982,3,Gujarat,Narmada,34.19,16.59,9.73,6.74,34.77,37.34,126.93,118.49,98.22,79.78,59.7,24.47
100319833,1003,1983,3,Gujarat,Narmada,12.87,7.97,5.48,4.39,3.1,167.16,126.97,115.3,120.67,118.24,59.88,44.31
100319843,1003,1984,3,Gujarat,Narmada,35.87,17.9,10.18,6.67,4.74,137.04,124.85,117.21,123.66,91.28,52.48,34.7
100319853,1003,1985,3,Gujarat,Narmada,21.75,11.53,7.63,5.81,11.18,34.34,127.84,117.88,106.55,115.37,55.02,37.31
100319863,1003,1986,3,Gujarat,Narmada,23.09,12.11,7.62,5.32,8.39,178.61,131.58,117.61,98.17,79.85,35.86,17.01
100319873,1003,1987,3,Gujarat,Narmada,10.63,6.16,5.96,3.36,9.87,70.31,133.86,121.31,90.26,79.08,35.89,24.71
100319883,1003,1988,3,Gujarat,Narmada,9.24,6.14,4.55,4.38,4,120.41,126.05,119.65,121.73,101.08,54.21,38.87
100319893,1003,1989,3,Gujarat,Narmada,23.82,11.55,15.78,5.2,6.55,162.8,126.77,114.21,121.39,85.54,50.4,30.88
100319903,1003,1990,3,Gujarat,Narmada,16.42,9.56,6.34,4.54,32.99,84.52,130.78,114.05,123.83,92.74,56.85,40.65
100319913,1003,1991,3,Gujarat,Narmada,22.76,11.97,8,5.55,5,86.71,119.67,115.59,92.41,71.28,36.84,17.32
100319923,1003,1992,3,Gujarat,Narmada,10.5,6.43,4.6,3.51,6.45,55.69,128.48,114.21,124.78,94.53,55.68,31.61
100319933,1003,1993,3,Gujarat,Narmada,18.27,10.27,7.92,4.76,4.58,71.07,127.72,121.09,126.31,97.31,60.49,38.49
100319943,1003,1994,3,Gujarat,Narmada,25.5,11.16,7.16,5.63,6.17,154.24,124.34,116.75,123.05,93.58,55.45,28.22
100319953,1003,1995,3,Gujarat,Narmada,17.04,9.08,12.15,4.69,7.12,50.6,128,123.54,124.77,99.8,58.4,32.74
100319963,1003,1996,3,Gujarat,Narmada,16.74,8.99,7.92,4.47,5.66,92.34,126.88,116.96,123.61,114.74,59.05,44.25
100319973,1003,1997,3,Gujarat,Narmada,34.92,15.19,9.04,7.21,10.7,145.12,127.59,118.48,123.71,87.87,56.04,36.06
100319983,1003,1998,3,Gujarat,Narmada,17.98,10.02,8.48,4.75,5.84,103.91,124.13,116.27,122.18,111.36,59.78,42.75
100319993,1003,1999,3,Gujarat,Narmada,29.59,14.65,8.8,5.94,9.7,165.55,125.04,105.45,123.09,119.86,61.55,46.62
100320003,1003,2000,3,Gujarat,Narmada,38.26,18.93,10.59,6.88,9.83,159.78,121.28,116.07,94.47,79.43,38.35,19.43
100320013,1003,2001,3,Gujarat,Narmada,10.79,6.73,6.1,4.34,23.16,168.48,122.94,114.28,87.39,92.27,45.37,24.42
100320023,1003,2002,3,Gujarat,Narmada,12.84,7.98,8.61,4.7,3.66,162.8,79.67,113.02,122.82,76.85,40.01,22.35
100320033,1003,2003,3,Gujarat,Narmada,12.24,7.6,5.25,3.86,3.93,124.67,123.05,116.68,120.7,85.42,48.85,32.05
100320043,1003,2004,3,Gujarat,Narmada,19.52,10.41,6.92,4.8,14.84,152.13,121.14,112.05,121.23,88.83,52.91,36.05
100320053,1003,2005,3,Gujarat,Narmada,25.72,13.15,11.23,5.78,5.54,162.63,121.22,110.27,117.85,80.34,45.13,31.04
100320063,1003,2006,3,Gujarat,Narmada,23.61,12.79,30.56,5.46,15.29,130.9,120.26,111.39,117.76,86.35,49.55,35.95
100320073,1003,2007,3,Gujarat,Narmada,25.54,13.29,8.32,6,11.98,123.82,120.59,111.75,119.2,79.24,48.6,31.51
100320083,1003,2008,3,Gujarat,Narmada,19.72,10.85,8.34,5.41,4.16,78.61,120.08,113.4,117.72,82.08,52.28,32.44
100320093,1003,2009,3,Gujarat,Narmada,19.83,10.89,9.68,4.94,12.9,63.37,121.12,116.27,120.81,91.17,60.12,36.09
100320103,1003,2010,3,Gujarat,Narmada,26.75,13.32,9.35,5.62,4.95,109.11,120.22,112.72,124.18,94.2,64.66,35.07
100320113,1003,2011,3,Gujarat,Narmada,28.56,15.26,9.21,6.35,5.18,146.1,118.88,112.25,121.65,86.19,51.02,32.01
100320123,1003,2012,3,Gujarat,Narmada,19.74,10.84,6.99,5.16,8.38,46.94,125.03,116.41,120.18,85.59,47.09,33.93
100320133,1003,2013,3,Gujarat,Narmada,22.89,11.98,11.16,6.04,5.77,153.57,116.77,112.95,120.99,120.29,62.77,43.88
100320143,1003,2014,3,Gujarat,Narmada,42.39,20.09,13.39,7.97,7.5,15.44,123.5,114,120.26,93.47,50.88,36.42
100320153,1003,2015,3,Gujarat,Narmada,28.23,13.2,30.29,7.84,8.23,161.08,131.22,115.84,120.59,86.98,49.59,31.74
100419583,1004,1958,3,Gujarat,Navsari,28.35,14.48,14.79,6.18,8,164.16,121.38,113.32,122.43,107.74,70.18,40.38
100419593,1004,1959,3,Gujarat,Navsari,28.29,14.44,8.82,6.05,9.1,162.91,123.12,117.44,121.41,129.38,73.85,52.88
100419603,1004,1960,3,Gujarat,Navsari,36.59,18.92,10.68,7.02,21.91,156.51,122.02,117.49,121.17,99.05,61.73,34.91
100419613,1004,1961,3,Gujarat,Navsari,19.88,11.35,7.21,5.24,12,161.91,119.18,117.82,121.61,110.69,63.8,44.9
100419623,1004,1962,3,Gujarat,Navsari,27.19,14.2,29.04,6.64,25.7,91.89,119.41,117.26,121.04,93.77,55.57,42.44
100419633,1004,1963,3,Gujarat,Navsari,20.92,11.11,8.82,5.15,4.6,164.95,123.07,114.99,123.7,98.92,71.05,44.03
100419643,1004,1964,3,Gujarat,Navsari,25.33,13.07,8.55,5.71,8.26,161.24,120.2,116.85,118.19,88.27,62.05,35.86
100419653,1004,1965,3,Gujarat,Navsari,19.15,10.44,8.62,5.07,4.57,162.33,119.93,115.49,98.48,82.2,49.56,24.79
100419663,1004,1966,3,Gujarat,Navsari,11.86,7.59,5.33,4.02,5.9,168.8,120.23,117.37,123.25,92.03,63.58,32.41
100419673,1004,1967,3,Gujarat,Navsari,15.95,9.52,7.06,4.82,3.89,157.47,120.95,118.04,119.87,88.02,53.59,43.66
100419683,1004,1968,3,Gujarat,Navsari,22.3,12.15,11.21,5.43,4,94.68,120.47,119.67,120.91,100.01,60.34,39.75
100419693,1004,1969,3,Gujarat,Navsari,26.89,14.48,8.8,5.99,4.37,158.34,120.05,115.21,119.37,84.86,55.52,37.27
100419703,1004,1970,3,Gujarat,Navsari,20.8,11.48,13.28,5.43,18.75,150.27,120.97,115,119.94,91.78,56.64,37.8
100419713,1004,1971,3,Gujarat,Navsari,24.68,13.27,8.26,5.72,30.57,154.34,123.92,116.21,120.28,92.94,53.21,40.51
100419723,1004,1972,3,Gujarat,Navsari,22.43,12.23,7.72,5.42,10.73,102,124.11,120.65,100.91,80.64,48.73,25.94
100419733,1004,1973,3,Gujarat,Navsari,13.61,8.59,5.73,4.22,7.67,146.12,121.39,116.73,118.05,91.98,55.37,37.7
100419743,1004,1974,3,Gujarat,Navsari,20.84,11.48,7.41,5.23,25.07,40.38,120.3,116.16,120.62,100.51,60.03,40.79
100419753,1004,1975,3,Gujarat,Navsari,27.03,14.53,8.78,5.98,5.53,155.62,118.87,113.76,118.87,138.98,71.34,47.19
100419763,1004,1976,3,Gujarat,Navsari,38.9,22.12,13.1,7.6,5.41,158.69,120.5,117.85,121.29,87.57,79.6,40.4
100419773,1004,1977,3,Gujarat,Navsari,25.86,13.38,15.67,5.91,14.34,150.59,119.61,116.8,121.49,87.34,62.79,36.37
100419783,1004,1978,3,Gujarat,Navsari,23.28,12.51,11.35,5.9,4.45,154.07,119.99,117.29,117.21,103.38,83.99,46.95
100419793,1004,1979,3,Gujarat,Navsari,29.71,15.62,9.66,6.1,5.45,164.05,122.8,117.74,121.35,90.66,104.93,46.33
100419803,1004,1980,3,Gujarat,Navsari,34.5,17.73,13.15,6.8,5.18,152.2,123.27,115.98,102.33,80.22,49.05,39.42
100419813,1004,1981,3,Gujarat,Navsari,15.47,8.88,6.07,4.41,4.11,167.89,121.27,117.07,119.74,120.56,72.67,47.5
100419823,1004,1982,3,Gujarat,Navsari,32.39,17.27,10.02,6.65,24.8,77.82,122.27,118.66,114.91,87,82.22,38.38
100419833,1004,1983,3,Gujarat,Navsari,22.86,12.15,7.73,5.48,4.01,166.31,123.05,115.62,118.77,128.58,69.97,51.31
100419843,1004,1984,3,Gujarat,Navsari,35.4,19.23,10.79,7.05,5,160.87,118.96,118.76,122.12,98.27,60.24,39.75
100419853,1004,1985,3,Gujarat,Navsari,24.8,12.87,8.08,5.73,17.22,57.6,122.22,118.54,117.07,118.3,67.49,45.87
100419863,1004,1986,3,Gujarat,Navsari,32.23,16.86,9.72,6.47,6.88,162.3,125.39,118.3,106.39,84.01,51.13,28.32
100419873,1004,1987,3,Gujarat,Navsari,13.9,8.32,6.25,4.19,7.56,126.83,128.5,122,94.96,85.94,47.9,34.53
100419883,1004,1988,3,Gujarat,Navsari,13.38,8.28,5.7,4.42,4.16,161.81,122.96,119.96,121.31,111.89,64.85,44.33
100419893,1004,1989,3,Gujarat,Navsari,29.05,14.35,14.23,6.01,5.91,157.98,121.85,113.92,120.36,90.38,56.7,36.96
100419903,1004,1990,3,Gujarat,Navsari,20.41,11.5,7.33,5.18,27.66,149.5,125.39,113.83,121.25,99.49,65.63,43.93
100419913,1004,1991,3,Gujarat,Navsari,26.36,13.48,8.86,5.94,5.95,132.77,115.28,116.42,102.8,78.3,47.31,26.41
100419923,1004,1992,3,Gujarat,Navsari,14.49,8.66,5.92,4.34,4.95,98.08,123.5,114.57,123.65,96.39,63.37,34.19
100419933,1004,1993,3,Gujarat,Navsari,20.57,11.36,8.2,5.17,4.25,138.33,121.76,119.09,121.82,106.85,72.28,45.79
100419943,1004,1994,3,Gujarat,Navsari,28.48,14.13,8.64,6.21,7,155.2,121.56,118.52,121.39,97.33,61.76,34.27
100419953,1004,1995,3,Gujarat,Navsari,19.82,10.81,9.14,5.12,5.5,68.11,123.07,123.23,122.71,102.93,65.71,37.8
100419963,1004,1996,3,Gujarat,Navsari,19.9,10.86,7.95,5.06,5.2,165.55,120.16,117.65,121.24,123.35,67.66,49.15
100419973,1004,1997,3,Gujarat,Navsari,34.09,18.07,10.29,7.03,7.65,154.46,122.66,117.81,121.26,88.61,64.29,42.82
100419983,1004,1998,3,Gujarat,Navsari,22.16,12.01,8.5,5.36,5,159.57,120.49,115.95,119.96,125.12,73.34,49.41
100419993,1004,1999,3,Gujarat,Navsari,34.65,19.35,10.79,7.04,9.08,152.05,119.31,115.88,120.11,122.7,69.7,48.92
100420003,1004,2000,3,Gujarat,Navsari,35.97,19.58,10.92,7.11,9.09,155.62,118.34,115.58,109.58,86.67,52.42,31.99
100420013,1004,2001,3,Gujarat,Navsari,18.59,10.4,7.34,5.06,15.24,161.3,119.55,114.28,106.56,103.36,59.19,34.61
100420023,1004,2002,3,Gujarat,Navsari,22.8,12.31,9.96,5.51,4.58,152.92,118.21,116.35,119.26,85.97,53.41,31.69
100420033,1004,2003,3,Gujarat,Navsari,18.97,11.13,7.02,5,4.14,153.37,120.93,117.3,120.32,88.91,55.1,36.28
100420043,1004,2004,3,Gujarat,Navsari,20.74,11.31,7.34,5.18,11.52,154.84,114.85,114.47,119.74,96.8,58.3,39.58
100420053,1004,2005,3,Gujarat,Navsari,26.45,13.82,11.57,5.97,5.52,152.91,118.5,109.98,118.49,84.87,52.95,36.71
100420063,1004,2006,3,Gujarat,Navsari,24.59,13.29,29.15,5.72,11.2,144.78,117.83,113.34,118.11,100.87,62.75,41.68
100420073,1004,2007,3,Gujarat,Navsari,30.44,17.13,9.87,6.66,7.96,149.92,117.05,113.41,119.96,85.76,54.37,34.82
100420083,1004,2008,3,Gujarat,Navsari,19.32,10.93,8.03,5.13,3.86,154.5,113.49,113.16,117.64,86.01,58.16,37.39
100420093,1004,2009,3,Gujarat,Navsari,20.84,11.46,9.63,5.21,7.92,153,117.55,115.4,123.36,99.8,87.45,45.62
100420103,1004,2010,3,Gujarat,Navsari,37.17,22.94,13.08,7.72,5.85,147.97,115.8,113.19,122.99,104.81,84.74,44.24
100420113,1004,2011,3,Gujarat,Navsari,36.31,21.68,11.7,7.61,5.66,156.62,116.57,114.86,122.26,93.38,60.84,37.32
100420123,1004,2012,3,Gujarat,Navsari,22.77,12.35,7.83,5.51,5.75,82.27,123.91,119.38,120.95,95.95,55.83,38.67
100420133,1004,2013,3,Gujarat,Navsari,27.01,14.31,11.44,6.1,5.07,146.91,114.11,113.81,120.46,118.49,70.06,45.31
100420143,1004,2014,3,Gujarat,Navsari,35.38,17.98,13.28,6.95,6.19,48.64,116.72,114.12,121.72,96.65,60.86,45.61
100420153,1004,2015,3,Gujarat,Navsari,28.94,15.29,29.72,6.63,8.64,156.82,128.38,115.49,120.83,91.67,62.4,39.76
100519583,1005,1958,3,Gujarat,Patan,9.44,5.06,3.49,2.57,1.99,28.97,150.93,111.45,147.02,97.03,42.08,16.1
100519593,1005,1959,3,Gujarat,Patan,8.22,5.06,3.49,2.58,1.99,34.07,147.77,127.6,140.69,95.11,31.72,13.03
100519603,1005,1960,3,Gujarat,Patan,8.33,4.61,3.24,2.41,2.13,50.76,124.06,75.46,51.36,3.02,0.81,1.59
100519613,1005,1961,3,Gujarat,Patan,0.68,2.24,0.46,0.41,0.74,69.72,139.88,110.42,139,87.37,27.11,11.72
100519623,1005,1962,3,Gujarat,Patan,6.63,4.34,66.6,2.31,2.35,15.24,146.88,98.5,138.08,10.14,7.47,4.65
100519633,1005,1963,3,Gujarat,Patan,3.64,1.64,15.68,1.04,1.19,16.81,133.41,131.04,147.09,98.66,36.2,12.27
100519643,1005,1964,3,Gujarat,Patan,6.34,4.15,2.97,2.24,4.13,32.42,149.54,136.96,134.34,77.46,17.95,8.85
100519653,1005,1965,3,Gujarat,Patan,15.24,3.7,13.78,2.06,1.96,2.45,154.41,120.72,89.07,19.24,9.34,5.57
100519663,1005,1966,3,Gujarat,Patan,4.31,2.75,2.1,1.65,2.09,45.59,153.81,34.74,148.95,50.99,13.59,7.29
100519673,1005,1967,3,Gujarat,Patan,4.65,3.26,65.82,1.87,1.5,52.78,147.33,119.28,125.3,56.37,16.25,19.44
100519683,1005,1968,3,Gujarat,Patan,6.24,4.01,17.41,2.02,1.6,3.02,129.64,121.3,25.59,3.21,1.26,0.99
100519693,1005,1969,3,Gujarat,Patan,0.81,1.32,0.59,0.5,0.44,23.37,133.2,53.65,72.84,0.64,2.7,2.92
100519703,1005,1970,3,Gujarat,Patan,0.51,0.73,0.29,0.25,0.5,64.1,105.87,124.12,137.48,86.64,34.05,14.79
100519713,1005,1971,3,Gujarat,Patan,8.09,5.04,3.48,2.56,2.68,72.06,141.82,112.89,124.83,49.35,14.65,7.78
100519723,1005,1972,3,Gujarat,Patan,4.92,5.39,2.53,1.95,1.75,26.67,120.27,102.79,6.32,0.76,0.65,0.57
100519733,1005,1973,3,Gujarat,Patan,3.86,0.66,0.4,0.36,1.7,73.05,146.16,135.25,138.08,82.1,25.15,11.96
100519743,1005,1974,3,Gujarat,Patan,6.53,4.28,3.04,2.29,12.42,12.46,42.91,37.3,45.42,15.94,0.63,3.67
100519753,1005,1975,3,Gujarat,Patan,0.8,0.44,0.41,0.36,0.34,105.92,136.42,130.19,142.76,108.49,32.9,14.16
100519763,1005,1976,3,Gujarat,Patan,11.71,4.9,7.71,2.49,1.93,68.5,151.21,134.42,133.02,58.74,30.59,8.39
100519773,1005,1977,3,Gujarat,Patan,15.52,4.05,2.62,2.01,11.35,97.36,145.39,123.62,146.4,81.17,23.72,10.37
100519783,1005,1978,3,Gujarat,Patan,6.11,6.13,2.92,2.21,1.73,77.01,144.14,132.87,55,16.44,15.78,10.98
100519793,1005,1979,3,Gujarat,Patan,3.01,5.27,1.75,1.41,1.54,39.2,74.51,132.64,55.38,19.07,32.3,3.37
100519803,1005,1980,3,Gujarat,Patan,3.79,2.42,1.51,1.24,1.07,146.77,150.43,115.13,35.25,6.48,4.9,17.43
100519813,1005,1981,3,Gujarat,Patan,3.95,1.67,40.08,1.11,2.75,23.12,158.52,133.49,132.12,74.52,36.54,9.48
100519823,1005,1982,3,Gujarat,Patan,7.26,3.8,6.52,2.1,10.88,15.03,153.68,100.12,31.53,9.96,40.59,3.49
100519833,1005,1983,3,Gujarat,Patan,3.22,1.94,1.52,1.24,2.12,26.89,150.7,132.62,118.92,55.43,15.41,7.79
100519843,1005,1984,3,Gujarat,Patan,4.77,3.28,2.42,1.87,1.49,14.4,135.52,130.9,126.27,55.7,15.54,8.09
100519853,1005,1985,3,Gujarat,Patan,5.07,3.51,3.13,1.98,4.33,28.76,136.46,120.87,26.43,14.12,1.08,0.92
100519863,1005,1986,3,Gujarat,Patan,0.77,0.7,1.28,0.47,2,83.57,72.1,92.8,3.14,0.82,0.24,0.51
100519873,1005,1987,3,Gujarat,Patan,0.75,0.65,17.7,0.14,1.58,11.99,23.38,66.07,1.79,0.71,0.19,11.09
100519883,1005,1988,3,Gujarat,Patan,0.69,0.1,0.63,0.1,0.1,16.6,151.54,133.95,135.03,71.62,17.51,8.8
100519893,1005,1989,3,Gujarat,Patan,7.81,3.68,6.63,2.06,1.66,38.95,153.62,128.76,79.8,18.85,9.03,5.49
100519903,1005,1990,3,Gujarat,Patan,3.77,4.3,2.18,1.64,5.29,10.08,112.23,130.94,141.45,83.25,27.38,25.33
100519913,1005,1991,3,Gujarat,Patan,6.93,4.51,3.1,2.31,1.8,9.76,147.71,69.92,42.56,7.75,5.26,5.99
100519923,1005,1992,3,Gujarat,Patan,7.5,2.02,1.91,1.18,1.24,8.88,155.83,121.13,143.02,86.39,23.5,10.44
100519933,1005,1993,3,Gujarat,Patan,6.38,4.89,3.24,2.21,1.84,16.34,156.69,99.67,114.09,23.33,20.51,5.18
100519943,1005,1994,3,Gujarat,Patan,9.78,2.65,1.99,1.58,1.34,36.23,147.31,133.11,145.09,87.01,21.86,10.1
100519953,1005,1995,3,Gujarat,Patan,8.79,4.06,9.84,2.17,1.81,7.16,152.79,81.06,73,16.87,6.42,6.66
100519963,1005,1996,3,Gujarat,Patan,3.85,2.13,2.67,1.32,1.89,83.4,156.35,121.5,107.53,42.45,9.7,5.5
100519973,1005,1997,3,Gujarat,Patan,11.16,2.64,12.7,1.59,3.55,75.17,104.26,134.28,139.47,45.68,15.2,7.05
100519983,1005,1998,3,Gujarat,Patan,4.54,4.36,10.98,1.82,1.52,56.78,150.21,121.73,147.8,89.34,28.92,12.22
100519993,1005,1999,3,Gujarat,Patan,7.3,5.66,3.13,2.34,2.67,67.19,140.27,39.19,30.09,52.14,3.81,1.21
100520003,1005,2000,3,Gujarat,Patan,1.01,0.95,0.69,0.6,0.82,22.33,148.75,110.23,56.2,16.05,8.3,5.59
100520013,1005,2001,3,Gujarat,Patan,3.56,2.58,2.51,1.58,8.48,109.29,138.72,100.94,31.63,22.83,5.96,3.97
100520023,1005,2002,3,Gujarat,Patan,2.86,2.24,2.47,1.37,1.15,50.53,30.06,63.21,57.27,0.54,1.69,1.7
100520033,1005,2003,3,Gujarat,Patan,1.34,3.59,0.35,0.29,0.3,30.44,138.73,128.41,99.7,34.81,12.89,7.11
100520043,1005,2004,3,Gujarat,Patan,5.83,3.23,2.41,1.86,3.58,55.71,118.09,130.69,63.87,27.53,7.77,4.9
100520053,1005,2005,3,Gujarat,Patan,4.26,2.56,2.8,1.53,2.06,80.11,152.1,123.28,138.94,81.02,24.74,11.57
100520063,1005,2006,3,Gujarat,Patan,6.57,4.29,66.58,2.29,1.98,45.09,144.52,127.36,134.76,83.57,24.29,12.49
100520073,1005,2007,3,Gujarat,Patan,6.51,5.61,25.34,2.27,2.38,53.29,144.84,126.62,136.46,78.96,25.34,11.92
100520083,1005,2008,3,Gujarat,Patan,6.71,4.34,3.56,2.31,2.61,38.6,151.84,122.72,137.42,42.81,14.62,10.88
100520093,1005,2009,3,Gujarat,Patan,4.66,3.27,4.81,1.88,1.79,25.71,139.86,113.74,89,23.54,10.02,6.09
100520103,1005,2010,3,Gujarat,Patan,4.47,3.03,2.11,1.66,1.37,46.9,139.62,120.46,133.44,89.44,44.07,13.56
100520113,1005,2011,3,Gujarat,Patan,7.08,4.97,3.23,2.37,1.94,17.73,138.88,126.27,129.01,70.41,17.88,8.99
100520123,1005,2012,3,Gujarat,Patan,5.47,3.72,2.71,2.07,1.87,15.99,58.3,110.02,133.24,78.3,25.77,13.28
100520133,1005,2013,3,Gujarat,Patan,7.2,4.83,31.86,2.35,1.88,62.13,134.05,122.74,143.81,88.92,37.07,16.85
100520143,1005,2014,3,Gujarat,Patan,12.33,5.42,3.92,2.69,2.32,4.74,145.8,102.58,131.24,84.34,28.21,12.34
100520153,1005,2015,3,Gujarat,Patan,11.75,4.51,14.45,2.37,2.72,72.04,150.61,84.1,109.78,18.14,9.39,5.11
100619583,1006,1958,3,Gujarat,Porbandar,13.38,7.42,4.95,3.56,2.7,72.28,130.73,115.34,132.12,112.55,69.59,32.18
100619593,1006,1959,3,Gujarat,Porbandar,12.76,7.42,4.95,3.56,3.39,105.11,129.28,113.29,126.86,96.05,45.3,17.11
100619603,1006,1960,3,Gujarat,Porbandar,9.18,5.85,4.1,3.03,2.36,144.6,128.8,88.97,73.6,24.97,11.59,6.96
100619613,1006,1961,3,Gujarat,Porbandar,5.7,6.27,2.6,2.05,2.03,163.1,126.24,124,129.57,97.05,50.45,18.27
100619623,1006,1962,3,Gujarat,Porbandar,9.66,6.1,30.76,3.13,2.58,26.86,128,120.89,126.79,85.69,46.65,17.86
100619633,1006,1963,3,Gujarat,Porbandar,8.91,5.5,3.9,2.91,2.35,58.61,123.17,123.89,74.31,72.42,42.38,6.88
100619643,1006,1964,3,Gujarat,Porbandar,4.54,3.17,2.39,1.88,2.47,156.97,126.69,123.76,115.44,82.88,29.53,12.85
100619653,1006,1965,3,Gujarat,Porbandar,9.07,5.01,3.6,2.72,2.25,1.83,129.72,121.64,94.18,60.05,24.9,9.67
100619663,1006,1966,3,Gujarat,Porbandar,6.19,4.24,3.13,2.41,2.57,124.97,127.87,55.22,76.69,12.79,6.95,4.67
100619673,1006,1967,3,Gujarat,Porbandar,3.38,2.57,25.76,1.65,1.36,144.97,130.66,110.09,82.1,36.62,14.7,39.09
100619683,1006,1968,3,Gujarat,Porbandar,6.53,4.02,7.37,2.25,1.8,10.27,124.78,126.98,90.22,65.44,18.18,9.62
100619693,1006,1969,3,Gujarat,Porbandar,6.08,4.22,3.12,2.41,1.91,42.98,130.5,92.07,66.55,20.33,21.93,10.73
100619703,1006,1970,3,Gujarat,Porbandar,4.8,3.62,2.49,1.97,6.09,80.1,131.06,121.13,128.5,97.62,49.99,18.55
100619713,1006,1971,3,Gujarat,Porbandar,9.74,6.13,4.25,3.14,3.08,143.71,123.6,115.64,110.94,74.12,25.71,11.84
100619723,1006,1972,3,Gujarat,Porbandar,7.08,7.88,3.46,2.62,2.26,153.64,132.89,50.9,12.37,6.79,4.49,3.23
100619733,1006,1973,3,Gujarat,Porbandar,3.2,1.93,1.56,1.3,1.42,47.23,128.97,102.75,86.2,40.23,15.1,8.46
100619743,1006,1974,3,Gujarat,Porbandar,5.51,3.89,2.91,2.26,3.63,11.48,78.76,43.49,25.96,40.84,0.69,5.31
100619753,1006,1975,3,Gujarat,Porbandar,0.72,0.49,0.43,0.4,0.77,128.25,82.2,119.4,121.67,89.56,18.14,9.09
100619763,1006,1976,3,Gujarat,Porbandar,6.48,3.87,6.38,2.17,1.73,53.52,129.57,124.29,98.08,41.98,39.5,7.86
100619773,1006,1977,3,Gujarat,Porbandar,5.79,3.62,2.71,2.12,4.03,122.14,127.53,121.57,126.16,64.47,35.77,11.93
100619783,1006,1978,3,Gujarat,Porbandar,7.01,5,3.39,2.58,2.03,155.18,123.54,121.66,83.46,69.64,36.09,11.38
100619793,1006,1979,3,Gujarat,Porbandar,5.93,5.97,3.07,2.37,1.92,166.31,89.75,125.14,103.84,77.64,86.28,12.91
100619803,1006,1980,3,Gujarat,Porbandar,9.31,5.3,3.59,2.71,2.14,148.62,129.17,111.79,88.06,51.25,19.57,39.96
100619813,1006,1981,3,Gujarat,Porbandar,6.87,4.1,25.74,2.35,2.39,68.38,130.38,122.27,111.1,94.74,84.22,20.63
100619823,1006,1982,3,Gujarat,Porbandar,10.32,6.39,5,3.22,8.35,2.27,128.13,123.7,83.14,46.94,86.21,8.77
100619833,1006,1983,3,Gujarat,Porbandar,5.75,4.49,2.95,2.28,1.83,158.08,127.76,123.33,98.3,74.71,21.11,10.58
100619843,1006,1984,3,Gujarat,Porbandar,6.53,4.48,3.27,2.51,1.99,56.02,127.54,119.08,128.94,63.48,28.03,11.76
100619853,1006,1985,3,Gujarat,Porbandar,6.88,4.61,3.32,2.52,10.1,22.94,70.59,121.04,74.97,45.45,9.9,6.17
100619863,1006,1986,3,Gujarat,Porbandar,4.26,3.14,3.36,1.92,1.64,161.42,77.29,104.38,34.45,11.8,7.34,6.49
100619873,1006,1987,3,Gujarat,Porbandar,3.38,2.6,5.42,1.64,1.44,18.69,30.48,62.59,3.21,1.01,0.57,1.82
100619883,1006,1988,3,Gujarat,Porbandar,0.46,0.42,0.38,0.35,0.31,22.92,131.58,117.58,126.58,86.57,29.73,12.91
100619893,1006,1989,3,Gujarat,Porbandar,9.47,5.02,3.61,2.72,2.13,154.18,129.49,96.5,77.07,31.48,13.36,7.76
100619903,1006,1990,3,Gujarat,Porbandar,5.18,4.49,3.24,2.17,5.12,44.39,37.9,119.76,95.4,65.33,19.61,13.16
100619913,1006,1991,3,Gujarat,Porbandar,6.36,4.62,3.2,2.46,1.95,4.37,127.29,90.33,46.43,17.67,9.02,14.41
100619923,1006,1992,3,Gujarat,Porbandar,7.43,2.94,2.27,1.81,1.49,34.24,130.86,120.34,121.14,88.86,36.2,14.36
100619933,1006,1993,3,Gujarat,Porbandar,8.48,5.95,3.8,2.85,2.22,25.43,132.82,72.76,68.22,34.03,27.78,5.66
100619943,1006,1994,3,Gujarat,Porbandar,5.91,3.02,2.28,1.82,1.5,33.08,128.69,116.43,128.86,87.14,35.83,14.61
